FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,RSH,RSS,SSH,SSS,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
DSP,-0.00778515,0.0133326,0.000399315,-0.0038022,0.0178286,-0.00696444,-0.0328942,-0.163064,0.0676861,0.02492,0.0362839,-0.00159797,-0.00807068,-0.0485195,-0.151724,0.0574197,0.0307784,0.00202341,-0.0324651,-0.0831474,-0.0537874,-0.00278873,-0.129385,-0.0282531,0.025413,0.00689683,-0.0416604,-0.00479146,0.0033816,-0.0116208,0.00227154,-0.00825295,-0.00911682,-0.00365665,0.0108274,0.00842627,-0.00759059,-6.62848e-05,0.000731693,5.58883e-05,-0.0021149,0.00785211,-0.0139221,-0.00348292,0.00270735,-0.003964,0.00334413,0.00149537,0.00188999,0.00397288,0.00196383,-0.00215604,-0.00151505,-0.00176846,-0.00296808,-0.00131772,0.0102898,-0.000970407,-0.000424659,0.00347218,-0.00186492,0.00106554,-0.00217664,0.000777703,-0.00722362,-0.00247128,-0.00141537,-0.000538561,-0.00125931,0.000492435,-0.000692551,0.000434842,0.0111305,0.00677874,0.564561,0.645327,-0.0260743,-0.0188755,0.00785211,-0.00280131,-0.000894019,-0.0253493,0.00317067,-0.00783426,0.00451953,-0.0529783,-0.008602,0.0306971,-0.0542298,0.00179933
DSR,0.00606723,-0.00223538,-0.0171942,-0.0334815,0.0107479,-0.0022671,-0.0097984,0.0045797,0.00397278,-0.00196699,-0.000880128,-0.0109861,-0.00432026,-0.0069304,-0.00227149,-0.00749083,-3.16456e-05,0.00181833,-0.0183349,-0.00405481,-0.0249986,-0.0147988,-0.0105238,-0.0378724,-0.000988816,0.00258593,0.0012945,-0.0200205,-0.004507,0.0620034,0.00162268,-0.00588917,0.00297745,-0.00553651,-0.00989545,0.000507746,-0.00846021,0.000626607,-0.000523766,-0.0156918,0.00146617,-0.17286,0.000277753,-0.00104978,0.00194644,-0.00547653,0.00451461,-0.00035615,-0.00392371,-0.00996951,-0.00461856,-0.0209336,0.00847681,0.0017735,0.00338985,0.00466443,0.000679642,0.00108925,-4.63786e-05,-8.68916e-05,0.000378422,-6.01584e-05,-0.00103548,-0.000269029,-0.000390083,-0.000120708,-0.00092045,0.00123031,0.000490956,0.00636031,0.000195391,0.000708569,0.0920437,0.163139,0.03914,0.0115855,-0.00781757,-0.00255636,-0.17286,0.0576159,-0.0111643,-0.00760697,-0.00180206,-0.000596787,0.00152232,-0.00264251,-0.00217303,0.0279142,-0.00290416,-0.0027807
MSC,-0.0364133,0.102263,-0.0247949,0.0328452,0.0309472,0.0539026,0.0555359,0.0670557,0.102776,0.00976058,0.0966608,0.00395055,0.0161671,0.0759486,-0.02173,0.136658,0.100636,-2.8383e-05,-0.0154054,-0.190808,-0.0308846,-0.0194314,-0.010718,-0.000367056,-0.313912,-0.0599329,0.500959,0.0519543,-0.0531334,-0.0182255,0.000251776,-0.0632042,-0.0971832,-0.0155151,-0.0896045,-0.00146006,-0.0520666,0.136102,-0.0167028,-0.0187024,-0.00154661,-0.0320141,-0.36285,-0.0133418,-0.0848212,-0.113291,0.0554252,0.0234299,0.0858497,-0.0209342,-0.0768368,0.0531473,-0.0094507,-0.0182846,0.0543899,0.0467365,-0.0455309,0.0232221,-0.00379851,-0.0558629,0.0159763,-0.0070872,0.043125,0.00151106,0.0460378,0.0417544,0.030078,0.00142954,0.0413275,0.0710208,0.00784434,-0.0218159,-0.0321648,0.00343983,0.00889969,-0.01903,0.0551063,0.0469738,-0.0320141,-0.0208448,0.0351642,0.0550606,-0.0164118,-0.150671,-0.0321439,-0.121324,-0.0775132,-0.0365309,-0.12541,-0.0307945
MSG,0.00456028,-0.00432213,-0.00109249,-0.00662213,-0.00926439,0.0672601,-0.0473828,0.000724776,0.00214813,0.00512436,-0.010338,-0.0227708,-0.0261966,0.00172175,0.000110821,0.00765243,0.00337978,-0.032822,0.00106452,-0.00756054,-0.0157466,0.00447547,-0.0098527,-0.00278945,0.0104531,-0.175109,-0.0345497,0.000193643,-0.00367939,0.00439429,-0.00137899,0.000142391,-0.0260453,0.101614,0.000748292,-0.00436203,0.000534583,0.00483334,-0.00486648,0.00405385,0.00242208,0.00152813,-0.00855784,2.07236e-05,-0.00185729,-0.00681048,0.000623118,0.00186694,0.00368236,6.40525e-05,-0.00138737,-0.000335109,-0.00074364,0.00703398,0.00193359,-0.000251448,0.000177411,-0.351766,-0.0389809,-0.0238002,0.00418635,-0.00218964,0.000966817,-0.00388898,0.00818448,0.0115107,0.00174942,-0.000309967,-0.00160728,0.00313851,0.00111207,-0.000602488,0.00396173,-0.00460033,-0.0203081,-0.00783692,-0.0172302,0.0583776,0.00152813,0.0121741,0.00781542,-0.0140243,0.00216399,-0.00363739,-0.00239554,-0.0156382,-0.0114709,-0.0011496,-0.0151849,-0.000899117
MSP,0.0129393,0.0181535,0.00948536,-0.0226089,0.011679,0.0603226,-0.0779561,-0.012082,-0.0366528,-0.00843034,-0.0473338,-0.0244697,-0.0365169,-0.0282917,0.00474105,-0.0468054,-0.0347328,-0.0360504,-0.00445858,0.0653842,0.0126008,0.0100032,0.0307252,0.000430249,-0.253924,-0.0485077,-0.245641,-0.0212433,0.0186366,0.00849838,-0.00297842,0.0349211,0.0115705,-0.00420147,0.033966,-0.0042412,0.0127096,-0.0441726,0.00751569,0.00738447,0.00247428,0.0125061,0.134196,0.0120558,0.03319,0.042374,-0.0201413,-0.00879799,-0.0328667,0.00820693,0.0294859,-0.0204914,0.00364504,0.0137649,-0.0205144,-0.0190896,0.00586753,0.0222892,0.00568388,0.0200084,-0.00427845,0.00179089,-0.0169287,-0.00159301,-0.0103959,-0.0150339,-0.0119803,-0.000516991,-0.0158501,-0.0269559,-0.0022089,0.00858266,0.00931455,-0.00746622,-0.00213225,0.0248743,-0.041587,0.0467777,0.0125061,0.00483539,0.00342138,-0.0377202,0.00653831,0.0596833,0.0118097,0.0296227,0.0241753,0.0191741,0.0315879,0.012764
RSH,-0.0065813,-0.00810084,-0.0224011,-0.00671249,0.00010206,0.00628327,-0.00457273,-0.00723017,0.0773712,-0.454581,-0.405743,-0.158571,0.0366509,-0.169082,-0.420865,-0.0963501,-0.0855838,0.0305901,-0.101071,-0.0072699,0.00265953,-0.029306,-0.00726633,-0.017008,-0.00987931,-0.00587552,-0.00670068,-0.0531787,0.00795855,-0.0422313,0.00663715,-0.0102892,-0.0269895,0.00240333,0.00675055,0.00346334,0.000542508,-0.0239516,0.00605393,-0.0923229,3.80484e-05,-0.23936,0.0182254,0.000681345,0.0121233,-0.0124703,0.0198439,0.00347585,0.00669998,0.00232094,0.0346676,-0.0231681,0.00921646,-0.0127642,-0.015354,0.0043713,0.00994108,0.00178126,-0.000592566,0.00022588,-0.0015562,0.000943446,-0.00756592,-0.000502447,-0.00587339,-0.00209804,-0.00673052,-0.000737192,-0.00291637,0.00593737,-0.000751518,0.00307595,-0.0296968,-0.0241972,-0.00698547,-0.00601302,-0.00171745,0.0047944,-0.23936,-0.0399673,-0.00139572,-0.00141388,-0.0235275,0.00743646,-0.0152792,0.00496417,-0.0176281,-0.00947964,0.0044763,-0.0112691
RSS,0.00103736,0.00115529,0.00314502,0.000870883,-0.000149591,-0.00067155,0.00103158,0.00307672,-0.00922348,0.0734543,0.0582733,0.0215939,-0.070014,0.0290206,0.0698795,0.0152893,0.0141268,-0.00381366,0.0154447,-0.000295193,0.000141806,0.0049472,-0.00851569,0.00380478,0.00113791,0.000653222,0.00128762,-0.151766,-0.00690633,0.00619189,-0.00122793,0.00121749,0.00436995,-0.000422883,-0.00628412,-0.000771203,0.000540642,0.00348643,-0.00121441,0.0127368,-7.5243e-05,0.0381532,-0.0103775,-0.00144386,-0.00167046,-0.00181994,-0.00145651,0.000494959,0.000669813,-0.000670142,-0.00441171,0.0027776,-0.00208517,0.000958288,0.00176588,-0.000362732,-0.0021269,-0.000131059,0.000292874,1.85324e-05,0.000286469,-0.000181206,0.00105213,1.6709e-05,0.00123513,0.000274218,0.000785153,-6.88559e-05,0.000388312,0.000408683,0.000121894,-0.000349105,0.00317989,0.00342549,-0.00513815,-0.00612445,0.000583636,-0.000349013,0.0381532,0.00563563,0.000164889,0.00053601,0.00177694,-0.00487416,0.00154839,-0.00138535,0.00260656,0.000997601,-0.00133848,0.0064801
SSH,-0.00370827,-0.00939264,0.00405728,0.000936703,-0.00120536,0.00726916,-0.0621684,0.0025224,0.0280514,-0.151344,-0.136832,-0.0865842,0.031477,-0.201717,-0.203331,-0.0464302,0.00337595,0.0193258,0.0114591,-0.00251395,-0.00431363,-0.0299614,-0.0448523,-0.263458,0.000775878,-0.0063675,0.000903174,0.00511258,0.0114018,-0.0786068,0.0283982,-0.000975997,0.00375027,-0.00415862,-0.111434,-0.00200602,-0.0730827,0.00367759,0.00124011,0.011583,-0.000247341,0.0319374,0.0123819,0.0115589,0.0102497,0.00355678,0.00080952,-0.00102678,-0.000978522,0.00482375,0.02113,-0.0081778,0.000399526,-0.0048653,-0.00751493,0.0166685,0.00844015,0.00408409,-0.00139745,-0.0006807,-0.00113381,0.000769715,-0.00710816,-0.000588287,-0.0046845,-0.00151386,-0.00535354,0.000139555,-0.00443125,-0.00611615,-0.000599339,0.0024833,-0.0743601,-0.0546567,-0.0609571,-0.0562034,-0.0439054,0.00390171,0.0319374,-0.0486234,0.000732771,-0.0419637,-0.0290542,0.0112333,-0.0194324,0.00444601,0.00105215,-0.0132692,0.00329207,-0.00939939
SSS,0.00195954,0.00610775,-0.00241847,-0.00434636,-0.00218799,-0.00618044,0.0391887,-0.00122695,-0.00629469,0.085151,0.0890284,0.0483139,-0.0217845,0.127942,0.121702,0.0395646,0.00420341,-0.0107995,-0.0170689,-0.0197636,0.00341888,0.0473214,0.0274827,0.155995,0.0014687,0.00622167,0.00458223,-0.00261995,-0.0127975,-0.54266,-0.375902,-0.000948529,-0.000211316,0.00213727,0.0555144,-0.113292,0.0465435,0.00202256,-0.00677626,-0.0104514,0.0586892,-0.0170674,-0.0109911,-0.00852368,-0.00376874,-0.00423983,-0.00190893,-0.000844379,-0.00298179,-0.00200447,-0.00673309,0.00230968,-0.000645574,0.00543016,0.00127814,-0.0212983,-0.0178597,-0.00283731,0.00202735,0.00199295,0.00176724,-0.00114671,0.00329688,-0.000630094,0.00974783,9.8484e-05,0.0036688,0.00146138,0.00249266,-0.00109441,0.000755503,-0.000962014,0.0494259,0.0329085,0.0373901,0.0345675,0.027256,-0.00373255,-0.0170674,0.0449781,0.00375804,0.0259873,0.019459,-0.00941045,0.0126367,-0.0161266,-0.000599273,0.00746572,-0.0157525,0.0104457
ENG,0.270291,0.0186357,0.00437883,0.196489,-0.0952115,-0.0548027,-0.00362008,-0.0799519,-0.0635078,-0.0359822,0.0330674,0.0562582,0.0662284,0.00446157,0.0197217,-0.0728325,0.000702435,0.08381,-0.0086385,-0.0118581,-0.0117567,-0.00622584,-0.0310666,-0.0239432,-0.0224891,0.023589,0.00390339,-0.017693,-0.00208607,0.00974945,-0.0190252,-0.15268,-0.0153193,0.0201185,-0.00233555,0.00752528,0.0137836,0.0547333,-0.0042926,-0.172934,-0.00672944,0.0185445,0.00871925,-0.0250733,0.0166322,0.00275405,0.00310851,0.000148628,-0.0051256,0.000829115,0.0510075,-0.0296095,-0.00206971,-0.00914984,-0.0233225,0.00656729,-0.0690419,-0.0197662,-0.0417209,-0.110348,0.00706944,-4.1964e-06,-0.009423,-0.00213216,0.0798625,0.0588244,-0.00656466,-0.000714997,-0.00548365,-0.00165733,0.00210835,0.00468228,-0.00216134,0.087267,-0.0227955,-0.0208459,-0.0170818,-0.0489615,0.0185445,0.00178962,0.062146,-0.018513,-0.00139515,-0.0106901,-0.00157976,0.0236986,0.460858,0.397102,0.0221967,-0.00986234
SAR,0.115388,-0.00266481,-0.0149067,0.0596707,-0.0332981,0.0352136,-0.0261672,0.00340995,0.0266524,-0.00100526,-0.00343468,0.00258089,0.000714129,0.00278713,-0.0365131,0.0110847,0.0126403,-0.00669273,-0.00407954,-0.0196214,-0.0261059,-0.0109231,-0.0133274,-0.0353946,-0.016618,-0.0418717,-0.0377063,0.00430046,-0.0142318,0.0127659,-0.0226804,-0.0145474,-0.128281,0.00928868,-0.0463604,-0.0336795,0.0336738,-0.00313993,-0.0088981,-0.00501524,0.0172843,0.000961752,-0.0108766,-0.00163494,-0.114028,0.000629044,-0.00580307,-0.00610451,0.0450273,-0.0269236,0.0102831,0.0250716,-0.00632351,-0.00869127,0.00486967,0.062206,0.0205249,0.00998045,-0.0272337,-0.00199334,0.00266272,-0.00112249,0.0730555,0.0121373,-0.0115518,0.0171064,0.0467495,0.00568393,0.0521887,0.0317347,0.00244392,-0.0237294,-0.0226752,0.0180527,-0.0181493,-0.00431031,-0.0100232,0.0274694,0.000961752,-0.0101059,0.0279822,-0.00830679,-0.0106534,-0.00558843,-0.00828402,-0.0136491,0.377438,0.137835,-0.0132803,-0.00373317
EPI,0.0481921,0.0275304,-0.00738879,-0.0198177,0.00997799,-0.0208613,-0.019936,-0.113871,-0.0432314,0.028924,0.000930021,-0.0163597,-0.0145603,-0.0162517,-0.00576846,0.0216469,0.00658788,-0.00388101,-0.0113557,-0.0133877,-0.173351,0.00910236,-0.0570977,-0.0202743,-0.0236612,-0.0821045,-0.015057,-0.0037214,-0.0158246,0.0294959,-0.0038161,-0.0760951,-0.0205009,-0.0094474,0.00896967,-0.00457547,-0.0219341,-0.00980725,0.00874113,0.0313648,0.00691521,0.0104767,-0.00121832,-0.00198649,-0.0350063,-0.00301038,0.00252316,-0.0047015,0.00992898,-0.00313114,0.00715378,-0.0075214,-0.00684119,-0.00121144,-0.00925337,0.00599792,0.00216336,-0.317738,0.0651794,-0.176363,-0.0122818,-0.00163843,0.0131779,-0.00681401,0.0623898,0.0846756,0.0139634,0.00462402,-0.00598991,0.0117653,-0.00551153,-0.0174101,0.0577772,-0.0149947,-0.044517,-0.0477678,-0.0201794,0.0215002,0.0104767,0.127974,-0.0127883,-0.0202052,0.0314806,-0.0013176,0.00377997,-0.0104067,-0.0510861,-0.0290479,-0.0107117,0.00516203
CEBH,-0.00158167,-0.0203679,-0.0273249,0.0127375,-0.00652163,0.000463406,-0.0108138,0.011236,-0.0119239,0.0137124,0.0160739,-0.0365045,-0.04595,-0.0186876,0.0027134,-0.0487404,-0.0316247,0.00815565,0.0384188,0.0185994,-0.0153579,-0.00854246,-0.0250764,-0.156479,-0.00532637,-0.000473147,0.00222472,-0.0653109,-0.0152488,0.0641096,0.015117,0.0108844,-0.0157338,-0.0113699,-0.191945,-0.0328559,-0.0921884,-0.0278347,-0.00407266,-0.070281,0.0181983,-0.165752,-0.0320979,-0.0499647,-0.0395619,-0.0151344,0.00781829,0.00501307,0.0157333,-0.00020873,-0.0393228,0.0353335,-0.000681568,-0.00527124,0.00485005,-0.0896209,0.00810978,0.00221682,0.00148808,0.00348183,-0.000213457,0.000159678,0.0292671,0.00535782,-0.00602466,0.00423036,0.0218182,-0.00114945,0.0192682,0.0220461,0.000726603,-0.0100987,0.193364,-0.0222553,-0.0276478,-0.0352419,-0.00784773,-0.000660952,-0.165752,-0.00638446,0.00405137,-0.00753238,0.124418,-0.0401951,0.0812248,0.0142688,-0.000961926,-0.00405976,0.013687,0.0123762
CEBS,0.00230199,-0.000824222,0.00262043,0.00634846,-0.00770666,0.00205683,-0.0101608,-0.00271172,0.0225707,0.0610363,-0.00184749,0.0268413,0.0125681,0.0285704,0.0295093,0.0156625,0.010722,-0.00401572,0.0565942,0.00973221,0.00234601,-0.199879,-0.00167854,0.0383624,-0.0537386,-0.00316985,-0.0619162,-0.00762301,0.0301273,-0.109995,0.0825592,0.00760342,-0.00625239,-0.000444757,0.0180883,-0.306858,-0.0103716,-0.00842468,0.019098,0.0189251,-0.367853,0.00207733,0.0438527,0.0106041,-0.0117321,0.021379,0.00391896,0.00629405,0.016943,-0.00610628,-0.0257878,0.00988837,0.0025658,-0.00986062,0.0149055,0.0830889,0.0648902,-0.000485407,0.00018301,-0.00239687,-0.00634866,0.00376959,0.00490836,0.00571323,-0.0371522,0.00159603,-0.00470413,-0.00881307,-9.84996e-05,0.0256979,-0.00223443,-0.00201311,-0.0444371,-0.0116777,-0.00208686,-0.00236634,-0.00694743,0.00132662,0.00207733,-0.11113,0.00227917,-0.00660577,-0.0193857,0.0239238,-0.0126238,0.00495946,0.00145711,0.00294173,0.00514164,-0.0175926
CEPH,-0.029614,0.102841,0.0240918,0.0553584,-0.0171177,-0.00803372,0.0324042,0.00303443,0.0156856,0.00385775,-0.00521221,-0.0184567,-0.023952,0.0100095,0.0135454,0.0119415,0.00425154,-0.0245408,-0.0373262,-0.0132881,-0.0114096,-0.0525256,-0.0691642,-0.252047,0.00457197,0.00923103,0.00876497,-0.000570324,-0.000303145,0.022527,0.00605984,-0.0307318,-0.112006,-0.00248343,0.0164339,-0.000970485,-0.173982,-0.0138174,0.00249137,0.0170206,0.00237062,0.0453961,-0.000205621,0.00368126,0.0153732,-0.000447341,0.00436946,0.000984191,-0.00329151,0.0143151,-0.106905,0.0581676,-0.00332532,0.0104796,0.0494667,-0.00182561,0.00566259,-0.00238818,0.00441152,0.00364062,-0.00145074,0.000702569,-0.0099289,-0.00124043,-0.00457151,-0.00452947,-0.00715668,-0.000839411,-0.00867721,-0.00331558,-0.000707583,0.0031504,-0.0375357,-0.0359525,-0.0491955,0.11708,0.0217685,-0.00642795,0.0453961,-0.0506341,0.0200917,0.0206377,0.0051719,0.00196774,0.00601724,-0.0125108,-0.0651453,-0.0453494,-0.00365593,0.00248919
CEPS,-0.056578,0.209907,0.00277183,0.118669,0.00903495,-0.00756155,0.00530058,0.0202933,0.0936434,-0.00187917,-0.00752243,-0.0308063,-0.0141804,0.0210981,-0.00180031,0.0726562,0.0328338,-0.00328681,-0.0478922,-0.0910422,0.00966788,0.0137006,-0.143929,0.00135029,-0.0534653,0.013272,-0.145489,0.00809206,-0.00296944,0.175243,-0.211788,-0.175609,-0.000766765,-0.00595649,-0.124246,-0.02315,-0.105544,-0.217112,-0.0206827,0.0385192,-0.00235333,0.0238549,0.0321121,8.44078e-05,0.0148932,0.0132525,-0.00786119,-0.00309062,-0.0115701,0.00171902,0.0233463,-0.015282,-0.000112236,0.00576679,-0.0149437,0.00977079,0.0207088,-0.0013856,0.00605189,0.0279471,-0.00314565,0.000859343,-0.00914863,-0.000674359,-0.0220602,-0.0174569,-0.00665224,8.62544e-05,-0.00715922,-0.0115762,-0.00145698,0.00357154,-0.0322658,0.0455381,-0.0935408,-0.130364,0.00191766,-0.00469188,0.0238549,-0.00126079,0.0571275,0.00155799,0.0114956,0.0111449,0.00612131,-0.0512859,-0.0962201,-0.0920278,-0.0592864,0.00932477
DNS,0.00585579,-0.00498524,-0.00652061,0.00318988,0.00553115,-0.0182461,0.00263647,-0.0100339,-0.0297202,0.0353083,0.127503,0.121403,-0.0360693,-0.0109308,-0.0107471,-0.0189416,0.131066,-0.0284114,0.0107355,0.0102196,-0.0304747,-0.00736034,-0.0119652,-0.00141398,-0.0118322,-0.0429445,-0.00384855,-0.0116365,0.00761544,-0.0041367,0.0122524,-0.00884678,-0.024126,0.158274,-0.0175479,-0.00239555,-0.00618248,0.0354729,-0.350636,-0.0209993,0.00680068,-0.0296919,-0.0393192,0.000672643,-0.028783,0.0123116,-0.0109343,-0.0157184,-0.00850073,-0.00213264,0.000931266,0.0117994,0.000660862,-0.115782,0.00064427,-0.0667072,0.0031598,-0.030613,-0.224243,-0.0141427,0.00957338,-0.00344376,0.0108579,-0.00864251,0.00269186,0.00569339,0.0294252,0.0108515,0.0143091,0.00113158,0.00115565,-0.00635267,0.00352705,0.00407065,-0.00722115,-0.0103072,-0.00285594,-0.00818689,-0.0296919,0.0245373,-0.000683918,-0.00343989,0.0178589,0.0132567,0.0123191,-0.0023408,-0.0155059,-0.00793036,-0.00200775,0.0165967
DNH,0.000633828,-0.0045787,-0.00406365,-0.00182643,-0.00054461,0.00219665,0.00980737,-0.010046,0.00324181,-0.064958,-0.0498389,-0.0115965,0.0194412,-0.0377331,-0.071924,0.426769,0.0288731,0.0261632,-0.0175319,0.00559448,0.000588183,-0.00350407,0.00214499,0.00942389,-0.00830296,-0.00370643,-0.00825435,0.11209,0.0123394,0.0275292,-0.00350315,0.0171354,-0.0283186,-0.00266338,-0.00293209,-0.0106255,-0.0184864,-0.00681037,-0.00133448,-0.0889561,-0.000461533,-0.0404443,-0.0140841,-0.0139824,-0.0253565,-0.0214208,0.0173897,0.00953644,0.015584,0.0115844,-0.246708,0.128109,0.0121482,0.0044907,0.12004,-0.0427216,0.000255812,0.000390029,-0.000608227,0.000148865,-0.00150839,-0.000142674,0.0152871,0.00232297,-0.000126214,0.00162776,0.010906,-0.00387119,-0.0044193,-0.00875158,-0.00119418,-0.00696944,-0.00237396,-0.000715267,0.00472304,-0.00204771,0.00780564,0.00130972,-0.0404443,-0.00356794,-0.00068523,0.00759282,-0.000495393,-0.0134609,-0.00468865,0.0119659,-0.00311006,0.00500839,0.0114216,0.0169975
DRS,-0.00492475,0.000522284,-0.00811425,0.00204825,-0.00194223,-0.000110293,-0.0118511,0.012144,-0.0134631,-0.0249069,-0.0132813,-0.0103164,-0.00399686,0.0062295,0.00545636,-0.0064785,-0.026156,0.000646035,-0.0101699,-0.0112538,-0.00374471,-0.0488659,-0.0055185,-0.00101171,-0.0161084,0.00440947,-0.0207322,-0.0235037,-0.0441329,-0.0222477,0.00987071,-0.000246612,-0.00655191,-0.00980353,-0.0123707,0.123693,-0.0103292,0.00673421,-0.0759614,-0.0143455,-0.234352,0.00133003,-0.0247523,0.000364767,-0.0130113,-0.0593059,-0.00205832,-0.00562914,-0.02168,0.012145,-0.0156214,0.0213188,0.000594295,0.0287204,0.00829448,-0.0746965,-0.0569553,0.00228444,0.0141296,0.0091225,0.00416492,-0.00265788,0.0154243,-0.00212972,0.0301736,-0.00249222,0.0164679,0.0151057,0.0150693,-0.0387943,0.00207731,-0.00225737,-0.0191866,-0.00789624,-0.00711413,-0.00657451,-0.00876313,-0.000366555,0.00133003,-0.0318755,0.000177179,-0.00843481,-0.0057767,-0.0134899,0.00151794,-0.00698155,-0.00302504,-0.00193755,-0.00729749,0.0130233
DRH,-0.00177025,-0.000876932,0.0852225,-0.00488828,-0.00113446,-0.0012385,-0.00548235,0.000951187,0.0122989,-0.0518926,-0.0484869,-0.00308794,-0.00105075,-0.0255328,-0.0595452,-0.0134401,-0.0173785,0.00122723,-0.0061819,-0.00275196,-0.00248874,-0.00711847,-0.00506893,0.0454042,-0.00416618,0.000295947,-0.00190134,0.0963442,-0.00357005,0.031124,-0.000651784,0.000911341,-0.0113717,-0.00138532,0.00551695,-0.00515073,-0.00712889,-0.00397582,0.00114776,-0.0160852,-0.00138096,-0.0484483,-0.00958886,-0.0101074,-0.0115425,-0.0228761,-0.0447886,0.00764301,0.0107684,-0.00342544,-0.00136237,0.00334927,-0.0464294,-0.0036167,0.00527002,-0.00196437,0.00366293,-0.000147886,0.000199626,0.000767624,-0.000271671,9.65691e-05,0.00741476,0.00125409,-0.00242436,0.000823561,0.00732599,-0.00205395,0.00095458,-0.0108364,2.89027e-05,-0.00247991,0.0727982,0.00449846,-0.00262174,-0.00430293,-0.00436616,-0.00124371,0.951552,0.0275602,0.000732199,-0.00424749,0.00837099,-0.00955834,0.00131144,-0.0015207,-0.00456281,-0.000657599,-0.00163398,-0.00381125
ARF,8.77112e-05,-0.00133503,-0.00751232,-0.000329788,0.000159028,-0.00084289,-0.00149005,0.00171499,-0.00312128,0.00999116,0.0133664,-0.0145279,-0.0231699,0.0067975,0.0156957,0.00206545,-0.00639555,0.00034301,-0.0133828,-0.00289145,-0.00171403,-0.00180533,-0.000327111,-0.00148464,-0.00293567,-0.000531435,-0.00229738,-0.0335961,-0.0748509,-0.00187835,-0.00295922,-4.43761e-05,-0.00303504,0.00146279,-0.00680667,-0.00295979,-0.00189222,-0.000950032,-0.00786907,0.00301831,-0.001227,0.0110081,-0.03925,-0.0378285,-0.00589889,-0.0526831,0.0202568,0.0159048,0.0265856,-0.00452116,0.000737918,-0.00214334,-0.0114493,-0.0119713,-0.00733297,-0.0176662,-0.00831619,1.7425e-06,-0.00239666,0.000812137,0.00113916,-0.00073256,0.00480767,-0.000118646,0.00456401,0.000549987,0.00144896,-0.00364194,0.0020085,0.0112062,0.000370587,-0.000600109,-0.0022968,-0.00244216,-0.000721072,-0.000790288,-0.00131983,-0.000619821,0.0110081,-0.00228284,-0.000594126,-0.00130174,-0.0155932,0.348215,0.022105,-0.00177137,-0.00136906,-0.000625415,-0.00182951,0.0585461
PWL,-0.000716017,-0.00229644,-0.0150338,0.000383713,0.00101537,0.00390183,-0.00179866,0.0037075,-0.0109536,0.0735088,0.0831714,-0.121327,-0.209172,0.0362528,0.0798967,-0.0147054,-0.103911,0.0164714,-0.123476,-0.00186694,-0.000954008,0.00300296,-0.00279885,0.0060233,0.000875464,-0.00651249,-0.00113446,-0.17262,-0.303173,-0.0111708,-0.00223931,-0.00632469,0.00105165,0.00706699,-0.0101192,-0.00168679,-0.00104103,-0.00421412,-0.0118006,0.0252552,-0.0226374,0.0486627,-0.135916,-0.224724,-0.00114619,-0.0244713,-0.013077,0.00580061,-0.00507737,0.00738599,-0.00427122,0.0056543,-0.0410293,-0.0127102,-0.0713403,-0.000404702,-0.00550153,0.000861747,-0.0105257,5.12516e-05,0.00117785,-0.000482891,0.00144455,-0.000502458,0.00317102,0.000485153,0.00187062,-0.000354417,0.000199606,0.00901287,0.000395661,0.000545637,-0.0016592,-0.0128939,-0.00206208,-0.00268127,-0.000299355,0.00369792,0.0486627,-0.00729,-0.000838195,-0.000139949,0.211256,0.374388,0.283237,0.00413192,-0.0030138,-0.00173439,0.00382631,0.28939
SUP,0.0586043,0.0456042,0.0953331,0.049271,-0.0138313,0.0451321,0.00205283,-0.0307169,-0.130632,-0.0247771,-0.0270461,-0.017438,-0.0373591,-0.0339047,0.167443,-0.0371875,-0.0696595,0.00187804,-0.0235862,0.0842608,0.135125,0.0584115,0.0422004,0.0820823,0.135635,-0.0351224,0.0938887,0.0615107,0.0864746,-0.00393295,0.126554,-0.062023,0.524137,0.0448601,0.266773,0.181424,0.0689338,0.0530693,0.0310029,0.0611641,-0.0932694,-0.00335576,0.0413406,-0.00898098,-0.323422,-0.00765119,0.0460945,0.0380949,-0.262381,0.16471,-0.101863,-0.125727,0.0371856,0.0680973,-0.0053982,-0.364835,-0.100832,0.0204951,-0.0202131,-0.0568345,0.00195306,0.000225127,-0.433015,-0.0850059,0.0797835,-0.0703518,-0.273592,-0.034568,-0.313172,-0.187194,-0.0100954,0.141267,0.112338,0.048654,0.0326594,0.0497692,0.0133832,0.0436696,-0.00335576,0.0537159,0.031975,0.0145879,0.0614982,0.0127266,0.0487929,0.0564664,0.197773,0.0662573,0.0579831,0.0154024
