FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,RAY,SHK,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
1.MIS,1.07138e-05,3.24038e-05,6.1803e-06,1.78491e-05,0.000150638,-0.000944608,-0.00223817,0.00121561,-7.85119e-05,7.1757e-06,0.000174036,0.000335408,0.000432441,-5.35704e-05,-4.00404e-05,-4.07491e-05,-2.90022e-05,0.000524276,3.443e-07,6.94468e-05,-5.55867e-05,4.25821e-05,0.000188902,-3.81431e-05,-0.000226144,0.000829903,0.000396963,-0.000125398,0.000329763,0.000108197,1.78299e-05,0.000111545,0.0001114,-7.77545e-05,-1.23533e-05,1.97315e-05,-5.73156e-05,2.6609e-05,0.000109475,-0.000108154,-2.01748e-05,3.89838e-05,-9.9294e-06,-6.8069e-06,-2.7464e-06,-1.898e-06,1.27444e-05,-8.898e-07,-1.0726e-06,-9.20945e-05,-7.1346e-06,1.35174e-05,4.799e-05,-0.000358608,-5.38156e-05,-3.08629e-05,3.905e-07,3.659e-07,1.57523e-05,6.062e-07,-1.73439e-05,1.64486e-05,9.9541e-06,-1.1601e-06,4.1129e-06,-3.56981e-05,2.72848e-05,-9.1828e-06,-3.269e-07,-3.374e-06,-7.67065e-05,3.28019e-05,-0.00041619,0.0001367,-0.00189793,-0.000746491,2.6609e-05,2.28924e-05,-0.000139121,-0.00186177,8.4642e-06,-1.70176e-05,1.4132e-05,0.000215637,7.68794e-05,-0.000123445,0.00011525,-7.6417e-06
1.PS+SB+SV,0.00211656,0.00228169,-1.10466e-05,0.0138096,0.0352431,-0.23369,0.137622,-0.0548079,-0.0159694,6.40462e-05,0.0305412,0.0645507,0.082528,-0.00744147,-0.00291402,-0.00979996,-0.0070649,0.0990486,0.00220178,0.0155818,-0.00988478,-0.00906451,0.0147987,-0.00159688,-0.0442152,0.206956,0.111898,-0.0308208,0.0744058,0.0277439,0.00149058,0.013896,-0.00517743,-0.0211165,-0.00285664,0.00195132,-0.00716454,0.00331453,0.0216536,-0.0196733,-0.00474249,0.0066856,-0.00442052,-0.00127735,-0.000197737,-0.000926678,0.00661958,-0.0023129,-1.49799e-05,-0.0181047,-0.00315901,0.00592353,0.00519508,-0.0887924,-0.0125903,0.00312739,-0.001127,0.000441444,0.00359175,0.000882997,-0.00412868,-0.000995536,0.00233766,-9.99931e-05,0.00116218,-0.00886433,0.00323412,-0.00143489,-0.000546365,-0.000772523,0.00835315,0.0095794,0.0404713,0.0115451,0.0399621,-0.188937,0.00331453,0.00736351,-0.0314261,0.0295789,-0.00118636,-0.00243824,0.00127983,0.0423545,0.0159956,-0.0103753,0.0218114,-0.00318441
2.FPO traps,6.08e-08,1.74e-08,-3.4817e-06,1.971e-07,4.75e-08,6.48e-08,1.593e-07,-5.06e-08,-4.057e-07,1.438e-06,1.382e-06,-1.29e-07,2.928e-07,6.362e-07,1.7152e-06,3.666e-07,5.845e-07,5e-10,1.321e-07,1.292e-07,9.79e-08,1.997e-07,1.851e-07,-2.0996e-06,1.573e-07,-2.59e-08,6.47e-08,-4.77e-08,4.303e-07,5.58e-08,-2.901e-07,3.125e-07,2.209e-07,1.331e-07,-3.21e-08,5.618e-07,4.9e-09,-3.88786e-05,4.346e-07,4.226e-07,4.894e-07,9.302e-07,1.8381e-06,-3.088e-07,-4.317e-07,1.462e-07,1.076e-07,-1.662e-07,1.8954e-06,1.269e-07,-2.39e-07,1.091e-07,-1.163e-07,1.17e-08,-1.16e-08,-3.3e-08,7.1e-09,-1.4e-09,-3.151e-07,-5.1e-08,8.02e-08,-3.64e-08,-3.098e-07,8.17e-08,-4.59e-08,-2.7614e-06,-4.976e-07,4.415e-07,-3e-09,1.057e-07,-3.0566e-06,-2.595e-07,-4.62e-08,1.375e-07,1.345e-07,5.97e-08,-3.88622e-05,-1.2221e-06,-3.36e-08,1.318e-07,-3.925e-07,4.13e-07,-9e-08,8.89e-08,1.654e-07,5.4e-09,-8.869e-07,1.806e-07
2.GNS+TR_D,-0.000170685,-3.76857e-05,6.54843e-05,2.93476e-05,-9.394e-07,0.000282861,-0.00167492,0.000939493,0.000485151,-0.000226072,-5.59376e-05,-0.00729781,-0.0102536,0.000184994,0.000117763,0.000302771,0.000116723,0.00106637,-0.00234907,-0.000251977,0.000145919,-0.0010616,-0.000263879,-0.00235683,-5.2498e-06,-0.000253719,-0.000129124,-0.000370682,-0.000130229,-0.000118208,-1.59769e-05,2.46587e-05,-3.34992e-05,-0.000136378,6.5818e-05,9.32064e-05,-1.39109e-05,0.000239489,0.000269361,0.00040287,7.75566e-05,3.8456e-06,8.3925e-06,5.941e-06,-1.97848e-05,3.51724e-05,4.82859e-05,4.8101e-06,6.893e-05,-0.000182439,0.000111027,0.000133145,0.000163851,0.000137061,-4.55524e-05,1.76538e-05,-1.98931e-05,1.36268e-05,-5.13146e-05,3.0636e-06,-0.000102086,-2.58778e-05,-4.13219e-05,-6.1815e-06,-3.525e-05,4.44883e-05,-0.000127272,-4.30467e-05,-8.6461e-06,1.78135e-05,-0.000765082,-0.00101189,-0.000651741,-0.000283901,-0.00116,0.000243922,0.000239489,-0.00150901,2.45629e-05,-0.00110525,-0.000505389,0.000327274,-0.000585679,0.000184458,-0.000261292,-0.000290815,0.000102384,-0.000550354
2.LLD longline,0.00213652,0.010073,0.000146119,-0.42274,-0.528889,-0.105086,0.102916,-0.052505,-0.00226823,0.00963345,0.0239839,0.0352706,0.0408559,-0.00136028,-0.00335183,0.00181024,0.000367656,0.0463673,-0.0101175,0.0001522,-0.00845091,-0.00447229,0.064389,0.0105677,-0.0234678,0.0932746,0.0581582,-0.012895,0.0407955,0.0124714,-0.000262101,0.00588407,-0.00369004,0.016412,-0.00194396,0.00134065,-0.00336098,0.0036168,0.0111852,-0.00986665,-0.00218991,0.00381099,-0.00270288,-0.000749457,-0.000476658,-0.00043147,0.00401141,-0.00180043,-0.000194157,-0.00830388,-0.00225215,0.00312074,0.0028896,-0.0399084,-0.00608099,0.00241987,-0.000772726,0.000330762,0.00170683,0.000576522,-0.00253204,-0.000935729,0.00110063,-4.28853e-05,0.000508752,-0.0172135,-0.00788754,-0.000992313,-0.000349809,-0.000330457,0.00788685,-0.193718,0.057218,0.04857,0.0482085,-0.0858032,0.0036168,0.00541013,-0.362992,0.042392,0.000815047,-0.00116132,0.00183558,0.00779654,0.00789858,-0.00900047,-0.00279,-0.000760582
2.MIS,1.39802e-05,3.90913e-05,7.1171e-06,3.11501e-05,0.000200688,-0.00126825,-0.00247444,0.0013618,-0.000102792,8.3281e-06,0.000224039,0.000436177,0.000561825,-6.75121e-05,-4.84533e-05,-5.45087e-05,-3.88681e-05,0.000680368,2.08e-06,9.20273e-05,-7.15634e-05,4.21209e-05,0.000229407,-4.51598e-05,-0.000294755,0.00111548,0.000543343,-0.000168247,0.000437232,0.000146153,2.16978e-05,0.000139238,0.000124451,-0.00010586,-1.64276e-05,2.42454e-05,-7.1566e-05,3.32112e-05,0.000142883,-0.000139773,-2.68882e-05,5.00901e-05,-1.48554e-05,-8.8333e-06,-3.3316e-06,-2.9003e-06,1.97819e-05,-2.8081e-06,-1.2463e-06,-0.000120047,-1.06535e-05,2.01263e-05,5.93088e-05,-0.00048158,-7.16846e-05,-3.32659e-05,-4.023e-07,7.544e-07,2.09112e-05,1.365e-06,-2.31314e-05,1.82379e-05,1.32665e-05,-1.4126e-06,5.6265e-06,-4.79581e-05,3.39596e-05,-1.16987e-05,-7.914e-07,-4.481e-06,-8.19908e-05,4.51654e-05,-0.000448541,0.000166662,-0.00215719,-0.00100535,3.32112e-05,3.20564e-05,-0.000184483,-0.00212348,8.8538e-06,-2.14619e-05,1.72801e-05,0.000281087,0.000100873,-0.000150145,0.000149598,-1.12486e-05
2.OTB_D,-0.000223548,-0.000261157,-0.00194917,-0.000229411,7.54609e-05,0.000521956,-9.89355e-05,0.00014845,0.000749699,-8.94224e-05,0.000200448,-0.0173755,-0.0248406,0.000475055,0.000744306,-0.00151886,-0.0323351,0.00190898,-0.00718836,-0.000297136,3.96468e-05,-0.000596802,-0.000311008,0.000106974,9.9651e-05,-0.000442339,-5.26434e-05,-0.000537851,-0.00020171,-0.00015681,-0.00336718,0.000340787,-3.99446e-05,-0.0010812,0.00062465,0.000796052,0.000241906,0.000924654,0.00399415,-0.0148249,0.000159155,3.72246e-05,-0.00031091,9.8204e-05,0.000431882,-0.000151115,0.000290073,0.000108972,-0.00511916,-0.00263102,-0.00942606,0.00032865,0.000152343,0.000221311,4.5021e-05,6.4144e-05,-4.2826e-05,2.40336e-05,-0.000139204,8.3321e-06,-0.000110714,-5.89884e-05,-7.26365e-05,-7.97397e-05,-0.000120504,-0.00126938,9.29945e-05,-0.000167366,-1.78878e-05,3.41965e-05,-0.00195432,-0.00132501,-0.000166679,-0.000288996,6.43672e-05,0.000424234,0.000924654,-0.0020498,-9.229e-05,8.17296e-05,-0.00863361,-0.00661257,-0.0086945,0.000417226,-0.000386694,-0.000204159,-0.000178753,-0.00967832
2.OTB_DWS,6.4679e-06,2.60732e-05,-7.62058e-05,5.5474e-06,-4.9283e-06,-9.3246e-06,2.38426e-05,-2.7246e-05,3.50121e-05,-7.83778e-05,-0.000163865,0.000642764,0.000996874,-7.50116e-05,-0.000179995,0.000105295,0.000461851,-7.75697e-05,0.00061369,2.10286e-05,1.99017e-05,2.57924e-05,3.23961e-05,1.32752e-05,3.02715e-05,3.14465e-05,2.87268e-05,2.81331e-05,4.18528e-05,-4.13385e-05,0.000107719,3.33158e-05,2.5094e-05,3.64647e-05,0.000104777,-6.16842e-05,8.75804e-05,-0.000133902,-0.0091638,-0.00217039,5.44743e-05,0.000571928,-0.000223842,-0.0001647,-0.000235553,2.21577e-05,-1.48544e-05,5.34642e-05,-0.000262953,-2.9279e-05,-0.000619744,0.000172,9.67184e-05,-3.4924e-06,6.26946e-05,-7.6598e-06,-1.44585e-05,8.7052e-06,-4.67609e-05,4.1223e-06,-5.36571e-05,-5.1884e-06,-1.17496e-05,3.37149e-05,-1.93202e-05,0.000374671,3.14768e-05,-0.000129898,-4.2667e-06,3.4339e-06,5.01193e-05,8.37621e-05,2.94442e-05,3.28643e-05,1.51192e-05,-9.95e-06,-0.000133902,7.17259e-05,9.3395e-06,1.41917e-05,-0.000522225,-0.00471532,-0.00114203,-1.12285e-05,3.40278e-05,1.86104e-05,0.000119488,-0.00158835
2.OTB_MDD,-0.00268757,-0.000418979,-0.0194306,-0.000243221,0.000721506,0.00704386,-0.00262442,0.00797539,-0.00529564,0.0822203,0.0785619,-0.271096,-0.427461,0.0409687,0.0939128,0.0274695,-0.110866,0.0234083,-0.0977758,0.00196152,0.00179951,0.00101516,-0.016171,0.0070912,0.00324865,-0.00507404,0.000296289,-0.00747107,0.00157023,-0.00331773,-0.0246308,0.00625807,-0.000781669,-0.00623014,0.0106597,0.0211744,0.00651867,0.0554631,-0.140871,-0.343664,-4.93643e-05,0.0204302,-0.0134024,-0.00438189,-0.00192863,-0.00329703,-0.00352649,0.00730806,-0.0668873,-0.0306305,-0.120138,0.005563,0.0027945,0.00271837,0.00365612,0.000960836,-0.0007734,0.000387256,-0.000776222,0.000531905,-0.00195439,-0.000514149,0.000649793,8.35533e-05,-0.000932539,-0.193445,-0.00757841,-0.00747265,-0.0002244,-0.000452557,-0.00922376,-0.0154441,-0.0104092,-0.0125924,-8.15332e-05,0.00605133,0.0554631,-0.0228133,-0.000314416,0.000188827,-0.131144,-0.243075,-0.173157,0.00883011,-0.00341974,-0.00250537,-0.0589345,-0.190102
2.OTM,7.28151e-05,-6.8094e-06,-1.26828e-05,-0.000547485,0.000179336,-6.84866e-05,-4.692e-06,-8.963e-07,0.00167817,0.0003182,0.00042656,-0.000339776,-0.000490384,0.000944663,8.54626e-05,0.0013931,0.000895569,-0.00040576,3.4552e-06,-0.00213209,0.000109194,-2.54476e-05,-4.5648e-05,-1.72382e-05,-8.3612e-06,5.85847e-05,2.83512e-05,0.000163341,7.931e-05,2.5431e-06,8.40693e-05,0.000147131,-4.5823e-06,4.35358e-05,2.83987e-05,-0.000243718,-7.46622e-05,-0.000109643,-1.58825e-05,5.06787e-05,-8.5993e-06,4.6871e-06,-3.1409e-06,-9.5704e-06,-1.42393e-05,-3.6187e-06,4.52564e-05,-1.46714e-05,2.5295e-06,9.11103e-05,-2.65708e-05,1.43125e-05,1.89129e-05,-2.49001e-05,2.6571e-06,-2.54164e-05,2.6215e-06,-7.048e-07,6.3513e-06,3e-09,-2.2265e-06,1.37784e-05,4.5395e-06,7.0384e-06,1.13132e-05,0.000341144,-1.02054e-05,1.941e-05,1.1929e-06,-7.953e-07,1.30986e-05,-0.000364551,-2.81255e-05,-3.47108e-05,-2.14708e-05,-5.07091e-05,-0.000109643,-0.000112978,-0.000242793,-2.32547e-05,5.98762e-05,9.6566e-06,-1.29452e-05,-0.00151449,0.000120984,7.39375e-05,-0.00080959,8.6389e-05
2.PTM,-0.00505658,-0.000186299,0.000188444,-0.00566452,0.00245854,0.000243727,0.000311821,0.000945805,0.00035513,0.000285943,-0.000502145,-0.000822576,-0.000809401,-0.000255488,0.000179988,0.000636566,-0.000216563,-0.000937976,0.000329598,0.000455686,0.00056796,0.000221234,0.000447167,0.000674554,0.000565919,0.000250479,0.000463237,-0.00975729,-0.0139124,-0.000408955,0.000693513,0.000486641,-0.000771534,-0.000568014,0.00019886,0.00212338,-0.000216931,-0.000240931,6.72058e-05,0.000343266,0.0016504,-4.54155e-05,6.32174e-05,9.73463e-05,-0.000663567,0.000427701,-0.000758545,-5.84098e-05,0.000127897,0.000256055,0.000194369,-0.00106598,0.000492644,0.00013575,0.000938882,0.00133192,-0.000126716,1.85717e-05,-0.00107295,-0.000171113,-0.000760511,-0.000970366,-0.000681453,-8.3329e-05,-0.000779576,0.000242511,0.000358048,-0.000492013,-6.44314e-05,0.000329168,0.000325181,-0.002467,0.000407845,0.000195751,0.000293912,0.000267639,-0.000240931,9.38024e-05,-0.002142,0.000292007,0.000165898,0.00022598,0.000136199,-0.000121033,-0.0115541,-0.00690456,3.69124e-05,0.000171541
2.PS+SB+SV,-0.0219522,0.00164812,0.000860828,0.00961399,-0.104371,-0.148749,-0.00954792,0.0174227,-0.0118513,0.00096571,0.0160642,0.0395202,0.0515436,-0.00260256,0.00795779,-0.0054779,-0.00726743,0.0612912,0.00466487,0.0178003,-0.000514233,-0.00152698,-0.0464675,-0.0175469,-0.0303366,0.133808,0.0787091,-0.0791375,0.0166931,0.0159669,0.00194564,0.0111857,-0.000818581,-0.0124917,-0.0013211,0.0147153,-0.0058523,0.00458441,0.0158824,-0.0113532,4.0855e-05,0.00504372,-0.00291155,-0.000782854,-0.0017275,0.00039625,-0.000127793,0.000431452,0.000279057,-0.0110719,-0.000344255,0.000620029,0.00770516,-0.0564279,-0.00422093,0.00878536,-0.00111872,0.000237059,0.000297524,0.000136125,-0.00763419,-0.00491386,0.000240829,-0.000249507,-0.000880679,-0.00406179,0.00289385,-0.00241284,-0.000522851,6.93944e-05,-0.000656747,0.00314025,-0.0271816,-0.0352305,-0.0461597,-0.119336,0.00458441,0.00359635,-0.0507891,-0.0500523,6.39661e-05,-1.60962e-05,0.00123558,0.0314954,-0.0361024,-0.0498146,0.0172741,-0.00101734
3.OTM,0.00296541,0.00356043,0.00907005,0.00144822,0.000504921,-0.00303274,0.00313135,0.00221693,-0.0299624,0.192025,0.174761,0.0676423,0.0059831,0.0748553,0.175447,0.0427407,0.0353662,-0.014398,0.0390107,-0.0013126,-0.00093417,0.0124239,0.00756732,0.0123724,0.00415406,0.00280994,0.00268386,0.00481012,0.011161,-0.000884335,0.00189089,-0.000954682,0.0010807,0.0100374,-0.00233735,0.0378314,-0.000140676,0.0968699,-0.00657388,-0.00032129,-0.00529849,0.00658971,-0.00886392,-0.00183924,-0.00342896,-0.000953739,-0.014937,0.00997799,-0.00386253,0.00584529,0.00600675,-0.00221141,-0.00400758,-0.00093884,0.000219982,-0.000157096,0.000653593,-0.000392926,0.00331865,0.000242328,0.00239006,0.000946446,0.00298946,0.000382553,0.00133775,-0.386851,-0.0030418,-0.00279367,0.000323335,-0.00136867,0.0143719,0.0102027,0.00468866,0.00631785,0.00151011,-0.00233372,0.0968699,0.0174059,-4.92522e-05,0.00133774,0.0109019,-0.00272608,0.00667891,-0.00542102,0.00758711,0.00456668,-0.130242,0.0118679
3.OTB_MDDW,-0.00226006,-0.00113787,-0.010985,0.00309577,0.000816481,0.00403637,-0.00055558,0.000139337,0.00879404,-0.0144439,-0.0112879,-0.110138,-0.150225,-0.00257687,-0.00951092,-0.0932129,-0.132684,0.0145819,-0.224738,-0.00281532,0.00143019,-0.00406059,-0.000745775,0.000979548,0.000366376,-0.00291561,-0.00153999,-0.00493448,-0.00293262,-0.00170401,0.00134627,0.00499125,-0.00156668,-0.00337719,0.00660516,0.0100049,0.00175095,-0.00547173,-0.154818,-0.166004,0.00102048,0.0130632,-0.00524264,-0.00223239,-0.00021087,-0.00178047,0.00230142,0.000517289,-0.0281771,-0.0153611,-0.054943,0.00318291,0.00369773,0.00147922,0.00199985,0.000610433,-0.000725815,0.000380698,-0.00116497,0.000340698,-0.00236527,-0.000543165,-0.000454254,-0.000440354,-0.00107992,0.0222025,0.0016395,-0.00393202,-0.000251578,-9.2728e-05,-0.00575386,-0.0224485,-0.000171165,-0.0016108,0.000652163,0.00325065,-0.00547173,-0.0140247,-0.000498221,0.00078057,-0.0691515,-0.150765,-0.0884712,0.00295903,-0.00398963,-0.00213293,0.00900117,-0.11384
