FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyraja_brachyurops,Dalatias_licha,Dipturus_oxyrinchus,Etmopterus_spinax,Galeus_melastomus,Myliobatis_aquila,RSH_C1,RSS_C1,Raja_asterias,Raja_miraletus,Raja_polystigma,SSH_C1,SSS_C1,Scyliorhinus_canicula,Torpedo_marmorata,Torpedo_torpedo,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
DFS,-0.00325353,0.00148242,0.00402864,-0.00887003,0.00487366,0.00430382,0.00213604,-0.00273737,-0.643754,-0.160212,-0.259389,0.0225076,0.0683318,-0.370429,-0.0434734,-0.551149,-0.355343,0.00189417,0.00871133,-0.163836,-0.0375766,0.00898208,0.0113527,0.0133525,0.00500709,-0.00418667,-0.000647355,0.000183817,-0.00277748,0.00102977,-0.0302782,-0.0595205,0.010683,0.00179638,-0.00766007,0.0896636,0.0298716,0.0389837,0.00553488,0.00991968,-0.00116829,-0.00301436,0.00124537,0.00350874,0.00733241,0.000625271,-0.0178611,0.00687277,-0.00107714,-0.00714125,0.011228,-0.00414325,-0.00973525,0.00151957,-0.00197965,0.000972355,0.0010681,-0.000643834,0.000495266,-0.000740283,0.0053492,-0.000298403,-8.34025e-05,-0.0023218,-0.00217206,-0.154153,-0.0145973,-0.180157,-0.0243494,-0.0148092,-0.159566,-0.0476525,-0.19882,-0.143476,-0.146212,-0.117086,-0.0285348,0.0530889,-0.034768,-0.0259733,-0.0569631,-0.00466701,0.000405181,-0.000571989,-0.00761798,0.0345347,0.000888464,0.010813,0.00270619,0.00172009,0.0389837,0.034724,-0.00177012,0.00276681,-0.0235801,0.0125117,0.00250872,0.538937,-0.00117806,0.00110088,0.286379,-0.0299012
DFH,0.0446133,0.0169478,-0.00927646,-0.00633087,0.00985414,-0.00955962,-0.0359892,-0.0372974,-0.0587139,-0.0252194,-0.0310405,0.0394557,0.0424218,-0.0720192,-0.0873179,-0.0557387,-0.0112508,0.0243111,0.016998,0.013433,-0.264645,-0.0940604,0.302138,0.0367223,-0.0033419,0.0121403,-0.0307548,-0.0188122,-0.0482121,0.00537791,-0.116877,-0.0313126,0.0164358,0.0118213,-0.0101082,-0.081852,-0.0113504,-0.0376453,-0.00878935,-0.00806546,-0.0494791,-0.00154684,0.00136918,-0.0103467,0.0189663,-0.0424093,-0.0177218,0.0289882,0.000666257,-0.00445931,0.021268,0.0540718,-0.117306,-0.0049956,0.00638174,0.0129024,0.0132801,-0.00908025,0.0315384,-0.00111091,0.0640109,0.00547621,0.0202625,0.00905328,0.0272553,-0.0430576,-0.0331243,-0.0215933,0.00289714,-0.0372107,-0.0180407,-0.000992766,-0.00614037,-0.0461311,-0.0391067,-0.0634355,0.00963465,-0.0366468,0.263693,-0.0534829,0.118826,0.0103256,0.00497513,-0.010514,-0.00664624,0.00268302,0.176591,0.227864,-0.0290379,0.0234369,-0.0376453,-0.0510724,-0.00377287,-0.0282988,-0.00737809,-0.00820474,-0.00374887,0.0166231,-0.0316715,-0.00135951,0.00688299,-0.0197349
DSM,-0.000623057,0.0229516,-0.00655125,-0.0177272,0.00440666,-0.00365336,0.0824426,-0.0355673,-0.0490503,-0.126946,0.0340265,-0.0702152,-0.0570754,-0.0393845,-0.0593562,-0.0409525,-0.00851599,-0.00715472,-0.0379397,0.00416804,-0.0238863,-0.172832,0.010094,-0.0509325,-0.0117132,0.00853848,-0.0176141,0.00352547,-0.0437921,-0.00310643,-0.0358363,0.0617754,0.0707875,-0.0073012,0.00120071,-0.0537414,-0.0428079,-0.000301184,-0.0303722,-0.0446678,-0.0378614,0.00268001,6.02736e-05,0.000524706,0.0176551,-0.00895078,0.0128128,0.00498284,-0.0103084,-0.00605736,-0.0134475,-0.115681,-0.100011,-4.81041e-05,0.00396697,0.0234672,0.00914687,-0.00658484,0.0248595,-2.54683e-05,0.0502306,-0.00199062,0.0234595,-0.000613999,0.0169273,0.23242,0.0129912,-0.0433365,0.0276647,-0.012723,0.0210069,0.0674484,-0.0216676,0.0114129,0.0182008,0.0681579,0.0992538,0.0698315,0.0700625,0.599937,0.0294564,0.012675,0.00355566,-0.00851727,0.210732,0.0925834,0.0430279,0.0218441,0.0597982,-0.00421573,-0.000301184,0.475641,-0.00396538,0.0573907,0.080143,-0.0362242,0.0454866,0.000245925,-0.0174555,-0.00416449,0.0125198,0.0515247
DSP,-0.00783278,0.013405,0.000134559,-0.00373339,0.0177731,-0.00695911,-0.0330943,-0.163138,0.0678585,0.0234022,0.034504,-0.0020985,-0.00950484,-0.0488888,-0.155547,0.0561825,0.0298453,0.00205378,-0.0333959,-0.0829826,-0.0534516,-0.00319468,-0.129993,-0.0311255,0.0253085,0.00690099,-0.0416859,-0.00830471,-0.00932886,-0.00365985,0.0102974,0.00811281,-0.00663262,-0.000121183,0.000747915,-0.000990831,-0.00194977,0.00486926,-0.0139597,-0.00340789,0.00286119,-0.00416879,0.00363422,0.00154627,0.00199746,0.00401649,0.00231218,-0.00233426,-0.00141605,-0.00186043,-0.00313055,-0.00120568,0.0102533,-0.000960119,-0.000418151,0.00349005,-0.00186622,0.00106642,-0.00227218,0.00076073,-0.00720866,-0.00250054,-0.00150703,-0.00054526,-0.00129532,0.0199052,0.00501235,0.0285169,0.00579981,0.00885341,0.0112117,-0.00202551,0.0152414,0.00215477,0.0144184,0.0126349,-0.00441574,-0.00350494,-0.0224039,-0.00468068,-0.0210048,0.000577819,-0.000695252,0.00047705,0.0102815,0.0061251,0.452894,0.645002,-0.0262204,-0.0188676,0.00486926,-0.00342873,-0.000853269,-0.0254896,0.00288016,-0.00780852,0.00439835,-0.0528579,-0.00872267,0.0304963,-0.0290872,0.00169346
DSR,0.00579189,-0.00142032,-0.0166551,-0.0326082,0.0104662,-0.00225286,-0.0113079,0.00366287,0.00407965,-0.00539943,-0.00413861,-0.0116153,-0.0040433,0.00304278,0.00177525,-0.00838031,-0.000639373,0.00164112,-0.0186053,-0.00362997,-0.0230071,-0.0150512,-0.012772,-0.0562987,-0.000784918,0.00259927,0.00157096,-0.00596104,0.00155891,-0.00564473,-0.0126817,0.000600209,-0.00209586,0.00055485,-0.000316966,-0.0156633,0.00122396,-0.169318,0.000435224,-0.000929445,0.0021161,-0.00532527,0.00444428,-0.000381493,-0.00394677,-0.00979046,-0.00518103,-0.0202175,0.00835687,0.00181242,0.00374533,0.00493285,0.000468244,0.00113841,-7.56242e-05,-1.12002e-05,0.000388074,-6.9011e-05,-0.00116613,-0.000294898,-0.000292754,-0.000177558,-0.0010086,0.00122321,0.000396851,0.00166492,0.00264523,-0.00347834,0.000224915,0.00147622,-0.00649,-0.0106953,-0.00275181,-0.0788319,-0.0250307,-0.012997,0.115467,0.00136587,-0.0102459,-0.0122373,-0.00959851,0.00617908,0.000193224,0.000746008,0.0892241,0.160074,0.0394592,0.0107997,-0.00892627,-0.00256514,-0.169318,0.0559876,-0.0108855,-0.00867307,-0.00235718,-0.000456087,0.00105019,-0.00238729,-0.0028264,0.0267826,-0.00429286,-0.00291959
MSC,-0.0367114,0.101385,-0.024555,0.0321213,0.0310015,0.0543858,0.0536635,0.0669586,0.104102,-0.0149817,0.0740863,-0.00518478,0.0167298,0.0638551,-0.033436,0.131948,0.0981711,0.00194235,-0.0162735,-0.187885,-0.0316715,-0.0193522,-0.0118023,-0.00557017,-0.314421,-0.0603267,0.500629,-0.0635075,-0.0976147,-0.0155809,-0.0905472,-0.00466617,-0.0563392,0.135193,-0.016857,-0.0190388,0.000205094,-0.0300464,-0.361629,-0.013214,-0.084136,-0.113292,0.0553678,0.0234331,0.0856572,-0.0206785,-0.0756977,0.0524699,-0.00938036,-0.0186162,0.0540844,0.0464077,-0.0456434,0.0234236,-0.00378169,-0.0557585,0.0159435,-0.0070692,0.042707,0.00144499,0.0460686,0.0416017,0.0298193,0.00142219,0.0410346,0.257794,-0.0846956,-0.0183455,0.162744,0.0761794,-0.000389465,0.0895576,-0.0569985,0.04456,0.0213523,0.0475244,0.000396731,-0.109155,0.0316993,0.00425081,-0.00676747,0.0705584,0.00782287,-0.0216636,-0.033228,0.00193131,0.00846196,-0.0208844,0.0538535,0.047271,-0.0300464,-0.0219158,0.0350357,0.0538737,-0.0174057,-0.150119,-0.0329016,-0.118837,-0.0778802,-0.0369911,-0.0633476,-0.0330535
MSG,0.00451976,-0.00425649,-0.00113234,-0.00656161,-0.00928771,0.0672814,-0.0475503,0.000688124,0.00224265,0.00422073,-0.011224,-0.0232251,-0.0264067,0.00160161,-0.0016208,0.00730623,0.00316853,-0.0327615,0.00086785,-0.00748769,-0.0155648,0.00430621,-0.0101568,-0.00443025,0.010442,-0.175116,-0.0345491,0.000100535,-0.0261971,0.101586,0.00032766,-0.00433626,0.00112639,0.00481801,-0.00483919,0.00384501,0.0024045,0.000864642,-0.00851743,5.40603e-05,-0.00179238,-0.00683617,0.000701915,0.00187409,0.00370461,9.41494e-05,-0.00132873,-0.000351143,-0.000713159,0.00700064,0.00192025,-0.000180288,0.000178105,-0.351718,-0.0389867,-0.0237894,0.00418384,-0.00218807,0.000923534,-0.00389485,0.00817962,0.0114959,0.00171216,-0.000311792,-0.00162912,0.00873022,-0.00571152,0.00201227,0.00260646,-0.000381279,0.00160526,0.000867488,-0.000298524,0.00476928,0.00434047,0.00731576,0.0089165,-0.00386291,-0.00218922,0.00582609,0.0170981,0.00314312,0.00110991,-0.000585998,0.00353677,-0.00495674,-0.0157731,-0.00798126,-0.017348,0.0583942,0.000864642,0.0118705,0.00783702,-0.0141369,0.00201778,-0.00360216,-0.00248759,-0.0155684,-0.0115599,-0.0012735,-0.00817186,-0.00100672
MSP,0.0130398,0.0184604,0.00928984,-0.0223346,0.0116657,0.060166,-0.0773642,-0.012015,-0.0370068,0.000270155,-0.0394824,-0.021314,-0.0370425,-0.024611,0.00754959,-0.0454437,-0.0340587,-0.0367477,-0.00439875,0.0642733,0.012895,0.00973435,0.0309521,0.00190783,-0.253675,-0.0483867,-0.24547,0.03502,0.0117131,-0.0041764,0.0341366,-0.00281387,0.0141547,-0.0438384,0.00759368,0.00718619,0.00171281,0.0107265,0.133699,0.0120119,0.0329678,0.0422903,-0.020011,-0.00877421,-0.0327347,0.00811588,0.0292064,-0.020327,0.00365401,0.013839,-0.0204647,-0.0188819,0.00596874,0.0222208,0.00567324,0.0199538,-0.00427089,0.00178777,-0.0167967,-0.0015693,-0.0104362,-0.0149755,-0.011912,-0.000520108,-0.0157462,-0.0919322,0.0241892,0.0119001,-0.0584706,-0.0336011,0.00416603,-0.034447,0.0269334,-0.0144381,-0.00367721,-0.0134656,0.0028006,0.0363224,-0.00846598,0.0042351,0.0031946,-0.0267298,-0.00220307,0.00853563,0.00944567,-0.00707181,-0.00173127,0.0253887,-0.041192,0.0466849,0.0107265,0.00499313,0.00346212,-0.0373461,0.00678353,0.0594625,0.0120269,0.0286934,0.0242962,0.0193097,0.0154538,0.0135731
ENG,0.270256,0.0185139,0.00454767,0.196536,-0.0951344,-0.0546829,-0.00429278,-0.0799196,-0.0636222,-0.0371745,0.0319493,0.0554445,0.0675853,0.00188014,0.0183177,-0.073141,0.000971581,0.0840328,-0.00796621,-0.0113607,-0.0119412,-0.00666208,-0.0312926,-0.0261541,-0.0223744,0.0234663,0.00392603,-0.152662,-0.0152633,0.0200701,-0.00329486,0.00872963,0.0126342,0.0547489,-0.00418602,-0.172121,-0.00733165,0.0202358,0.00888394,-0.0248577,0.0166707,0.00290594,0.00301023,0.00012927,-0.00514937,0.000875404,0.0509712,-0.0295581,-0.00211173,-0.00920487,-0.0232902,0.00679401,-0.0687497,-0.0197082,-0.0417711,-0.11039,0.00704258,1.34619e-05,-0.00946303,-0.0021218,0.0797053,0.0588284,-0.00659329,-0.000726142,-0.00552536,-0.0244274,-0.0545409,-0.0184222,0.0321697,-0.0389261,-0.0163923,-0.0192114,-0.00231561,-0.0137333,-0.0279128,-0.0954642,0.0183915,-0.0306075,0.0234152,0.0226758,0.0326761,-0.00173048,0.00209665,0.00468796,-0.00274604,0.0869853,-0.0146711,-0.0213185,-0.017546,-0.0488916,0.0202358,0.00133368,0.0620593,-0.0189551,-0.0016039,-0.0104979,-0.00172627,0.024088,0.460892,0.397015,0.00692478,-0.00986615
SAR,0.115186,-0.00284898,-0.0147909,0.0594921,-0.0332748,0.0354421,-0.0267931,0.0031724,0.0278551,-0.0127673,-0.0138248,-0.0016666,0.00215725,-0.000813494,-0.0426622,0.00984662,0.0118924,-0.00578775,-0.00447489,-0.0189596,-0.026142,-0.010995,-0.0136104,-0.0381266,-0.0166905,-0.0420683,-0.0377925,-0.0147584,-0.128965,0.0092635,-0.0467666,-0.0336821,0.0331956,-0.0036339,-0.008821,-0.00497173,0.0172751,0.00162115,-0.0103473,-0.00165721,-0.113778,0.000697373,-0.00579872,-0.00610585,0.0449779,-0.0268072,0.0104712,0.0249543,-0.00629417,-0.00887024,0.00485838,0.0621696,0.0205987,0.0100708,-0.0272445,-0.00196044,0.00263739,-0.00110868,0.0728927,0.0121214,-0.0116066,0.01705,0.0466445,0.0056712,0.0520717,-0.00534308,-0.0298217,-0.0196783,-0.00860802,-0.00453921,0.00367541,0.0247183,0.00648434,0.0325576,-0.0175618,-0.00113844,0.02172,-0.0487463,0.0179283,0.0139757,0.0225072,0.0315892,0.00243003,-0.0236767,-0.0232025,0.0173242,-0.0112348,-0.00469438,-0.0104244,0.0276204,0.00162115,-0.010705,0.0279427,-0.0086841,-0.011094,-0.00538834,-0.00868695,-0.0129373,0.377017,0.137514,-0.00713097,-0.00422609
EPI,0.0477821,0.0285118,-0.00712702,-0.0190405,0.00973264,-0.02072,-0.0210349,-0.114506,-0.0427183,0.0227343,-0.00465394,-0.0194594,-0.0139453,-0.0110365,-0.0130136,0.0207804,0.00602735,-0.00348558,-0.0118379,-0.0129688,-0.171364,0.00852521,-0.0591328,-0.0355507,-0.023382,-0.0821754,-0.0148199,-0.0765165,-0.0222152,-0.00969547,0.00538978,-0.00462695,-0.0144959,-0.00983887,0.00901176,0.0312549,0.00679878,0.0105964,-0.000996642,-0.00166752,-0.0346727,-0.00289342,0.00272106,-0.00473565,0.00993449,-0.00288097,0.00667102,-0.00699607,-0.00681272,-0.00132375,-0.00893416,0.00640135,0.00196524,-0.317554,0.0651247,-0.176243,-0.0122772,-0.00164312,0.0129399,-0.00685504,0.0624582,0.0845717,0.013787,0.00462878,-0.00613229,-0.00136148,-0.000271552,-0.0115353,-0.00646072,-0.000201629,0.00206905,-0.000126243,-0.000675807,0.0074755,0.000774739,0.0179219,0.0722005,-0.00614193,-0.0543449,0.0136903,0.155995,0.0116096,-0.00551817,-0.0173319,0.0547501,-0.0178456,-0.0337049,-0.0481008,-0.0209521,0.0216164,0.0105964,0.126067,-0.0124926,-0.0209433,0.0306541,-0.00104039,0.00313594,-0.00996595,-0.0520621,-0.0302207,-0.00575877,0.0050225
CEBH,-0.00193939,-0.0196046,-0.0269418,0.0131238,-0.00667603,0.000585435,-0.0105578,0.0106582,-0.00963914,0.00367658,0.00729124,-0.0403893,-0.0469972,-0.0108729,0.00182142,-0.0480993,-0.0320571,0.00881552,0.0370852,0.0175891,-0.013881,-0.00875148,-0.0257651,-0.161883,-0.00515012,-0.000566127,0.00236555,0.0103583,-0.0174112,-0.0114651,-0.193248,-0.0333469,-0.0856572,-0.0282877,-0.00379648,-0.0707492,0.0183078,-0.163349,-0.0322403,-0.0498227,-0.039448,-0.0151331,0.00775528,0.0049993,0.0157015,-0.000125921,-0.039924,0.035773,-0.0008058,-0.00539743,0.00515124,-0.0895474,0.00802731,0.00229547,0.00144647,0.00357508,-0.000217893,0.000159183,0.0291817,0.00534631,-0.00600921,0.00416858,0.0217765,-0.00113916,0.0192158,-0.0368442,0.0173492,0.0109021,-0.0285598,0.00533523,-0.0482015,-0.0467483,-0.0341647,-0.114953,-0.0749611,-0.071562,0.0763543,0.0534762,-0.0113121,0.049723,0.176263,0.0219383,0.000720655,-0.0100745,0.192475,-0.0235472,-0.0143755,-0.0345125,-0.00762697,-0.000531384,-0.163349,-0.0072733,0.00425441,-0.00731536,0.124022,-0.0401662,0.0807517,0.0138613,-0.00198284,-0.00479019,-0.00513193,0.0133524
CEBS,0.0023916,-0.000678798,0.00255998,0.00617846,-0.00779383,0.00185206,-0.0093778,-0.00268913,0.0206252,0.0669349,0.00432466,0.0290544,0.0127407,0.0295454,0.0327566,0.0162157,0.0109752,-0.00446779,0.0568416,0.0102619,0.00217587,-0.196211,-0.00120706,0.0400318,-0.0534908,-0.00292936,-0.0615479,0.00766497,-0.00583736,-0.000494885,0.0191524,-0.31355,-0.0100781,-0.00797761,0.018651,0.019136,-0.36434,0.00195943,0.0433788,0.0104117,-0.0118154,0.0212682,0.00380625,0.00621682,0.01676,-0.0061006,-0.0258052,0.00995267,0.00252264,-0.00959938,0.0148284,0.0819193,0.0637958,-0.000532153,0.00026695,-0.0022668,-0.00624289,0.0037029,0.00500335,0.00565985,-0.0365599,0.00157531,-0.0045522,-0.00872998,-2.154e-05,-0.0721444,0.130414,0.013987,0.288826,0.114185,0.00695852,-0.0203404,0.0236032,-0.00158922,-0.00374327,-0.0133048,-0.115317,0.063582,-0.110383,-0.234145,-0.0959577,0.0254916,-0.00219228,-0.00203781,-0.0428684,-0.0106612,-0.0238706,-0.00189802,-0.0064242,0.00117224,0.00195943,-0.108602,0.00245244,-0.00611017,-0.0185476,0.0236177,-0.0120177,0.00515515,0.00167335,0.00313313,0.00114687,-0.0173917
CEPH,-0.029177,0.101565,0.0234859,0.0541759,-0.0167785,-0.0081125,0.0342231,0.00396438,0.0157418,0.0078931,-0.00130197,-0.0167819,-0.024971,-0.000818544,0.0154571,0.0127869,0.00463963,-0.0245438,-0.037416,-0.0140614,-0.0141612,-0.0509244,-0.0664822,-0.230039,0.00415639,0.00926118,0.00836649,-0.0304153,-0.110016,-0.00225741,0.0208996,-0.00113348,-0.183554,-0.0138795,0.00216878,0.0164874,0.0026556,0.0425339,-0.000502855,0.00329666,0.0150204,-0.000745398,0.00434479,0.00105791,-0.00320833,0.0140117,-0.105966,0.0572231,-0.00327918,0.0104559,0.0488882,-0.00246104,0.00582932,-0.00250892,0.0044762,0.00355318,-0.00145451,0.000706689,-0.00966666,-0.00119547,-0.00463867,-0.0044363,-0.00696542,-0.000844472,-0.0085001,-0.0185928,0.0178224,0.00327413,-0.00825939,0.00786757,-0.00391497,-0.00374377,-0.00193505,0.0127829,0.00460714,-0.000323039,-0.0403059,0.01182,0.131823,-0.045144,-0.012344,-0.00303797,-0.000699653,0.00307213,-0.0334027,-0.032109,-0.0310051,0.117609,0.0230882,-0.00648896,0.0425339,-0.0477898,0.019709,0.0219044,0.00612929,0.00161821,0.00676128,-0.0130681,-0.0641105,-0.0438543,-0.000850849,0.00285082
CEPS,-0.0572274,0.208095,0.00308583,0.119302,0.0093717,-0.00599453,-0.00543698,0.0206763,0.0920414,-0.0327603,-0.0376487,-0.0466237,-0.00910718,-0.019048,-0.04126,0.0571214,0.0284025,0.000178514,-0.0461749,-0.0817405,0.00852212,0.00712269,-0.151913,-0.0440185,-0.0534468,0.0118174,-0.145753,-0.175633,-0.000496101,-0.00660908,-0.138227,-0.0134838,-0.118313,-0.217472,-0.0198998,0.0399635,-0.00698318,0.0253672,0.0344542,0.00197846,0.0166328,0.0136692,-0.00721842,-0.00296181,-0.0112567,0.00256188,0.0264269,-0.0165452,0.000109494,0.00450541,-0.0159934,0.0127302,0.0230801,-0.000595269,0.00567075,0.0277001,-0.00341905,0.00104167,-0.010384,-0.000722186,-0.0233587,-0.0176717,-0.00767926,-0.000104547,-0.00798845,-0.00547177,-0.739644,0.0159406,0.394693,-0.263519,0.0177596,0.0182923,0.0268309,0.0190648,0.0221291,0.0290163,0.330338,-0.50054,0.329959,0.349708,0.317598,-0.0120822,-0.00159145,0.00398401,-0.0443758,0.0360177,-0.0204731,-0.140236,-0.00558362,-0.00378303,0.0253672,-0.0102448,0.0565283,-0.00559921,0.00669764,0.0131901,0.0031535,-0.044208,-0.0961219,-0.0942833,-0.0216778,0.00663632
DNS,0.00574339,-0.00525579,-0.00653568,0.00288646,0.005519,-0.0180912,0.00234938,-0.0100569,-0.0292178,0.0262896,0.119538,0.117976,-0.0363434,-0.014721,-0.0146547,-0.0206483,0.129894,-0.0276503,0.00985198,0.0111297,-0.0307792,-0.00682592,-0.0121528,-0.00150546,-0.0120333,-0.0430613,-0.00398035,-0.00902291,-0.0243347,0.158258,-0.0174505,-0.00401941,-0.0073421,0.0351154,-0.350693,-0.0214845,0.00767174,-0.0297196,-0.0391653,0.000592001,-0.028572,0.0122001,-0.0109057,-0.0156943,-0.00852993,-0.0020731,0.00137375,0.0115081,0.000657189,-0.115943,0.000440479,-0.0669756,0.00294605,-0.030543,-0.224231,-0.0140689,0.00957744,-0.0034476,0.0107365,-0.00867063,0.00279107,0.00563215,0.0293555,0.01085,0.0142296,-0.0138933,-0.0127488,0.023449,0.0336656,0.0539017,-0.000934674,0.00322024,0.00921037,-0.0240599,-0.0158329,-0.017836,-0.0033032,-0.0235694,0.00952239,-0.0131635,0.0177557,0.00102051,0.00115463,-0.00630388,0.00357763,0.00386217,-0.00552995,-0.0106985,-0.00302675,-0.00808416,-0.0297196,0.0245614,-0.0006807,-0.00359834,0.0175834,0.0132732,0.0120814,-0.00151962,-0.0156984,-0.00804559,7.61181e-05,0.0168134
DNH,0.000635192,-0.00432544,-0.00367207,-0.0016083,-0.000607289,0.00216251,0.0094763,-0.0101759,0.00267818,-0.0619479,-0.0472554,-0.0102703,0.0190924,-0.0328013,-0.0644792,0.427217,0.0296536,0.0258715,-0.01638,0.00567903,0.000989428,-0.00319035,0.00160659,0.00537791,-0.0081067,-0.00366813,-0.00808783,0.0171848,-0.0282947,-0.00270029,-0.00355346,-0.0106449,-0.0171604,-0.00661118,-0.00135843,-0.0888655,-0.000516283,-0.0369825,-0.013979,-0.0140163,-0.0254619,-0.0212122,0.01713,0.00947793,0.0154823,0.0115681,-0.246981,0.128415,0.0120744,0.0046476,0.120295,-0.0426759,9.57774e-05,0.000387576,-0.000608506,0.000164207,-0.00148745,-0.000155156,0.015348,0.00232469,-3.82352e-05,0.00164158,0.0109656,-0.00385936,-0.0043879,0.039538,-0.00208175,0.0206898,-0.00626743,-0.000971896,0.0301259,0.105762,-0.0373021,0.0513805,0.110776,0.448128,0.0404725,-0.00576691,0.012853,0.0104264,-0.00209965,-0.00885028,-0.00118457,-0.00699664,-0.00266328,-0.00125622,0.0082762,-0.00226461,0.00755268,0.00127951,-0.0369825,-0.00349787,-0.000608091,0.00734816,-0.000378331,-0.0134366,-0.00466459,0.011936,-0.00306938,0.00483693,0.0310742,0.0156953
DRS,-0.00506929,0.000433346,-0.00822806,0.00209488,-0.00191595,7.00046e-05,-0.0124733,0.0120097,-0.0122306,-0.0318003,-0.0197077,-0.0130943,-0.00508277,0.0035924,-0.000338986,-0.00777762,-0.0269902,0.00119938,-0.0110231,-0.0112464,-0.00359398,-0.0494601,-0.00635693,-0.00469417,-0.0161184,0.00423485,-0.0207556,-0.000384814,-0.00707049,-0.00981564,-0.0134288,0.125048,-0.0103751,0.00641487,-0.0757502,-0.0149707,-0.235062,-0.000127649,-0.0247345,0.000372732,-0.012838,-0.0593183,-0.00187743,-0.00560435,-0.0215967,0.0122125,-0.0152745,0.0211465,0.000645397,0.0284995,0.00812632,-0.0744001,-0.0566203,0.0023553,0.0140843,0.00909888,0.00412599,-0.00263377,0.0152988,-0.00212725,0.0299884,-0.00251558,0.0163592,0.0150864,0.015003,-0.0235782,0.046632,-0.0167588,0.0357752,-0.010993,-0.0397771,-0.0113697,-0.0492567,-0.00604643,-0.0219056,-0.0196734,-0.0109679,0.00721719,-0.0215108,-0.0443942,-0.0168879,-0.0387633,0.00205897,-0.00221576,-0.0202916,-0.00880845,-0.00976943,-0.00730879,-0.00917424,-0.000240013,-0.000127649,-0.0328488,0.000120956,-0.00882348,-0.00636244,-0.0134698,0.00105888,-0.00679859,-0.00332982,-0.00226581,-0.0120262,0.0136193
DRH,-0.00159544,-7.94488e-05,0.0843445,-0.00398765,-0.00132943,-0.00168699,-0.00586162,0.00109865,0.0078293,-0.0262699,-0.025957,0.00581954,-0.00216995,-0.0272438,-0.0728219,-0.0120393,-0.0156481,-0.00085,-0.00399408,-0.00220217,-0.00140684,-0.00653641,-0.00652308,0.0358517,-0.00374125,0.000758082,-0.00143471,0.00145147,-0.0111902,-0.00151814,0.00385282,-0.00510605,-0.00380568,-0.00255995,0.000938799,-0.0146865,-0.00142682,-0.0594798,-0.00993235,-0.00970146,-0.0115003,-0.0221908,-0.044199,0.0074094,0.0106443,-0.00318618,-0.00185671,0.00381694,-0.045907,-0.00312642,0.00538889,-0.00171485,0.00302935,-0.000264169,0.000266929,0.000767729,-0.000188709,4.84155e-05,0.00737894,0.00120619,-0.00205446,0.000841778,0.00726685,-0.00198523,0.000978729,0.0119708,-0.000779024,-0.0125989,-0.00265598,0.000659392,0.000238042,0.0446406,-0.0342452,0.424067,0.113462,0.0110503,0.0578962,-0.00275631,-0.00385105,-0.00534443,-0.00659471,-0.0108107,6.00994e-05,-0.00247244,0.0707353,0.00355122,0.00181703,-0.0049092,-0.00476363,-0.00157328,0.94052,0.0275573,0.000978936,-0.00464689,0.00886337,-0.00946266,0.00196008,-0.00180261,-0.00417568,-0.000878314,0.0187491,-0.00453697
ARF,-0.000117895,-0.00156216,-0.00801397,-0.000514345,0.000163034,-0.000623091,-0.00168058,0.0015914,-0.000743362,-0.00310301,0.00132177,-0.0194641,-0.0259517,0.0025068,0.00506482,-0.000427649,-0.00868052,0.00133085,-0.0162462,-0.00314948,-0.00161365,-0.002516,-0.0010592,-0.00224456,-0.00317699,-0.000732046,-0.00244187,-0.00036267,-0.00384449,0.00151305,-0.00705412,-0.0028497,-0.00188192,-0.00164512,-0.00770024,0.000881853,-0.00125884,0.00588656,-0.0394443,-0.0380976,-0.00556352,-0.0530244,0.0207325,0.016003,0.026769,-0.0044605,0.00160066,-0.00271937,-0.0113239,-0.0123681,-0.00782768,-0.0175242,-0.00806524,7.10035e-05,-0.00240348,0.000822001,0.00109679,-0.000707495,0.00459467,-0.000133589,0.00441473,0.000489917,0.00126551,-0.00366451,0.00191448,-0.00984623,-0.00178256,-0.019135,-0.00175895,-0.00339255,-0.0379656,-0.0067311,-0.0523217,-0.00473296,-0.0189792,-0.0103983,-0.00138951,-0.00269753,-0.00258418,-0.00153599,-0.00111849,0.0113389,0.000349627,-0.000515584,-0.00316489,-0.00319532,-0.00140874,-0.00136371,-0.00140245,-0.000446679,0.00588656,-0.00339723,-0.00063955,-0.00137288,-0.0164326,0.347993,0.0214584,-0.00162482,-0.00190298,-0.000944722,-0.00767347,0.0603213
