FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyraja_brachyurops,Chimaera_monstrosa,Dalatias_licha,Dipturus_oxyrinchus,Etmopterus_spinax,Galeus_melastomus,Mustelus_asterias,Mustelus_mustelus,Myliobatis_aquila,RSH_C1,RSS_C1,Raja_asterias,Raja_clavata,Raja_miraletus,Raja_polystigma,SSH_C1,SSS_C1,Scyliorhinus_canicula,Squalus_blainville,Torpedo_marmorata,Torpedo_torpedo,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
ZG,-0.0119025,-0.0119892,0.000927155,0.000501734,-0.00340897,0.0210314,-0.00676755,0.016355,0.0055131,-0.0040792,-0.00520388,-0.00543078,-0.00674837,-1.41263e-05,0.000717859,-0.00119443,-0.000481408,-0.0124374,0.00361917,-0.000211198,0.0306771,-0.00142992,0.00945288,0.00556818,0.00582244,0.232996,-0.00711881,0.0084164,-0.00274544,-0.178286,-0.000593245,6.99306e-05,0.00317463,0.00264265,-0.00620679,-0.0039679,-0.00123352,-0.00178035,-0.00191072,-0.00172096,0.00708216,-0.00133784,-0.00058732,0.000958148,-0.00205984,0.00033499,-0.00241212,0.00136125,0.00104116,0.00372649,0.00106912,-0.00229477,0.000406946,-0.0295914,-0.0472294,0.0157773,-0.00290009,0.00381751,-0.00461649,0.00429453,-0.00572852,-0.00739235,-0.00162937,-0.000598262,0.000875399,0.00275745,0.000806606,0.00120405,0.00350027,-0.000244219,-0.000961534,-0.00189794,-0.0162963,0.000944172,-0.00201763,0.00163818,0.000681228,0.00203026,0.00219831,-0.00015607,-0.00542413,0.000137469,0.0109479,0.000320435,-0.00152818,-0.0278894,-0.00148662,-0.00177362,0.00149761,-0.0106481,0.00123196,0.00308455,0.00775451,0.000543938,0.00965399,-0.00178035,-0.0237579,0.00380605,0.00132129,-0.00680729,-0.0019712,-0.00264307,-0.00414502,0.00342513,0.0017452,-0.00191535,-0.00249694
ZL,-0.034574,0.0897234,-0.00258884,0.00493808,-0.00632636,0.0443286,-0.00838069,0.0414129,-0.0256802,-0.0165896,0.033231,0.0412562,0.0142058,-0.014255,0.0250557,-0.0342814,-0.00684965,0.0418934,-0.0262504,0.0303324,0.0901987,-0.00782516,0.0119421,0.0239576,0.0161569,0.169389,-0.0219161,0.0235551,0.0286133,-0.562415,-0.0127514,-0.00360379,-0.0135719,0.0128591,0.0942357,-0.0181067,0.00992443,-0.00628981,0.00794772,0.0793186,0.0124072,-0.00687893,-0.00483847,-0.00267082,-0.00873493,-0.000820482,-0.00433347,0.0039259,-0.00414196,-0.0307979,-0.0140864,-0.0247147,-0.00682145,0.0960469,-0.212924,0.0530987,-0.0384184,0.0121186,-0.0112869,0.032501,-0.0129556,-0.0226696,-0.0246404,0.00330436,0.00983507,-0.0176342,-0.0261441,-0.00516213,-0.0122364,0.00824573,0.00591464,-0.0108305,-0.055285,-0.0257049,-0.00379743,-0.0219877,-0.0216156,-0.00742214,-0.0231085,-0.0306186,-0.0231415,0.0020951,0.0267322,-0.00588576,-0.0124147,-0.0909753,-0.00340047,-0.00718766,0.000225672,-0.035183,0.00657832,0.00232916,0.00627984,0.00548256,0.0119493,-0.00628981,-0.0708491,0.00978258,0.0069565,0.00511496,0.0509408,0.0315511,0.0333287,0.0256185,0.0107633,0.0136202,0.0319958
ZM,0.108558,0.0410007,-0.0140774,0.0627288,-0.03025,-0.0141948,0.0862363,0.475208,0.14201,-0.0580357,-0.00383539,0.00334704,0.00629961,0.042603,-0.0169479,-0.0336489,-0.00974112,0.0132214,-0.0140173,-0.00828813,-0.0182138,-0.0273809,0.0284863,0.0137188,0.0251695,0.092347,0.0555696,0.264934,0.00745323,0.0848613,-0.0193308,-0.0109197,-0.00748476,0.0143163,-0.0165345,-0.0791053,-0.00680649,-0.0213298,-0.00613009,0.00921887,-0.0284149,-0.00751398,-0.048061,-0.00139722,0.012076,-0.0131267,0.0201538,-0.00358456,-0.00338269,-0.0505251,-0.0346637,0.020913,-0.0940276,-0.0425473,-0.00638957,-0.301295,-0.13888,0.0547123,0.0124939,0.0888001,-0.186946,-0.329293,0.0154606,0.00266895,0.0132213,-0.00584654,-0.00415047,-0.0260146,-0.000919716,0.0123703,-0.0270423,0.0135042,0.033731,-0.0121442,-0.0190037,-0.00333188,-0.0192684,-0.0075477,-0.0228002,-0.0449595,0.00829084,-0.0104922,0.0053739,-0.034024,-0.00553024,0.0212991,0.0147261,-0.0557901,-0.00842074,-0.00354542,0.0274806,0.0388849,0.0207605,0.0598216,0.0230504,-0.0213298,-0.00348936,0.0243039,0.0570132,-0.00275991,0.00185745,-0.00114326,0.000183458,0.149502,0.159057,-0.00438365,-0.0029213
ZS,0.0330592,0.0438361,0.00612328,0.0125861,-0.0106929,0.0353297,0.0128725,-0.026953,0.121786,0.0388287,0.0680723,0.0959211,0.125292,0.0606826,0.0123256,-0.00578609,0.00845225,0.152916,0.00450211,0.00920889,0.0311237,0.0465661,0.00427983,0.0124561,0.016099,0.0760622,-0.0100123,0.102421,-0.0497218,0.00505292,-0.0125179,-0.0067839,0.0196453,-0.0108564,0.00790451,-0.00943151,7.3379e-06,0.00613796,-0.00370888,-0.0233001,-0.0178455,-0.000452593,0.0396555,0.0121229,0.020244,0.0155994,0.0054226,-0.00110466,0.0016271,0.00223265,0.115833,0.0355799,0.0647954,0.0822918,0.0373433,-0.0221935,-0.414373,-0.322412,0.0387345,-0.443029,-0.0606824,-0.108819,-0.00268219,-0.00967891,0.00297174,0.00461402,-0.0228579,0.0104835,-0.0197175,-0.00707583,0.0225504,0.00192196,0.000196907,-0.015686,0.0129673,-0.0220424,-0.0134985,-0.000999365,-0.019516,-0.0169499,0.0103388,0.000171684,0.0132657,0.00744715,0.0268058,0.00616878,0.0025918,0.239083,0.012974,0.0177166,0.0210683,0.0074048,0.00766677,0.0187791,0.0291564,0.00613796,0.0379504,0.0110801,0.019407,0.00793691,-0.0138904,0.00850003,0.0559651,0.0345041,0.0490271,0.0287943,0.00249976
PB,-0.0167405,-0.00292298,-0.0353705,-0.00178545,-0.00142933,0.00402888,-0.00727593,-0.0057474,0.0454324,0.0316821,0.0120296,0.0217555,0.0350219,-0.00965307,-0.0218666,-0.0427451,-0.0374609,0.0250611,-0.0179532,-0.00321615,-0.0496342,-0.0668443,-0.0237113,-0.0305434,-0.00820208,-0.0234411,-0.00382235,0.018627,-0.0349578,-0.116184,-0.00864754,-0.0158849,-0.00565598,-0.0217116,-0.0373358,-0.0810297,-0.00676021,-0.0579506,-0.00231077,-0.00427815,-0.0280281,-0.0032918,-0.171585,-0.0190431,-0.00902778,-0.0429178,0.0121423,0.00847598,-0.00510699,-0.16691,-0.203555,-0.019348,0.0467797,0.0174576,0.0445079,-0.0156248,0.133668,-0.508948,-0.0257261,-0.0932937,-0.0289783,-0.0129852,0.0315291,0.0163101,0.0245467,-0.0263574,0.00341103,0.00841099,-0.0067176,-0.0189941,0.00953964,-0.0276067,-0.0379103,-0.0139598,-0.0277501,0.000325696,-0.0382717,-0.019403,-0.0272599,-0.0497331,-0.0369867,-0.0116311,-0.0301903,-0.00513851,-0.0527471,-0.039735,0.0165644,-0.410843,-0.0303318,-0.0403891,-0.0173715,-0.0223585,-0.0197326,-0.00430262,-0.00590417,-0.0579506,-0.0568867,-0.00155643,-0.0039865,-0.0215569,-0.00491473,-0.0124732,0.005856,-0.00520822,-0.00158358,-0.00405154,-0.0145613
BB,-0.0123657,-0.0189215,-0.0680887,0.00293138,-0.00501049,-0.0100276,-0.00467764,0.000443689,-0.00478653,0.000910273,-0.00757429,0.00158162,0.000696856,0.0409532,-0.065067,-0.03069,-0.0334774,-0.0137837,-0.0288596,-0.00638183,-0.0103301,0.0112108,-0.00999404,-0.0424256,-0.0617946,-0.0492077,-0.0370792,0.00890097,0.0830812,-0.00689072,0.0213078,0.0182399,-0.0103334,-0.0154235,-0.0173803,-0.0270596,-0.0333069,-0.0241926,0.00785264,-0.0330513,0.0894302,-0.132885,-0.00324738,-0.0303318,-0.108642,0.00334934,-0.0664517,0.0522613,-0.0647085,-0.00973207,-0.0594916,0.158806,-0.0274348,-0.0579878,-0.0462175,0.00941048,-0.00162681,-0.0179933,-0.383685,-0.00871912,0.0129309,-0.0156535,-0.0266035,0.0475497,-0.011363,-0.0185266,-0.117183,0.0230946,-0.0208625,-0.0139546,-0.0134239,-0.0301352,-0.0202738,-0.0790762,-0.0260127,-0.0878768,-0.0153402,-0.0183267,-0.0181719,-0.018975,-0.0172429,0.0166754,-0.0259404,0.054053,-0.00394725,-0.013134,0.0364972,0.00142632,-0.320697,-1.65805e-05,-0.00845984,-0.0122903,-0.0105442,-0.00608475,-0.00912648,-0.0241926,0.00173848,-0.00240571,-0.00623435,-0.0131541,-0.0178514,-0.0128917,-0.00872027,0.0415995,0.0145047,-0.0169919,-0.0178063
PS,0.0723002,0.0254693,0.0248002,0.00880044,-0.00455118,0.0151256,0.0177926,-0.0101413,0.051488,0.0608357,0.0289418,0.0330683,0.0344728,0.00690418,0.022682,0.007323,0.0107483,0.0494677,-0.00687627,0.0206355,0.015129,0.0244523,0.00293181,0.0188304,0.0153946,0.0299302,0.00686394,0.0284933,0.0297332,0.0786615,0.0195158,0.0192592,0.0130605,0.00355389,0.0369498,0.0443364,0.036387,0.0495612,0.00185644,0.00134832,0.0532259,-0.00542839,0.10899,0.00362559,-0.0167075,0.0190982,-0.0160046,-0.00812276,0.000203069,0.0961849,0.0333319,-0.0384731,0.0878266,0.0445988,0.0391641,-0.0129764,0.168591,-0.0947761,-0.0281774,-0.140389,-0.0559858,-0.0445664,-0.0299045,-0.00237935,-0.0269399,0.00382052,-0.0231882,0.022303,0.00683668,0.00357094,0.0311653,-0.00192629,0.00566404,-0.00860258,0.0103118,-0.014119,0.0181022,0.0056501,0.00969083,0.0138237,0.00050286,0.0185856,-0.00571807,0.0305387,-7.00802e-05,0.00793316,-0.0203227,0.0674862,0.0135107,0.0266814,0.01325,0.00646916,0.00569068,0.0170912,0.0171236,0.0495612,0.031761,0.00690872,0.0170166,0.0164972,0.00309489,0.0138991,0.0296443,0.0288847,0.0246922,0.0195336,0.0105815
DF,0.00364971,0.00104658,-0.00145674,0.00099939,0.000382121,-0.000485645,0.0211581,-0.010775,0.06134,0.105514,0.0107053,-0.000339908,0.00635367,-0.0104966,-0.00125861,-0.0158564,-0.0110351,0.000190934,-0.00322621,0.018999,0.0110072,0.016082,0.00504117,0.0087155,0.000340994,-0.00383559,0.00914109,0.00648371,-0.0041105,0.000800458,-0.0033834,-0.00254098,0.0079609,0.000463399,-0.0032562,-0.00378652,0.0109255,-0.00161832,0.00618463,0.00551736,-0.00219471,-0.00237536,-0.0026667,-0.000547569,0.000141193,-0.00174718,-0.00127499,0.00119157,-0.00111554,-0.00252454,-0.00446212,-0.00437261,0.164532,-0.00372425,-0.00179889,0.00169703,-0.0203897,0.011132,-0.000379187,0.0115915,-0.096763,-0.00631096,0.00184508,0.000881274,0.00147924,-0.000769363,-0.00833339,0.00772738,0.00608733,-0.00775921,0.0398849,-0.00973694,-0.00911095,-0.00660192,-0.00526842,-0.00414005,-0.00628913,-0.00282349,-0.00635718,-0.00557952,-0.00635396,-0.00368417,-0.00499265,0.0022522,4.7975e-05,-0.00799493,0.000555373,-0.00827674,-0.0020998,0.00608663,0.00503071,0.00669384,0.00583567,0.0154655,3.74993e-05,-0.00161832,0.0112509,0.000780538,0.0148602,0.00302595,0.00537334,0.0041053,0.0123484,0.00176726,0.00375001,0.00680929,0.00366068
PL,0.119839,0.0350171,0.0156568,0.0396528,-0.017854,4.99793e-05,0.06923,0.235413,0.127666,0.0726809,0.0156334,0.0118775,0.0107187,0.00927019,0.0109887,-0.0175782,-0.0021473,0.0188726,-0.0162548,0.0241777,0.0121322,0.00646263,0.0215216,0.0292316,0.0261957,0.0609058,0.0436288,0.14721,0.0460109,0.0721814,0.0106699,0.0143044,0.00915129,0.0144498,0.0243662,0.00232017,0.0379608,0.0356897,0.00254866,0.0146885,0.0436785,-0.0103108,0.0729721,-0.000104919,-0.0158961,0.00775333,-0.00798271,-0.00874936,-0.00216247,0.0683174,-0.0149208,-0.0390131,0.10535,0.0163978,0.0224486,0.3633,-0.0573173,0.0187287,-0.0321867,0.0209843,-0.189108,-0.195306,-0.021061,0.00159244,-0.0198382,-0.000494665,-0.0239264,0.010129,0.0148343,0.00827028,0.0316217,-0.000965085,0.0136667,-0.0144259,-0.00580491,-0.0123453,0.00803122,0.000927108,-0.000465406,-0.00889196,-0.00260526,0.0116233,-0.00596742,0.0125049,-0.0102008,0.00562888,-0.0136531,-0.0242252,0.00579032,0.0207435,0.0257385,0.0291056,0.0194472,0.0510347,0.0204696,0.0356897,0.0199177,0.0177682,0.0491002,0.0131019,0.0101348,0.0130975,0.0225839,0.101609,0.0979415,0.0138536,0.0100158
MB,0.000561017,0.00461272,0.0337361,0.00151481,-0.000833407,0.00324292,0.00265789,-0.000932646,-0.00847755,-0.00300114,0.00163858,-0.00577827,-0.0105216,0.0116441,0.0286644,0.0260121,0.0320416,0.00169242,0.0342235,0.00540216,0.00825641,0.00736187,0.0015254,0.00876338,0.0069847,0.00222218,0.00380412,-0.00285799,0.0217563,-0.0109593,0.0220241,0.00962906,0.00640499,0.00230037,0.00399975,-0.00197578,0.00611952,-0.00141922,0.00856798,0.0165082,0.0287806,0.0230827,0.0767372,0.0922018,0.0100138,0.0195785,0.0173792,0.0679325,0.0490277,0.178584,0.169342,0.164002,-0.00684677,0.00259177,0.0155705,-0.00137734,-0.000787163,-0.000319404,-0.0337125,-0.00374412,0.00457835,-0.00440153,-0.0628024,-0.0795229,-0.05211,0.000479382,0.0159008,0.00735472,0.00994333,0.00378549,0.00128495,0.0109449,0.00174015,0.0117986,0.00047965,0.0142019,-0.00149337,1.22716e-05,0.00583587,-0.00266869,0.00482153,0.0105299,0.00211604,0.017473,0.0015832,0.00170676,-0.019905,-0.00116435,0.00433491,0.00972699,0.00661791,0.0022873,0.00299626,0.00281176,0.00244057,-0.00141922,0.00407512,0.00183452,0.00282812,0.0135622,0.0129355,0.0124437,0.00410133,0.0080531,0.00280215,0.00476434,0.0141777
SG,-0.00168496,0.000439232,0.018782,-0.000916646,-5.23179e-05,-7.91447e-05,-0.000416976,0.000571572,-8.98644e-05,-0.00123993,0.000967003,-0.00529516,-0.00729136,-0.0013896,0.00605356,0.028976,0.0219936,2.7521e-05,0.0399151,0.000265768,-0.000723491,-0.002362,-0.0010388,0.00376063,0.000352329,-0.000218351,0.000196513,0.000269012,-0.00462501,-0.000341166,-0.000686675,-0.000297476,0.00445265,-0.000305334,-0.00144149,-0.00733523,0.0051627,-0.00676844,0.00727496,0.0138279,-0.00477833,0.0394884,-0.0291765,0.101072,0.0126732,0.0154719,0.0191761,0.000852678,0.0506873,-0.0150942,-0.0255304,-0.00552981,-0.000166343,-0.000920774,-0.0011898,0.000657412,0.000189325,-0.000247617,-0.0053356,0.000813343,-0.00014646,0.000800449,-0.0314776,-0.0893897,-0.0428613,-0.0022969,0.0355466,-0.00032099,0.0101637,-3.8192e-06,-0.000138851,0.00982635,0.00195388,0.0199276,-0.00163338,0.0279114,-0.00514683,-0.000425078,0.00376802,-0.00367642,0.00270145,-0.00043692,0.00292832,-0.000161001,-0.00110498,0.000193006,-0.015003,0.000306667,-0.0054626,-0.000601161,0.00340281,-2.10385e-05,0.000370731,-0.000328122,-9.00244e-05,-0.00676844,-0.00154284,5.16059e-05,-0.000318675,0.00664514,0.0109235,0.00648686,0.000178253,-0.0018966,-0.000592439,0.00277253,0.0103237
MA,0.000684578,0.00431796,0.0449977,0.00172522,-0.00078422,0.0013619,0.000532591,-0.00213195,-0.00493841,-0.0034459,-0.00134937,-0.00551013,-0.00775698,-0.00398535,0.006881,0.0374295,0.0140855,0.000508151,0.0269652,0.00300093,0.0022825,-0.000903883,-0.00144607,0.00979569,0.00524066,-0.00216892,0.00365245,-0.00278041,0.0122307,0.0110956,0.0103435,0.00625569,0.0219608,0.00113854,6.55279e-05,0.0332848,6.98441e-05,0.0152485,0.00858596,0.0106547,0.020362,0.0370572,-0.0246887,0.076512,-0.0032948,0.0197271,-0.00116508,0.413915,0.0437404,-0.00681948,-0.01448,-0.0185255,-0.00373356,-0.00318841,-0.000958926,-0.00331999,3.03812e-05,-0.00018417,-0.019645,-0.00250937,0.00339083,-0.00111768,-0.0334168,-0.0691882,-0.0452297,0.00116231,0.0303621,0.00538326,0.014852,0.00226266,0.00106272,0.0108193,0.00507568,0.0201198,0.00522074,0.0257566,0.00819173,0.00497603,0.0154739,0.0164202,0.00314002,0.00726424,0.00368714,0.0116827,-0.00360697,0.00101817,-0.0219358,-0.000219297,0.000547258,0.00609643,0.00492607,0.000496622,0.00393983,0.000750711,0.00170773,0.0152485,0.0021592,0.00147207,0.000773901,0.0085843,0.00972612,0.00745099,0.00222281,0.00390618,0.00125548,0.00634779,0.00964367
Bathyraja_brachyurops,0.000154896,-0.000256896,-1.52921e-05,0.000160863,-0.000138018,-0.000237815,-0.000328781,-3.3577e-06,-0.000118545,0.00155812,0.000506811,0.000370127,-0.000103717,-0.00228655,-0.00530154,-0.00135072,-0.00159843,-0.00055648,-0.00153095,0.000287547,0.000222221,-0.00286922,-3.56502e-05,-0.00137111,-0.00131023,0.00021332,-0.000854109,0.000305451,0.000521235,7.02491e-05,-3.7017e-06,-0.000142916,-5.11665e-05,-8.65012e-05,4.366e-05,-0.000497374,0.000123313,-0.000742833,0.000823785,0.000340575,0.000339132,0.000115898,-3.521e-06,-1.66459e-05,-0.000122328,0.000100436,0.000439952,-0.000293938,5.55038e-05,9.0747e-05,-0.000219968,0.000393996,0.000420312,-0.000101042,-9.3165e-06,-2.2687e-06,-5.50291e-05,3.33964e-05,-0.000197854,-1.24326e-05,-0.000244678,-6.5031e-05,-0.000173495,-9.2566e-06,-0.000144766,-0.00335199,-0.00211226,-6.94491e-05,-0.0021175,-0.000282889,-0.000174684,-0.000570306,-0.000678845,-0.00211704,-0.000319416,-0.0021125,-0.00297363,-0.00240497,-0.00227049,-0.00266115,-0.000935003,-0.000181025,-0.000317466,-0.000178918,-0.00215837,-0.000503308,-0.000158168,-2.50159e-05,8.57195e-05,-0.00103114,-0.000714016,-0.000271348,-7.6932e-05,-0.000304856,-0.000189272,-0.000742833,-0.00178096,-6.668e-07,-0.000302312,-0.000393403,0.00051056,-9.13311e-05,5.7563e-06,0.000399356,0.000131364,0.00329388,-0.000267935
Chimaera_monstrosa,0.000192463,0.000151252,0.000191261,0.000112783,1.29681e-05,-0.000194597,7.36485e-05,0.000120157,-0.00159578,0.0101784,0.00909578,0.0034359,0.000543513,0.00259747,0.00633873,0.00168293,0.00135052,-0.000801854,0.0014531,-3.4322e-06,5.0463e-06,0.000372148,0.000376562,0.000192616,4.98569e-05,0.000153221,3.72067e-05,0.000255932,0.000604687,-4.44569e-05,-8.37652e-05,-4.09096e-05,-3.512e-07,0.000525683,-7.71466e-05,0.001554,7.11235e-05,0.00434342,-0.000868331,-0.000455696,-0.000160297,-0.00166664,0.000472413,0.000488048,0.000749448,-0.000117625,-0.000504771,0.000207895,-0.000437265,-0.000165151,0.000156591,-0.000322109,-0.000162362,-4.33991e-05,1.59956e-05,-1.00022e-05,2.3502e-05,-1.77162e-05,0.000111863,-3.9725e-06,9.82879e-05,2.11418e-05,2.96059e-05,-0.000103025,2.0512e-05,-0.021123,-0.0275676,-0.00110657,-0.0263161,0.00058662,-0.000426816,0.000176938,0.000660105,-0.0221564,0.00757805,-0.0271949,-0.0186612,-0.0206483,-0.0209287,-0.0205335,0.000454172,-0.000348648,0.000173606,-0.00111865,0.000420414,0.00103681,0.000520109,5.1054e-06,-1.342e-05,0.00050433,0.000371561,0.000308152,0.000289567,3.0963e-06,-0.000151093,0.00434342,0.000675681,-2.8291e-06,-4.4048e-06,0.000257804,-0.000612597,0.000727662,-0.000256991,0.000408673,0.000219025,0.0374672,0.000261398
Dalatias_licha,-0.000505879,-0.00167044,0.000769026,0.00146357,0.000498499,0.00181067,-0.0113665,0.000410688,0.00556207,-0.0202225,-0.0225515,-0.0125735,0.00654876,-0.0342115,-0.0331318,-0.0077161,0.00131746,0.0028591,0.00609873,0.00143359,-0.000865641,-0.0185647,-0.00780211,-0.0426453,-0.000769424,-0.00192308,-0.00201685,0.00037865,-7.10637e-05,-0.000530969,-0.0175045,0.0475035,-0.0139178,-0.000451091,0.00272718,0.00332914,-0.0250519,0.00547155,0.00370412,0.00279407,0.000651021,0.00161288,0.00061615,0.000338463,0.00128516,0.000356315,0.00145918,-0.000468873,0.000219861,-0.0017908,-2.82648e-05,0.00835096,0.00692432,0.000751218,-0.00070371,-0.000780264,-0.000659168,0.000424636,-0.000756324,0.000330292,-0.00377821,9.3252e-05,-0.00108783,-0.000564451,-0.000619671,-0.0058494,0.00202041,-0.216018,0.000576702,-0.571623,-0.234004,0.151683,0.150734,0.00072873,-0.00218758,0.00159492,-0.000651714,-0.0018998,0.000883099,-0.000340159,0.152001,-0.244318,0.157834,0.00650521,0.147758,0.153505,0.000963213,-0.000269729,0.000194011,-0.0156341,-0.00991394,0.0210752,-0.00993733,-0.00790076,0.00111213,0.00547155,-0.015691,-0.00098967,-0.00753227,-0.00619909,0.0031167,-0.00412367,0.00182353,0.000173357,-0.00204893,0.0012999,-0.00340703
Dipturus_oxyrinchus,-1.41128e-05,0.000392554,0.00187391,-0.000610727,6.76738e-05,0.000711734,0.000755825,0.00172142,0.00163154,0.00539526,-0.000318882,-0.000694341,-0.0604572,0.0264775,0.0615596,0.0144527,0.0151864,0.00177058,0.0165902,-0.0013658,-4.99562e-05,0.0053415,-0.00847491,0.00349769,0.00146784,-0.000609811,0.00126001,-0.000563482,0.000949282,-0.000216638,-0.00506751,-0.000432593,0.00053241,2.61572e-05,-0.000589336,0.0087829,-0.000303339,0.0205825,-0.00688409,-0.000620606,-0.00119856,-4.22667e-05,-0.00118779,-6.18874e-05,-0.0002311,-0.000486274,-0.00336185,0.00217928,-0.0007526,0.00023682,0.00179577,-0.000339811,-0.00127662,0.000282855,0.000140835,0.000103501,0.000141132,-9.58628e-05,0.000728297,5.76022e-05,0.000709985,0.000155747,0.000622551,6.71847e-05,0.000334045,-0.0119199,-0.0199005,-0.000666463,-0.0255283,0.000406184,-0.000274643,0.00158278,0.0034447,-0.0138586,-0.564583,-0.0215437,0.000951829,-0.0121379,-0.0107801,-0.00927183,0.00300771,-0.000190686,0.00158156,-0.000952384,0.00437717,0.00419718,0.000106379,6.36235e-05,-0.000277638,0.00200927,0.00224304,-0.00369318,-0.00609263,0.000744229,0.000689613,0.0205825,0.00345713,-5.53893e-05,0.000742996,0.000834063,-0.00302916,-6.59285e-05,-0.000311131,0.000105377,-0.000222219,0.0290127,0.00121273
Etmopterus_spinax,-8.23812e-05,-3.48346e-05,-1.39972e-05,-0.000227982,1.67453e-05,-2.69836e-05,-0.000240535,9.2156e-06,-0.000411813,-0.00218921,-0.000939438,-0.00121077,1.91266e-05,-0.00245063,-0.00225706,-0.000941392,-0.000318023,0.000237993,-0.00112727,0.000103126,-8.40421e-05,0.0041849,-0.000324882,-0.0029875,0.00106857,3.23699e-05,0.00129351,-0.000203039,0.000200642,-3.5737e-06,-0.00121568,-0.0151798,-0.000403739,0.000358874,-0.00032598,-0.000259116,0.00802695,0.000317823,-0.000793813,-0.000127498,0.000348183,-0.00041767,-9.73755e-05,-0.00014996,-0.000393127,0.000174971,0.000728619,-0.00027992,-5.78927e-05,0.000160983,-0.000397436,-0.00172126,-0.00101281,1.62433e-05,-5.05984e-05,6.635e-06,9.74395e-05,-5.71209e-05,-0.000172882,-0.000114201,0.000590992,-4.15837e-05,6.07179e-05,0.000193367,-4.00526e-05,0.00088839,-0.00120746,0.190856,-0.000996215,-0.155774,-0.0648156,0.00972134,0.0099338,-0.000731754,0.000747973,-0.00114162,-0.000542242,-0.000318571,-0.000446818,-0.000252378,0.0106685,-0.0688924,0.0102629,-0.000439991,0.0129908,0.00974255,-0.000625546,3.02367e-05,6.30121e-05,0.000418072,-0.000225585,0.0016299,-0.000409476,-0.000184369,-3.27008e-05,0.000317823,0.00209479,0.000134884,-0.000178396,0.000220829,-0.000395335,0.000154669,0.000141411,-2.51399e-05,-0.00018719,0.0010816,0.000310347
Galeus_melastomus,0.000856828,0.00262975,-0.00101216,-0.00304363,-0.00212954,-0.00317524,0.0172807,-0.000425513,-0.0114769,0.0311151,0.0350244,0.0199733,-0.00983616,0.0525137,0.0523591,0.0107375,-0.00313031,-0.00440148,-0.00870794,0.000206953,0.00120303,0.0273602,0.0120179,0.0659052,-0.00153148,0.00361039,0.000803873,-0.000458996,0.000664749,0.000540824,0.0283947,-0.067803,0.0212595,0.00138507,-0.00555352,-0.0044449,0.0350925,-0.00771082,-0.00419826,-0.00435257,-0.000793526,-0.00185125,-0.00111957,-0.00049166,-0.00209018,-0.000509608,-0.00232329,0.000667267,-0.000305689,0.00302655,7.41452e-05,-0.0122683,-0.0129298,-0.00125411,0.00165709,0.00190608,0.00116688,-0.000761136,0.00109408,-0.00059495,0.00689788,-0.000420413,0.0014796,0.000732376,0.000772704,0.00412272,-0.00690899,0.176001,-0.00510897,-0.18572,-0.0872516,-0.234326,-0.233038,-0.00454788,0.00430382,-0.00637923,-0.0023179,-0.000987687,-0.00485664,-0.00302812,-0.235176,-0.101019,-0.244429,-0.0101508,-0.22939,-0.237152,-0.00151385,0.00048272,-0.000215758,0.024189,0.0149455,-0.0327183,0.0152849,0.0119005,-0.00204145,-0.00771082,0.023608,0.00294452,0.0113285,0.00962503,-0.00428069,0.00648258,-0.00126172,4.07537e-05,0.00324821,0.00440307,0.00517316
