FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Dipturus_oxyrinchus,Myliobatis_aquila,RSH_C1,RSS_C1,SSH_C1,SSS_C1,SSS_C2,Torpedo_marmorata,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
DSM,-0.0005312,0.0227712,-0.00696483,-0.0176895,0.00451562,-0.00356804,0.0819737,-0.0350873,-0.0501227,-0.12069,0.0393035,-0.0690029,-0.0570246,-0.0456517,-0.0646352,-0.0416584,-0.00817007,-0.00726316,-0.0371463,0.00463639,-0.0244585,-0.173711,0.00975245,-0.050192,-0.0116115,0.00844393,-0.0176956,0.00363288,-0.0431173,-0.00319467,-0.0368768,0.0657358,0.0683079,-0.00691257,0.00129025,-0.0537311,-0.0448199,-0.00406641,-0.0304698,-0.0443829,-0.037918,0.00266887,0.000381491,0.000579309,0.0178816,-0.00898117,0.0131574,0.00473138,-0.0101671,-0.00619455,-0.013639,-0.115044,-0.0995869,3.5083e-06,0.00392922,0.0233944,0.00911943,-0.00656391,0.0248731,2.3653e-06,0.0500075,-0.00195509,0.0234032,-0.000656325,0.0169524,-0.0442737,0.0202334,0.0480804,-0.0223547,0.0994926,-0.0298035,0.0561717,0.613433,0.0129537,0.00354646,-0.00852089,0.209973,0.0927375,0.0458345,0.0210737,0.0594751,-0.00415984,-0.00406641,0.475153,-0.00408273,0.057083,0.0799214,-0.0360981,0.0454859,0.000506639,-0.0171006,-0.00399695,0.0134831,0.0515122
DSP,-0.00785372,0.0132542,0.000148346,-0.00395872,0.0178282,-0.00690656,-0.0327961,-0.16312,0.0685389,0.0198766,0.0315299,-0.00330674,-0.00930848,-0.0500976,-0.156133,0.0564034,0.0298492,0.00236176,-0.0335607,-0.0832089,-0.0537449,-0.00287497,-0.129544,-0.0280839,0.0252918,0.00685014,-0.0417171,-0.00838226,-0.00939029,-0.00363013,0.010936,0.00769172,-0.00746224,-0.000317485,0.000738044,-0.00101461,-0.0017141,0.00524575,-0.0138959,-0.00349533,0.00285586,-0.00418825,0.00358008,0.00154583,0.00196873,0.00399716,0.00236842,-0.00243229,-0.00142476,-0.00190081,-0.00314845,-0.0013722,0.0102643,-0.000952676,-0.000414171,0.00349281,-0.00187054,0.00106844,-0.0022639,0.000763161,-0.00721592,-0.00250189,-0.00148765,-0.000541407,-0.00129277,0.0287747,0.0113598,0.00531153,0.0153904,-0.0132836,0.0109988,-0.00147125,-0.00629256,0.000553979,-0.000696578,0.000473326,0.0109271,0.00660065,0.45324,0.645238,-0.0259868,-0.0188259,0.00524575,-0.00307966,-0.000906485,-0.0252628,0.00294475,-0.0078343,0.00438859,-0.0529121,-0.00879491,0.0306052,-0.0293183,0.00164929
DSR,0.00606339,-0.00225885,-0.0172225,-0.0335017,0.0107497,-0.0022608,-0.00985744,0.0045236,0.00396333,-0.00212894,-0.000936421,-0.0110992,-0.00441231,-0.00757162,-0.00271433,-0.00760615,-0.00011049,0.00181823,-0.0184784,-0.00405911,-0.0250371,-0.0142064,-0.0106885,-0.0388463,-0.00100576,0.00258475,0.00128808,-0.00586206,0.00295592,-0.00555545,-0.00996953,0.000517542,-0.00867497,0.000624544,-0.000527994,-0.0157733,0.00144809,-0.173045,0.00024286,-0.00103403,0.00193719,-0.0054841,0.00453437,-0.000352767,-0.0039021,-0.00996346,-0.00453554,-0.0209533,0.00847111,0.00175753,0.00333463,0.00458577,0.000618676,0.00109397,-4.41391e-05,-6.86393e-05,0.000383223,-6.3609e-05,-0.00102868,-0.00026983,-0.000360857,-0.000125637,-0.00091285,0.00122896,0.00049787,-0.00388463,-0.00704479,-0.0196633,-0.00325381,0.0652054,0.00157169,0.00213262,-0.0117178,0.00636947,0.000197046,0.00070712,0.092042,0.163162,0.0433537,0.0113942,-0.00785942,-0.0025595,-0.173045,0.0578657,-0.0111729,-0.00764699,-0.00176577,-0.000601856,0.00154516,-0.00264652,-0.00216799,0.0278771,-0.00401045,-0.00265196
MSC,-0.036556,0.101994,-0.0249688,0.0324309,0.0308036,0.0540379,0.0545871,0.0671104,0.101577,-2.9447e-05,0.0876729,0.000305126,0.0152888,0.0694945,-0.0295977,0.132879,0.0985641,0.000761225,-0.0162408,-0.188005,-0.0310817,-0.0178339,-0.0118135,-0.00526182,-0.314188,-0.0599627,0.500924,-0.0633774,-0.0972268,-0.0156315,-0.0900119,-0.00741522,-0.0531846,0.13597,-0.0171947,-0.0195804,0.00163288,-0.0342926,-0.362405,-0.0132989,-0.0843147,-0.113479,0.0556196,0.0234229,0.0857034,-0.0207324,-0.0759536,0.0526749,-0.00929719,-0.0183416,0.054076,0.0460241,-0.0465235,0.0233222,-0.00368526,-0.0556658,0.0160425,-0.00712983,0.042844,0.00141211,0.0465503,0.0416131,0.0299158,0.00146443,0.0411599,-0.0194537,-0.00116149,0.0622035,-0.0578672,-0.0031143,0.116174,-0.101,-0.00979372,0.070708,0.00786458,-0.0216977,-0.0327656,0.00248404,0.00552102,-0.0202069,0.0544427,0.047045,-0.0342926,-0.0206437,0.0353171,0.0544273,-0.016725,-0.150482,-0.0322733,-0.119274,-0.0776318,-0.0368626,-0.0626637,-0.0324196
MSG,0.00454079,-0.00435475,-0.00114629,-0.00664995,-0.00926409,0.0672851,-0.0474574,0.000721273,0.00235601,0.00376664,-0.0116077,-0.0232827,-0.0264146,0.00108906,-0.00114708,0.00733567,0.0031602,-0.0327237,0.000839384,-0.00753816,-0.0157412,0.00437706,-0.00997267,-0.00307816,0.0104141,-0.175123,-0.034575,0.00011671,-0.0261078,0.10161,0.00067353,-0.00433013,0.000468474,0.00477039,-0.00485551,0.00381756,0.00241076,0.000937214,-0.00851267,1.11183e-05,-0.00181278,-0.00685327,0.000682969,0.00188003,0.00370517,7.40207e-05,-0.00127592,-0.000406145,-0.000717549,0.00699486,0.00189236,-0.000227571,0.00020042,-0.351724,-0.0389823,-0.023797,0.00418169,-0.00218679,0.000938753,-0.00389132,0.00816926,0.0115021,0.0017246,-0.000313463,-0.00162072,0.00205807,0.00161944,0.00262847,-0.000293676,0.0051439,0.000357436,-0.0040165,0.00578983,0.00315338,0.00110965,-0.000591062,0.00381797,-0.00473223,-0.0154922,-0.00794879,-0.0172786,0.0583957,0.000937214,0.0120248,0.00780821,-0.01407,0.00206853,-0.00362527,-0.00245805,-0.0155931,-0.0115129,-0.00118774,-0.00821363,-0.00100714
MSP,0.0129607,0.0182222,0.0094742,-0.0224732,0.0117432,0.0603184,-0.0777202,-0.0121013,-0.0358651,-0.00659609,-0.0456815,-0.0238133,-0.0363991,-0.0267828,0.00588763,-0.0458048,-0.0342364,-0.036208,-0.00443951,0.0643126,0.0126763,0.00915152,0.0309713,0.00179367,-0.253777,-0.0485429,-0.2456,0.0349432,0.0114842,-0.00415733,0.0339475,-0.00169233,0.0130003,-0.0441927,0.00773425,0.00740467,0.00112446,0.0125695,0.13404,0.0120358,0.0330456,0.0423716,-0.0201206,-0.00877063,-0.0327579,0.00814053,0.0292916,-0.0204016,0.00361816,0.0137194,-0.0204474,-0.0187389,0.00631458,0.0222663,0.00563574,0.0199231,-0.00431123,0.00181219,-0.0168555,-0.00155641,-0.0106275,-0.0149839,-0.0119522,-0.000537807,-0.0158004,0.012395,0.0045108,-0.0217884,0.0273187,0.00414149,-0.0472843,0.0328598,0.00942861,-0.0267972,-0.00222017,0.00855035,0.0092829,-0.00730475,-0.000635606,0.0251517,-0.0414142,0.0467857,0.0125695,0.00447824,0.00335172,-0.0375541,0.00649892,0.0596145,0.0117529,0.0288846,0.0241507,0.0192379,0.0151463,0.013298
ENG,0.270288,0.0185581,0.00454984,0.196625,-0.0951759,-0.0547192,-0.00440588,-0.0799075,-0.0640474,-0.0350754,0.0336886,0.0562575,0.0674525,0.00264379,0.019493,-0.073296,0.000938323,0.0838463,-0.00782464,-0.0111842,-0.0118583,-0.00700055,-0.0314405,-0.0270804,-0.0224663,0.0235035,0.00384019,-0.152596,-0.015158,0.0200605,-0.00337862,0.00970689,0.0128189,0.0548383,-0.00420005,-0.172197,-0.007861,0.0202247,0.00889578,-0.0248284,0.0166455,0.00292793,0.003023,0.000142265,-0.00511502,0.000863213,0.0509477,-0.029523,-0.00211652,-0.00918489,-0.0232839,0.00694777,-0.0687429,-0.0197193,-0.0417593,-0.110384,0.00704323,1.31771e-05,-0.00944942,-0.00211756,0.0796991,0.0588308,-0.00660073,-0.000740423,-0.00552037,-0.0185977,-0.0165086,-0.0229552,-0.00243401,0.0211175,-0.028042,-0.0346372,0.0228465,-0.00168124,0.00209765,0.00468496,-0.00296484,0.0868396,-0.0148315,-0.0214118,-0.0176389,-0.0489206,0.0202247,0.00113233,0.0620913,-0.0190459,-0.00161123,-0.0104763,-0.00169878,0.024144,0.460976,0.397011,0.0071116,-0.00985248
SAR,0.115364,-0.0027176,-0.0149542,0.0595899,-0.0333383,0.0352266,-0.0263291,0.00339332,0.0262968,-0.00292097,-0.00504687,0.00188542,0.00123065,0.00147364,-0.0381387,0.0102648,0.0121261,-0.00655178,-0.0043782,-0.0189974,-0.0261507,-0.0104637,-0.0134196,-0.0363119,-0.0166922,-0.0418627,-0.037723,-0.0145782,-0.12828,0.00926581,-0.0462989,-0.0351668,0.0334784,-0.0031645,-0.00901199,-0.00519799,0.0180812,0.000449199,-0.0107742,-0.00168383,-0.113914,0.000548812,-0.00575096,-0.00609579,0.0450043,-0.0268798,0.0104636,0.0249705,-0.00630439,-0.00870443,0.00478555,0.0619902,0.0202773,0.00999534,-0.0272068,-0.00194558,0.00267932,-0.00113338,0.0729942,0.0121137,-0.0114242,0.0170732,0.046716,0.00569011,0.0521507,-0.0202973,0.0032695,0.00654216,0.0059645,0.0154706,0.004185,-0.044259,0.00919851,0.0316708,0.00244897,-0.0237028,-0.0227103,0.0178914,-0.011851,-0.00444299,-0.0101391,0.0274711,0.000449199,-0.0099668,0.0280281,-0.00841783,-0.0106898,-0.005578,-0.00828618,-0.0132037,0.37742,0.137779,-0.00678253,-0.00385781
EPI,0.0481667,0.0274977,-0.00749932,-0.0198584,0.0099661,-0.0208444,-0.019907,-0.113902,-0.0428979,0.0269761,-0.000805244,-0.0170299,-0.0147623,-0.0169117,-0.00748852,0.0212505,0.00618284,-0.00375756,-0.0119094,-0.0134564,-0.173333,0.00924979,-0.057169,-0.0202969,-0.0237136,-0.0821047,-0.0150757,-0.0761382,-0.0206137,-0.00944608,0.00906483,-0.00498457,-0.0218947,-0.00990632,0.00873938,0.0309198,0.00713451,0.00939186,-0.00122487,-0.00203775,-0.0349497,-0.00311553,0.00262345,-0.00467803,0.00996636,-0.00312213,0.00732582,-0.00763356,-0.00681383,-0.00126718,-0.00934572,0.00593061,0.00212479,-0.31769,0.0651833,-0.176346,-0.0122822,-0.00163866,0.0131459,-0.00682037,0.0624009,0.0846594,0.0139386,0.00462296,-0.0060009,-0.0116016,0.00181876,0.000505574,-0.00101547,0.0291163,0.000171411,-0.00444851,0.013541,0.0117918,-0.00551256,-0.0173953,0.0577449,-0.0151387,-0.0304982,-0.0478139,-0.0201535,0.0215137,0.00939186,0.127963,-0.0127801,-0.0201797,0.0314067,-0.00135038,0.0037338,-0.0104122,-0.0511599,-0.0290867,-0.00583625,0.00529183
CEBH,-0.00158216,-0.0203437,-0.0274683,0.012829,-0.00650008,0.000460195,-0.0105122,0.0112461,-0.0109931,0.0136979,0.0158525,-0.0364203,-0.0478603,-0.0178331,0.00218012,-0.048412,-0.0317864,0.00812773,0.0376345,0.0176971,-0.01526,-0.00911506,-0.0251272,-0.154995,-0.00531907,-0.000495263,0.00222008,0.0108603,-0.0159037,-0.011318,-0.191805,-0.0313935,-0.0917803,-0.0279602,-0.00392347,-0.0707907,0.0174082,-0.166999,-0.0324761,-0.0498621,-0.0396154,-0.0151782,0.00790527,0.0050368,0.015816,-0.000253844,-0.0392941,0.0352852,-0.000690593,-0.00534756,0.00474501,-0.0894011,0.00840254,0.00219207,0.00146325,0.00343146,-0.000237124,0.000174797,0.0292923,0.00537859,-0.00617859,0.0042552,0.0218168,-0.0011607,0.0192975,0.0103936,-0.0487254,-0.0614321,-0.0346088,0.0587536,-0.016037,0.0450541,0.0602266,0.0221794,0.000718102,-0.0101087,0.193348,-0.0222539,-0.0108852,-0.0351588,-0.0076263,-0.00064724,-0.166999,-0.00666983,0.00401588,-0.00731948,0.124363,-0.0402841,0.0811826,0.0136808,-0.00104913,-0.0040355,-0.00475393,0.0135898
CEBS,0.0023924,-0.000621749,0.0026783,0.00612813,-0.00785779,0.00179601,-0.00896052,-0.00282281,0.0210212,0.0654557,0.00302659,0.0290179,0.0126268,0.0322615,0.0353913,0.0167996,0.0109253,-0.00449358,0.0566857,0.00999689,0.0023161,-0.196398,-0.000832472,0.0416582,-0.0537598,-0.00286543,-0.0617714,0.00765972,-0.00603977,-0.000456819,0.020082,-0.312827,-0.00923745,-0.0081549,0.0186043,0.0191307,-0.364737,0.00303416,0.0435215,0.0102904,-0.0118694,0.0213222,0.00370205,0.00622159,0.0167319,-0.00613354,-0.0260442,0.0100619,0.0024848,-0.00955304,0.0149491,0.0818861,0.0636933,-0.000566521,0.000311039,-0.00222108,-0.0062387,0.00369801,0.00504395,0.00566502,-0.0365159,0.00156591,-0.00452778,-0.00874293,-1.33208e-05,0.0143902,0.00726346,-0.0137015,0.0239354,-0.121426,0.146025,0.0732848,-0.243219,0.0254979,-0.00218922,-0.00205019,-0.0423502,-0.0104197,-0.0252675,-0.0013944,-0.0061314,0.00113862,0.00303416,-0.108534,0.0025014,-0.00583061,-0.0184056,0.0236029,-0.0119731,0.00497691,0.00158155,0.0031826,0.000726861,-0.0173882
CEPH,-0.0296186,0.102845,0.0240559,0.0553511,-0.0171297,-0.00804414,0.0325279,0.00297876,0.0158418,0.00356501,-0.00537949,-0.0185214,-0.0242541,0.00999188,0.0134764,0.0120441,0.00422077,-0.0245459,-0.0374707,-0.0134836,-0.0114188,-0.0518703,-0.0692275,-0.252218,0.00456339,0.00924485,0.00877508,-0.0307282,-0.112068,-0.00248586,0.0165782,-0.00124118,-0.173946,-0.0138382,0.0024834,0.0168319,0.00249598,0.0451132,-0.000256739,0.00362516,0.0153458,-0.000468963,0.00438717,0.000984332,-0.00327724,0.0143089,-0.106849,0.0581524,-0.00332455,0.0104753,0.0494327,-0.00195317,0.00557562,-0.00239225,0.00441769,0.00366029,-0.00144316,0.000697199,-0.00990842,-0.00124097,-0.00452763,-0.00453173,-0.0071360699999999996,-0.000835526,-0.00865862,0.00358306,-0.00339283,0.000530102,-0.00134933,0.0227529,0.00499269,0.0119888,-0.0459371,-0.00330225,-0.000704526,0.00314441,-0.0373556,-0.036012,-0.0359411,0.117039,0.0218569,-0.00643729,0.0451132,-0.0502812,0.0201042,0.0207224,0.0052522,0.00191522,0.00605458,-0.0126386,-0.0651709,-0.0453637,-0.0010035,0.00253179
CEPS,-0.0571551,0.208215,0.00309202,0.119138,0.0091191,-0.00615732,-0.00454756,0.0206775,0.0910579,-0.0313998,-0.0365203,-0.0455186,-0.00944621,-0.0161445,-0.0382161,0.057555,0.0280324,-4.20727e-05,-0.046009,-0.0809681,0.00854925,0.00654735,-0.151168,-0.0394464,-0.0543551,0.012036,-0.146594,-0.175568,-0.000511973,-0.00662746,-0.136011,-0.00961431,-0.117207,-0.217542,-0.020197,0.0400476,-0.00916096,0.0251981,0.0348318,0.0018212,0.0164898,0.0138529,-0.00726811,-0.00291539,-0.0112111,0.00247894,0.0259735,-0.0163988,0.000117842,0.00459874,-0.0158039,0.0129089,0.0226128,-0.000662397,0.00584213,0.0278844,-0.0033879,0.00101723,-0.0102769,-0.000713636,-0.0231501,-0.0177155,-0.00766377,-0.000173707,-0.00796961,0.0156199,0.0174322,0.0189391,0.0265384,0.314353,-0.122042,-0.53067,0.333479,-0.0119116,-0.00157394,0.00396003,-0.0433042,0.0368219,-0.0226205,-0.139318,-0.00497095,-0.00388987,0.0251981,-0.0100489,0.0567549,-0.00501596,0.00707049,0.0132436,0.0034097,-0.0437818,-0.0960933,-0.0940394,-0.0211038,0.00670766
DNS,0.00581246,-0.00506154,-0.00665908,0.00303821,0.00544647,-0.0182427,0.00256268,-0.0100373,-0.0301955,0.0320717,0.124716,0.120198,-0.0369427,-0.0127758,-0.0135215,-0.0203568,0.130001,-0.0281723,0.00984957,0.0111215,-0.0305224,-0.00636167,-0.0122347,-0.00224575,-0.0119702,-0.0429101,-0.00385065,-0.00892161,-0.0241752,0.158258,-0.0173266,-0.0055186,-0.00627568,0.0354034,-0.350813,-0.0215553,0.00845659,-0.0310553,-0.0394278,0.00057215,-0.0286018,0.0121731,-0.0108443,-0.015717,-0.00855566,-0.00206939,0.00129121,0.0115949,0.000685243,-0.11581,0.000427452,-0.067143,0.00265167,-0.0305933,-0.224201,-0.0140499,0.00961057,-0.0034678,0.010765,-0.00868648,0.00295652,0.00563625,0.0293826,0.0108734,0.0142601,0.02318,-0.00110411,-0.00648116,0.00903448,-0.00213835,0.059644,-0.0201932,-0.01727,0.0010199,0.00116802,-0.00630994,0.00361408,0.00390957,-0.00656815,-0.0105481,-0.0029094,-0.00818956,-0.0310553,0.0249298,-0.000587655,-0.00349119,0.0178187,0.0131556,0.0123089,-0.00168578,-0.01557,-0.00801494,0.000180222,0.0170549
DNH,0.000669603,-0.0045193,-0.0038607,-0.00183348,-0.000539527,0.00216509,0.0098639,-0.0100085,0.00283911,-0.0623931,-0.0475673,-0.0106722,0.0190809,-0.0364022,-0.0686259,0.427702,0.0298033,0.0259947,-0.0163941,0.00556206,0.000559479,-0.00301412,0.00212174,0.00947984,-0.00821954,-0.00367127,-0.00819358,0.0171922,-0.0281472,-0.00268337,-0.0029282,-0.0108771,-0.0184973,-0.00665137,-0.00139584,-0.0883394,-0.000353437,-0.0387026,-0.0139339,-0.0140169,-0.025452,-0.0211769,0.0171904,0.00946097,0.0154544,0.0115746,-0.246957,0.12829,0.0121567,0.00463847,0.120256,-0.0428001,0.000126865,0.000379915,-0.000600231,0.000158828,-0.00149218,-0.000152623,0.0153477,0.00232537,-5.4437e-05,0.00164098,0.0109686,-0.00385191,-0.00439106,0.0208078,0.0301273,0.105539,-0.0372086,0.0281209,-0.000676134,-0.00479781,0.00982587,-0.00885377,-0.00118637,-0.00699612,-0.00207392,-0.000558214,0.00907535,-0.00206156,0.00783901,0.00128544,-0.0387026,-0.00313963,-0.000680687,0.00762373,-0.000271487,-0.0134214,-0.00458624,0.0118914,-0.00300321,0.00506168,0.0309556,0.0157541
DRS,-0.00498305,0.000449646,-0.00830689,0.00200726,-0.00194001,-4.07608e-05,-0.0118918,0.0121096,-0.0126354,-0.0285652,-0.0167104,-0.0117596,-0.00553463,0.00484381,0.00216201,-0.00724717,-0.0268793,0.00093034,-0.0111304,-0.0114714,-0.00371662,-0.0489929,-0.00588026,-0.00139745,-0.0161967,0.00434434,-0.0207902,-0.000333916,-0.00679406,-0.00978794,-0.0125245,0.124126,-0.0103791,0.00652545,-0.0758817,-0.0151413,-0.234553,-0.000583786,-0.0249066,0.000274517,-0.0129287,-0.0593977,-0.00189174,-0.0055996,-0.0216057,0.0121545,-0.0153101,0.0211248,0.000636185,0.028584,0.00810387,-0.0746145,-0.0568412,0.00230671,0.0141225,0.00912384,0.00415001,-0.00264894,0.01537,-0.00213008,0.0301087,-0.00250693,0.0164156,0.0150971,0.0150519,-0.0168993,-0.0398892,-0.0158084,-0.0494169,-0.021611,0.00475577,0.0144496,-0.0509587,-0.0387254,0.00207037,-0.00223514,-0.0194959,-0.00812992,-0.0103796,-0.00686775,-0.00877482,-0.000311308,-0.000583786,-0.0321917,0.000156614,-0.00844343,-0.00605018,-0.0135984,0.00130004,-0.00703173,-0.00318036,-0.00204107,-0.0120172,0.0138097
DRH,-0.00172461,-0.000810668,0.0854487,-0.00488107,-0.00112661,-0.00128347,-0.00543608,0.000952242,0.0117655,-0.0487803,-0.0455993,-0.00188964,-0.000470823,-0.0241445,-0.055811,-0.0123618,-0.0163251,0.000995805,-0.00488669,-0.0027745,-0.00253782,-0.00645702,-0.00497183,0.0452318,-0.00406974,0.00034269,-0.00183943,0.000997493,-0.011175,-0.00141185,0.00557091,-0.00532701,-0.00720283,-0.00378352,0.00108665,-0.0153286,-0.00131408,-0.0464275,-0.00935812,-0.0100979,-0.0116635,-0.0226301,-0.0450024,0.00756888,0.0106434,-0.00343637,-0.00165756,0.00356736,-0.0464314,-0.00345438,0.0055092,-0.00207568,0.00352415,-0.000160956,0.000204523,0.000779362,-0.000253783,8.54437e-05,0.00749155,0.00125856,-0.00234759,0.000839818,0.00740191,-0.00203596,0.000990221,-0.0114911,0.00116256,0.0887424,-0.0339605,0.0325374,0.00112069,-0.00125728,-0.00645915,-0.0109369,3.74878e-05,-0.0025128,0.0731605,0.00467176,0.00386961,-0.00424476,-0.00434389,-0.00128276,0.953572,0.0281124,0.000736104,-0.00422777,0.00867284,-0.00946352,0.00148618,-0.00160913,-0.00442855,-0.000592355,0.0179881,-0.00520707
ARF,-7.33924e-05,-0.00154035,-0.00806137,-0.000475763,0.00015155,-0.000666448,-0.00164339,0.0016568,-0.00115174,-0.000564888,0.00354829,-0.0185893,-0.0261496,0.00281671,0.00599077,-0.000411045,-0.00862856,0.00114577,-0.0161822,-0.00311881,-0.00162641,-0.00250191,-0.00107253,-0.00208642,-0.00317912,-0.000692098,-0.00243556,-0.00031091,-0.00365664,0.00150916,-0.00705219,-0.00288596,-0.00192309,-0.00152105,-0.00773207,0.000830136,-0.00123203,0.00552519,-0.0395358,-0.0380841,-0.00559518,-0.0530576,0.0207574,0.01601,0.0267897,-0.00447766,0.00161592,-0.00272242,-0.0113223,-0.0123391,-0.00785122,-0.0175111,-0.00810099,5.69733e-05,-0.00239857,0.000819907,0.00110336,-0.000711068,0.00461634,-0.000133257,0.00443626,0.000497065,0.00127607,-0.00366413,0.00193166,-0.0193327,-0.0381025,-0.0117478,-0.0524836,-0.00190343,-0.00288617,-0.00260216,-0.0016244,0.0113724,0.000352796,-0.000521081,-0.00315289,-0.00311625,-0.00140461,-0.0013781,-0.00138644,-0.000477762,0.00552519,-0.00331156,-0.000625917,-0.00135912,-0.0163701,0.347963,0.0215379,-0.00166379,-0.0017913,-0.000888431,-0.00752538,0.0603934
PWL,-0.00149263,-0.00329476,-0.0178061,-0.000341523,0.000977694,0.00472294,-0.00244978,0.00330882,-0.00132728,0.0214409,0.0351461,-0.140801,-0.220684,0.0166749,0.0316379,-0.0268899,-0.115094,0.0203113,-0.137473,-0.00303763,-0.000528592,-0.000357143,-0.00588901,0.00345514,-0.000332907,-0.00726635,-0.00183045,-0.00760973,-0.00202276,0.00730889,-0.010905,-0.00160736,-0.00108046,-0.00702487,-0.0111277,0.0144069,-0.0224966,0.0212945,-0.137127,-0.225757,0.000344336,-0.0265524,-0.0105196,0.00638416,-0.00397868,0.00759649,4.4e-05,0.00278576,-0.0404308,-0.0145488,-0.07392,0.000241916,-0.00445292,0.00111533,-0.0105404,8.97387e-05,0.00100233,-0.00037792,0.000510507,-0.000575432,0.00254699,0.00022414,0.00102084,-0.000475202,-0.000174191,-0.0860485,-0.110836,-0.0640074,-0.0989891,-0.0130667,-0.00134161,0.00259424,-0.0145631,0.00990628,0.000307784,0.000936101,-0.00569064,-0.0161174,-0.00610112,-0.00510744,-0.000563256,0.00435529,0.0212945,-0.0122178,-0.000985316,-0.000362681,0.207614,0.373344,0.280699,0.00459221,-0.00508382,-0.00298072,-0.0219852,0.298341
SUP,0.0587534,0.045865,0.0957978,0.0497142,-0.0135789,0.0451016,0.00249171,-0.0306366,-0.129035,-0.0132893,-0.0173681,-0.0133737,-0.0393455,-0.027418,0.177595,-0.0323626,-0.0660786,0.00106238,-0.0207249,0.0810984,0.135286,0.0562042,0.0423894,0.0847558,0.136076,-0.0352074,0.0939642,-0.0617707,0.524307,0.0449362,0.265898,0.190592,0.0693355,0.0533268,0.0316396,0.0628115,-0.0981877,0.00110747,0.0411895,-0.00859947,-0.324041,-0.00696828,0.0456773,0.0379995,-0.26234,0.164504,-0.102966,-0.125054,0.0371071,0.0682435,-0.00476372,-0.36359,-0.0994475,0.0204324,-0.0203747,-0.0570971,0.00185961,0.000286523,-0.43269,-0.0848743,0.0790662,-0.0701703,-0.273409,-0.0346059,-0.312987,0.112637,-0.0266703,0.0439815,-0.0446536,-0.0101195,-0.0221993,0.235252,-0.0409475,-0.186932,-0.0101246,0.141119,0.112289,0.0493814,0.0244634,0.050062,0.0136987,0.0436735,0.00110747,0.0530203,0.0316791,0.0148902,0.0617528,0.0128956,0.0488303,0.0541759,0.19799,0.0665124,0.048645,0.0144808
Mb_O,-0.0182967,0.00512159,0.0812815,0.00306731,0.000421708,0.00937132,0.00619081,-0.000747266,-0.00581054,-0.0468777,0.00811371,-0.0524747,-0.0618941,-0.01385,-0.0716119,-0.0703582,-0.114209,0.00590586,-0.0914933,0.00604747,-0.0120717,0.00558865,-0.00971831,0.0200713,0.0398742,0.00376422,0.0259584,0.00359879,-0.0256794,-0.000374532,0.0459252,0.0142483,0.0112726,-0.000351752,-0.0104578,-0.00403292,-0.0358349,-0.0728044,0.23555,0.119919,-0.0195354,-0.13048,-0.379139,-0.25129,-0.393587,0.0385763,-0.033831,0.0839614,0.0975426,0.185996,-0.00735429,0.117586,-0.00196537,-0.00422364,-0.00117194,-0.000507441,0.00226538,0.000420132,0.00707754,0.00504322,0.00122524,0.0080331,0.037898,0.051934,0.0119673,0.249258,0.490164,0.0716547,0.767275,0.0171651,0.00893787,0.00367568,0.00642503,-0.290448,0.00394443,-0.0175302,0.00794948,-0.00368978,0.000291886,-0.00428783,0.00702733,0.0071646,-0.0728044,-0.00133485,0.00247364,0.00711626,0.0524202,0.168679,0.057551,0.00591351,-0.00932751,-0.00119666,0.0723707,0.0578849
