FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PL,PB,MB,BB,PS,SG,DF,MA,ESH,ESS,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100
1.LTL trolling,1.81805e-05,6.1237e-06,1.70675e-05,3.2358e-06,-1.80399e-05,-6.2e-07,-0.000432512,0.000454579,-0.000174641,0.000529193,0.000467068,0.000240739,-3.97954e-05,0.000394705,0.00073347,6.52198e-05,3.57843e-05,-2.66475e-05,0.000109697,0.0001027,5.88362e-05,7.38089e-05,-0.00088231,0.000263461,-2.79175e-05,-1.2774e-06,3.83728e-05,1.98688e-05,3.4486e-05,4.66e-06,9.25193e-05,-3.883e-07,0.000104296,1.97433e-05,-7.4887e-06,7.39753e-05,-2.6342e-06,0.000181564,-1.2372e-05,-1.3417e-05,-2.38498e-05,1.44832e-05,-2.08004e-05,-4.0364e-06,-7.3423e-06,-1.04064e-05,-5.61306e-05,3.3308e-05,-8.0234e-06,1.44709e-05,2.40388e-05,-2.07819e-05,-2.33607e-05,-2.7177e-06,2.0308e-06,-1.15813e-05,5.4714e-06,9.9164e-06,-3.027e-06,1.28117e-05,1.62009e-05,-3.994e-07,9.2e-07,1.7658e-05,8.108e-06,-0.000842499,-3.13713e-05,-7.732e-07,2.3689e-06,-5.6776e-06,6.19195e-05,6.15847e-05,-0.000722945,-0.000632911,-0.000318919,1.93546e-05,0.000181564,8.23907e-05,2.646e-07,-0.000306841,4.77928e-05,-1.16365e-05,2.86612e-05,5.80746e-05,2.62907e-05,-2.87383e-05,-0.000194858,3.44427e-05,,,,,,,,,,,,
1.LH hand-pole,0.000181142,-0.000354091,-2.44012e-05,4.06553e-05,-0.00034446,0.000149729,0.000299531,0.0034447,-0.00137911,-0.000492483,-0.000707671,6.83683e-05,0.000200703,0.000979904,0.00304752,-0.00115791,-0.000620135,-7.8381e-06,0.000296871,0.00168543,0.00109559,0.000113467,-0.0174084,0.00058384,-0.000520157,-0.000150111,0.000820063,0.00019397,0.000281161,7.66922e-05,-0.000229771,-0.000148318,-0.000536541,1.41251e-05,-1.60951e-05,-1.13089e-05,2.95546e-05,-0.000159325,0.000286023,6.81461e-05,-6.86819e-05,8.25702e-05,-7.13499e-05,-3.01674e-05,-3.24615e-05,-9.15629e-05,5.91731e-05,-5.6738e-06,3.15851e-05,2.31683e-05,1.53422e-05,2.67544e-05,-0.000208135,2.20594e-05,4.398e-06,-7.82068e-05,3.9232e-05,5.6171e-05,-2.21737e-05,3.47693e-05,5.28483e-05,-1.47827e-05,1.05157e-05,0.000148892,3.24838e-05,0.000117881,-8.34057e-05,-8.388e-06,1.47164e-05,-1.177e-05,-0.000224147,-0.000170331,-0.0091737,-0.0130535,0.000260131,0.000389413,-0.000159325,8.55542e-05,1.1213e-06,0.000255942,-6.87342e-05,0.000158898,-9.82968e-05,0.00108151,0.000230644,-0.0005927,0.000678918,-5.21599e-05,,,,,,,,,,,,
1.MIS,1.06783e-05,3.25841e-05,5.4086e-06,1.75362e-05,0.000150674,-0.000944709,-0.00223721,0.00121678,-7.72099e-05,9.534e-07,0.00016823,0.000334439,0.000427988,-4.98237e-05,-4.29324e-05,-4.12417e-05,-3.11824e-05,0.000524486,-2.7363e-06,6.89946e-05,-5.53223e-05,4.3426e-05,0.00019,-2.80858e-05,-0.000226456,0.000829981,0.000396787,-0.000125706,0.000328959,0.000108431,2.21051e-05,0.000110508,0.00011458,-7.85327e-05,-1.2315e-05,1.66363e-05,-5.66912e-05,1.90172e-05,0.000109037,-0.000108679,-2.02296e-05,3.82198e-05,-9.3236e-06,-6.6152e-06,-2.4441e-06,-2.037e-06,1.29278e-05,-1.2493e-06,-8.672e-07,-9.2291e-05,-7.26e-06,1.2839e-05,4.77622e-05,-0.000358714,-5.37547e-05,-3.08505e-05,4.14e-07,1.64612e-05,3.49e-07,9.9805e-06,1.5822e-05,5.991e-07,-1.182e-06,-1.72167e-05,4.2096e-06,-1.07409e-05,3.07763e-05,-8.7342e-06,-3.164e-07,-3.379e-06,-7.45894e-05,3.43806e-05,-0.000422293,0.000138445,-0.00189728,-0.000746445,1.90172e-05,2.39242e-05,-0.000139174,-0.00186112,8.95e-06,-1.74883e-05,1.45085e-05,0.000215414,7.63557e-05,-0.000123226,0.000125997,-7.9066e-06,,,,,,,,,,,,
1.PS+SB+SV,0.00213852,0.00236139,-0.00011512,0.0137533,0.0352416,-0.233754,0.138376,-0.0548881,-0.0159548,0.0005096,0.030918,0.06501,0.0812897,-0.00564637,-0.00173703,-0.00946077,-0.00724417,0.0989416,0.0018006,0.0154317,-0.00982126,-0.0086424,0.0151118,0.00117291,-0.044233,0.207016,0.111913,-0.0308546,0.0743221,0.0277946,0.00255256,0.0132421,-0.00438661,-0.0211962,-0.00289372,0.00154794,-0.00681421,0.00240034,0.0214406,-0.0198121,-0.0048061,0.00654148,-0.00436104,-0.0012495,-0.000163192,-0.000972142,0.00653175,-0.00231193,-5.0738e-06,-0.0180859,-0.00313882,0.00569474,0.00504575,-0.0888308,-0.0125676,0.00314607,-0.001112,-0.000990326,0.000431141,0.00237741,0.00364214,0.000881609,-9.69185e-05,-0.00404797,0.0012012,-0.00660693,0.00634154,-0.0013605,-0.000539546,-0.000786681,0.00908272,0.0101131,0.0390316,0.0120222,0.040501,-0.188968,0.00240034,0.00786652,-0.031418,0.0300949,-0.000946582,-0.00260148,0.00144876,0.0422243,0.0159404,-0.0102657,0.023462,-0.00312071,,,,,,,,,,,,
2.FPO traps,6.98e-08,4.08e-08,-3.4946e-06,1.898e-07,4.78e-08,4.61e-08,3.164e-07,-5.14e-08,-4.561e-07,1.8113e-06,1.7102e-06,7.33e-08,3.19e-08,1.1517e-06,2.2334e-06,4.949e-07,5.86e-07,-4.4e-08,9.78e-08,1.107e-07,1.11e-07,3.02e-07,2.699e-07,-1.4453e-06,1.561e-07,-8.7e-09,6.78e-08,-4.78e-08,4.234e-07,6.57e-08,-3.92e-08,2.115e-07,4.066e-07,1.271e-07,-4.15e-08,5.245e-07,5.91e-08,-3.89755e-05,3.816e-07,3.912e-07,4.671e-07,9.089e-07,1.8406e-06,-3.047e-07,-4.279e-07,1.343e-07,6.37e-08,-1.508e-07,1.8936e-06,1.386e-07,-2.246e-07,5.83e-08,-1.507e-07,1.8e-09,-6.5e-09,-2.97e-08,1.1e-08,-3.36e-08,-4e-09,-2.97e-07,-2.99e-07,-5.06e-08,8.23e-08,9.91e-08,-3.53e-08,-2.7808e-06,1.88e-08,4.564e-07,-1.1e-09,1.005e-07,-2.8735e-06,-1.213e-07,-3.774e-07,2.58e-07,2.453e-07,4.99e-08,-3.89814e-05,-1.0894e-06,-3.21e-08,2.377e-07,-3.234e-07,3.745e-07,-4.23e-08,6.3e-08,1.625e-07,3.65e-08,-7.061e-07,2.105e-07,,,,,,,,,,,,
2.GNS+TR_D,-0.000169072,-3.48279e-05,7.07994e-05,3.01627e-05,-1.7421e-06,0.000280527,-0.00166954,0.000942178,0.0004661,-0.00010402,5.6824e-05,-0.00726183,-0.0102478,0.000244123,0.000236599,0.000332735,0.000138451,0.00105859,-0.00232865,-0.000255346,0.000146081,-0.00104446,-0.000258397,-0.00234155,-2.3706e-06,-0.000251379,-0.000126303,-0.000368847,-0.000123581,-0.000118532,-1.20823e-05,-7.564e-06,-2.70124e-05,-0.0001298,6.26564e-05,0.000114174,2.2031e-06,0.000297899,0.000262353,0.000401729,7.44884e-05,6.0808e-06,3.0234e-06,4.7792e-06,-2.23135e-05,3.45792e-05,3.98194e-05,1.05921e-05,6.63596e-05,-0.000178498,0.000114285,0.000127703,0.000157307,0.000136282,-4.50033e-05,1.80974e-05,-1.91402e-05,-2.5485e-05,1.31557e-05,-3.9151e-05,-4.92067e-05,2.9632e-06,-5.6026e-06,-9.84201e-05,-3.42713e-05,-0.000187435,4.19989e-05,-4.542e-05,-8.3138e-06,1.70195e-05,-0.000751889,-0.00100338,-0.000658527,-0.000277952,-0.00115665,0.000242324,0.000297899,-0.00149244,2.61067e-05,-0.00110212,-0.00049722,0.000323819,-0.000580658,0.000179847,-0.000257334,-0.000288045,4.94082e-05,-0.000542295,,,,,,,,,,,,
2.LLD longline,0.00190094,0.00968428,-0.000358102,-0.422858,-0.528867,-0.104763,0.101702,-0.0527116,0.000161395,-0.00499777,0.0107161,0.029591,0.0424826,-0.00951996,-0.0180228,-0.00163307,-0.00179495,0.0475105,-0.0122973,0.000170877,-0.00847526,-0.00617705,0.0633833,0.00540045,-0.0237299,0.0929704,0.0579355,-0.0131639,0.040137,0.012465,-0.00195782,0.00748779,-0.00505486,0.0157966,-0.00168139,-0.000816752,-0.00415634,-0.00206873,0.0120111,-0.00961462,-0.0017213,0.00357221,-0.00214728,-0.000656676,-0.000269583,-0.000295934,0.00521901,-0.00251993,7.56387e-05,-0.00875402,-0.00271281,0.0036893,0.00347593,-0.0397827,-0.00613873,0.00239288,-0.000848927,-0.0010073,0.000378741,0.000822258,0.00139445,0.000566339,-8.01595e-05,-0.0028649,0.000355501,0.00756527,-0.0157685,-0.000881606,-0.000385783,-0.000212572,0.0057053,-0.195359,0.0591639,0.0473842,0.047399,-0.0855886,-0.00206873,0.00327364,-0.363074,0.0416255,-0.000345896,-0.000696098,0.00107896,0.00816846,0.0074576,-0.00948032,0.00360323,-0.00172297,,,,,,,,,,,,
2.MIS,1.3956e-05,3.936e-05,6.1471e-06,3.07461e-05,0.000200728,-0.00126841,-0.00247275,0.00136309,-0.000101278,1.486e-06,0.000217624,0.000435408,0.000555743,-6.18195e-05,-5.0894e-05,-5.4819e-05,-4.15214e-05,0.000680529,-1.7813e-06,9.13915e-05,-7.12098e-05,4.3416e-05,0.000230913,-3.14398e-05,-0.000295129,0.00111562,0.000543151,-0.000168629,0.00043624,0.000146462,2.7442e-05,0.000137546,0.000128724,-0.000106819,-1.64115e-05,2.03656e-05,-7.05796e-05,2.37517e-05,0.000142214,-0.000140485,-2.7e-05,4.90986e-05,-1.41108e-05,-8.5907e-06,-2.9563e-06,-3.0954e-06,1.99266e-05,-3.2223e-06,-1.0016e-06,-0.000120259,-1.07828e-05,1.91691e-05,5.89323e-05,-0.000481731,-7.15971e-05,-3.32373e-05,-3.638e-07,1.82564e-05,7.27e-07,1.33272e-05,2.10301e-05,1.3558e-06,-1.4355e-06,-2.29233e-05,5.7678e-06,-1.74316e-05,4.03454e-05,-1.11241e-05,-7.742e-07,-4.4975e-06,-7.89911e-05,4.73944e-05,-0.000456682,0.00016904,-0.00215599,-0.00100532,2.37517e-05,3.36305e-05,-0.000184538,-0.00212234,9.5972e-06,-2.21294e-05,1.78434e-05,0.000280731,0.000100227,-0.000149808,0.000163259,-1.15058e-05,,,,,,,,,,,,
2.OTB_D,-0.000224498,-0.000257185,-0.00196557,-0.000238158,7.47629e-05,0.000518986,-4.453e-05,0.000145857,0.000782138,-0.000217041,8.41923e-05,-0.0174169,-0.0249169,0.000570335,0.000696419,-0.00152143,-0.0323791,0.00191365,-0.00725742,-0.000317875,4.66671e-05,-0.000565865,-0.000291963,0.000333232,9.40943e-05,-0.000439401,-5.35654e-05,-0.000545538,-0.000219107,-0.000152014,-0.00328492,0.000265089,2.86423e-05,-0.00109587,0.000622494,0.000728234,0.000282365,0.000765144,0.00398079,-0.014836,0.000159133,1.85873e-05,-0.000298354,0.000101964,0.000437074,-0.00015401,0.000296831,9.96916e-05,-0.00511497,-0.00263414,-0.00942987,0.000309334,0.000140617,0.000218943,4.69937e-05,6.61514e-05,-4.18934e-05,-5.95587e-05,2.33602e-05,-7.1938e-05,-0.000138201,7.7674e-06,-7.95325e-05,-0.000104553,-0.000118532,-0.000744179,0.000501732,-0.00015953,-1.75139e-05,3.43781e-05,-0.00190525,-0.00128959,-0.000295859,-0.000254289,0.000103682,0.000423762,0.000765144,-0.00202061,-9.13271e-05,0.00011944,-0.00862366,-0.00662435,-0.0086872,0.000405374,-0.000398599,-0.000199313,8.92951e-05,-0.0096835,,,,,,,,,,,,
2.OTB_DWS,7.8778e-06,2.74201e-05,-6.9928e-05,7.4968e-06,-5.2309e-06,-1.05662e-05,1.94898e-05,-2.56687e-05,1.61973e-05,2.85538e-05,-6.5701e-05,0.000678697,0.0010066,-4.93475e-05,-8.89009e-05,0.000126293,0.000483723,-8.4302e-05,0.000639341,2.25248e-05,1.86765e-05,3.21752e-05,3.32826e-05,-6.3954e-06,3.31465e-05,3.26744e-05,3.07712e-05,3.08606e-05,4.94082e-05,-4.23607e-05,9.69631e-05,2.63788e-05,1.83509e-05,4.34384e-05,0.000103037,-3.58402e-05,9.05978e-05,-6.80687e-05,-0.00916513,-0.00216964,5.22443e-05,0.000576522,-0.00022957,-0.000166075,-0.000238056,2.21076e-05,-2.20874e-05,5.89653e-05,-0.000265405,-2.59887e-05,-0.000616761,0.000171662,9.4339e-05,-3.6812e-06,6.27394e-05,-7.7158e-06,-1.41039e-05,-4.7944e-06,8.4987e-06,-1.03511e-05,-4.54086e-05,4.1693e-06,3.40467e-05,-5.22521e-05,-1.89391e-05,0.000126113,6.49322e-05,-0.000132652,-4.1018e-06,2.832e-06,5.19417e-05,8.51958e-05,4.63294e-05,3.16169e-05,1.15847e-05,-1.10967e-05,-6.80687e-05,7.89372e-05,1.00701e-05,1.07442e-05,-0.00051813,-0.0047155,-0.00113959,-1.23902e-05,3.88723e-05,2.007e-05,3.61646e-05,-0.00158178,,,,,,,,,,,,
2.OTB_MDD,-0.00342127,-0.00107275,-0.0227903,-0.00142828,0.000780978,0.00760202,7.11802e-05,0.00719358,0.0050055,0.0262273,0.0273813,-0.289782,-0.434889,0.0287291,0.0468208,0.0171263,-0.122165,0.0269128,-0.111744,0.000343933,0.00251784,-0.00113954,-0.0166648,0.0187629,0.00177554,-0.00560821,-0.000599643,-0.00896925,-0.00236759,-0.00277144,-0.0189561,0.00575721,0.00327028,-0.0097943,0.0113359,0.00724317,0.00705295,0.0205484,-0.139812,-0.34426,0.00116879,0.0177246,-0.0103491,-0.00365239,-0.000645868,-0.00327611,0.000448627,0.00431128,-0.065628,-0.0322938,-0.121807,0.00524191,0.00351591,0.0027869,0.00368886,0.00105375,-0.000913391,-0.000745851,0.000466044,-5.48914e-05,-0.00149162,0.000471981,-4.54697e-05,-0.00240663,-0.00111796,-0.0619585,-0.00235397,-0.00610035,-0.000293788,-0.000123076,-0.00968775,-0.0159287,-0.0200432,-0.0118176,0.00205189,0.00659529,0.0205484,-0.0258259,-0.000558866,0.00226248,-0.133154,-0.243015,-0.174318,0.00889442,-0.00598751,-0.00324057,-0.0119218,-0.193393,,,,,,,,,,,,
2.OTM,7.43733e-05,-5.2911e-06,-6.0473e-06,-0.000545108,0.000179278,-6.97494e-05,-8.6834e-06,6.385e-07,0.00165594,0.000434443,0.000532781,-0.000301194,-0.00047553,0.000975875,0.000185074,0.00141512,0.000917731,-0.00041323,3.12704e-05,-0.00212771,0.000107836,-2.06507e-05,-4.37366e-05,-3.46691e-05,-5.4224e-06,5.97753e-05,3.01081e-05,0.000166376,8.71183e-05,1.5448e-06,7.52504e-05,0.000148852,-1.10498e-05,5.0561e-05,2.70469e-05,-0.000216135,-7.60641e-05,-4.04094e-05,-1.83363e-05,5.1609e-05,-1.12871e-05,9.9716e-06,-9.241e-06,-1.09814e-05,-1.67444e-05,-3.7799e-06,3.68001e-05,-8.4799e-06,-4.2e-09,9.45232e-05,-2.30387e-05,1.46421e-05,1.73373e-05,-2.51218e-05,2.6131e-06,-2.55988e-05,2.9234e-06,1.42832e-05,-8.771e-07,6.0681e-06,7.952e-06,1.41e-07,7.2813e-06,-1.247e-06,1.17879e-05,7.75433e-05,-2.74457e-05,1.68542e-05,1.344e-06,-1.5138e-06,1.56463e-05,-0.000362298,-1.18442e-05,-3.50609e-05,-2.47446e-05,-5.18701e-05,-4.04094e-05,-0.00010598,-0.000242363,-2.64522e-05,6.44781e-05,9.2681e-06,-1.02342e-05,-0.00151408,0.000126112,7.57146e-05,-0.00090311,9.31885e-05,,,,,,,,,,,,
2.PTM,-0.00505056,-0.000174416,0.000197809,-0.0056639,0.00245775,0.000233682,0.000362826,0.000948901,0.000297287,0.000656492,-0.000166327,-0.000671029,-0.000889257,-4.0732e-06,0.000572183,0.000731888,-0.000167996,-0.000968969,0.000370573,0.000448766,0.000570483,0.000277701,0.000480592,0.000881855,0.000571894,0.000260025,0.000469581,-0.00975191,-0.0139009,-0.000407545,0.0007636,0.000417948,-0.000714956,-0.000554771,0.000190771,0.0021645,-0.000181993,-0.00012805,4.03434e-05,0.000333054,0.00163765,-4.41291e-05,5.13291e-05,9.58117e-05,-0.000667994,0.000423211,-0.000790088,-4.11413e-05,0.000121554,0.000267846,0.000205938,-0.00108756,0.000472678,0.000131546,0.000941156,0.0013333,-0.000124319,-0.000968599,1.70365e-05,-0.000673606,-0.00106415,-0.000171033,-8.22067e-05,-0.000749317,-0.000774865,-0.000299874,0.000707003,-0.000493043,-6.3322e-05,0.000326002,0.000399811,-0.00241136,0.000319304,0.000238445,0.000328859,0.000261274,-0.00012805,0.000161938,-0.00213944,0.000325248,0.000201217,0.000209626,0.000159616,-0.000135246,-0.011546,-0.00689015,-6.46222e-05,0.000197187,,,,,,,,,,,,
2.PS+SB+SV,-0.0219358,0.00170511,0.000811594,0.00958142,-0.104375,-0.148795,-0.00912871,0.0174334,-0.0118855,0.00153819,0.0165735,0.0399134,0.0507454,-0.0013507,0.00899975,-0.00519512,-0.00732103,0.061207,0.00446864,0.0176937,-0.000471832,-0.00121314,-0.0462775,-0.0158644,-0.0303415,0.133851,0.0787264,-0.0791542,0.0166544,0.015997,0.00260076,0.010675,-0.00030946,-0.0125226,-0.00135335,0.0145227,-0.0055824,0.00418155,0.0157331,-0.0114427,-4.7593e-06,0.00496048,-0.00288897,-0.000768906,-0.00171351,0.000367621,-0.000202381,0.000447605,0.000278004,-0.0110499,-0.000324206,0.000462324,0.00759354,-0.0564535,-0.00420514,0.00879688,-0.00110709,-0.00490925,0.000229265,0.000270567,0.000333173,0.000134533,-0.000245917,-0.00757297,-0.000854687,-0.00325952,0.00536139,-0.0023749,-0.000517643,5.89613e-05,-0.000182919,0.00347989,-0.028099,-0.0349349,-0.0458628,-0.119358,0.00418155,0.00394898,-0.050779,-0.0497684,0.000232612,-0.000126225,0.00135283,0.0314004,-0.0361284,-0.0497444,0.0181674,-0.000956388,,,,,,,,,,,,
3.OTM,0.000769058,0.000967784,0.000958701,-0.0011518,0.000716928,-0.00085784,0.00377346,0.000197447,-0.00210671,0.0352116,0.0316865,0.0132185,-0.00347559,0.0232264,0.0352812,0.0110502,0.00638904,-0.00387281,0.00507118,-0.00409574,0.000342641,0.00214292,0.00313486,0.0163293,0.000414545,0.000738601,0.000156712,0.00109111,0.00139249,0.000125707,0.00691089,0.00479013,0.00400434,0.00112103,-9.05363e-05,0.00400438,-0.00246693,0.010988,-0.00166302,-0.000557791,-0.00138669,0.000692972,-0.00115231,-0.000130402,-0.000260392,-0.000447089,-0.00327911,0.00184017,-0.000538845,0.00112745,0.00126799,-0.000738081,-0.000475007,-0.000375179,7.18496e-05,-9.73635e-05,0.000114312,0.000270413,-7.07273e-05,0.000684532,0.000888397,0.000102581,-5.1763e-06,0.00030953,0.000455318,-0.0517909,-0.0266246,0.000223865,6.36504e-05,-0.000340787,0.00585739,0.00355986,-0.00675677,0.00365554,0.00255537,-0.000557252,0.010988,0.00415267,-0.000833631,0.00242586,0.00308315,-0.00096843,0.0018834,-0.00389485,0.00121113,0.00151341,-0.0197741,0.00229914,,,,,,,,,,,,
3.OTB_MDDW,-0.00214803,-0.00100356,-0.010556,0.00322322,0.000799912,0.00392411,-0.000606224,0.000250414,0.00735428,-0.00623978,-0.00377607,-0.107429,-0.149512,0.000104863,-0.00217647,-0.0915887,-0.131145,0.0140496,-0.222961,-0.00271532,0.00136397,-0.0034669,-0.000533695,0.000689666,0.000568078,-0.00280702,-0.00139704,-0.00474761,-0.00241506,-0.00175941,0.00101924,0.00444708,-0.00173956,-0.00289975,0.00647498,0.0117926,0.00199639,-0.000925475,-0.155062,-0.165993,0.000822324,0.013364,-0.00564903,-0.00232363,-0.000382214,-0.00180442,0.00170405,0.000938479,-0.0283528,-0.0151125,-0.054699,0.0030855,0.00348656,0.00145139,0.00200941,0.000611053,-0.000695539,-0.000510042,0.000362524,-0.000333665,-0.00104103,0.000345836,-0.000417266,-0.00224237,-0.00103536,0.00452568,0.00413942,-0.00410129,-0.000237307,-0.000144992,-0.00532019,-0.022118,0.000474372,-0.001493,0.000585313,0.0031587,-0.000925475,-0.0133162,-0.000448759,0.000711998,-0.068752,-0.150853,-0.0882294,0.00285567,-0.0036575,-0.00197977,0.00330563,-0.113342,,,,,,,,,,,,
