FG,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK0,HAK1,HAK2,HAK3,HAK4,MUL0,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,Mb_O,Mb_FF,Mb_DF,Mb_C,Mb_PAR,Mb_SCA,Mb_H,Mb_GRA,Mb_SF,Mb_PF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyraja_brachyurops,Dalatias_licha,Dipturus_oxyrinchus,Myliobatis_aquila,RSH_C1,RSS_C1,Raja_asterias,Raja_polystigma,SSH_C1,SSS_C1,SSS_C2,Scyliorhinus_canicula,Torpedo_marmorata,DC,SPOM,BD,1.GNS+TR_D,1.LLD longline,1.LTL trolling,1.LH hand-pole,1.MIS,1.PS+SB+SV,2.FPO traps,2.GNS+TR_D,2.LLD longline,2.MIS,2.OTB_D,2.OTB_DWS,2.OTB_MDD,2.OTM,2.PTM,2.PS+SB+SV,3.OTM,3.OTB_MDDW
CEBH,-0.00178865,-0.0195605,-0.0270803,0.0133856,-0.00673006,0.00041794,-0.010863,0.0107078,-0.0109997,0.0121832,0.0145978,-0.0368826,-0.0477478,-0.00908208,0.00544669,-0.0483003,-0.0319967,0.00802497,0.037331,0.0177444,-0.0137392,-0.00893282,-0.0261874,-0.164573,-0.00511701,-0.000421729,0.0024717,0.0106511,-0.0169204,-0.0114251,-0.193377,-0.0333021,-0.0858466,-0.0279197,-0.00386808,-0.0708233,0.0182909,-0.164529,-0.0325071,-0.0498162,-0.0395177,-0.0151607,0.00783134,0.00500472,0.0157449,-0.000147862,-0.0398768,0.0358344,-0.000787069,-0.005265,0.00507594,-0.0894555,0.00798129,0.00222396,0.00145974,0.00353246,-0.000203443,0.000151755,0.0292266,0.0053464,-0.00596753,0.00420189,0.0217928,-0.00113827,0.019254,-0.0371464,0.0208631,0.0105319,-0.0484284,-0.0592999,-0.0344131,-0.115368,-0.0718314,0.0846148,-0.00366479,0.0526501,-0.0087776,0.0521003,0.0220139,0.000727515,-0.0100875,0.192026,-0.0238578,-0.014571,-0.0349304,-0.00789596,-0.000665486,-0.164529,-0.00732889,0.00429274,-0.00758051,0.124165,-0.0402678,0.0809709,0.0137108,-0.00160332,-0.0047312,-0.00492199,0.0135567
CEBS,0.00236934,-0.000689711,0.00263295,0.0061338,-0.00782183,0.00186557,-0.00923691,-0.00279846,0.0211816,0.0644824,0.00208222,0.0285305,0.0128498,0.0306447,0.0335763,0.0165067,0.0109385,-0.00435631,0.0568371,0.0100853,0.00222482,-0.196711,-0.00101768,0.0408738,-0.0537136,-0.00293668,-0.0617818,0.00765259,-0.00607622,-0.00046923,0.0196968,-0.311557,-0.00983062,-0.00818618,0.0186777,0.0191588,-0.365415,0.00255074,0.0435945,0.0103478,-0.0118526,0.0213554,0.00376076,0.00623228,0.0167799,-0.00612347,-0.0259629,0.0100142,0.00251555,-0.00962184,0.0149246,0.0820783,0.0638737,-0.000539664,0.000292526,-0.00224615,-0.00625543,0.00370894,0.0050235,0.00567372,-0.0366127,0.00157111,-0.00455687,-0.00875765,-2.55247e-05,-0.0721162,0.0990682,0.0143544,0.0072148,-0.0129412,0.0239291,-0.00105338,-0.0131225,-0.118229,0.137938,0.0687977,-0.114603,-0.238715,0.025543,-0.00219606,-0.00204565,-0.0427023,-0.0106088,-0.0245508,-0.00168032,-0.00631681,0.00118429,0.00255074,-0.108846,0.00245702,-0.00600635,-0.0185602,0.0236668,-0.0120773,0.00507611,0.00156098,0.00313275,0.000829628,-0.0174852
CEPH,-0.0291936,0.101529,0.023526,0.0541851,-0.0167716,-0.00809254,0.0340767,0.00389326,0.0159756,0.00657885,-0.0025037,-0.017073,-0.0248845,-0.000680577,0.0156839,0.0126714,0.00456811,-0.0244899,-0.0374544,-0.0140762,-0.0141331,-0.0510133,-0.066569,-0.230882,0.00416906,0.00923775,0.0083849,-0.0304068,-0.11011,-0.00223809,0.0208664,-0.00102894,-0.18367,-0.0139601,0.00219843,0.0164992,0.00259438,0.0429043,-0.00045111,0.0032755,0.0150371,-0.000726577,0.00432311,0.00105626,-0.00321665,0.0140209,-0.105956,0.0572337,-0.00328615,0.0104446,0.0488947,-0.00244813,0.00588764,-0.00250802,0.00447008,0.00354073,-0.00146139,0.000710758,-0.00967951,-0.00119401,-0.00466833,-0.00443483,-0.0069725,-0.000846547,-0.00851041,-0.0185249,0.0195047,0.00341735,-0.00380999,5.43833e-05,-0.00182163,0.0130585,-0.00022785,-0.0375594,0.00305251,0.011675,0.132951,-0.0440665,-0.0030568,-0.000702717,0.00307466,-0.0335217,-0.032292,-0.0309787,0.117499,0.0229856,-0.00647893,0.0429043,-0.0479244,0.0196933,0.0218064,0.0060748,0.00162792,0.00670581,-0.0130611,-0.0641476,-0.043906,-0.000960631,0.00279534
CEPS,-0.0570416,0.208615,0.00291866,0.118784,0.00894598,-0.00657408,-0.00197328,0.0205937,0.0903172,-0.0267408,-0.0313143,-0.0426431,-0.0109105,-0.00796231,-0.030558,0.0597753,0.0280317,-0.000679627,-0.0473197,-0.0819252,0.00877905,0.010339,-0.149392,-0.0295449,-0.0542734,0.012482,-0.146248,-0.175663,-0.000515962,-0.00650983,-0.132261,-0.0191571,-0.114022,-0.217407,-0.0208066,0.0392498,-0.00412876,0.0239026,0.0340736,0.00121006,0.0163242,0.0135232,-0.00739861,-0.00298675,-0.0114772,0.00238175,0.0256307,-0.0162947,7.67448e-05,0.00499543,-0.0157797,0.0112146,0.021081,-0.000835917,0.00601462,0.0280715,-0.0032431,0.000923543,-0.010098,-0.00078201,-0.0223194,-0.0177382,-0.00742878,-5.63454e-05,-0.00782662,-0.00509508,-0.798171,0.0154628,0.0172611,0.0196734,0.0261254,0.0189355,0.02858,0.279629,-0.0521657,-0.494829,0.277874,0.299185,-0.0120825,-0.0015139,0.00391502,-0.039906,0.0390276,-0.0274913,-0.13705,-0.00318335,-0.00414511,0.0239026,-0.00674264,0.0570424,-0.003312,0.00840863,0.0125776,0.00428512,-0.0445987,-0.0961468,-0.0935758,-0.0213599,0.00745768
DNS,0.00582279,-0.00520431,-0.00662724,0.00298789,0.00548988,-0.0181847,0.00234854,-0.00997718,-0.0300444,0.0311258,0.123779,0.119764,-0.0367588,-0.0140307,-0.0131936,-0.0206464,0.129974,-0.0280439,0.00997358,0.011228,-0.0307414,-0.00671129,-0.0122605,-0.00199137,-0.0120051,-0.0429747,-0.00391875,-0.00890462,-0.0240359,0.158261,-0.0174694,-0.00446823,-0.00731667,0.0353521,-0.350761,-0.0215214,0.00791586,-0.0305058,-0.0393491,0.000604435,-0.0286117,0.0121638,-0.0108606,-0.0156945,-0.00851507,-0.00208735,0.00139233,0.0115255,0.000668141,-0.115868,0.000396604,-0.0669962,0.00284512,-0.030576,-0.22422,-0.0140759,0.00959262,-0.00345615,0.0107654,-0.00867456,0.00285245,0.00564479,0.0293723,0.0108568,0.0142552,-0.0140326,-0.00845431,0.0231693,-0.00111558,-0.00548745,0.00900299,-0.0244371,-0.0180093,-0.00194496,0.0529507,-0.0245339,0.00967562,-0.0129619,0.00105375,0.00116129,-0.00631111,0.00351817,0.00389021,-0.00563591,-0.0107839,-0.00305198,-0.00815397,-0.0305058,0.0247217,-0.000647474,-0.00362617,0.0177089,0.0132065,0.0122353,-0.00158068,-0.0155006,-0.00797704,0.000248347,0.0169631
DNH,0.000590353,-0.00433747,-0.00364258,-0.00168073,-0.000581844,0.00222085,0.00954193,-0.0101585,0.00303842,-0.0641848,-0.0491711,-0.0113408,0.0193348,-0.0337205,-0.0659929,0.427251,0.0296711,0.0261166,-0.016417,0.00564668,0.000926144,-0.00315514,0.00170669,0.00617676,-0.00809415,-0.00372008,-0.00810779,0.0170903,-0.0284043,-0.00272351,-0.0036602,-0.0106437,-0.0171661,-0.00669049,-0.00132693,-0.0888315,-0.0005126,-0.0367405,-0.0139137,-0.01399,-0.0254375,-0.0212107,0.0171203,0.00947686,0.0154762,0.0115766,-0.246974,0.128383,0.0120722,0.00459943,0.120307,-0.0426806,0.000131847,0.00041572,-0.00061938,0.000172932,-0.00149303,-0.000151828,0.0153312,0.00232496,-6.23745e-05,0.0016322,0.0109575,-0.00385891,-0.0043997,0.0395968,-0.00124814,0.0207483,0.0301584,0.107976,-0.0372639,0.0513875,0.448179,0.0381182,-0.00214887,-0.00578656,0.0130017,0.0106207,-0.00886892,-0.00118724,-0.00699159,-0.00258731,-0.00116117,0.00851755,-0.00217365,0.00761639,0.00132605,-0.0367405,-0.00350173,-0.000626418,0.00741167,-0.000442243,-0.0133958,-0.00473697,0.0119931,-0.00317037,0.00482133,0.0310559,0.0156361
DRS,-0.00503073,0.000469286,-0.00827889,0.00213376,-0.00193403,2.93723e-05,-0.0123972,0.0120705,-0.0125736,-0.0294478,-0.0176655,-0.0122986,-0.00526193,0.00387635,0.000127324,-0.00766512,-0.0269066,0.00103025,-0.0109172,-0.0112444,-0.00358862,-0.0495966,-0.00633992,-0.00432815,-0.0161722,0.0042749,-0.0208104,-0.000339574,-0.0069334,-0.00982405,-0.0133804,0.125595,-0.0102958,0.00651861,-0.0757728,-0.0149855,-0.235346,-0.000603908,-0.024778,0.00039484,-0.0128743,-0.0593192,-0.00184567,-0.00559641,-0.0215686,0.012195,-0.0153024,0.0211575,0.00065624,0.0285222,0.00812534,-0.0743235,-0.056635,0.00234267,0.0140943,0.00910301,0.00412971,-0.00263586,0.0153218,-0.00212395,0.0299954,-0.00251063,0.0163639,0.0150803,0.0150179,-0.0237239,0.0379563,-0.0168931,-0.0398701,-0.0160673,-0.0493411,-0.00630733,-0.0197881,-0.0122446,-0.00487668,0.00853877,-0.0224431,-0.0454281,-0.0387125,0.00206123,-0.00222183,-0.0202885,-0.00870929,-0.00989233,-0.00726966,-0.00912886,-0.000267485,-0.000603908,-0.0328447,0.000137567,-0.00878137,-0.00631033,-0.0134753,0.00112601,-0.00685053,-0.00324402,-0.00221017,-0.0119399,0.0136792
DRH,-0.00187717,-0.000257965,0.0846716,-0.00436434,-0.00122823,-0.00137315,-0.00583071,0.000798527,0.0106248,-0.0433967,-0.0408817,-0.000439479,-0.000759602,-0.0295121,-0.0776594,-0.0121175,-0.015998,0.000523116,-0.00453772,-0.00248021,-0.00153285,-0.00647725,-0.00613785,0.0373853,-0.00374954,0.0004692,-0.00153038,0.00102822,-0.0122358,-0.00151701,0.00398568,-0.00504657,-0.00385088,-0.00337398,0.00113179,-0.0145758,-0.00148767,-0.0566114,-0.00937131,-0.00978513,-0.0113383,-0.0221002,-0.0443784,0.00739561,0.0105491,-0.00312329,-0.00188478,0.00374892,-0.0459553,-0.00336127,0.0055171,-0.00184329,0.00325887,-0.000153946,0.000229452,0.000796426,-0.000230221,7.11856e-05,0.00726941,0.00120892,-0.00219817,0.000794439,0.00722088,-0.00199098,0.000888795,0.0126108,0.000636321,-0.0116462,0.000855707,0.0758398,-0.033578,0.425469,0.0116951,0.0536054,9.02078e-05,-0.00223675,-0.00450559,-0.00588047,-0.0109882,4.08145e-05,-0.00244404,0.0710778,0.00346732,0.00215197,-0.00459821,-0.00465831,-0.00133995,0.943389,0.0272605,0.000875989,-0.00453366,0.00848641,-0.00928486,0.00146074,-0.00154806,-0.00487309,-0.00112805,0.018164,-0.00501878
ARF,-7.56712e-05,-0.00153051,-0.00807418,-0.00046275,0.000149489,-0.00066832,-0.00166125,0.00165481,-0.00118206,-0.000418431,0.00367059,-0.0185519,-0.0261558,0.00268882,0.00554633,-0.000411749,-0.00861999,0.00113323,-0.0161664,-0.00310658,-0.00160625,-0.00252173,-0.00110209,-0.00228481,-0.00317631,-0.000689673,-0.00243257,-0.000307948,-0.00367322,0.00150659,-0.00709803,-0.00285099,-0.00186598,-0.00151087,-0.00772969,0.000852231,-0.00125101,0.00534652,-0.0395327,-0.0380745,-0.00558779,-0.0530441,0.0207684,0.0160063,0.0267875,-0.00447084,0.00161155,-0.00271828,-0.0113134,-0.0123369,-0.00785098,-0.0174998,-0.00810116,5.71956e-05,-0.0023986,0.000819638,0.00110336,-0.000711042,0.00461114,-0.00013408,0.00443646,0.000496161,0.00127159,-0.00366354,0.00192885,-0.00998118,-0.00218444,-0.0193308,-0.038103,-0.0121213,-0.0524687,-0.00505436,-0.0105431,-0.00134785,-0.00310402,-0.00275015,-0.00252819,-0.00149352,0.0113707,0.000352666,-0.000519478,-0.00320741,-0.0031486,-0.00142201,-0.00139302,-0.0014001,-0.000479208,0.00534652,-0.00334203,-0.00062378,-0.00137233,-0.0163774,0.34797,0.0215357,-0.00165946,-0.00179684,-0.000899569,-0.00752777,0.0603963
PWL,-0.00151195,-0.00327249,-0.0177554,-0.000332109,0.000976046,0.00474608,-0.00250008,0.00327677,-0.00120975,0.0206334,0.0344496,-0.141079,-0.220597,0.0172949,0.0326133,-0.026932,-0.115111,0.0203817,-0.137481,-0.00303846,-0.000486105,-0.000324874,-0.00594669,0.00300508,-0.000293124,-0.00728837,-0.0018073,-0.00764028,-0.00208016,0.00730268,-0.0110109,-0.00155348,-0.000908624,-0.00705579,-0.0111121,0.0143877,-0.0225338,0.0218175,-0.13713,-0.225768,0.000333867,-0.0265799,-0.010537,0.00639393,-0.00396538,0.00758991,1.83984e-05,0.00281344,-0.0404528,-0.0145665,-0.073895,0.000246892,-0.00444877,0.00112582,-0.0105452,9.24079e-05,0.00100168,-0.000377632,0.000515548,-0.000573804,0.00254362,0.000224125,0.00102534,-0.000478242,-0.000172181,-0.0948808,0.00433288,-0.0860193,-0.110793,-0.062592,-0.0989842,-0.0819015,-0.0898733,-0.0115624,-0.00173524,0.00240802,-0.0150543,-0.0143173,0.00990943,0.000307486,0.000933832,-0.00573332,-0.0162031,-0.00615736,-0.0051257,-0.000594239,0.00437222,0.0218175,-0.0122458,-0.000980299,-0.000391611,0.207583,0.373337,0.280662,0.00461517,-0.00512574,-0.00302321,-0.0220129,0.29831
SUP,0.0588312,0.0462529,0.0957577,0.0494751,-0.0137269,0.0447699,0.00458419,-0.0307677,-0.12929,-0.00999269,-0.0135819,-0.0111767,-0.0405054,-0.0191066,0.185826,-0.0303251,-0.065992,0.000558976,-0.0218324,0.0800246,0.135607,0.0591235,0.0437966,0.0923072,0.136161,-0.0348582,0.0942535,-0.0618757,0.524227,0.0450347,0.268763,0.183109,0.0724446,0.0534007,0.0311993,0.0621352,-0.0942672,0.00105461,0.0405753,-0.00910025,-0.324207,-0.00726638,0.0455261,0.0379533,-0.262539,0.164406,-0.103329,-0.124902,0.0370312,0.0685565,-0.00468478,-0.364906,-0.100621,0.0202929,-0.0202487,-0.0569513,0.00197114,0.000214008,-0.432528,-0.0849229,0.0797013,-0.0701838,-0.273207,-0.0345146,-0.312863,0.0352138,0.134806,0.112672,-0.0266369,0.0459939,-0.0448506,0.013512,0.01737,-0.0370185,0.02615,0.265895,-0.0458947,-0.0703807,-0.18706,-0.0100782,0.141075,0.114974,0.0510594,0.02011,0.0519754,0.0151536,0.0434739,0.00105461,0.0555785,0.0319197,0.0162773,0.0627992,0.012353,0.0494898,0.0533288,0.197898,0.0668432,0.0482165,0.015063
Mb_O,-0.0182939,0.00499674,0.0815317,0.00292069,0.000453256,0.00944281,0.00624507,-0.00075647,-0.00524201,-0.0500686,0.00535566,-0.0534543,-0.0616354,-0.0117076,-0.0646828,-0.0705388,-0.114368,0.0061883,-0.0916662,0.00594984,-0.0123,0.00571085,-0.00947462,0.021702,0.0398725,0.00368551,0.0259254,0.00352664,-0.0255174,-0.000352911,0.0462437,0.0142483,0.010572,-0.000533435,-0.0104446,-0.00433941,-0.0358374,-0.0696207,0.235548,0.119805,-0.0196366,-0.13068,-0.379307,-0.251224,-0.393531,0.0384813,-0.0337809,0.0839318,0.0973947,0.185928,-0.00733081,0.117516,-0.00189086,-0.0042061,-0.00118529,-0.000508069,0.00225813,0.000424337,0.00714358,0.00505889,0.00118182,0.00804533,0.0379519,0.0519167,0.0119994,0.0174387,0.00448884,0.249253,0.490212,0.0783854,0.767075,-0.0426313,0.0392932,0.0132041,0.00881666,0.00373629,0.0247715,0.00656732,-0.290417,0.0039431,-0.0175516,0.00847425,-0.00346839,0.000682199,-0.00421496,0.00708612,0.00721542,-0.0696207,-0.00111663,0.00243934,0.00717554,0.0524175,0.168612,0.0574946,0.00593582,-0.00929744,-0.00112001,0.072415,0.05777
Mb_FF,-0.00406174,-0.00257924,0.118531,-0.00148763,0.000292097,-0.000581278,0.026296,-0.00619437,-0.00148142,-0.00974325,-0.0072317,-0.0166446,-0.0197457,-0.00599334,0.0863297,0.0109225,0.143454,-0.00096983,-0.00942002,2.28969e-05,-0.00290864,-0.00648451,-0.00203313,0.0232446,-0.00267174,0.00177732,-0.00189466,-0.00176872,-0.00624967,-0.00174437,0.00397403,-0.000602693,-0.00247607,-0.0023667,-0.00445471,-0.00519644,0.00885098,0.0490491,0.000923136,0.0432806,-0.00649089,0.0199191,-0.0357445,-0.0271022,0.0232659,-0.018725,0.0539183,-0.0332161,-0.0101684,-0.0300172,-0.0451563,-0.0126156,-0.00264599,-0.00441453,-0.00411694,-0.00422012,-0.0021834,-0.00322958,-0.00112639,-0.0076482,0.00318457,-0.00868951,-0.0532732,0.0186613,0.0114433,-0.0020731,0.000766314,-0.00254958,0.0419658,0.00906913,0.0108383,0.0286881,-0.00140152,0.0106018,-0.00123467,-0.000536234,0.00141931,-0.00159556,-0.0104278,-0.00527962,-0.00884928,0.00889778,0.0014133,0.00720256,-0.00120357,0.0192269,-0.000414796,0.0490491,-0.00138145,-0.000637398,0.0184754,0.0230709,0.0243165,0.019969,-0.000357566,-0.00374637,-0.000129772,0.00276887,0.0249862
Mb_DF,-0.00610881,0.00134419,-0.0111499,-0.00718546,-0.000434784,-0.00335998,-0.00428878,0.00383828,0.0020208,0.00183833,0.000790712,-0.0212235,-0.0301878,-0.00619236,0.0582581,0.214665,0.181199,-0.00129999,0.293806,-0.000233127,-0.00156676,-0.0175855,-0.00438033,0.0186488,-0.00978238,-0.00251779,-0.00659514,0.000791561,-0.0251475,-0.00231269,-0.0187417,-0.00672049,0.02687,-0.00226367,-0.0065631,-0.0475537,0.0453307,-0.0205663,-0.0210958,0.0569847,-0.0278481,0.00666555,-0.0808588,-0.250857,0.202191,0.0930944,0.1395,-0.331326,0.0264261,-0.153738,-0.148866,-0.0706931,-0.000246301,-0.00492815,-0.00755183,0.00469668,0.00057405,-0.0017806,-0.0365712,0.0041398,-0.00156264,0.00311071,-0.220616,-0.611698,-0.288324,-0.0197745,-0.00362107,-0.00513122,-0.010961,-0.0174544,0.00082262,-0.0192903,-0.0352643,0.0123797,-0.00341229,-0.00350048,0.0119933,-0.00953633,-0.014019,0.00088765,-0.0316316,-0.00644132,0.023584,-0.000404946,0.00359459,-0.00404449,-0.00279535,-0.0205663,-0.0100977,-0.000474149,-0.00401852,0.0287472,0.0231136,0.0261234,-0.000617958,-0.0106947,-0.00390885,-0.00409984,0.0517796
Mb_C,0.000435909,0.000115469,-0.100648,5.73005e-05,-0.000407857,-0.000480065,-0.00416016,0.000856335,-0.00172383,0.00761151,0.00103429,-0.00150182,-0.00456518,0.0755109,0.0596791,0.00643694,0.0649555,-0.00316398,0.0395006,0.00227478,0.000405938,0.00052748,-0.000521073,0.00550361,-0.000543096,0.000122164,0.000390394,0.00069315,0.0134049,0.000836268,0.00291839,0.00219587,-0.00551987,0.00143095,0.000954071,-0.000728017,-0.0125135,-0.0115432,-0.0294522,0.00619177,0.0134046,-0.0612676,-0.113392,-0.200916,-0.0599377,-0.583772,-0.0627351,0.0369081,-0.205046,-0.396299,0.155233,-0.0570601,0.000694672,0.00108854,0.00237237,-0.000552729,0.000188998,0.00103036,0.00194794,-0.000289928,-0.000222703,3.75486e-05,0.0803728,0.174792,0.081952,-0.00505803,0.000795855,-0.0192327,-0.0437488,-0.0104606,-0.0557269,-0.00374503,-0.00796536,-0.00565938,0.000318995,0.00111883,-0.00601848,-0.00165849,-0.0448257,0.000941393,0.00564884,0.00185536,0.00470848,-0.00210383,-0.00132099,-0.00319225,-0.000372554,-0.0115432,0.000756558,0.000332938,-0.00308934,0.00573871,-0.00873624,0.00334499,0.000425829,0.00629627,0.00239944,-0.00604954,0.00499299
Mb_PAR,0.000162259,-0.000139218,-0.0071104,2.0859e-05,1.83633e-05,-1.37922e-05,-0.000106016,-2.59537e-05,2.68714e-05,0.000360203,-9.98993e-05,0.000552702,0.000719905,-0.000124561,0.00373539,-0.00245157,0.000816078,-0.00017307,-0.00416799,-3.18656e-05,0.000268075,0.000118926,0.000221664,0.000977735,-0.000209756,-2.32997e-05,-0.000151658,4.86912e-05,0.000518085,7.421e-07,-0.000358172,-0.000141891,-0.000929925,4.2838e-05,0.000103945,8.43353e-05,-0.000606369,0.000238553,-0.00152023,-0.00164308,0.000389449,-0.00585616,0.00240853,-0.00715003,-0.00139179,-0.000117958,-0.0156879,-0.156877,-0.0172255,-0.0176723,-0.147434,-0.000653735,2.61281e-05,7.56232e-05,0.000108829,-3.73497e-05,-2.11171e-05,-2.2708e-06,0.000242772,-4.43394e-05,-9.964e-07,-5.14942e-05,0.00274564,0.00691375,0.0035548,8.79142e-05,-5.90209e-05,-0.00160856,-0.00316719,-0.000420762,-0.00505098,0.00060935,-8.59776e-05,-7.54105e-05,-4.90627e-05,-6.65839e-05,-0.000295507,8.01491e-05,0.000455679,-4.71911e-05,0.000349408,9.36566e-05,-0.000146974,0.000103301,-2.68717e-05,-8.17597e-05,-2.1639e-06,0.000238553,0.000164665,-4.19997e-05,-7.91808e-05,-0.000667314,-0.00156985,-0.000780756,-7.97489e-05,0.000254805,0.000140962,-0.000480774,-0.00108661
Mb_SCA,-0.00125239,0.00475106,-0.0272121,0.00126779,-0.000909055,-0.000805258,0.000557184,0.000451769,0.00147207,0.00244885,-0.000627008,0.00155797,0.00215019,-0.00177747,0.011037,0.000850248,0.00142109,-0.00179962,0.0636752,-0.00118165,0.000837812,-0.00282196,-0.00287139,-0.010315,0.000427041,0.000300742,0.000867739,-0.00074848,-0.00413875,-0.000214247,0.00461072,-2.67119e-05,0.0351444,-0.000550382,0.00103515,0.0168356,-0.00514189,-0.00325575,-0.0136375,-0.0117052,0.000857153,-0.0367732,-0.0215629,-0.0130521,-0.0151515,-0.0597636,-0.0677534,-0.485227,-0.0530051,-0.0494377,-0.451387,-0.00333961,0.000867379,0.000255173,0.000689058,9.27421e-05,-7.32373e-05,0.000198034,0.000879291,0.000171732,-0.000541834,8.03283e-05,0.009101,0.0172789,0.00931491,-0.000490225,0.000570747,-0.00915932,-0.0215437,-0.00265419,-0.0320181,0.000463215,0.00589864,-0.000525708,0.000477981,0.000152364,0.00528136,-0.00188632,-0.0094966,6.97915e-05,0.00123137,-0.00076798,0.00390181,-0.00148322,0.00528269,0.000198843,-0.000595651,-0.00325575,-0.00196768,0.00104914,0.000160745,-0.00269076,-0.0121892,-0.00362413,-0.00119438,-0.00219511,-0.00163486,-0.00305335,-0.0033951
Mb_H,-1.2071e-06,-2.979e-07,0.000339104,-5.4409e-06,1.5528e-06,-4.0369e-06,-3.0182e-06,4.307e-06,1.16562e-05,1.30009e-05,2.1913e-06,1.16947e-05,1.76847e-05,-3.5311e-06,1.21351e-05,-5.88666e-05,-1.88482e-05,-3.448e-06,3.32058e-05,-7.415e-06,-6.7844e-06,-9.6318e-06,-3.7547e-06,0.000101901,-8.3231e-06,5.1009e-06,-4.6425e-06,2.877e-06,-2.95579e-05,-1.19784e-05,-1.78447e-05,-1.24677e-05,1.57644e-05,-2.4181e-06,-1.1111e-06,-1.50218e-05,-9.9541e-06,-5.28096e-05,-3.8861e-05,-3.75286e-05,-3.64498e-05,-0.000123432,-2.30091e-05,-0.000181814,6.30394e-05,0.00188124,0.00123708,-0.00156492,0.000973497,-0.000175844,-0.00100211,-4.21903e-05,9.8338e-06,5.7084e-06,2.1263e-06,4.5101e-06,1.184e-07,1.7324e-06,-2.99159e-05,4.9672e-06,-7.4281e-06,3.4285e-06,-0.000126252,-2.59625e-05,-0.00102832,-2.9745e-06,-9.0053e-06,-4.13267e-05,-7.02836e-05,-2.03689e-05,-0.000102545,-2.16158e-05,-1.24893e-05,7.3818e-06,-7.714e-07,-1.88733e-05,9.628e-07,-4.097e-07,2.03095e-05,1.2418e-06,1.10783e-05,-1.0515e-06,1.84397e-05,2.3278e-06,2.7302e-06,-3.2861e-06,-3.9896e-06,-5.28096e-05,-4.958e-07,-2.5942e-06,-3.3146e-06,-2.07199e-05,-3.74971e-05,-1.99077e-05,-5.9553e-06,-1.14938e-05,-1.1286e-06,-1.54129e-05,-2.38076e-05
Mb_GRA,0.000206272,-0.000207371,0.335848,-2.43459e-05,3.61913e-05,-2.34513e-05,-0.000199745,2.22954e-05,-3.67523e-05,0.000625404,0.00031389,0.000524069,0.000661978,0.000158428,-0.000291503,-0.000850184,-0.00141275,-5.3289e-06,-0.00138434,-1.68626e-05,8.29771e-05,0.000192467,0.000230811,-0.00031493,-0.000185203,-3.86815e-05,-0.000133239,6.17449e-05,0.000478382,1.96675e-05,-0.00034745,-4.11367e-05,-0.00153485,6.06673e-05,5.73352e-05,0.000249283,-7.00882e-05,-0.00695731,-0.000949127,-0.00112911,0.000206083,-0.00433842,-0.00367621,-0.00232384,-0.00061762,-0.00725015,-0.00561434,-0.0610438,-0.15369,-0.00681602,-0.0561937,-0.000483707,1.45741e-05,5.17205e-05,5.02941e-05,1.74695e-05,5.2676e-06,2.37703e-05,5.5785e-05,1.89227e-05,-1.51268e-05,1.78168e-05,0.000786317,0.00134135,0.000499109,-5.52599e-05,-7.74038e-05,-0.0011369,-0.00264933,-0.000941516,-0.00362532,-0.00308121,-0.000141281,-0.000557317,-4.4046e-05,-6.1127e-05,-0.000387075,0.000131428,0.00196216,2.19758e-05,0.000151075,-0.000604768,-0.000149209,-2.42608e-05,-0.000167876,-0.000153377,-1.78772e-05,-0.00695731,-9.72729e-05,-5.58972e-05,-0.000148448,-0.000696263,-0.00104694,-0.000619098,-1.84065e-05,0.00024352,0.000100854,-0.000513617,-0.000738188
Mb_SF,-0.000819274,-0.000208963,-0.000112103,-0.000681152,0.000209157,0.00081898,-0.000366023,-6.55538e-05,-0.000770704,-3.75474e-05,0.00132057,0.00247265,0.00303993,-0.000232164,-0.000132517,-0.000681324,-0.000291907,0.00340994,-4.23495e-05,0.000462913,-0.00036179,-0.000198555,-8.87726e-05,-7.95048e-05,-0.000207066,-0.00106405,-0.000613911,-0.00154411,-0.00118137,-3.61394e-05,-0.000281978,-0.000236637,-0.00022681,-0.000689609,0.000395188,-2.76365e-05,-0.000171421,-0.00022404,-0.000274325,-0.000926352,-0.000378413,-0.000652953,-0.00161475,-0.00186805,0.00306805,0.00123917,0.00184922,-0.00257183,0.00062871,-0.00456607,-0.00336522,-0.00214607,-4.22652e-05,0.000151155,-0.000522494,-0.000180249,-0.000224349,-0.000227305,7.44772e-05,-0.000604538,0.000101006,-0.000802254,-0.00947475,0.00163999,0.000994623,-0.000423368,0.000535898,-0.000707572,-0.000828766,-0.000302834,-0.00101763,-0.000528712,-0.000469284,-0.000287511,-1.31185e-05,0.000213727,-0.000371301,-0.000323503,9.67281e-05,-0.000458509,-0.000427359,-0.000126281,-0.000220475,-0.000198071,-0.000122258,-5.43511e-05,0.000634313,-0.00022404,8.16838e-05,-0.000127275,-2.12142e-05,-0.000223168,-0.000605954,-0.00014757,0.00139031,-0.00137642,-0.000796882,0.000629766,-0.000319262
