CUT2,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Dalatiaslicha,Dipturusoxyrinchus,Myliobatisaquila,RSHC1,RSSC1,Rajaasterias,Rajapolystigma,SSHC1,SSSC1,SSSC2,Scyliorhinuscanicula,Torpedomarmorata,DC,SPOM,BD
MSC,-0.0199448,-0.0116225,-0.000951035,-0.0129395,-0.00580895,-0.0103911,-0.00984271,-0.0105181,0.000134199,-0.00346302,-0.00766906,-0.00357844,-0.0432191,-0.000166223,-4.09949e-05,9.01202e-05,0.000125932,-0.00429674,-0.000926833,0.00213187,0.000232127,-7.56654e-06,-0.00481181,-0.000232307,0.0,0.000164139,-0.0421481,0.000118032,-9.50258e-05,0.000157368,8.9113e-05,-0.00448582,-0.000263521,-0.0164654,0.000332381,-0.000336514,-0.000816102,-0.000335887,-2.50818e-06,-0.000359265,0.00182799,0.00160763,0.000407903,0.000544002,4.10088e-05,-0.000291661,0.000477133,4.23239e-05,-7.06421e-05,0.000240143,-0.00334825,0.000165392,0.00148705,0.000169689,0.000451774,0.00188335,0.000288452,-0.000109551,0.000426088,0.000642441,0.0016699,0.000874889,0.00155851,0.00149461,0.00156646,-0.101948,-0.0951856,-0.00338269,-0.0294159,-0.00515502,-0.00513235,-0.01205,-0.0930505,-0.000771013,-0.0162145,-0.0055543,-0.00359779,-0.00212581,-0.00238185,3.1778e-05,0.00164498
MSG,-0.0217854,-0.000253182,-0.00118374,-0.00038598,-3.86309e-05,-0.0650382,-0.000122845,2.43581e-05,-2.59448e-05,-0.000100852,-0.000365231,-0.000426812,-0.00546154,-0.000456177,-0.000310825,-0.000512706,-0.000664983,-0.000301947,-0.000740137,-0.000203423,-0.000155364,-0.000204839,-0.000353484,-0.000332799,-0.000164139,0.0,-0.000163095,3.50931e-05,-0.000191029,0.00247078,-0.000342959,-0.000393318,-0.000255274,-0.000188744,3.22347e-05,-0.00071801,-0.00110295,-0.00104507,-0.00102489,-0.000680781,-0.000127039,-0.000373437,0.000446641,8.93324e-05,-0.000662878,-0.000689166,-0.00137729,-0.000258735,-0.000271147,5.8844e-05,-0.00410776,-0.000142019,0.000141581,0.0660981,0.0099206,0.00246233,0.000823881,8.22137e-05,-0.000219208,0.000746392,0.00112784,0.000983286,0.000716681,0.000894293,0.000742689,-0.00396502,-0.00578573,-0.00181362,-0.0105757,-0.000669197,-0.00572997,-0.00399907,-0.0294249,-0.00035709,-0.000232773,-0.000443804,-0.000311118,-0.00205187,-0.00426978,0.00044574,0.000565096
MSP,-0.018659,-0.0482235,-0.000824552,-0.00696555,-0.0334953,-0.1045,-0.000256766,0.000137921,0.000127691,8.03432e-05,-0.00024052,-0.000592932,-0.00790574,-0.000139435,-2.21832e-05,7.55795e-05,0.00010441,-0.000427469,-0.000582509,0.00267015,0.000232201,5.39033e-06,-0.0354934,-0.000105219,0.0421481,0.000163095,0.0,0.000117648,-7.03875e-05,0.000155845,5.11667e-05,-0.00142828,-0.000187609,-0.0158696,0.000294755,-0.000293978,-0.000709402,-0.000305789,-2.23818e-05,-0.00030852,0.00188959,0.00132363,0.000363061,0.00048417,7.42089e-05,-0.000246757,0.000356941,4.78808e-05,-4.90992e-05,0.000229761,-0.00294621,0.000171491,0.0030518,0.000165286,0.000392245,0.0022458,0.000340703,-6.30188e-05,0.00044326,0.000628232,0.00270262,0.000921349,0.00147943,0.00135587,0.00145249,-0.00305315,-0.00794637,-0.00275883,-0.00811666,-0.000572777,-0.0044851,-0.00295185,-0.0230726,-0.000511028,-0.000460962,-0.000597504,-0.000115667,-0.00156308,-0.00205523,8.33941e-05,0.00148851
ENG,-1.92769,-0.00720374,-0.000938191,-0.0589554,-0.00433826,-0.00927512,-0.00686501,1.55645e-07,-9.30021e-05,-8.55973e-05,-0.00613415,-0.0105343,-0.121579,-0.000351974,-0.000184305,-0.000236089,-0.00036058,-0.0135977,-0.000397329,-0.000595333,-0.000155467,-0.000144043,-0.00231942,-0.000600857,-0.000118032,-3.50931e-05,-0.000117648,0.0,-0.000125591,0.000122221,-0.000378093,-0.000163843,-0.00576557,-0.0139816,-8.92043e-05,0.00537357,-0.000422036,-0.000427637,-0.000398515,-0.000338763,-9.00145e-05,-9.43697e-05,4.83223e-05,1.38701e-05,-0.000271812,-0.000303447,-0.0002419,-0.00023187,-0.000163467,-6.55276e-06,-0.00352656,-6.05858e-05,0.00277288,3.47722e-05,0.00179532,0.00549221,0.0013251,0.00018342,-0.00021205,0.00064928,0.00374645,0.00124485,0.000294457,0.000412022,0.000389838,-0.00445256,-0.00399328,-0.00160753,-0.00502192,-0.00105359,-0.00268075,-0.00226293,-0.0149262,-0.000758983,-0.000162918,-0.000369804,-0.00158541,-0.00204199,-0.00132159,0.000392802,-5.45383e-05
SAR,-1.12776,-0.00306877,-0.000999498,-0.028291,-0.00383533,-0.0249105,-0.00458451,0.000163295,5.90114e-05,8.3893e-05,-0.00209428,-0.00523545,-0.0391247,-0.000173985,4.23107e-05,-2.84475e-05,-0.000102497,-0.00404739,-0.000184352,-6.18758e-05,7.7052e-06,3.73624e-05,-0.00274689,-9.8988e-05,9.50258e-05,0.000191029,7.03875e-05,0.000125591,0.0,0.00028929,-0.000114884,9.63688e-05,-0.0107181,-0.00226105,0.000101615,-0.000154818,-0.00023067,-0.000229535,-0.000162842,-6.03635e-05,0.00547232,-0.000140017,0.000151187,0.00026637,0.00064698,-2.27468e-05,-0.000356136,-3.75524e-05,4.2325e-05,0.000235939,-0.00327336,0.000355372,0.000279014,0.000229862,0.00207725,0.000896644,0.000151402,-0.000127919,0.00117587,0.000682468,0.000598865,0.000843283,0.00263601,0.00123937,0.00190195,-0.00376713,-0.00486774,-0.0010361,-0.00640401,-0.00298,-0.00224707,-0.0282253,-0.0201627,-0.00332531,6.38667e-06,-0.000259742,-0.00256851,-0.00227711,0.000325496,0.000141606,0.00133717
EPI,-0.154061,-0.0022518,-0.000822581,-0.000793774,-0.000118688,-0.000797655,-0.000217561,-2.28724e-05,-7.36363e-05,-0.00233305,-0.000662639,-0.00082419,-0.00847851,-0.00039107,-0.0002818,-0.000271896,-0.000644497,-0.000645577,-0.00050847,-0.000307662,0.00121153,-0.000128125,-0.0013185,-0.000732973,-0.000157368,-0.00247078,-0.000155845,-0.000122221,-0.00028929,0.0,-0.000444266,-0.000188975,-0.000442159,-0.000911713,-0.000653519,-0.000333192,-0.00054148,-0.000457649,-0.000574692,-0.000787216,0.000261891,-0.000402177,-6.78122e-05,1.13119e-05,-0.000302692,-0.00034738,-0.000600411,-0.000309197,-0.000190187,9.85059e-06,-0.00465775,-0.000107249,0.000473502,-0.000299531,-0.00280084,0.00186621,0.000425583,-7.01624e-05,-0.000180359,0.000800325,0.0011077,0.000949576,0.000479495,0.000821579,0.000992515,-0.00278832,-0.00619886,-0.00128147,-0.00584143,-0.00032785,-0.00309511,-0.00221216,-0.0176259,-0.00322718,-0.000315482,-0.000484149,-0.000472752,-0.00244508,-0.00160122,0.000398602,0.000435136
CEBH,-0.0236525,-0.00568984,-0.000713657,-0.0184069,-0.00114417,-0.0012824,-0.00155403,0.000251329,8.99805e-05,-0.000100243,-0.00334038,-0.00260065,-0.0445822,-0.000240896,0.000136099,-1.63182e-05,-7.15564e-05,-0.00147445,-0.0247681,-0.00660567,5.84444e-05,0.00156575,-0.000570106,0.00512695,-8.9113e-05,0.000342959,-5.11667e-05,0.000378093,0.000114884,0.000444266,0.0,0.000507057,0.00970966,-0.00896196,0.000448382,0.00454574,-0.000437544,0.00963609,-0.000427934,-0.000185666,0.0038517,0.0026836,0.00147537,0.000943481,0.0016847,0.000284299,0.0047184,0.000510373,0.000207098,0.000446288,-0.00265502,0.00986332,0.000470576,0.000237218,8.39055e-05,0.000269813,7.60463e-05,-0.00016991,0.000916422,0.000650109,0.000490526,0.000714949,0.00315372,0.00152298,0.00207025,-0.0217139,-0.0469835,-0.046595,-0.0126193,-0.0014376,-0.00909821,-0.0047586,-0.0629047,-0.0515262,-0.00191155,-0.024213,-0.0185642,-0.13708,0.000439962,5.40381e-05,0.00159574
CEBS,-0.0226473,-0.00656665,-0.000960579,-0.00755298,-0.00027579,-0.00629688,-0.0033285,0.00030104,1.75847e-05,0.000185344,-0.000142735,-0.00033828,-0.0104197,-0.000410772,9.42745e-05,5.68899e-05,2.76641e-05,-4.5426e-05,-0.0210802,-0.00339644,0.000405862,0.0202545,-0.000730994,1.9263e-05,0.00448582,0.000393318,0.00142828,0.000163843,-9.63688e-05,0.000188975,-0.000507057,0.0,-4.31536e-05,-0.00502595,0.00254166,-3.43714e-05,0.028726,-0.000653691,-0.000569138,-0.000345789,0.00346553,0.00158973,0.000858339,0.00104786,0.0013457,-2.67279e-05,0.00163092,0.000186646,8.97965e-05,0.000484559,-0.00419635,0.00228573,0.00160114,0.000135377,0.000422998,0.000419833,6.85426e-05,-0.000266886,0.000673603,0.000652768,0.00123929,0.000754828,0.00254383,0.00139388,0.00187805,-0.00394123,-0.573687,-0.00399782,-0.0100357,-0.000273011,-0.00543735,-0.00345477,-0.0295617,-8.37657e-05,-0.0799049,-0.0510527,-2.24373e-05,-0.00210392,0.000989722,-2.72392e-05,0.00125394
CEPH,-0.0247726,-0.139052,-0.0480313,-0.143869,-0.00263659,-0.00947297,-0.0395804,0.000547833,0.000163788,0.000151939,-0.0134916,-0.0100553,-0.0882357,5.27831e-05,0.000448509,0.00152079,0.00106356,0.00129305,0.000649633,0.00879199,0.00977376,0.0203895,0.0035256,0.0271862,0.000263521,0.000255274,0.000187609,0.00576557,0.0107181,0.000442159,-0.00970966,4.31536e-05,0.0,-0.0206234,0.000254811,0.000841335,-0.000513413,0.000772041,-0.000508399,-1.30316e-05,0.00178685,0.00165223,0.000789961,0.00184359,0.000993282,0.000675759,0.0245014,0.00212142,0.000446868,0.000576994,0.000101883,0.001201,0.00312322,0.000191214,0.000370869,0.00085293,0.000389127,-8.46807e-05,0.000337926,0.000598666,0.00226092,0.000709072,0.00193167,0.00124415,0.00214935,-0.00605954,-0.0588649,-0.00382258,-0.00801871,-0.00386855,-0.00424573,-0.00309858,-0.0244905,-0.0125751,-0.00413906,-0.00758392,-0.215231,-0.017565,-0.000216534,0.000136178,0.00106551
CEPS,-0.0181148,-0.192526,-0.00087833,-0.254374,-0.0507577,-0.0141083,-0.00976164,0.00262124,0.000602465,0.000517783,-0.00498625,-0.0138777,-0.130976,0.00107966,0.00113712,0.00382356,0.00510803,-0.0112509,-0.000952271,0.0316996,0.00439426,0.0023041,0.0102958,0.00204844,0.0164654,0.000188744,0.0158696,0.0139816,0.00226105,0.000911713,0.00896196,0.00502595,0.0206234,0.0,0.00595185,0.00112205,0.00290996,0.000262178,-0.000342698,-0.000275874,0.00161143,0.000711192,0.000425072,0.000575054,0.000305569,-0.000178286,0.000667092,2.56604e-05,-4.39997e-05,0.000383355,-0.00343959,0.00113285,0.00155986,0.000359521,0.00331793,0.00151763,0.000356458,-7.62091e-05,0.00029846,0.000638427,0.00158755,0.00082553,0.00150386,0.0011879,0.00132513,-0.00638427,0.0090467,-0.00869212,-0.0084634,-0.00886156,-0.0051382,-0.00343075,-0.0251092,-0.00119411,0.0311779,0.0159577,-8.07446e-05,-0.00478271,-0.00115507,0.000177288,0.00109117
DNS,-0.0183245,-0.00354435,-0.000870676,-0.00290729,-0.000878957,-0.00112806,-0.000421319,3.74888e-05,4.53847e-05,-0.00492001,-0.0179234,-0.0203082,-0.0243664,-0.00031661,-0.000149098,-0.000886232,-0.027368,-0.00193792,-0.00478441,-0.00403054,-0.000450459,-0.00011664,-0.000829249,-0.000479139,-0.000332381,-3.22347e-05,-0.000294755,8.92043e-05,-0.000101615,0.000653519,-0.000448382,-0.00254166,-0.000254811,-0.00595185,0.0,7.29438e-05,-0.00383866,-0.00012649,-0.0025965,-0.00505829,0.000625609,-0.000529007,0.000270791,0.000538705,-5.39834e-05,-0.00038725,-0.000717976,-0.000154074,-0.000125433,0.001151,-0.00353597,0.00248443,0.000231426,0.000427043,0.00755564,0.000350246,0.000216452,-7.34596e-05,0.000381049,0.000675216,0.000385393,0.000739457,0.00121784,0.00119787,0.00108227,-0.00418073,-0.0687255,-0.0113526,-0.00829409,-0.00196147,-0.0052825,-0.00311117,-0.0250563,-0.000653536,-0.0109986,-0.00359875,-0.00434361,-0.00247711,-0.00210385,0.000231076,0.00114249
DNH,-0.109117,-0.00103342,-0.00032654,-0.00351252,-0.000124616,-0.00236215,-0.00411478,0.000498444,0.00010229,4.56423e-05,-0.00292907,-0.0047976,-0.0604123,-0.000165113,0.000494269,-0.094841,-0.0153098,-0.00566825,-0.00555826,-0.0027945,-0.00224441,-0.00147892,-0.00258241,-0.00522426,0.000336514,0.00071801,0.000293978,-0.00537357,0.000154818,0.000333192,-0.00454574,3.43714e-05,-0.000841335,-0.00112205,-7.29438e-05,0.0,-0.000620238,-0.000129305,-3.44422e-05,-8.71893e-06,0.00170525,0.00144014,0.000929548,0.000878052,0.000915256,0.00044996,0.00988161,0.00113248,0.000485027,0.000722541,-0.0011869,0.00319281,0.000424559,0.000278801,0.000142118,0.000283228,0.000164528,-9.47366e-05,0.000454376,0.000712236,0.000455922,0.000783415,0.00169907,0.00129983,0.0025888,-0.0820333,-0.0118957,-0.0320767,-0.126445,-0.0288673,-0.00632427,-0.0776587,-2.87239,-0.0110829,-7.20735e-05,-0.00137267,-0.0056504,-0.0224758,0.0046201,0.000356731,0.00125397
DRS,-0.0168815,-0.00136755,-6.72154e-05,-0.00196807,0.000488437,-0.000498323,0.000291759,0.000807059,5.16179e-05,0.000633456,1.71846e-06,-0.000722919,-0.0107689,-0.000229839,0.000845544,0.00054768,0.000575842,0.000123425,-0.00223858,-0.000589863,1.18647e-05,0.000680621,0.000354983,0.000729481,0.000816102,0.00110295,0.000709402,0.000422036,0.00023067,0.00054148,0.000437544,-0.028726,0.000513413,-0.00290996,0.00383866,0.000620238,0.0,8.92405e-05,-0.000288219,-0.00536519,0.00135051,0.00259532,0.00242974,0.00286832,0.00291854,0.000749507,-0.000154102,0.000607881,0.000620489,0.00107573,-0.00260537,0.00512927,0.00294622,0.000360875,0.00123914,0.000512765,0.00021677,-0.000111239,0.000291617,0.000633164,0.00202163,0.000756487,0.00249129,0.00135807,0.00167837,-0.00189704,-0.169704,-0.00552521,-0.00570274,0.000293667,-0.00313188,-0.00130404,-0.0210928,-0.000758123,-0.0111059,-0.00905903,0.000767058,-0.000482984,0.00939492,9.02369e-05,0.00115009
DRH,-0.0336689,-0.00115279,-0.11944,-0.000999566,0.000433497,0.000227677,-0.000182572,0.000676085,8.276e-05,0.000450534,-6.15432e-05,-0.0113708,-0.0068224,-0.00020614,0.000784526,0.000552042,0.000434342,0.000536605,-0.0037987,0.000110744,-0.000713138,0.000630553,-0.000299314,-0.0297773,0.000335887,0.00104507,0.000305789,0.000427637,0.000229535,0.000457649,-0.00963609,0.000653691,-0.000772041,-0.000262178,0.00012649,0.000129305,-8.92405e-05,0.0,0.000138482,0.000146842,0.00199526,0.00191928,0.00600669,0.00101473,0.000804815,0.000380993,-0.000280001,0.000511827,0.000465084,0.000921421,-0.002712,0.00124009,0.000429092,0.000333268,0.000150153,0.000292986,9.62811e-05,-0.00014217,0.000362111,0.000704044,0.000467969,0.000793162,0.00210449,0.00132863,0.00227392,-0.0911713,-0.0174765,-0.0184078,-0.144354,-0.0450849,-0.00481941,-0.821814,-0.531995,-0.0321783,-0.000158228,-0.00176516,-0.000952153,-0.00737421,0.00821067,0.000254111,0.00126023
ARF,-0.0186244,0.000173077,-0.000326841,-0.000100794,0.000719381,0.000366207,0.000617864,0.000605143,4.1525e-05,0.000599695,-0.00332362,0.000218097,-0.00499702,-0.000324777,0.000714197,0.000466657,0.000464957,0.000595245,0.000209538,0.000504969,0.000475538,0.000589436,0.000570485,0.000655667,2.50818e-06,0.00102489,2.23818e-05,0.000398515,0.000162842,0.000574692,0.000427934,0.000569138,0.000508399,0.000342698,0.0025965,3.44422e-05,0.000288219,-0.000138482,0.0,8.60004e-05,0.00214769,0.010851,0.00231074,0.00187215,0.0018056,0.000855538,-0.000461078,0.000474013,0.000469157,0.000971109,-0.00346507,0.00418191,0.0023873,0.000378773,0.00202631,0.000655858,0.000154643,-0.000173479,0.00039868,0.000626897,0.00176728,0.000734631,0.00313073,0.00161913,0.00218846,-0.0038555,-0.00583594,-0.0116676,-0.00772824,0.000620079,-0.00483306,-0.00209711,-0.024856,0.000730512,0.000723043,0.000476157,0.000862399,-0.000842306,0.00804603,4.33126e-05,0.0013575
PWL,-0.0139774,-0.000382095,-0.000508459,-0.000216209,0.000184761,-0.0029759,-0.000367722,0.000506069,0.000137008,0.00040648,-0.0157626,-0.0231581,-0.18282,-0.000338004,0.000337851,0.000209129,0.000181308,-0.00805309,-1.85698e-05,4.31003e-05,0.000285877,0.000314193,0.000292489,0.000339316,0.000359265,0.000680781,0.00030852,0.000338763,6.03635e-05,0.000787216,0.000185666,0.000345789,1.30316e-05,0.000275874,0.00505829,8.71893e-06,0.00536519,-0.000146842,-8.60004e-05,0.0,0.000944087,0.00849281,0.00606598,0.00385091,0.0072154,0.00137835,-0.00038831,0.00026328,0.0005527,0.000931715,-0.00240266,0.00217254,0.00234203,0.000500696,0.00606074,0.000835851,0.000341732,8.8231e-05,5.63633e-05,0.000613775,0.00176213,0.000724826,0.00325985,0.00163329,0.00211797,-0.00373817,-0.00488218,-0.00141972,-0.00638871,-0.00385666,-0.00326792,-0.00202323,-0.019408,-0.00161457,0.000492031,0.000119265,0.000218295,-0.00184992,0.00450874,0.000314394,0.00112403
SUP,-0.0614947,-0.00133226,-0.00286845,-0.002429,-0.000324084,-0.00156884,-0.00109806,-0.000224346,0.000118429,-0.00132494,-0.00125169,-0.00114439,-0.0121498,-0.00202742,-0.00223592,-0.00104352,-0.000958466,-0.000653989,-0.00156086,-0.0020068,-0.00214381,-0.00198112,-0.00174024,-0.00181622,-0.00182799,0.000127039,-0.00188959,9.00145e-05,-0.00547232,-0.000261891,-0.0038517,-0.00346553,-0.00178685,-0.00161143,-0.000625609,-0.00170525,-0.00135051,-0.00199526,-0.00214769,-0.000944087,0.0,-0.000566914,0.00016157,0.000176867,0.000415902,-0.000335915,-0.000904908,-0.000320798,-0.000153304,0.000275829,-0.00338403,0.000260898,0.0003112,4.48595e-05,-2.51955e-05,0.000234334,0.000117595,-6.71843e-05,0.00119075,0.0006869,0.000367368,0.000775149,0.00301562,0.00136781,0.00217208,-0.0123888,-0.0395563,-0.00641592,-0.0128266,-0.00188307,-0.00507411,-0.00870726,-0.0626191,-0.00219255,-0.00255737,-0.00522038,-0.00228642,-0.0114362,-0.000916512,0.000187975,0.00130982
MbO,-0.0246953,-0.000811475,-0.0123314,-0.00136162,0.000325544,-0.000764436,-0.000798136,0.000229338,0.000108855,0.000396432,-0.00232453,-0.00081873,-0.0155001,-0.00263329,-0.00212453,-0.00286219,-0.00618209,-0.000401399,-0.00599723,-0.000936512,5.53685e-05,-0.00034787,-0.000632212,-0.00260552,-0.00160763,0.000373437,-0.00132363,9.43697e-05,0.000140017,0.000402177,-0.0026836,-0.00158973,-0.00165223,-0.000711192,0.000529007,-0.00144014,-0.00259532,-0.00191928,-0.010851,-0.00849281,0.000566914,0.0,0.00369114,0.00348161,0.0016917,-0.00211227,-0.00466637,0.000557867,-0.00404149,0.000972417,-0.00296518,-0.00248173,0.000415006,0.000332787,0.000100302,0.000275761,7.53531e-05,-0.000169443,2.47847e-05,0.000565779,0.00046059,0.000586135,0.00406642,0.00225991,0.00312031,-0.0257402,-0.0192176,-0.0304974,-0.187504,-0.00697877,-0.14281,-0.0168019,-0.172732,-0.00195502,-0.000746806,-0.0012833,-0.00199928,-0.00804259,0.00731289,-4.63938e-05,0.00184193
MbFF,-0.0211848,-0.000469567,-0.0285899,-0.000787058,-5.67925e-05,-0.000512907,-0.00287383,-0.00092738,2.39987e-05,-0.000133546,-0.000733507,-0.000800553,-0.00729847,-0.00103754,-0.00921299,-0.00301912,-0.0230057,-0.000394654,-0.00311886,-0.000600095,-0.000399365,-0.000256263,-0.000740528,-0.00313708,-0.000407903,-0.000446641,-0.000363061,-4.83223e-05,-0.000151187,6.78122e-05,-0.00147537,-0.000858339,-0.000789961,-0.000425072,-0.000270791,-0.000929548,-0.00242974,-0.00600669,-0.00231074,-0.00606598,-0.00016157,-0.00369114,0.0,4.24852e-05,-0.00416606,-0.00231905,-0.00652142,-0.00023915,-0.00616402,8.06101e-05,-0.00363504,-0.000395814,0.000133454,7.034e-05,1.99675e-05,0.000205911,6.83261e-05,-0.000166715,-0.000212304,0.000737924,0.000270404,0.000825996,0.00484152,0.000957296,0.000721573,-0.0104185,-0.00940528,-0.00508036,-0.0561167,-0.00268799,-0.0190577,-0.0189449,-0.0667123,-0.00204007,-0.0005772,-0.000912076,-0.00117198,-0.00442004,-0.00306538,0.000514403,0.00070121
MbDF,-0.0219039,-0.000720561,-0.0067858,-0.000886025,-5.80564e-05,-0.000453803,-0.000396729,-7.31105e-05,2.04444e-05,-0.000244444,-0.000807378,-0.000758551,-0.0073864,-0.00141599,-0.00307541,-0.00808261,-0.0116486,-0.000454749,-0.0147185,-0.000722719,-0.000683975,-0.000323582,-0.000738423,-0.00197382,-0.000544002,-8.93324e-05,-0.00048417,-1.38701e-05,-0.00026637,-1.13119e-05,-0.000943481,-0.00104786,-0.00184359,-0.000575054,-0.000538705,-0.000878052,-0.00286832,-0.00101473,-0.00187215,-0.00385091,-0.000176867,-0.00348161,-4.24852e-05,0.0,-0.00704408,-0.00794532,-0.00620962,-0.000302145,-0.0057553,3.70824e-05,-0.00396574,-0.000361547,0.000126206,4.34659e-05,-8.53694e-05,0.000129537,-1.0548e-05,-0.000235501,1.3726e-05,0.000435413,0.000242245,0.000432858,0.00650386,0.00278649,0.00425948,-0.00659314,-0.0108099,-0.00531438,-0.0266771,-0.00148718,-0.0180315,-0.00586765,-0.0437276,-0.00150489,-0.000752339,-0.00124188,-0.00151454,-0.00368641,-0.00328724,-0.000120046,0.00139423
MbC,-0.027835,-0.000436688,-0.00587167,-0.000843985,0.000407169,-0.000138405,9.39142e-05,0.00044144,0.000129073,0.00019555,-0.000539686,-0.000467796,-0.00923242,-0.0134224,-0.0103676,-0.00925978,-0.0272278,6.77427e-05,-0.022071,-0.000629371,-0.000208144,-3.20868e-06,-0.000351188,-0.00255605,-4.10088e-05,0.000662878,-7.42089e-05,0.000271812,-0.00064698,0.000302692,-0.0016847,-0.0013457,-0.000993282,-0.000305569,5.39834e-05,-0.000915256,-0.00291854,-0.000804815,-0.0018056,-0.0072154,-0.000415902,-0.0016917,0.00416606,0.00704408,0.0,0.0078142,-0.00421132,0.00334361,0.00155195,0.00408332,-0.00244551,0.00180149,0.000378896,0.000298261,7.64334e-05,0.000276413,8.71131e-05,-0.000162531,0.000174607,0.000605648,0.000443071,0.000621496,0.00339406,0.00222473,0.002554,-0.00847844,-0.0159015,-0.00566723,-0.0326079,-0.00122433,-0.0209,-0.00926966,-0.0610501,-0.00103762,-0.000363099,-0.00108907,-0.000646223,-0.00455862,0.0039545,-2.49399e-05,0.00201229
MbPAR,-0.0229677,-9.11132e-05,-0.0112317,-0.000340327,0.000480057,-7.3451e-05,0.00034006,0.000501105,0.00012754,0.000281165,-6.977e-05,-7.08654e-05,-0.00596878,-0.00215313,-0.0138505,-0.00132361,-0.0158527,0.000279565,-0.00460795,-5.10997e-05,-0.000677378,0.000285883,-0.000433363,-0.00386612,0.000291661,0.000689166,0.000246757,0.000303447,2.27468e-05,0.00034738,-0.000284299,2.67279e-05,-0.000675759,0.000178286,0.00038725,-0.00044996,-0.000749507,-0.000380993,-0.000855538,-0.00137835,0.000335915,0.00211227,0.00231905,0.00794532,-0.0078142,0.0,-0.00247324,0.0619122,0.00188349,0.00458313,0.104966,0.00082695,0.000368546,0.000305424,0.000102807,0.000284891,0.000102113,-0.000142998,0.000172156,0.000616078,0.000435288,0.000630832,0.00360059,0.00221635,0.0027391,-0.00563746,-0.00696089,-0.00298477,-0.0207289,-0.000469188,-0.0124617,-0.00808463,-0.0421462,-0.000716046,0.000380352,-5.04126e-05,-0.00041873,-0.00248001,0.00434332,0.000117924,0.0018192
MbSCA,-0.0257367,-0.00385623,-0.00658781,-0.00448074,0.000653437,-1.89874e-05,-0.000595071,0.000677858,0.000146404,0.000612239,-0.000246244,-0.000222172,-0.0114664,-0.000216509,-0.00908336,-0.00449804,-0.0111123,0.00022059,-0.0611347,0.000132098,-0.00070926,0.000787778,-0.000309874,-0.00289353,-0.000477133,0.00137729,-0.000356941,0.0002419,0.000356136,0.000600411,-0.0047184,-0.00163092,-0.0245014,-0.000667092,0.000717976,-0.00988161,0.000154102,0.000280001,0.000461078,0.00038831,0.000904908,0.00466637,0.00652142,0.00620962,0.00421132,0.00247324,0.0,0.0412305,0.00314361,0.00376507,0.0678875,0.000962897,0.000523403,0.000456975,0.000197071,0.000332691,0.000120149,-0.000115073,0.000252179,0.000601781,0.000532236,0.000633784,0.00351315,0.00207092,0.00253357,-0.0105093,-0.0153425,-0.00296863,-0.0143175,-0.000924028,-0.00255584,-0.00900046,-0.18382,-0.00227557,-0.000202841,-0.000621613,-0.00581544,-0.00524121,0.0118228,5.5026e-05,0.00186643
MbH,-0.0198752,-0.000448422,-0.0386856,-0.000632941,0.000186817,-8.86973e-05,-2.52651e-05,0.000182891,0.00034434,7.3824e-05,-0.000206159,-0.000237897,-0.0049695,-0.000403838,-0.00142056,-0.000852719,-0.00229061,-5.57283e-05,-0.00586013,-4.85611e-05,-0.000165749,2.12301e-05,-0.000195173,-0.00438892,-4.23239e-05,0.000258735,-4.78808e-05,0.00023187,3.75524e-05,0.000309197,-0.000510373,-0.000186646,-0.00212142,-2.56604e-05,0.000154074,-0.00113248,-0.000607881,-0.000511827,-0.000474013,-0.00026328,0.000320798,-0.000557867,0.00023915,0.000302145,-0.00334361,-0.0619122,-0.0412305,0.0,-0.0434368,0.000355597,-0.00339882,0.000279462,0.000412302,0.000416247,0.000121081,0.000387379,0.000222744,-5.86184e-05,0.00218701,0.000893264,0.000508769,0.000886087,0.0197299,0.00444992,0.0458425,-0.0040127,-0.00594642,-0.00156166,-0.00926178,-0.000387338,-0.00463331,-0.00358796,-0.0364712,-0.000882566,-4.21391e-05,-0.000292259,-0.000591165,-0.00199491,-0.00248637,3.9223e-05,0.00367202
