CUT1,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Dipturusoxyrinchus,Myliobatisaquila,RSHC1,RSSC1,SSHC1,SSSC1,SSSC2,Torpedomarmorata,DC,SPOM,BD
MSG,2.16401e-06,-5.70135e-05,-8.53113e-06,3.47413e-05,0.000123676,-0.0692033,-0.000865303,-0.00321107,-2.04704e-05,5.20199e-05,0.000794102,0.00116051,7.30914e-05,-1.97478e-05,-0.000107665,-7.66261e-05,1.30682e-06,-0.0267917,-1.57251e-05,-0.000748439,-0.00175603,-0.000483445,4.50499e-05,-0.00033822,-0.0245454,0.948457,-0.009242,-0.0148653,-0.0121374,0.00610554,-0.000837116,-0.0021896,-0.000269609,-0.000930068,-0.0236664,-0.000369513,0.00234643,0.000817693,-0.000479046,-0.00176679,-0.0254522,0.0301996,0.0034881,-0.00736886,0.00251187,5.26008e-05,0.000850711,-2.4737e-06,-8.11942e-05,-0.000441438,-3.32257e-07,-0.00124486,-0.018344,0.254926,0.209866,0.149793,0.137562,0.130732,-0.0235556,0.0624252,0.00257228,0.108308,0.00414144,0.00352663,0.000333611,-1.10113e-05,-4.7045e-06,-3.95424e-05,-1.8074e-05,-4.20624e-07,7.68319e-05,1.08724e-05,9.21817e-07,-0.0656094,-0.0314516,0.0255008
MSP,3.74536e-06,-0.0130081,-1.28212e-05,0.000239436,-0.00600788,-0.109298,-0.00244846,-0.0142191,-9.59054e-05,-0.000380226,0.000440198,0.0019397,0.000126282,-6.73729e-05,-0.00046337,-7.27284e-05,-3.6492e-05,-0.0464394,-3.79889e-05,-0.00186615,-0.0169776,-0.0109938,-0.0145965,-0.00103448,0.729658,-0.0156733,0.93561,-0.0194875,-0.0222381,-0.0174508,-0.00451036,-0.0250552,-0.00307561,-0.0478712,-0.00680797,-0.003055,-0.00508054,0.000543101,-0.00026745,-0.00103469,0.180357,0.0627904,-0.0017311,-0.0148034,0.00405933,1.8454e-05,0.00265595,-1.27638e-05,-0.000158056,-0.000591216,-9.35168e-07,-0.00299198,0.0533261,-0.00512371,-0.0145819,0.120428,0.00144889,0.099865,-0.0119894,0.014377,0.0154837,0.0869593,0.0101243,0.0230212,0.0127552,-3.1041e-05,-2.68682e-05,-0.00231883,-3.66638e-05,0.000186946,-0.00136437,-0.000300243,3.21095e-05,-0.0782963,-0.138128,0.154998
ENG,-9.30298e-05,0.00171285,4.30061e-06,-0.000968414,-0.000209059,0.00189118,-0.00128031,-0.00372055,-0.000165755,-7.5603e-05,0.000994747,0.00152134,9.77114e-05,-4.41458e-05,-2.51105e-05,-0.000775304,-3.26756e-05,-0.0361449,-1.77706e-05,-0.000766589,-0.0076046,-0.00227095,-0.000612382,-0.000981061,-0.0242662,-0.00176674,0.00078633,0.970843,-0.00339045,-0.0247893,-0.00122424,0.000156218,-0.00553086,-0.0213224,-0.00599031,0.0283327,-0.00141268,0.000150593,-0.000400057,-0.000909833,-0.0230742,0.0134188,0.00133739,0.00556626,0.000859401,7.97322e-06,0.000407889,2.95844e-06,-5.04156e-06,-0.000241733,1.19768e-06,-0.000634342,0.0365526,-0.00311285,0.0275529,0.41544,0.263147,0.211754,0.0427607,0.043929,0.0243962,0.227222,8.29675e-05,-0.0201454,-0.00386619,-2.34462e-05,-5.37158e-06,-0.000404718,-8.51347e-06,0.000314252,-9.23255e-05,-2.68706e-05,5.80261e-06,-0.0171013,-0.074657,-0.0996744
SAR,-5.33076e-05,0.000792154,-4.18293e-06,-0.000483837,-0.0006468,-0.0236091,-0.00151196,-0.000980452,3.95613e-06,-5.25561e-06,0.000607004,0.000529137,5.36959e-05,-0.000102422,-0.000389576,0.000129622,1.83751e-05,-0.0193245,4.5666e-05,-0.00106588,-0.0178082,-0.0121231,-0.000769308,-0.00104669,-0.0351103,-0.00434236,-0.00197282,-0.00617876,0.973368,-0.00931126,-0.00961467,-0.00717678,-0.0110633,-0.00271334,-0.0142165,-0.00651523,-0.00346908,-0.00248842,-0.00117595,-0.000645443,0.720548,-0.00741382,-0.00420887,-0.0256775,0.00706442,8.76992e-05,-0.000349575,-2.54696e-05,-2.84977e-05,-0.000524728,-2.69291e-06,-0.00461317,-0.00892433,-0.00168024,0.0404826,0.0379036,-0.0174929,0.0591031,0.15484,0.0590638,-0.000302169,0.08606,0.0345429,0.00939454,0.0266021,-2.16521e-05,2.3004e-06,-0.00189709,2.85842e-06,-2.95853e-05,7.03002e-05,-0.000181292,3.58398e-05,-0.0244511,-0.084753,0.0927412
EPI,-6.34009e-06,-0.000340404,-2.94299e-06,1.07289e-05,-8.13087e-06,-4.27817e-05,0.000126681,-0.00108723,-3.18296e-05,-0.000212179,-3.57793e-05,-4.94024e-05,-2.96936e-07,-2.32495e-05,-5.83849e-05,-3.37441e-05,-1.62526e-05,7.953e-05,-1.4629e-05,-0.000320569,0.0120386,-0.00123828,-0.000657565,-0.000947431,-0.00797822,0.000788099,0.000171735,-0.00472954,-0.00116586,0.982296,-0.00204419,-0.000920546,-0.000557407,-0.000530333,0.00578038,-0.000166072,0.00136133,0.000135055,4.56965e-05,0.000294676,0.0416653,0.00691146,-0.00147697,-0.00530088,0.00177323,4.44328e-05,0.000496951,-6.51372e-06,-2.67383e-05,-0.000153706,-1.59727e-07,-0.000215681,-0.00132391,-0.00096332,-0.0705107,0.121805,0.0553962,0.0681521,0.00250084,0.126946,0.00470973,0.127402,2.59177e-05,0.00296779,0.0118751,-7.8166e-06,-6.77905e-07,-7.22598e-05,-4.56668e-06,-0.000892087,6.82004e-06,3.10955e-06,1.35961e-06,-0.0305019,0.00102729,0.0185004
CEBH,1.23319e-06,0.00041959,-9.93581e-05,-0.000194475,0.000153122,0.000498333,-0.000619897,1.9365e-07,6.69613e-06,-4.11188e-05,-0.000464542,-0.000153985,-4.04998e-06,-0.000210637,-0.000755777,-0.000828167,-0.000114974,-0.00346113,-0.00179871,-0.00810705,-0.0168101,-0.00836869,0.000686064,0.00163197,-0.0352332,-0.000113331,0.00168672,-0.00175844,-0.0135194,-0.000400035,0.984255,-0.0031175,0.00788204,-0.0126779,-0.00830403,0.0176001,-0.00602182,0.0191513,-0.00213522,-0.00127911,0.460594,0.0884063,0.0101437,-0.00946043,0.0124495,-5.60862e-05,0.00909165,-2.26055e-05,-0.000279529,-0.000455532,-3.03291e-06,0.0589005,-0.00472888,-0.000191937,-0.00723543,-0.0111238,-0.0243148,0.0536735,0.0807118,0.0412583,-0.00143463,0.0387854,0.0405429,0.0250116,0.0268643,-0.000817798,-2.68057e-05,-0.00219158,-7.09125e-05,-0.0185932,9.70124e-05,-0.00210206,-0.000640593,-0.0241064,-0.098714,0.145237
CEBS,1.07198e-06,-0.00115814,-1.16707e-05,-3.43652e-05,7.90371e-05,-0.0055829,-0.00282518,-0.00151151,-3.41573e-05,-0.000127771,-0.000537554,5.06341e-05,1.15718e-05,-0.000102788,-0.00039542,-0.000235675,-0.000159162,-0.00335881,-0.00147957,-0.00610009,-0.0135719,0.114969,-0.00011055,-0.00158889,0.0492993,-0.00120003,-0.00264938,-0.00257171,-0.0135781,-0.00700021,-0.0106086,0.95212,-0.00338562,-0.00893034,0.021354,-0.00294522,0.210765,-0.00184634,-0.00169683,-0.00263884,0.409442,0.0618552,0.00370087,0.00504911,0.0120077,-4.06892e-05,0.00396535,-1.81293e-05,-0.00015462,-0.000288538,-1.60599e-06,0.00862344,0.0246618,-0.000478089,0.00360314,0.00131134,-0.0187327,0.0885208,0.0906643,0.0189784,0.00494452,0.0364874,0.027778,0.0123699,0.0205913,-9.5203e-05,-2.38058e-05,-0.00182798,-3.70166e-05,-0.00206114,-0.00981363,-0.00572204,-0.000319166,-0.0277761,-0.133637,0.0793826
CEPH,-7.57336e-06,-0.0504276,-0.00123522,-0.00262393,0.000619241,-0.0043249,-0.0187275,-0.00502854,-8.30388e-05,-0.000312733,-0.00215774,-0.000555185,3.89255e-06,-0.000102864,-0.000887543,8.89544e-05,-7.79646e-05,-0.00378748,-0.000230921,0.00587644,0.0793607,0.110857,-0.00167941,0.0205419,-0.0404817,-0.000673223,-0.00281641,0.0283413,0.0505294,-0.00772018,-0.0496929,-0.0129949,0.981727,-0.0496466,-0.0083423,-0.00396227,-0.00625534,-0.00224577,-0.000971776,-0.000838636,0.153647,0.0474645,0.00174667,0.0476197,0.00482782,-7.71328e-05,0.0465617,-2.47253e-06,-0.00121585,-0.000122316,6.54314e-07,0.000175354,0.0615243,-0.000562839,-0.0108096,0.0190361,0.0432456,0.0646441,0.0211593,0.0257706,0.0131442,0.0340818,0.0169532,0.017611,0.0352455,2.08006e-06,-1.81779e-05,-0.00316013,-2.62333e-05,-0.0367632,0.000397759,0.000441973,-0.000318112,-0.0185481,-0.0639381,0.0608101
CEPS,-8.8615e-06,-0.0780097,-2.06237e-05,-0.00552389,-0.0109204,-0.00371842,-0.00463335,-0.0029267299999999998,-2.14658e-05,-0.000207898,0.000739014,0.00105271,0.000105701,9.89229e-06,-0.000197596,0.000536239,4.45092e-05,-0.0461974,-0.000371712,0.0301776,0.0303688,0.00281096,0.00102381,3.37931e-06,0.260807,-0.00230096,-6.75402e-05,0.0865149,0.00275686,0.00627259,0.0290877,0.0070938,0.00741054,0.959392,0.0672182,0.00263875,0.0219851,0.000249097,-0.000644048,-0.00181515,0.150588,0.0362291,-0.000325152,-0.00377727,0.00524184,4.10442e-05,0.00221182,-9.45938e-06,-0.000115395,-0.000407895,-7.08745e-07,0.0024331,0.0167127,-0.00138352,0.0533762,0.0719422,0.0156776,0.0893549,0.0171213,0.0156977,0.00624556,0.0566588,0.01121,0.0107127,0.00944235,-0.000177548,-1.34784e-05,-0.00713737,-2.57408e-05,-0.00108621,0.00297874,0.00137848,-2.59526e-05,-0.0556209,-0.0964299,0.075444
DNS,7.78435e-07,-0.000188494,-4.72667e-06,5.69212e-05,1.48715e-05,0.00141995,0.000199943,0.000184287,7.67737e-06,-0.000408261,-0.00275692,-0.00256367,2.61146e-05,-4.2259e-05,-0.000141444,-0.000302085,-0.00131274,-0.00827931,-0.000277669,-0.00383507,-0.00638149,-0.00359258,0.000126477,-0.000526564,-0.0167433,-0.00377124,0.000863645,-0.00416677,-0.00380934,0.0106974,-0.00311925,-0.00450099,-0.000158224,-0.0085917,0.972219,0.00153133,-0.0240473,0.0012957,-0.00254458,-0.00635932,0.052142,-0.0026114,-0.00237928,-0.00566367,0.00188077,2.24599e-05,0.000855636,-1.04291e-05,-6.57489e-05,0.000680445,-1.56764e-06,0.0143034,-0.00698861,-0.00201026,0.174907,-0.0032221,0.0100345,0.0570625,0.0106434,0.0907573,-0.00150261,0.0747983,0.00978519,0.0253148,0.00747662,-0.000142674,1.95149e-06,-0.000376293,-3.19707e-06,-0.00041752,-0.00114269,-0.000141852,1.3543e-05,-0.044227,-0.0410997,0.152969
DNH,4.24272e-06,0.000169068,1.265e-05,5.57419e-05,0.000121418,0.00230505,-0.000936897,0.000303217,1.92847e-05,4.4317e-06,0.000282344,0.000442009,3.24208e-05,-5.8667e-05,-0.000498144,-0.0244309,-0.000726773,-0.0121788,-0.00035886,0.00298092,-0.0286594,-0.0163298,0.000121333,-0.00488838,-0.0050678,0.00123298,0.00103766,-0.0408516,-0.00362397,0.00275012,-0.0206673,0.00220783,0.000215658,0.000924867,-0.00835105,0.976686,-0.0091304,-0.00547388,-0.000700045,-0.000185834,0.14332,0.00917292,0.0018584,-0.0125839,-0.00177504,-0.000112506,0.0174295,-1.76637e-05,1.25358e-05,8.4313e-05,-8.00325e-07,0.0162668,-0.00562861,0.000257212,-0.00564834,-0.0292639,-0.011458,-0.0316706,0.0133459,0.0949571,-0.00230893,0.0675504,0.0103039,0.0185262,0.0480221,-0.000460535,-0.000128597,-0.0209865,-1.57091e-05,-0.00168929,7.31694e-05,5.8626e-05,1.66774e-05,0.0837171,0.0241647,0.102925
DRS,-7.821e-07,0.000567991,1.46822e-05,3.66895e-05,0.000139754,0.00137127,0.000472012,0.000550899,-8.37839e-05,-0.000135191,1.84001e-05,-4.56232e-05,2.74147e-06,-4.93748e-05,7.55551e-06,1.12572e-05,-7.82477e-05,-0.000851379,0.000148256,-1.23669e-06,-0.00685869,-0.0167152,0.000277487,0.00035997,-0.00457736,0.0010992,0.000695248,-0.000788422,-0.000111603,0.00778891,-0.000134246,-0.11642,0.000587223,-0.00320092,0.0404187,-0.00202033,0.957759,-0.00309569,-0.00192721,-0.00754044,0.0371377,0.0143811,0.0206275,0.0842126,0.00592292,-0.000419958,-0.00487149,-9.98729e-06,-9.08024e-05,0.000374774,-1.59029e-06,0.0293649,0.0642641,1.10365e-05,0.0211635,0.00740374,0.0101605,0.0619402,0.00131613,0.0535268,0.0131654,0.0651582,0.0228262,0.019732,0.0131026,-8.34305e-05,-2.94028e-06,0.000330516,-6.91211e-06,0.000137231,0.000862156,0.0002692,4.88341e-05,0.163801,-0.0733468,0.0526921
DRH,1.42242e-07,-0.000282188,-0.00316122,1.33532e-05,0.000139224,0.000499463,-6.34961e-05,0.000327848,8.09944e-06,-6.60348e-05,-0.000216789,-0.00195905,5.69293e-06,-6.7462e-05,-0.000916117,0.000316467,-7.06807e-05,-0.00153609,-0.000107349,0.000441211,-0.0165831,-0.00565323,0.000499801,-0.0293487,-0.00681779,0.00137107,0.00106454,0.00240727,-0.00420635,0.00407636,-0.0400499,0.00230213,0.000278961,0.000693334,-0.0070029,-0.0124498,-0.0100135,0.987639,-0.000784058,-0.00042702,0.159179,-0.00697167,0.0662737,-0.00459298,-0.00828283,-0.000261017,-0.00423516,-2.0332e-05,-0.00279897,0.000243024,-1.69839e-06,0.00205643,-0.00274019,0.00026271,-0.00303511,-0.0103126,-0.0138303,-0.00530334,0.00744688,0.0832914,-0.000981946,0.0740866,0.0148586,0.0121492,0.0322076,-0.000182484,-0.000153827,-0.0394572,1.81016e-06,-0.00533086,0.000153714,0.00020058,4.54118e-05,0.146981,-0.00808398,0.0740795
ARF,-7.47994e-08,-3.31657e-05,-2.19831e-05,1.10025e-05,6.81457e-05,0.00034271,8.46345e-05,0.000466177,-6.97914e-05,-0.000115857,-0.000718673,2.67101e-05,2.59869e-06,-8.94063e-05,-0.00024999,-2.61927e-05,-0.000129007,-0.000809135,-7.33287e-05,-0.000715461,-0.00561363,-0.00517172,0.000110602,-0.000802587,-0.0311336,-0.000336486,0.00214705,-0.00190478,-0.00572658,0.00435658,-0.00574194,-0.000135493,-0.000277095,0.000832858,0.0225456,-0.00671015,-0.013062,-0.00439607,0.994574,-0.00409394,0.198768,0.329018,0.0188364,0.0283293,-0.00191817,-0.000563427,-0.00564166,-2.21097e-05,-0.000469199,5.36893e-05,-2.45046e-06,0.0165109,0.0502108,-0.000463474,0.0415059,0.0213718,-0.00370534,0.0951593,0.0305773,0.000449575,0.0108848,0.0265527,0.0355547,0.0261332,0.026616,-0.000345331,-6.55312e-05,-0.00099646,-0.000186751,0.000351008,1.28879e-05,-3.45783e-06,1.70539e-05,0.110208,-0.121774,0.0680225
PWL,5.64901e-07,1.59021e-05,-2.71731e-05,2.17436e-05,0.00010806,0.00440258,0.000437402,0.000152215,-7.13416e-05,-0.000143064,-0.00171869,-0.00173004,-2.05887e-05,-9.40251e-05,-0.00048178,-0.000416713,-0.000320306,-0.0277146,-0.000235783,-0.000607328,-0.00532363,-0.00430047,9.92838e-05,-0.00102275,-0.0168249,-0.00215462,0.00164117,-0.00688985,-0.00286109,0.010186,-0.00362723,-0.00452182,-0.000291947,-0.00079633,0.0487717,-0.00488771,0.0278823,-0.00322582,-0.00407073,0.994578,0.0441349,0.249951,0.0691708,0.130436,0.0505209,-0.000508913,-0.0051802,-2.31154e-05,-0.000582078,-0.000189432,-3.1953e-06,0.00485783,0.0483452,-0.00132535,0.135739,0.0304173,0.00997353,0.0717558,0.00824164,0.0177695,0.0109017,0.0402159,0.0422747,0.0341224,0.0282024,-0.000122486,-5.05191e-05,-0.00330194,-0.000138929,-0.000232087,-3.31038e-05,1.96242e-05,1.45536e-05,0.038575,-0.0582411,0.0324928
SUP,1.61167e-06,8.90301e-06,-1.97249e-05,1.49432e-05,8.87996e-06,0.000390347,0.00018027,0.000585352,1.12139e-05,-2.13481e-05,8.14493e-05,2.31041e-05,-1.41557e-06,-0.000111213,-0.000361556,0.00019031,2.8076e-05,0.00100174,6.09759e-05,-0.000783003,-0.0179168,-0.0120958,0.00042194,-0.000733274,-0.0306271,0.000139165,0.00154272,0.00148028,-0.0253012,-0.0115717,-0.0114358,-0.00768211,-3.78823e-05,0.000836848,-0.0099492,-0.00695459,-0.00510287,-0.00305296,-0.00132802,-0.000154157,0.869133,-0.0128353,-0.00510072,-0.0309064,0.00739755,7.65594e-05,-0.000149505,-3.17955e-05,-4.06559e-05,-0.000466616,-3.94338e-06,-0.00484059,-0.00310307,-0.000174607,-0.0054359,-0.0170385,-0.0204798,0.00453464,0.163616,0.108017,-0.00133254,0.0921298,0.0407114,0.0231906,0.0350115,-2.92097e-05,5.32016e-06,0.000282716,6.12284e-06,0.000548423,6.2333e-05,-0.000227733,4.04514e-05,-0.00511764,-0.033436,0.160915
MbO,-8.16739e-07,0.000112035,-5.75988e-05,5.14621e-06,7.90689e-05,-1.88846e-05,-7.86796e-06,0.00067472,6.77194e-06,4.17572e-05,-0.000157694,8.58757e-05,3.27056e-06,-8.74329e-05,-0.000522734,-0.000396586,-0.000302848,-0.000679419,-0.000281512,-0.000620458,-0.000634346,-0.0018638,-0.000124281,-0.00210276,-0.0322867,3.22133e-05,0.00254343,0.000295263,0.00171972,0.00365936,-0.00716553,0.00108297,-0.00101821,0.00133281,0.00202672,-0.00984233,-0.0247065,-0.0070368,-0.0121831,-0.00934156,-0.0269174,0.92016,0.0327547,0.0790901,-0.000645767,-0.00132009,-0.0115366,-4.13985e-05,-0.00131424,-0.000116527,-4.9155e-06,-0.0214673,-0.00293494,-0.000275125,-0.00610724,-0.00233879,-0.0114777,0.0531749,-0.110342,0.0118987,-0.000697682,0.00516926,0.0500324,0.0838574,0.0551707,-0.000412798,-0.000184465,-0.00370971,-0.000510466,0.000183495,0.000128404,6.74392e-05,4.32896e-06,0.125156,-0.092162,0.190829
MbFF,2.71139e-07,-4.55216e-05,-0.000370469,-1.02609e-06,-2.60051e-05,-3.16972e-05,-0.00104307,-0.00118726,9.61641e-06,6.73258e-07,2.25576e-05,1.40797e-05,-4.9144e-07,4.8597e-05,-0.00154462,-0.000330963,-0.000909968,0.000257309,0.000110573,0.00024987,-0.000833945,8.50025e-05,0.000108029,-0.00139452,0.000987926,-0.00110514,-0.000232678,-1.17429e-05,0.000960523,-0.0037028,-0.000776802,0.00077632,0.000310031,-0.000113532,-0.00430363,0.00124511,-0.00302691,-0.0100051,0.00102593,-0.00377666,-0.0365574,-0.0883862,0.983983,-0.056525,-0.0300467,-0.000239282,-0.00691111,-1.88559e-05,-0.00161021,-0.0012745,-7.82587e-06,-0.00400111,-0.00254269,-0.000427896,-0.003584,-0.016567,-0.00252127,-0.0894633,-0.0448715,0.150367,-0.00116294,0.121579,0.0840502,0.00298955,-0.00856536,4.5007e-05,-7.9019e-06,0.000434975,4.84072e-05,3.24986e-05,-2.75377e-05,-1.43877e-05,-1.97898e-06,-0.0630863,0.109962,0.0582616
MbDF,3.036e-07,1.40764e-05,0.000116996,-7.94592e-07,-3.96305e-05,-0.000217151,-3.22458e-05,-0.000133806,4.00623e-06,2.03923e-06,1.84047e-05,-1.01865e-05,-5.69727e-07,6.60555e-05,-0.00014923,-0.00146823,-0.000259323,0.00017935,-0.00061863,0.000204693,-0.00292689,0.000437868,3.86242e-05,-0.000783685,-0.00247183,-0.000338068,-8.93073e-05,-0.000233448,0.00135733,-0.0045747,0.000935264,0.000975604,-0.00075913,-4.75827e-05,-0.00641525,0.000999852,-0.00400435,0.00146799,0.00147534,-0.000735319,-0.0578166,-0.0804136,-0.0156824,0.893975,-0.0551938,-0.00237463,-0.00563432,-8.01142e-05,-0.00111395,-0.0015178,-9.18367e-06,-0.00617914,-0.00186692,-0.000279924,-0.00575462,0.0012467,-0.00822652,0.0468614,-0.0426571,-0.00541741,-0.000337201,-0.00606882,0.111564,0.150863,0.101177,2.82859e-05,1.75035e-05,0.00027758,4.34383e-05,-0.000183252,-2.34776e-05,-3.5903e-05,-3.66523e-06,-0.0631666,-0.0776728,0.129943
MbC,-6.55548e-07,8.58322e-05,-8.09882e-06,-1.46573e-06,2.73168e-05,-3.92631e-05,2.41534e-05,-1.26792e-05,4.12788e-06,2.85569e-05,6.9728e-05,4.32338e-05,-1.10081e-06,-0.000810058,-0.0020336,-0.00251189,-0.00133761,0.00050427,-0.00154435,0.000816988,0.00126544,0.00236907,9.08939e-05,-0.00191921,0.00788854,0.000563409,-0.000209837,0.000941986,0.004344,0.00113432,-0.00113547,0.00281991,-0.000270723,-2.94864e-05,-0.00557501,-0.00237864,-0.0190347,-0.00053311,0.00139171,-0.00639671,-0.130022,-0.101971,0.0366525,0.24764,0.974416,0.00255457,-0.00870979,2.91075e-06,0.000147967,0.00328194,-3.35074e-06,0.013264,-0.00127941,-0.000237391,-0.00557503,0.00444569,-0.00708531,0.0567566,-0.111893,0.0124509,-8.54138e-05,0.00550521,0.0303367,0.0696234,0.0273626,5.98853e-05,2.14013e-05,0.000971325,5.82205e-05,0.00031688,6.80589e-06,4.13272e-05,-1.51358e-06,0.0413493,-0.0961714,0.225034
MbPAR,-1.51463e-07,2.27167e-05,-1.35462e-05,-8.45576e-07,2.66104e-05,-0.000255397,3.06408e-05,0.000158541,4.17261e-06,2.91174e-05,1.43825e-05,3.12326e-05,-4.35412e-08,7.78828e-05,-0.00244908,-0.0001721,-0.000556742,8.42604e-05,-4.16421e-05,0.000293748,-0.009663,0.000329327,0.000278693,-0.00340664,-0.00163734,0.000311156,0.000272863,0.000635734,0.000622434,0.000551606,0.000356517,0.00139296,8.85564e-05,0.00024081,-0.00078965,-0.00143758,-0.00475475,-0.00128577,-0.000683399,-0.000298431,-0.00684597,0.0451116,0.00804567,0.259523,-0.101578,0.998819,-0.00553088,0.000594743,2.46027e-05,0.00322033,6.18881e-05,0.000209615,-0.0014231,-0.000190259,-0.00332902,0.000506684,-0.00476178,0.029624,-0.0537424,0.021323,-0.000267971,0.0131769,0.0395462,0.0677345,0.0384148,-1.97814e-05,-7.60817e-06,0.00018068,-2.42517e-05,0.000326157,1.42727e-05,-4.46565e-06,1.37972e-06,0.0388473,-0.0540066,0.158351
MbSCA,-1.28777e-06,0.00142999,-5.0466e-06,6.69432e-05,8.33474e-05,0.000145562,0.000736515,0.000886395,4.03306e-06,8.35752e-05,0.00013023,6.77026e-05,-3.54836e-06,2.53268e-07,-0.00207512,0.00120003,-0.000620082,0.00163218,-0.00436351,0.000491939,-0.0117354,-0.000144854,0.000396654,-0.00299057,-0.0188388,0.00158605,0.00212757,0.00387546,0.00104489,0.0087605,-0.0157475,-0.0054363,-0.0250012,0.00273504,0.00151763,-0.0584037,-0.0171475,-0.00445601,-0.00135388,-0.00124272,-0.0322779,0.0500524,0.0695999,0.208949,0.00389745,-0.00040969,0.990011,0.000392166,0.000177386,0.00284515,3.95357e-05,-0.00180318,-0.00158526,0.000175295,-0.00310994,0.0021449,-0.0102712,0.0556052,-0.0688587,0.00570515,-0.000248168,0.0043742,0.0371222,0.0583517,0.0283241,3.04319e-05,-3.25891e-06,0.00200886,-2.26275e-05,0.00177317,0.000196734,0.000138968,1.71204e-05,0.190926,-0.0908523,0.156381
MbH,-3.3508e-07,-0.000102353,0.00099166,-1.26565e-05,-3.40938e-05,-0.000327041,-0.000128356,-0.000425958,-5.22622e-06,-4.7906e-06,-5.88415e-05,-4.62986e-05,1.98203e-07,5.40046e-05,0.000564292,0.000686369,0.000241726,-0.000385874,0.000619143,0.000103923,0.0101944,0.00585287,-0.000245025,-0.00289443,0.0125101,-0.000278351,-0.000892159,-0.000794824,0.0115751,-0.0119649,0.00820048,0.00263343,0.0015153,-0.000616764,0.00574416,0.000368699,0.0125548,0.000606644,0.00174741,0.00196622,-0.406569,-0.0568521,-0.0277996,-0.383516,-0.00374715,-0.0230611,-0.0724693,0.99922,-0.0105848,-0.00355485,-2.87723e-05,-0.0233113,0.00185919,-5.53746e-05,-0.00732314,0.0116307,-0.0202278,0.1437,0.243298,-0.115962,0.000785817,-0.0824632,0.333129,0.106785,1.44105,4.25129e-05,1.17379e-05,0.000100519,3.10235e-05,-0.000213855,-5.60241e-05,9.18176e-05,-2.07486e-05,-0.0496468,-0.20737,0.0525705
MbGRA,8.33712e-08,0.000218999,-0.0886718,1.00676e-05,-2.38034e-05,-0.000139739,7.78294e-06,-3.75551e-05,4.52632e-06,6.67098e-06,-7.36514e-06,4.73554e-05,2.41971e-07,2.0554e-05,-0.00010006,-0.00031141,-8.94729e-05,-4.93019e-05,-9.4363e-05,-0.0001316,-0.000505369,-0.000566362,-2.94887e-05,1.59372e-05,-0.00684585,-0.000360978,0.00032418,-0.000339503,0.00133968,-0.00339271,0.000690299,0.000209944,-0.00446832,0.000335068,-0.00158153,-1.08257e-05,-0.00097375,-0.0239093,-0.000898972,-0.00110995,-0.056634,0.0914331,0.0345276,0.154513,-0.0274987,-0.00138997,-0.00609806,0.000350099,0.922345,0.00153114,3.55352e-05,-0.00341972,-0.00174985,-0.000368019,-0.00464665,0.000538666,-0.00988004,0.0528089,-0.0874913,0.00621978,-0.00034347,0.00256944,0.07556,0.104473,0.0726067,-3.79198e-05,-1.49661e-05,0.000503146,-5.14936e-05,0.000219531,-1.05849e-06,-2.3176e-06,-2.72702e-07,-0.0352394,-0.089374,0.173264
MbSF,2.79112e-07,7.37147e-05,6.47863e-05,-1.10198e-06,-3.75412e-06,0.00158083,0.000135506,7.47797e-05,7.39523e-06,1.37327e-06,0.000325607,0.000498079,3.18734e-05,4.57492e-05,9.84583e-05,7.98696e-05,7.77365e-05,-0.0117738,8.83479e-05,-0.000473544,0.000294581,0.000523076,-2.89603e-05,1.50319e-05,-0.00135237,-7.24408e-05,0.000147684,-0.000822224,0.00182733,-0.00296603,0.000919868,-0.000526247,0.000136902,-0.000145892,-0.0136697,0.00153282,0.00593834,0.00132033,0.000364453,0.000401825,-0.0694265,0.0111185,-0.0148238,-0.0651975,-0.0260943,-0.00129952,-0.00264023,-3.49338e-05,-0.000671598,0.99778,-1.43688e-05,-0.0119185,-0.00165037,2.85838e-05,-0.00747745,-0.0149686,-0.009648,-0.0737347,-0.0237873,0.118257,-0.00093949,0.10201,0.183396,-0.00737819,-0.00918456,-2.89383e-06,-1.49864e-06,-0.000178461,-7.22814e-06,-0.000126269,8.81453e-07,1.23242e-05,-2.85138e-06,-0.0609831,0.0889953,-0.0105388
