CUT3,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Dalatiaslicha,Dipturusoxyrinchus,Etmopterusspinax,Galeusmelastomus,Myliobatisaquila,RSHC1,RSSC1,Rajaasterias,Rajamiraletus,Rajapolystigma,SSHC1,SSSC1,Scyliorhinuscanicula,Torpedomarmorata,Torpedotorpedo,DC,SPOM,BD
Dalatiaslicha,1.29606e-05,0.0103172,-0.000307684,0.000927734,0.00230429,-0.00576744,-0.0123454,-0.0115978,-0.00114502,-0.00252001,-0.00291588,0.00214329,-2.28276e-05,0.000582409,0.00633599,0.00277162,-0.00107101,-0.0112825,-0.00518568,0.058608,-0.0485242,0.495626,-0.000240951,0.0344379,1.31703,-0.0130635,-0.0869018,-0.0561574,-0.139237,-0.0700027,0.0635923,2.91701,0.030789,-0.244402,0.686303,-0.00541747,1.34298,0.0121734,-0.0169266,-0.0231376,4.67845,0.493481,0.0153224,-0.0427356,0.0936163,0.000167304,0.0234475,-0.000216266,-0.00167524,-0.00342077,-2.08705e-05,0.0516878,0.91036,0.0252003,0.10929,0.105917,0.0066318,0.958013,0.849976,0.498824,0.186301,0.694713,0.286064,0.185714,0.234218,-0.000886085,0.853376,-0.00106407,0.46607,2.24827,-0.000184709,-0.00820881,-0.000308613,-0.000410199,-0.00725806,-5.48506e-05,0.305919,0.585146,0.222438,0.0049258,0.00493062,-0.484206,-1.31971,1.23315
Dipturusoxyrinchus,8.31254e-07,-0.00106105,-0.000197854,-2.58327e-05,-0.000614596,-0.00448912,-0.00156379,0.00306504,-0.00021766,-0.000453741,0.00590583,0.00526541,0.000622885,-7.09315e-05,-0.000158091,-0.00323369,-0.00027767,0.0243985,-0.000715438,0.0509653,0.0351011,-0.013773,0.0323221,-0.00518509,-0.0481463,-0.00196149,0.00327456,-0.0112572,-0.0171139,-0.0128745,0.155521,-0.00140749,-0.00135548,0.00319642,0.128577,0.147955,0.00325293,0.0287433,-0.00135011,-0.0109206,0.609692,0.953361,0.0341485,0.083461,0.00827083,-0.00128653,-0.00606333,-7.27176e-05,-0.00159996,-0.000451275,-7.64337e-06,-0.00862605,0.194691,-0.00153143,0.0171226,0.053199,0.00947195,0.184214,0.0196401,0.0965698,0.0410856,0.142167,0.0899478,0.104317,0.0925794,-7.43782e-05,1.8979e-06,0.999138,3.81005e-07,-0.000269286,-0.000217402,0.019828,-0.000542374,-0.000336757,-0.00495855,-6.15635e-05,-0.00317652,-0.00111875,-0.00105338,-8.92499e-05,-0.000256863,0.0517037,-0.253771,0.32801
Etmopterusspinax,3.80726e-06,-0.00112928,-7.09201e-05,1.28275e-05,0.000608821,-0.0101302,-0.0095424,-0.014148,1.28194e-05,-0.000368019,-0.00269295,0.000349274,5.66909e-05,-0.000155047,4.22019e-05,-0.000630686,-0.000849827,-0.0165024,-0.00457767,-0.0242416,-0.0229439,0.3576,0.00050227,0.00207092,1.02052,-0.00372728,-0.0608705,-0.015242,-0.0440346,-0.0251835,-0.0274134,2.85981,-0.00308121,-0.0674501,0.292596,-0.00646518,0.566373,-0.00117379,-0.00559566,-0.00943659,1.35543,0.263164,0.00990597,-0.000963572,0.0385698,-0.00011209,0.0156826,-6.94489e-05,-0.00067751,-0.00103478,-6.65843e-06,0.0269987,-0.0387432,-0.00853533,0.052648,0.112736,-0.0578637,0.341274,0.219385,0.101628,-0.00335796,0.189306,0.0940471,0.0798061,0.0781679,-0.000635815,-0.15652,-0.000365878,0.905664,-0.442638,-0.000109632,-0.00510206,-0.000156711,-0.000169356,-0.00351637,-3.57223e-05,0.0465073,-0.133712,0.0340168,3.38878e-05,0.000756206,-0.149419,-0.503643,0.489449
Galeusmelastomus,2.18627e-06,0.00343172,-2.49159e-05,0.000256332,0.000494202,0.00102151,-0.0013406,-0.00294487,-0.000396406,-0.000895041,-0.000759171,-9.09801e-05,4.84826e-06,2.78146e-05,0.00031936,-0.000158017,-0.000261412,-0.00256156,-0.000393963,-0.0041257,-0.013531,0.0197927,0.000438252,0.0014562,0.232948,-0.00136633,-0.0159372,-0.0146368,-0.00599525,-0.00963941,-0.00128589,0.202021,0.00122292,-0.0519943,0.137615,0.00115617,0.0389407,0.00241419,-0.00148474,-0.00248393,0.158936,0.054616,-0.000200927,-0.00775267,0.00771523,9.43275e-05,0.00338687,-9.77519e-06,-0.000163369,-0.000294121,-1.02202e-09,0.00220683,0.303375,-0.00160947,0.0213567,0.0206668,0.0460063,0.163135,0.0337075,0.01452,0.0615788,0.0634924,0.0110367,0.0035392,0.00812426,-9.08962e-05,-0.0210316,-0.000106105,-0.0122842,0.940816,-1.79283e-05,-0.000677328,-3.51427e-05,-4.4112e-05,-0.000703603,-3.99284e-06,0.0183891,-0.0173987,0.0132226,0.000323716,0.000311746,-0.114725,-0.184594,0.0562265
Myliobatisaquila,-4.12535e-06,0.00136119,-0.00141293,0.000124703,0.000774158,0.00443615,-0.00665651,-0.0019824,-4.42087e-05,-0.000109669,-0.00351283,-0.000159811,2.98576e-05,0.00535548,0.106097,0.00119011,0.00910571,-0.00802785,0.00556143,-0.010835,-0.052358,0.501667,-0.00476048,-0.0128875,0.153049,0.00242632,-0.00497482,-0.025999,0.00626701,0.0213816,-0.0617218,-0.0411894,-0.0178725,0.00192319,0.00364325,0.550919,-0.188649,0.242409,-0.0770134,-0.0599298,0.360307,5.66859,0.584665,0.477403,-0.00685229,-0.00800925,-0.0638505,-0.000298998,-0.00957191,-0.000806034,-3.64217e-05,-0.0961225,0.0459134,-0.00184593,-0.0429481,-0.000276568,-0.083471,0.412138,-0.616933,0.239214,0.00905046,0.20199,0.382138,0.565026,0.401657,-0.00109355,-1.00677e-05,-0.00289543,8.43995e-05,0.000607612,0.998591,-0.0286883,-0.0031498,-0.00387107,-0.0301964,-0.000333903,-0.00903591,-0.000160972,-0.002991,-0.00152382,-0.000797636,0.991289,-0.70928,1.48035
RSHC1,-1.9113e-06,-0.00236788,-0.000231084,-0.000143006,-0.000378416,-0.00810246,-0.00327792,0.00332634,-2.44089e-05,0.00561281,0.0155416,0.0111056,-0.000153448,0.0010513,0.0197587,-0.000240858,0.00191961,0.0519428,0.00116833,0.00871856,0.0244719,0.100308,-0.00202649,-0.0015283,0.101586,-0.00180384,-0.0074307,-9.90531e-05,0.0230883,-0.004373,-0.00499627,-0.0131039,0.0019596,0.0203058,0.0323701,0.146811,-0.00148119,0.0620142,-0.00288071,0.00646091,0.13869,0.201683,0.023934,0.012177,0.00541559,-0.000123155,0.00188952,-1.82769e-05,-0.000538813,8.87731e-05,-1.22489e-06,0.00388169,0.0253843,-0.000780265,0.0124738,0.0198689,0.00312349,0.108364,0.0136576,0.000255684,0.00587068,0.0230591,0.0219396,0.019745,0.0250263,-0.000211797,8.79383e-07,-0.00125547,1.65356e-05,-4.9934e-05,-9.64345e-05,0.993555,-0.000144396,-0.000807447,-0.0043927,-6.61154e-05,-0.00236572,-0.000212791,-0.00101984,-0.000315655,-0.00026508,-0.0105984,-0.142937,0.0826176
RSSC1,-3.04087e-06,0.000351447,-0.000307297,2.17547e-05,0.000240931,-0.000857267,-0.00031975,0.00334881,7.61048e-06,0.000137448,-6.51694e-05,0.00101266,8.80803e-05,-0.000429078,-0.00256812,-0.00240035,-0.00150633,-0.000514574,-0.00146212,0.00269453,-0.000409283,-0.0122854,0.00307714,-0.0109554,-0.166725,-0.000983477,0.0124663,-0.00101428,0.00558726,0.0121166,-0.0173657,0.00299779,-0.00531518,0.00662211,0.021873,-0.0290277,-0.111945,-0.0289039,-0.0580938,-0.0459697,-0.0638964,4.51294,0.159351,0.381669,0.00225899,-0.0063195,-0.0539879,-0.000205385,-0.00650972,-0.000842093,-2.3311e-05,-0.104105,0.00721978,-0.00157786,-0.0275252,-0.004013,-0.0699564,0.346784,-0.504335,0.00970821,0.00116267,0.00553139,0.24809,0.399121,0.270734,-0.000145046,-1.02863e-05,-0.00208241,1.57904e-05,0.000466073,-0.000906615,-0.00534227,0.997492,-8.41215e-05,-0.0109366,-4.84653e-05,0.000412388,0.000165186,-0.000369579,1.43556e-05,2.04095e-05,0.504639,-0.570843,0.902801
Rajaasterias,-5.96151e-06,-0.000182574,-0.00575151,-4.74161e-06,0.00034151,-0.0039381,-0.00350096,-0.00327726,-1.90205e-05,-0.000341342,-0.00227173,-0.00481124,-3.57922e-05,0.0178524,0.32744,-0.0015409,0.00424827,0.015902,0.00262662,-0.00864357,-0.0627841,0.191154,-0.00979927,-0.0528356,0.110412,0.00159915,-0.00690921,-0.0120272,0.125465,0.00018194,-0.0880595,-0.0179707,-0.00631054,-0.000328123,-0.0221251,0.353476,-0.0387332,1.77919,-0.00648998,-0.00477804,0.661168,0.30928,0.192275,0.0330972,0.0196154,0.000713445,0.00115624,-7.35158e-05,-0.00569849,0.000327032,-6.83253e-06,0.0200826,0.016253,-0.000309091,0.00260117,-0.00799553,-0.0415555,0.121515,0.0320143,0.200116,0.00286036,0.196554,0.0787923,0.0788943,0.114449,-0.00112815,-5.07964e-06,-0.00064785,5.16859e-05,0.00033762,-0.000628122,-0.0406547,-0.000179889,0.983891,-0.0514928,-0.000305232,-0.0199349,0.000348021,-0.00338201,-0.000837032,-0.0020963,0.31863,-0.213238,0.378862
Rajamiraletus,1.27951e-06,1.85084e-05,-0.000504332,2.2856e-05,6.65917e-06,0.000639822,-0.00100455,-0.000472686,-4.81232e-06,-5.94333e-05,-0.00037589,-0.000252291,5.97361e-06,0.00061416,0.0122065,-0.00193659,0.00113464,-0.00199952,0.000701408,-0.00104556,-0.0146417,0.0627429,0.000554706,-0.00502691,0.0171878,-0.000307321,-0.00112381,-0.0074734,-0.00633239,-0.00428343,-0.0140537,-0.00901159,-0.00199343,-0.000153616,-0.00623005,0.154831,-0.00945206,0.14537,-0.00427754,-0.00331498,0.240274,0.300988,0.0271681,0.0135402,0.00503011,-0.000292455,0.000272669,-2.68258e-05,-0.000912075,-0.000291772,-1.97387e-06,-0.00177887,0.00533629,-0.000157876,-0.00467325,-0.00442876,-0.0274653,0.0989804,0.0268789,-0.001821,0.000832749,0.0138137,0.0306922,0.0263062,0.0361604,-0.000162067,-4.03537e-06,-0.000253847,1.76174e-05,2.976e-05,-0.000119786,-0.00506856,-0.000171334,-0.00123203,0.993748,-6.9548e-05,-0.00203981,-9.11937e-05,-0.000348488,-0.00018752,-7.98425e-05,-0.0078681,-0.156107,0.096123
Rajapolystigma,5.04893e-05,0.00545389,-0.00344106,0.0012722,0.00307395,0.0509323,-0.056284,-0.0175471,-0.00036758,-0.00179546,-0.0145396,0.00356922,0.00046942,0.0177832,0.349489,-0.309368,0.0255921,-0.182344,0.0182168,-0.00491557,-0.63088,3.90358,-0.0184532,-0.0904233,0.915398,0.0280899,-0.0407985,-0.628952,-0.0823613,0.0428465,-0.298252,-0.326244,-0.0884366,-0.000894178,-0.145873,14.7497,-0.407835,0.946821,-0.0676306,-0.0438584,4.32768,3.81097,0.459554,0.115643,-0.0157192,-0.0063935,0.205091,-0.00057058,-0.00852368,0.00123426,-5.33868e-05,0.369969,0.40941,0.0017539,-0.126228,-0.378402,-0.133891,-0.118384,0.133468,2.12435,0.0667075,1.6525,0.554318,0.836263,1.10823,-0.0078999,-8.12214e-05,-0.00890126,0.000702542,0.00250901,-0.00354425,-0.223097,-0.00226489,-0.0207436,-0.199051,0.994778,-0.0748524,-0.0037654,-0.0178878,-0.0116008,-0.00314387,2.61713,-0.234492,3.584
SSHC1,-4.93346e-06,-0.000529497,-0.000259403,-5.10506e-05,-0.000521451,-0.00442593,0.00122552,0.030036,-4.7432e-05,0.00121466,0.00278304,0.004742,-6.04949e-05,0.00080872,0.014057,0.00273742,8.46289e-05,0.020485,-0.000442359,-0.00578134,0.0289717,0.190249,0.00680919,0.145077,-0.0236028,-0.00138373,0.000426512,-0.00318739,0.00966187,0.0765305,0.180484,-0.0311199,0.000636463,-0.00162713,-0.00626858,0.0576996,0.00499694,0.0742959,-0.00136192,0.00107844,0.21039,0.0856788,0.0181508,0.0236194,0.00930466,0.000221138,0.00555735,-1.19327e-05,-0.000461266,-0.000343796,-1.37443e-06,0.0200743,0.0288389,-0.000577505,-0.00756566,0.0355448,-0.00418362,0.0926656,0.0426449,0.0126981,0.00717662,0.0400877,0.0242046,0.0158843,0.0225231,-0.000259656,-0.000152195,-0.000252743,-0.00109625,-0.00974821,-6.76359e-05,-0.00469155,-5.52219e-05,-0.000772977,-0.00379293,-4.26242e-05,0.98658,-0.0166002,-0.00253583,-0.000703854,-0.00047692,-0.0770744,-0.124385,0.0758464
SSSC1,1.47367e-06,0.00221833,-4.10265e-05,0.00016735,0.000316617,-0.00127019,-0.00168601,-0.000373803,1.82185e-05,1.62387e-05,-3.91657e-05,0.000121758,-6.532e-05,0.000226024,0.000840581,0.00238191,0.00045615,0.00144404,-0.000487113,0.0991669,0.00287315,0.132247,-0.00331828,0.00347116,0.031763,-0.00112518,-0.00332911,-0.00524701,-0.0182806,-0.00949875,0.0808908,0.164959,0.00174231,-0.0358606,0.0261361,0.00271485,0.057147,0.00298261,-0.0016624,-0.00150228,0.601086,0.0561449,0.000570274,-0.00478174,0.0107722,6.20467e-05,0.00288601,-2.76571e-05,-0.000215158,-0.000522759,-2.64064e-06,0.0100844,0.0297278,-0.000704414,0.0037939,-0.000269315,-0.0229329,0.0980267,0.120133,0.037081,0.00588865,0.0524483,0.0366467,0.0196273,0.0290381,-0.00013788,-0.00490599,-0.000224611,-0.00322923,-0.0153462,-2.68249e-05,-0.00163125,-3.86377e-05,-7.62395e-05,-0.00118388,-1.25637e-05,0.0339616,0.992369,0.0253672,0.000318051,0.000446244,-0.0899432,-0.152831,0.132552
Scyliorhinuscanicula,-6.94647e-06,-0.0107446,-0.000288193,-0.000558511,0.000204126,-0.00100578,-0.00294038,-0.00199746,-8.75186e-05,0.000465409,0.00221289,0.00423554,-2.25696e-05,0.0038579,0.0120173,0.00324484,-0.000234069,0.00238461,-0.000455749,0.00168514,0.405272,0.168608,-0.00868262,0.00311124,0.0186581,-0.00142804,-0.00346547,0.00173408,0.005475,-0.0228331,0.0506742,-0.0337784,0.208221,-0.0132598,0.0444777,0.0270091,-0.00731984,0.00194039,-0.0015358,-0.00145933,0.215354,0.096315,0.00599904,0.0209883,0.00813853,0.000165501,0.013164,-1.5047e-05,-0.000493172,-0.000429703,-1.03108e-06,0.0109652,0.0669859,-2.25537e-05,0.00514748,0.0179116,0.00637423,0.0905198,0.037801,0.0104345,0.0141216,0.0330445,0.0219101,0.0183892,0.0225367,-0.000183274,-0.000192996,-0.000147346,-0.001475,-0.0131162,-4.79228e-05,-0.00388046,-5.86538e-05,-0.000251227,-0.00172924,-2.54267e-05,-0.00503289,-0.0215151,0.988577,-0.000562647,-0.000402363,-0.102886,-0.120735,0.0881841
Torpedomarmorata,-4.03571e-06,-8.73421e-05,2.41199e-05,0.000173818,-0.000164345,0.00132176,-0.0255105,-0.00519164,-0.000514994,0.00281322,-0.00203138,0.0155216,-9.19455e-05,0.00117403,0.0394161,0.00975895,-0.00178211,0.0203649,-0.00110825,-0.0350407,-0.123572,3.49845,-0.0109285,-0.0112124,-0.115196,-0.00100587,0.00393405,-0.0129061,-0.0283997,-0.00903112,0.477812,-0.31015,-0.0609222,-0.00105858,-0.0370749,0.08002,-0.0833638,-0.000963792,-0.00492493,-0.00211722,0.929911,0.183832,0.00691127,-0.0569748,0.0156366,0.000149824,0.00366482,-7.08806e-05,-0.000479688,-0.0016704,-1.07438e-05,0.192451,0.403194,-0.00152633,-0.020691,-0.0539075,0.068191,0.0240899,0.253609,0.294114,0.0786458,0.234704,0.091883,0.104008,0.0627679,-0.00316348,-0.000249666,-0.000505795,-0.000588553,-0.00946126,-0.000409643,-0.0269497,-0.00011704,-0.00155307,-0.0156684,-0.000301259,-0.0393936,-0.023626,-0.0130566,0.989955,-0.00210382,-0.180082,-0.0387825,0.576012
Torpedotorpedo,-2.75038e-05,-0.00103769,-0.000167477,-0.00033422,6.64157e-05,-0.0286953,0.00172005,-0.0036932,-0.000254389,0.0436333,0.130943,0.183303,-0.000564755,0.0306609,0.392844,0.0138826,-0.00113738,0.178939,-0.00368058,-0.0516106,1.01378,0.596885,-0.0333337,0.00036323,-0.113576,-0.00561065,-0.00195492,-0.00166126,0.0615883,0.99264,1.5195,-0.0816366,-0.00165552,-0.019236,0.0570262,0.067416,-0.027256,0.0216049,-0.00563895,0.00247707,1.3832,0.254578,0.0696218,0.0258153,0.0691884,0.00223905,0.0254929,-8.29893e-05,-0.000934864,-0.000934106,-1.03514e-05,0.131959,0.212329,-0.00408837,-0.0513633,0.145037,0.0990047,0.289291,0.209917,0.350075,0.0484617,0.355023,0.123793,0.10769,0.10122,-0.0010716,-0.000210639,-0.00159369,-0.00138257,-0.0131556,-0.000379482,-0.0377733,-0.000186334,-0.00555853,-0.0135222,-0.000159284,-0.0423451,-0.0257162,-0.0193268,-0.00330738,0.993475,-0.215552,-0.29607,0.571919
DC,-6.42244e-06,0.00053812,9.39457e-05,1.5389e-06,0.0005623,0.00213139,0.000913073,0.0017081,-2.57227e-05,0.000142576,0.000236127,0.00025814,-4.64476e-06,4.76451e-05,0.000883117,0.0013201,0.000250558,0.00168899,0.000332009,0.00183451,0.0142674,0.0150901,0.000224158,0.00363181,0.0700983,0.00829403,-0.000233997,0.00857272,0.00318846,0.0449177,0.00997009,0.0167085,0.0019376,0.000961069,0.026287,-0.01397,-0.05178,-0.0133087,-0.00101996,0.00204487,0.111453,-0.229081,0.0168415,0.0728887,-0.041161,-0.00106893,-0.0159131,1.50995e-05,0.000707111,0.00295734,3.37646e-07,0.00579864,0.0156834,0.0021905,0.00461142,0.0212899,0.0105296,0.0115212,0.0725163,0.00429895,0.00400411,0.0187863,0.00877649,-0.0105479,-0.000465278,-3.61146e-05,4.75048e-06,0.000155623,-4.51282e-05,0.000183855,3.53034e-05,0.00113993,0.000147419,8.0181e-05,0.00202921,1.13991e-06,0.00067507,0.000148541,0.000392234,-3.37603e-05,-2.60459e-05,0.928114,0.00125177,-0.0620458
SPOM,-1.91936e-07,1.54287e-05,2.73032e-06,-1.06256e-06,1.97268e-05,6.98006e-05,2.36206e-05,0.000182161,5.55151e-06,1.34428e-05,1.20775e-05,1.47506e-05,-7.64504e-09,5.32805e-06,3.68693e-05,3.07629e-05,5.81988e-06,4.81777e-06,-6.04785e-06,0.000142046,-0.000169867,-5.89931e-05,4.38811e-05,0.000124982,0.00405562,0.000113085,-6.74434e-05,0.000784765,0.00111006,-0.000930845,0.000726543,0.000742149,8.83471e-05,-7.01863e-06,-6.37061e-05,-0.0004722,0.000407381,1.92404e-05,0.00010986,-4.12049e-05,-0.0187722,0.00565903,-0.0032873,0.00643312,0.00119886,4.99883e-06,0.000171032,3.82144e-07,2.65438e-05,-0.000257713,-3.12074e-06,-0.000422309,-0.001309,-0.000140769,0.00312537,-0.0148907,0.0739635,-0.369405,0.0261075,0.213243,-0.000680433,0.122521,-0.000636302,0.0146737,0.00336293,-9.08112e-07,2.88175e-07,2.35063e-07,-1.96896e-06,8.42136e-06,-8.32535e-07,4.75144e-05,-2.39623e-06,4.21946e-07,5.67096e-05,7.58754e-08,2.38021e-05,1.24993e-05,1.91476e-05,4.11861e-07,-6.33553e-07,0.000764736,0.536624,-0.0551176
BD,-4.27687e-07,1.75866e-05,5.87072e-06,-1.90879e-06,1.67408e-05,-1.94457e-05,7.45247e-05,0.000221482,1.26305e-05,2.09419e-05,3.31653e-05,1.15846e-05,-6.49371e-07,-9.02857e-06,-3.93202e-05,0.000166893,4.63022e-05,0.000294765,6.08868e-05,-7.99538e-05,-0.00166317,-0.00061487,6.16704e-05,2.20933e-05,-0.00781614,0.000275509,0.000620208,0.00132251,-1.47014e-05,-0.00595086,-0.000286678,0.000751406,9.10601e-05,0.000344532,-0.00196853,-0.0012762,0.000264736,-0.000449261,0.00039156,0.00072452,0.0268346,-0.0228268,-0.00622392,-0.0453917,-0.00295787,6.70365e-06,-7.2222e-05,-1.73792e-05,-6.29301e-05,-0.00018342,-3.61535e-06,0.00384327,-0.00254636,-0.00103947,-0.00684052,-0.0018932,-0.000160678,0.0246502,-0.295996,0.136298,-0.00055547,0.0833716,-0.00186761,0.0983097,0.0192248,4.57315e-06,-9.88748e-07,1.31903e-05,-1.09472e-06,2.27625e-05,5.30034e-06,0.000144266,1.34885e-05,7.46024e-06,0.000142927,7.91897e-07,6.53941e-05,5.33075e-06,4.6654e-05,2.72305e-06,2.41208e-06,0.00305343,-0.0773121,0.596837
