CUT3,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Dalatiaslicha,Dipturusoxyrinchus,Etmopterusspinax,Galeusmelastomus,Myliobatisaquila,RSHC1,RSSC1,Rajaasterias,Rajamiraletus,Rajapolystigma,SSHC1,SSSC1,Scyliorhinuscanicula,Torpedomarmorata,Torpedotorpedo,DC,SPOM,BD
DSP,-1.32125e-05,-0.0153603,6.78223e-06,0.000182624,-0.0160708,-0.0165402,-0.0110151,0.0954027,-6.28674e-05,-0.000700339,0.000187317,-9.44063e-05,-1.77382e-05,0.00111982,0.0145954,0.00146027,0.000545929,-0.0123282,0.000232419,0.0642755,0.461163,0.0502286,0.982904,0.0032555,0.0402663,-0.00298873,0.0422325,0.00243251,0.0047108,-0.000442958,-0.00780237,-0.00826066,-0.01465,-0.0316025,0.000167151,0.0109789,-0.000523641,-7.64286e-05,-0.000708972,-0.000724821,0.165551,0.0355007,0.00235234,-0.00108645,0.00530925,0.000261147,0.00156453,-8.98771e-06,-9.12468e-05,-0.000286501,-6.17959e-07,0.00238695,0.058313,-0.000966432,-0.00620978,0.0960622,0.00262105,0.0701455,0.0242114,0.00908239,0.015507,0.070988,0.0110857,0.00795965,0.00939983,-7.61194e-05,7.14988e-06,-0.00147392,2.42935e-05,-8.42076e-05,-2.42822e-05,-0.00212656,-6.04771e-05,-0.000219363,-0.00165514,-1.12089e-05,-0.008762,-0.000734472,-0.00275969,-0.000155689,-0.000260512,-0.0524984,-0.0898719,0.0568052
DSR,-2.35938e-05,0.00166103,-0.000184418,7.49089e-05,-0.00149378,0.000673207,-0.000381745,-0.00236852,-7.12991e-05,-0.000292568,-0.000205278,-0.000362225,5.39309e-06,-0.000120696,-0.0013226,-0.0010566,-0.000168833,-0.0023777,-0.000126753,-0.00116158,0.0651379,0.0114745,-0.00596212,0.989013,-0.0176224,-0.000416647,0.000522617,-0.00340731,-0.00832956,0.000565596,-0.033256,-0.00286784,-0.0295414,0.000508587,-0.000585134,0.0223669,-0.00351179,0.0615809,-0.00141097,-0.00153433,0.175352,0.0859272,0.0319247,0.0424128,0.0201953,0.00129152,0.00369356,2.07194e-05,-0.000396421,-0.000276174,-1.85212e-06,-0.00145114,0.0467603,-0.000581596,-0.00479765,0.0500001,-0.00178761,0.0504601,-0.00867245,0.035655,0.011351,0.0646735,0.0223617,0.0293415,0.029355,-0.000246456,3.606e-06,-5.3143e-05,5.90296e-05,0.000401929,-4.99426e-05,-0.00237661,-4.90006e-05,-0.000458054,-0.00259772,-1.85168e-05,-0.0438604,0.000723309,0.000102675,-7.56773e-05,-2.55547e-05,-0.0361726,-0.0740198,0.12172
MSC,1.25203e-06,0.00147557,-1.39005e-05,2.99248e-05,0.000190855,0.00719409,-0.00138069,-0.0116448,-4.56705e-05,-0.000355703,-0.000803477,0.000283051,1.8734e-05,-5.23091e-05,-0.000272689,2.2605e-05,-1.46502e-05,-0.00725827,-2.50456e-07,0.00172275,-0.00468181,-0.00799689,0.000854737,-0.000772536,0.91989,0.000137322,-0.0556587,-0.00788517,-0.0062459,-0.0135249,-0.00323435,-0.0192876,-0.00060044,-0.0206813,-0.00437836,-0.00238698,-0.00458238,-3.79349e-05,-0.000291981,-0.000792436,0.206219,0.0702719,-0.00127768,-0.0147866,0.00283267,-2.31089e-05,0.00273262,-1.5773e-05,-0.000171892,-0.000363124,-1.74478e-06,-0.00262271,0.0159024,-0.00101855,0.001265,0.109649,0.0208784,0.0872376,-0.0326803,0.049443,0.00760915,0.0970813,0.0128047,0.0367359,0.0172678,-0.000275094,4.43465e-05,-6.20472e-05,-9.52055e-05,-0.00132667,-3.37666e-05,-0.00208283,-4.08514e-05,-5.79194e-05,-0.000985517,-6.29985e-06,0.000164178,-0.000422025,-0.000465005,2.26793e-05,1.23833e-05,-0.0468985,-0.111026,0.221345
MSG,2.16374e-06,-5.74396e-05,-8.52115e-06,3.47143e-05,0.000123571,-0.0692045,-0.000866006,-0.00321057,-2.04744e-05,5.25856e-05,0.000795507,0.00116125,7.30673e-05,-1.97246e-05,-0.00010642,-7.65108e-05,1.51378e-06,-0.0267836,-1.56256e-05,-0.000746616,-0.00175806,-0.000450175,4.49044e-05,-0.000333989,-0.0245083,0.948456,-0.00924494,-0.0148659,-0.012134,0.00610058,-0.000837706,-0.0021743,-0.000270485,-0.000926351,-0.0236626,-0.000358825,0.00234768,0.000814632,-0.000479096,-0.00176566,-0.0254647,0.0301954,0.00348789,-0.0073737,0.00251145,5.25965e-05,0.000851148,-2.47426e-06,-8.11991e-05,-0.000441566,-3.32214e-07,-0.00124294,-0.0183416,0.254926,0.209869,0.149803,0.137566,0.130739,-0.0235576,0.0624262,0.0025732,0.108315,0.00414074,0.00352657,0.000333023,1.24849e-05,-4.51492e-06,-1.11509e-05,8.34239e-06,5.71436e-05,-4.70985e-06,0.000109503,-1.80761e-05,1.42149e-06,-0.000144086,3.25636e-07,2.32029e-05,1.65295e-05,-3.62627e-06,8.2373e-07,-4.10642e-06,-0.0656111,-0.0314609,0.0255052
MSP,3.74672e-06,-0.0130054,-1.26599e-05,0.000239554,-0.00600812,-0.109298,-0.00244213,-0.0142041,-9.58208e-05,-0.000379414,0.000443929,0.00194296,0.00012634,-6.87164e-05,-0.000476062,-7.20088e-05,-3.77611e-05,-0.0464575,-3.8845e-05,-0.00187342,-0.0170488,-0.0113488,-0.014591,-0.00099935,0.729247,-0.0156747,0.935633,-0.0194879,-0.0222355,-0.0174084,-0.00445937,-0.0250906,-0.00312228,-0.0478638,-0.00683166,-0.00316744,-0.00505143,0.00051621,-0.000265679,-0.00103301,0.180173,0.0626646,-0.0017442,-0.0148071,0.00405849,1.86134e-05,0.00265249,-1.27457e-05,-0.000157726,-0.000591454,-9.32708e-07,-0.00300574,0.0532644,-0.00512214,-0.0145931,0.120397,0.00141746,0.0998358,-0.0119824,0.0142947,0.0154704,0.0868774,0.010104,0.0229819,0.0127301,-0.000205396,3.46268e-05,-3.09144e-05,-5.53931e-05,-0.00115154,-2.67712e-05,-0.00121463,-3.65937e-05,-3.69535e-05,-0.000823337,-3.98187e-06,0.000414284,-0.000324034,-0.00019914,3.31251e-05,1.34211e-05,-0.0783499,-0.138097,0.1548
ENG,-9.30308e-05,0.00171124,4.39925e-06,-0.000968505,-0.000209076,0.00188968,-0.00128085,-0.00372284,-0.000165767,-7.49297e-05,0.000996776,0.00152269,9.76846e-05,-4.40004e-05,-2.94756e-05,-0.000772101,-3.28094e-05,-0.0361361,-1.78904e-05,-0.000765196,-0.00754946,-0.00227544,-0.000614142,-0.000989542,-0.024239,-0.0017674,0.000783741,0.970847,-0.0033877,-0.024802,-0.00123067,0.000174165,-0.00550471,-0.0213219,-0.00597672,0.0281979,-0.00140389,0.00011092,-0.000399385,-0.000908392,-0.0231066,0.0133774,0.00133069,0.0055638,0.000859848,8.0443e-06,0.000407539,2.96329e-06,-4.90517e-06,-0.000241782,1.19822e-06,-0.000636354,0.0365607,-0.00311291,0.0275561,0.415452,0.26315,0.211762,0.0427605,0.0439082,0.0243988,0.227215,7.79785e-05,-0.0201535,-0.00387674,9.39459e-06,1.60629e-06,-2.35045e-05,2.83903e-06,-7.63314e-05,-5.33586e-06,-6.3843e-05,-8.49331e-06,-1.15849e-05,-0.000316603,-8.67965e-06,0.000103973,-2.5271e-05,0.000219922,5.84601e-06,3.16382e-07,-0.0171353,-0.0746676,-0.0996969
SAR,-5.33047e-05,0.000788167,-3.49973e-06,-0.000483994,-0.000646313,-0.0236007,-0.00151318,-0.000998602,3.9581e-06,-1.06683e-05,0.000592098,0.000515638,5.38278e-05,-0.0001049,-0.000457923,0.000127741,1.73769e-05,-0.0193715,4.52506e-05,-0.00106677,-0.0176697,-0.0121368,-0.000772912,-0.00110737,-0.0350969,-0.00434208,-0.00197359,-0.00618197,0.973326,-0.00940127,-0.00972808,-0.0071631,-0.0109586,-0.00272962,-0.0142172,-0.00652756,-0.00347936,-0.00274254,-0.00117609,-0.000652191,0.72046,-0.007368,-0.00424285,-0.0256875,0.00705861,8.7371e-05,-0.000346174,-2.54666e-05,-2.79263e-05,-0.00052518,-2.6921e-06,-0.00462585,-0.00892846,-0.00168002,0.0404802,0.0378835,-0.0175056,0.0590845,0.15483,0.0590207,-0.000303833,0.0860169,0.0345352,0.00938858,0.0265939,2.37617e-05,-1.2454e-05,-2.09103e-05,1.11052e-05,2.82579e-05,2.38129e-06,-0.00154802,2.85188e-06,-0.000171326,-0.000179381,2.64889e-06,-0.000487825,-0.000177238,0.000505816,3.59844e-05,-3.90097e-05,-0.024524,-0.0847412,0.0926992
EPI,-6.33759e-06,-0.000342368,-2.94016e-06,1.06605e-05,-8.03761e-06,-3.95004e-05,0.000125477,-0.00109275,-3.18121e-05,-0.000216775,-4.9334e-05,-6.85497e-05,-2.36035e-07,-2.58366e-05,-9.90688e-05,-3.51393e-05,-1.61377e-05,5.92099e-05,-1.42277e-05,-0.000313615,0.0120034,-0.00129225,-0.000657054,-0.00097261,-0.00794765,0.000788315,0.00017035,-0.00472904,-0.00117218,0.982171,-0.00222755,-0.000905872,-0.000517461,-0.000530025,0.00578438,-0.000172322,0.00136352,0.00012129,4.61792e-05,0.000294102,0.0415179,0.00689122,-0.00148649,-0.00530659,0.00176606,4.4194e-05,0.000496132,-6.50636e-06,-2.66729e-05,-0.000153718,-1.58443e-07,-0.000230553,-0.00133859,-0.000962927,-0.0705026,0.121791,0.0553856,0.0681335,0.00248005,0.126905,0.00470631,0.127365,1.2412e-05,0.00295558,0.0118649,4.16055e-06,-7.56777e-07,-7.66643e-06,3.15253e-06,2.12382e-06,-6.386e-07,-4.74636e-06,-4.55175e-06,1.57756e-06,-5.85291e-05,2.96904e-07,-0.000680891,4.06499e-06,-8.56278e-05,1.69607e-06,-0.000111204,-0.0304956,0.00104013,0.0184393
CEBH,1.26559e-06,0.000391404,-9.82276e-05,-0.000195522,0.000155349,0.000542966,-0.000633948,-0.000112151,6.89251e-06,-9.42145e-05,-0.000617784,-0.000371919,-3.23493e-06,-0.000241082,-0.0012805,-0.000842486,-0.000115663,-0.00373237,-0.0017947,-0.00804612,-0.0169229,-0.00945011,0.000676468,0.00110157,-0.0350036,-0.00010907,0.00167842,-0.00173379,-0.0136177,-0.00193528,0.981918,-0.00292307,0.00848739,-0.0126898,-0.00819359,0.0171651,-0.00597326,0.0186051,-0.00212552,-0.00128712,0.45855,0.0879886,0.00997863,-0.00953899,0.012364,-5.87587e-05,0.00907936,-2.24864e-05,-0.000277369,-0.000454992,-3.01441e-06,0.0586922,-0.00488533,-0.000184518,-0.00712537,-0.0113682,-0.0244182,0.0533942,0.0804325,0.0406451,-0.00147595,0.0381868,0.0403474,0.0248265,0.0266874,-4.65349e-05,6.3921e-06,-0.000815523,2.91882e-05,0.000179897,-2.61121e-05,-0.000755631,-7.06248e-05,-0.000128129,-0.00113741,-1.09552e-05,-0.0142624,-0.00213408,-0.0029123,-0.000635229,-0.00129809,-0.0241721,-0.0984381,0.14432
CEBS,1.06858e-06,-0.00114784,-1.14217e-05,-3.38005e-05,7.89621e-05,-0.00555915,-0.00280287,-0.00148625,-3.46351e-05,-0.000128321,-0.000532385,4.87229e-05,1.15526e-05,-0.000103296,-0.000410458,-0.000234707,-0.000159112,-0.00334027,-0.00147079,-0.00614406,-0.0135272,0.113896,-0.000108609,-0.00161784,0.0472051,-0.00119548,-0.0025278,-0.00255535,-0.0134865,-0.00698094,-0.0106651,0.946353,-0.00336246,-0.00890282,0.0208966,-0.00310588,0.20968,-0.00188205,-0.00168438,-0.00262111,0.406415,0.0612653,0.00366387,0.00502881,0.0119369,-4.01122e-05,0.00393464,-1.79711e-05,-0.000153111,-0.000286971,-1.58814e-06,0.00854683,0.0250532,-0.000457266,0.00351499,0.00107087,-0.0185818,0.0880132,0.0902155,0.0186489,0.00501356,0.036047,0.0275623,0.0121574,0.0204002,-0.00011531,0.00037427,-9.42811e-05,-0.00212761,-0.0061418,-2.34937e-05,-0.000888642,-3.66694e-05,-1.79089e-05,-0.0007568,-8.54681e-06,-0.00139973,-0.00573705,-0.000656514,-0.000317961,-2.26943e-05,-0.0277473,-0.132822,0.0781889
CEPH,-7.50831e-06,-0.0502019,-0.00123376,-0.00261266,0.000605614,-0.00438048,-0.0186382,-0.00446317,-8.19632e-05,-0.000297164,-0.00214215,-0.000533804,3.38255e-06,-0.00016665,-0.00082672,6.90083e-05,-7.33098e-05,-0.00350236,-0.00023098,0.00571298,0.071216,0.110464,-0.0013758,0.0230077,-0.0415159,-0.000670419,-0.00272447,0.0282406,0.0505664,-0.00567568,-0.0473133,-0.0126043,0.977189,-0.0493963,-0.00943782,-0.00365568,-0.00594256,-0.000909439,-0.000963108,-0.000797146,0.152969,0.0470171,0.00194138,0.0475632,0.00484777,-7.59336e-05,0.0463741,-2.37182e-06,-0.00121391,-0.000120618,6.54601e-07,0.00030219,0.060565,-0.00057317,-0.0110831,0.0192764,0.0429511,0.0646369,0.0212237,0.0255758,0.0129616,0.0339626,0.0169253,0.0174541,0.0351596,-8.76321e-05,4.0647e-06,1.46045e-06,8.75655e-05,0.000393032,-1.83806e-05,-0.00254621,-2.59991e-05,-2.41741e-05,-0.000534518,-7.21253e-06,-0.00356631,0.000536224,-0.0330972,-0.000318286,-2.52923e-05,-0.0181424,-0.0639737,0.0601126
CEPS,-8.86016e-06,-0.0780037,-2.13923e-05,-0.00552364,-0.0109203,-0.00369307,-0.0046237,-0.00292752,-2.12463e-05,-0.000226133,0.000687279,0.0010107,0.000106186,6.45136e-06,-0.000232184,0.000532288,4.1938e-05,-0.0463669,-0.000372867,0.0301878,0.0301141,0.00250266,0.00103888,2.5388e-05,0.260508,-0.00229695,-2.81735e-05,0.0865828,0.00269634,0.00627068,0.0290673,0.00674434,0.0073374,0.959393,0.0670613,0.00255814,0.0218478,0.000520571,-0.000644274,-0.00184002,0.150361,0.0363002,-0.000327458,-0.00378577,0.00522969,4.06849e-05,0.00220141,-9.45279e-06,-0.000116092,-0.000408803,-7.08144e-07,0.00240722,0.0165314,-0.00138459,0.0533677,0.0719142,0.0156117,0.0892225,0.0170663,0.0156501,0.00620819,0.0565895,0.0111943,0.0106997,0.00943534,-7.70662e-05,-5.46402e-05,-0.000174507,-1.26487e-05,0.00224061,-1.34644e-05,-0.00653079,-2.56967e-05,-2.01052e-05,-0.000484507,-3.32109e-06,-0.000379055,0.00128965,-0.000708068,-2.55542e-05,-5.31585e-05,-0.055585,-0.0962929,0.0753257
DNS,7.79288e-07,-0.000183872,-4.74713e-06,5.71612e-05,1.46911e-05,0.00141921,0.000201787,0.000194452,7.70662e-06,-0.000407515,-0.00275531,-0.00256013,2.61051e-05,-4.26152e-05,-0.000130213,-0.00030239,-0.0013127,-0.00827333,-0.000277676,-0.00384496,-0.00650629,-0.00357145,0.000131432,-0.000479584,-0.0167861,-0.00377158,0.000866277,-0.00417063,-0.0038105,0.0107574,-0.00304158,-0.00455099,-0.000238989,-0.00859408,0.972183,0.00154809,-0.0240367,0.00133229,-0.00254482,-0.00635955,0.0521871,-0.00260169,-0.00237397,-0.00566839,0.00188222,2.25174e-05,0.000852796,-1.04317e-05,-6.58006e-05,0.000680299,-1.56807e-06,0.014309,-0.00701555,-0.00200946,0.174899,-0.0032192,0.0100248,0.0570654,0.0106545,0.0907672,-0.00150793,0.0748062,0.00978941,0.0253165,0.00747971,1.10562e-05,2.80418e-05,-0.000142611,-4.01954e-05,-0.000997341,1.93172e-06,-0.000319535,-3.2011e-06,-2.1386e-06,-5.73588e-05,2.59796e-07,8.9247e-05,-0.000169584,-0.000511321,1.34547e-05,2.48725e-05,-0.0442264,-0.0411082,0.152973
DNH,4.22902e-06,0.000163141,1.60145e-05,5.51029e-05,0.000120594,0.00229059,-0.000917023,0.000293477,1.94391e-05,7.04372e-06,0.000295356,0.000450951,3.23164e-05,-6.82725e-05,-0.000711734,-0.0243338,-0.000737812,-0.0121408,-0.000366426,0.00298975,-0.0282459,-0.0178827,0.000121079,-0.00493585,-0.00560032,0.00122252,0.00106434,-0.040644,-0.00363046,0.00272511,-0.020566,0.00232373,0.000327364,0.0009274,-0.00827282,0.97184,-0.00897489,-0.00650249,-0.000672227,-0.000168367,0.141468,0.00763535,0.0016207,-0.0126543,-0.00176965,-0.000110118,0.0173696,-1.74371e-05,1.77858e-05,8.36871e-05,-7.77186e-07,0.0161359,-0.00577824,0.000257149,-0.00560267,-0.0291716,-0.0114118,-0.0316642,0.0132937,0.0941295,-0.00233521,0.0668784,0.0100706,0.0181874,0.0476041,-0.000196442,-1.625e-06,-0.000457632,-3.20231e-06,6.01396e-05,-0.000127159,-0.0104727,-1.48151e-05,-0.000506693,-0.00933758,-0.000309663,-0.00155254,5.62532e-05,-0.000155483,2.13158e-05,3.58661e-05,0.0825651,0.0243039,0.101472
DRS,-7.81735e-07,0.000565192,1.45321e-05,3.65285e-05,0.000139829,0.00137122,0.000470268,0.000541839,-8.36429e-05,-0.000136004,1.53422e-05,-4.71024e-05,2.77893e-06,-4.85101e-05,1.47432e-05,1.06084e-05,-7.84012e-05,-0.00086536,0.000147546,1.2017e-06,-0.00680649,-0.0166492,0.000274601,0.000329558,-0.00447214,0.00109999,0.00068988,-0.000787023,-0.000116368,0.00778011,-0.00015219,-0.116012,0.000612108,-0.00319326,0.0404181,-0.00200702,0.957775,-0.00306067,-0.0019272,-0.00754326,0.0371712,0.0144512,0.0206355,0.0842328,0.0059309,-0.000419902,-0.00486721,-9.99549e-06,-9.10622e-05,0.000374748,-1.59152e-06,0.0293717,0.0641534,6.80486e-06,0.021166,0.00741225,0.0101376,0.061923,0.00129877,0.0535482,0.0131438,0.0651714,0.0228377,0.0197531,0.0131148,1.37274e-05,-0.0001132,-8.32514e-05,0.000194648,0.000278408,-2.97303e-06,-5.02783e-05,-6.94543e-06,2.29941e-05,0.000290261,9.69339e-07,-0.00012354,0.000304859,0.000175188,4.83649e-05,9.01712e-06,0.163723,-0.0733435,0.0527671
DRH,1.51885e-07,-0.000322902,-0.0031258,1.0904e-05,0.000135296,0.000452997,-7.03031e-05,0.000294566,8.01176e-06,-1.21857e-05,-5.26801e-05,-0.00181603,4.60681e-06,-0.000160626,-0.00276197,0.000348436,-8.8286e-05,-0.00120288,-0.000118207,0.000589346,-0.0150352,-0.00673768,0.000499111,-0.0294136,-0.0068352,0.00134337,0.00105131,0.00255912,-0.00472651,0.00390133,-0.0397083,0.00236595,0.000767455,0.000854148,-0.00644403,-0.0149458,-0.00972873,0.976499,-0.000742495,-0.000328183,0.154835,-0.0088386,0.0651372,-0.00479786,-0.0083607,-0.000263883,-0.00421542,-1.98819e-05,-0.0027644,0.000242522,-1.65034e-06,0.00193331,-0.00261563,0.000259454,-0.00288763,-0.0101124,-0.0134348,-0.00542661,0.00725871,0.0818184,-0.000948417,0.0728128,0.0143699,0.0116205,0.0314764,-0.000241118,-1.98194e-06,-0.000187995,8.65936e-07,0.000116338,-0.00015002,-0.0110437,2.62819e-06,-0.00627025,-0.0212438,-5.06841e-05,-0.00565517,0.000182877,0.000338788,5.01315e-05,8.62022e-05,0.14443,-0.00746626,0.0716672
ARF,-7.51981e-08,-3.32794e-05,-2.20278e-05,1.09862e-05,6.80426e-05,0.000340647,8.45265e-05,0.000467664,-6.98032e-05,-0.000114559,-0.000714968,3.02777e-05,2.56448e-06,-8.87879e-05,-0.000238506,-2.51819e-05,-0.000129008,-0.000797307,-7.3385e-05,-0.000715805,-0.00560938,-0.00516668,0.000110153,-0.000798072,-0.0311295,-0.000337171,0.0021464,-0.00190271,-0.00571888,0.00436994,-0.00572055,-0.000140665,-0.000283819,0.000836611,0.0225512,-0.00674488,-0.0130569,-0.00438016,0.994575,-0.00409244,0.198781,0.329011,0.0188408,0.0283308,-0.00191123,-0.000563181,-0.00563996,-2.21137e-05,-0.000469269,5.36064e-05,-2.45122e-06,0.0165167,0.0502196,-0.000463957,0.0415153,0.0213819,-0.0036971,0.0951608,0.0305688,0.000466464,0.0108872,0.0265704,0.0355615,0.0261425,0.0266203,-6.87423e-07,-2.79044e-06,-0.000345504,1.35365e-06,-3.01697e-06,-6.55345e-05,-0.000365208,-0.000186753,1.42294e-05,-0.000676286,-1.96192e-06,0.000231997,-6.6481e-06,7.44031e-05,1.69908e-05,1.37609e-05,0.110102,-0.12177,0.0680529
PWL,5.67908e-07,1.74209e-05,-2.76151e-05,2.18659e-05,0.000108564,0.00441172,0.000439207,0.000142194,-7.13301e-05,-0.000148692,-0.00173424,-0.0017394,-2.04221e-05,-9.28609e-05,-0.000469638,-0.000417806,-0.000321362,-0.0277715,-0.000236473,-0.000619218,-0.00530975,-0.00432589,9.87823e-05,-0.00104994,-0.0168924,-0.0021537,0.00164603,-0.00689701,-0.00288713,0.0101927,-0.00362735,-0.00450017,-0.000276304,-0.000820822,0.0487367,-0.00491769,0.0278756,-0.00309733,-0.00407123,0.994568,0.044243,0.250006,0.0691824,0.130444,0.0505242,-0.000508882,-0.00517949,-2.3128e-05,-0.0005826,-0.00019002,-3.19653e-06,0.00485538,0.0483301,-0.0013251,0.135737,0.0303974,0.00994589,0.07175,0.00825103,0.0177776,0.010898,0.0402176,0.0422882,0.0341342,0.0282161,3.63655e-06,-3.18201e-06,-0.000121367,7.69751e-06,-5.41167e-05,-5.05484e-05,-0.00280589,-0.00013893,1.51241e-05,-0.000528194,-1.23006e-06,-0.000290618,1.70823e-05,2.68737e-05,1.46106e-05,2.09787e-05,0.0384998,-0.0582551,0.0325231
SUP,1.60995e-06,8.09208e-06,-1.98903e-05,1.48865e-05,8.79762e-06,0.000387685,0.000179095,0.000585597,1.12067e-05,-1.91504e-05,8.75158e-05,2.98075e-05,-1.46721e-06,-0.000109538,-0.000336198,0.000190047,2.85054e-05,0.00101944,6.11651e-05,-0.000785145,-0.0178802,-0.0120146,0.000420025,-0.000731642,-0.0305732,0.000138806,0.00153899,0.00147944,-0.0252887,-0.011546,-0.0113964,-0.00768658,-3.47076e-05,0.000841312,-0.00994593,-0.00688998,-0.00511346,-0.00300386,-0.00132829,-0.000152446,0.869158,-0.0128188,-0.00509129,-0.0309068,0.00739955,7.66677e-05,-0.000147214,-3.18019e-05,-4.08523e-05,-0.000466612,-3.94419e-06,-0.00483258,-0.00309757,-0.000175355,-0.00543488,-0.0170278,-0.0204717,0.00454126,0.163612,0.108052,-0.00133102,0.0921624,0.0407194,0.0232016,0.0350219,2.2316e-05,-1.41992e-05,-2.94908e-05,9.03626e-06,1.74947e-05,5.27442e-06,0.000328424,6.10627e-06,3.69505e-05,-0.000116471,3.29354e-06,0.000322594,-0.000222592,0.000187798,4.00934e-05,2.89499e-05,-0.00511263,-0.03344,0.160964
MbO,-8.17933e-07,0.000112145,-5.74901e-05,5.11998e-06,7.88447e-05,-2.28644e-05,-7.19362e-06,0.000678902,6.77956e-06,4.39607e-05,-0.000151351,9.08594e-05,3.21145e-06,-8.72363e-05,-0.000515421,-0.00039314,-0.000303154,-0.000658951,-0.000281785,-0.000617998,-0.000642574,-0.00192273,-0.000124187,-0.00209126,-0.0323057,3.14176e-05,0.00254412,0.000304465,0.0017357,0.00367584,-0.00713745,0.00108482,-0.00103616,0.00134141,0.00203617,-0.0100044,-0.0246922,-0.00705892,-0.0121805,-0.00933713,-0.0270418,0.920033,0.0327526,0.0790963,-0.000639494,-0.00131972,-0.0115364,-4.13934e-05,-0.00131402,-0.000116478,-4.91524e-06,-0.0214683,-0.00294001,-0.000275512,-0.00610206,-0.0023283,-0.0114666,0.0531712,-0.110368,0.0118816,-0.000698274,0.00515431,0.0500289,0.0838581,0.0551614,-2.94348e-05,-2.09474e-06,-0.00041305,2.20844e-06,0.00010924,-0.000184412,-0.00157024,-0.000510405,-7.69146e-06,-0.00212868,-8.65925e-06,0.000179866,6.58404e-05,-4.21479e-05,4.46036e-06,9.9072e-06,0.125029,-0.0921446,0.190797
MbFF,2.70957e-07,-4.46785e-05,-0.000370921,-9.78677e-07,-2.59694e-05,-3.10907e-05,-0.00104279,-0.00118641,9.61606e-06,1.64754e-07,2.10421e-05,1.35219e-05,-4.75857e-07,4.99511e-05,-0.00151844,-0.000331313,-0.000909779,0.00025242,0.000110658,0.000246993,-0.000854402,0.000101997,0.000108171,-0.00139074,0.000980991,-0.00110507,-0.000232221,-1.44717e-05,0.000966236,-0.00369047,-0.00076445,0.000776157,0.000299247,-0.000116765,-0.00431327,0.00127794,-0.0030305,-0.00986089,0.00102514,-0.00377831,-0.0364939,-0.0883578,0.983996,-0.0565291,-0.0300461,-0.000239249,-0.00691159,-1.88632e-05,-0.00161069,-0.00127466,-7.82667e-06,-0.00399876,-0.00254322,-0.000427857,-0.00358748,-0.0165698,-0.00252937,-0.0894541,-0.0448622,0.150388,-0.00116319,0.121599,0.0840594,0.00299317,-0.00855758,1.99642e-06,1.45422e-06,4.51054e-05,-9.48465e-07,-1.83172e-05,-7.95411e-06,6.39092e-05,4.83946e-05,7.66257e-05,0.000298847,5.62106e-07,7.32105e-05,-1.31345e-05,-3.63507e-05,-2.05554e-06,7.95945e-06,-0.0630442,0.109943,0.0582827
MbDF,3.03626e-07,1.37258e-05,0.000116994,-8.0899e-07,-3.96119e-05,-0.000217005,-3.26471e-05,-0.000135377,3.99987e-06,2.02732e-06,1.84083e-05,-1.01153e-05,-5.68784e-07,6.61786e-05,-0.000149201,-0.0014686,-0.000259248,0.000178828,-0.000618572,0.000204709,-0.00291435,0.000450737,3.7975e-05,-0.000789488,-0.00245912,-0.000338347,-9.02703e-05,-0.000234684,0.00135642,-0.00457989,0.000929612,0.000978083,-0.000751596,-4.86896e-05,-0.00641313,0.00102043,-0.00400456,0.00146508,0.00147496,-0.000735611,-0.0578098,-0.0804013,-0.0156838,0.893967,-0.0551946,-0.00237466,-0.005634,-8.01184e-05,-0.00111397,-0.00151796,-9.18389e-06,-0.00617914,-0.00186196,-0.000279873,-0.00575416,0.00124626,-0.00822645,0.0468661,-0.0426496,-0.00542147,-0.000336236,-0.0060706,0.111567,0.150866,0.101181,5.63903e-06,1.82394e-06,2.82748e-05,-2.14199e-07,-1.28277e-05,1.74969e-05,0.000144671,4.3431e-05,-7.97077e-07,0.000144677,1.14711e-06,-0.000145711,-3.52324e-05,-1.95208e-05,-3.6874e-06,-8.72268e-07,-0.0631509,-0.0776782,0.129932
