ESSESH,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PL,PB,MB,BB,PS,SG,DF,MA,ESH,ESS,DC,SPOM,BD
SAR,-5.33046e-05,0.000793697,-4.31494e-06,-0.000483757,-0.000646781,-0.0236103,-0.00151239,-0.000989939,4.04198e-06,-3.90258e-06,0.000611012,0.000529148,5.36737e-05,-0.000103,-0.000387106,0.000126888,1.96945e-05,-0.0193136,4.67015e-05,-0.00104631,-0.0178984,-0.0123124,-0.000770035,-0.00110568,-0.0350704,-0.00434168,-0.0019743,-0.00617793,0.97337,-0.00934242,-0.00971825,-0.0071671,-0.0111053,-0.00270104,-0.0142208,-0.00643462,-0.00347087,-0.00243326,-0.00117692,-0.000643639,0.720577,-0.00732687,-0.00419946,-0.0256773,0.00706215,8.74368e-05,-0.000354184,-2.54747e-05,-2.86875e-05,-0.00052437,-2.69299e-06,-0.00462915,-0.00897903,-0.00168008,0.0404874,0.0378921,-0.0175068,0.086042,0.0591073,0.0345439,0.154831,0.059051,0.00939737,-0.000313587,0.0266082,-0.00188041,-0.000108317,-0.0243757,-0.0847691,0.0927426
EPI,-6.34271e-06,-0.000341821,-2.87518e-06,1.06454e-05,-8.15822e-06,-4.24318e-05,0.000127847,-0.00107891,-3.18463e-05,-0.000213009,-3.79272e-05,-4.93862e-05,-2.77395e-07,-2.2756e-05,-6.0408e-05,-3.18813e-05,-1.70423e-05,7.3698e-05,-1.53267e-05,-0.000324059,0.0121184,-0.00121119,-0.000656298,-0.000900868,-0.00801811,0.000788156,0.000173958,-0.00472788,-0.00116688,0.982322,-0.0019717,-0.00093122,-0.000521925,-0.00053755,0.00577963,-0.000217789,0.00136343,0.000101714,4.6541e-05,0.000293651,0.0416821,0.00685842,-0.00148191,-0.00529157,0.00177521,4.45971e-05,0.000500024,-6.50978e-06,-2.66246e-05,-0.000153772,-1.59754e-07,-0.000209528,-0.00131485,-0.000963221,-0.0705146,0.121813,0.0554018,0.127408,0.0681444,2.62668e-05,0.00250741,0.12695,0.0029677,0.00471179,0.0118726,-0.000973251,-3.17529e-05,-0.030533,0.00104454,0.0185023
CEBH,1.17938e-06,0.00038883,-9.79327e-05,-0.000196189,0.000151669,0.000503461,-0.00061459,0.00016389,6.19072e-06,-5.69039e-05,-0.000508925,-0.000142967,-3.41819e-06,-0.000200179,-0.000776816,-0.000782871,-0.000131905,-0.00356446,-0.0018143,-0.00805419,-0.0152903,-0.00541125,0.000717646,0.00255483,-0.0363028,-0.000116598,0.00174479,-0.00173617,-0.013587,0.000101524,0.986207,-0.00354943,0.00854664,-0.0127937,-0.00836041,0.0166391,-0.00600796,0.018453,-0.0021203,-0.00130656,0.462181,0.087718,0.0100443,-0.00932146,0.0124983,-5.33284e-05,0.00915398,-2.26206e-05,-0.000278051,-0.000459514,-3.04457e-06,0.0591563,-0.00435582,-0.000191979,-0.00732874,-0.0109415,-0.0242084,0.0392045,0.0535535,0.0406542,0.0811257,0.0416797,0.0251122,-0.00135245,0.0269037,-0.0215651,-0.00315355,-0.0247974,-0.0985048,0.145796
CEBS,1.07643e-06,-0.0011476,-1.14904e-05,-3.3522e-05,8.128e-05,-0.00557585,-0.00283887,-0.0015242,-3.58624e-05,-0.000131591,-0.00054869,5.06968e-05,1.11725e-05,-0.000101971,-0.000384058,-0.000227984,-0.000161003,-0.00339288,-0.00148247,-0.00613115,-0.013645,0.116275,-0.00013279,-0.00154385,0.0505158,-0.00120285,-0.00272955,-0.00262251,-0.0136263,-0.00701229,-0.0104847,0.953526,-0.00337448,-0.00912793,0.0219246,-0.00307051,0.211144,-0.00189868,-0.00169867,-0.00264145,0.410835,0.0609213,0.00366592,0.00491844,0.0120397,-3.89682e-05,0.00399117,-1.81513e-05,-0.00015347,-0.000289537,-1.60841e-06,0.00872775,0.025961,-0.000481246,0.00369423,0.0013755,-0.0184797,0.0369558,0.0889231,0.027813,0.0910202,0.0193406,0.0123727,0.00520732,0.0205956,-0.00406783,-0.0159143,-0.0281154,-0.134017,0.0798249
CEPH,-7.67833e-06,-0.0504827,-0.00123231,-0.00262708,0.000618123,-0.00431015,-0.01869,-0.00469523,-8.39839e-05,-0.000346321,-0.00224936,-0.000550986,4.48685e-06,-8.22183e-05,-0.000958629,0.000170221,-0.000111024,-0.00403153,-0.000259993,0.00572262,0.0825334,0.113292,-0.00164051,0.0224482,-0.042073,-0.000679414,-0.00273191,0.0283911,0.0504748,-0.00667561,-0.046569,-0.0134163,0.983161,-0.0499863,-0.00839974,-0.00611234,-0.00614432,-0.00363161,-0.00093107,-0.000873692,0.154353,0.0443756,0.00148185,0.0478033,0.00490571,-6.91774e-05,0.0467088,-2.29686e-06,-0.00121008,-0.000128263,6.58909e-07,0.00051858,0.0620748,-0.000561103,-0.0109651,0.0194379,0.043475,0.0344769,0.0643823,0.0169143,0.0216347,0.0260677,0.0175041,0.0132706,0.0350894,-0.0404649,8.15164e-05,-0.0201305,-0.063379,0.0606984
CEPS,-8.83668e-06,-0.0780029,-2.10685e-05,-0.00552331,-0.0109202,-0.00372258,-0.00463487,-0.00294834,-2.10117e-05,-0.000202954,0.000753253,0.00105653,0.00010588,8.29404e-06,-0.00018515,0.000526924,4.80095e-05,-0.0461422,-0.000368437,0.0302001,0.030056,0.00265646,0.00102828,-0.000175604,0.260194,-0.00229779,-6.02551e-05,0.086361,0.00275062,0.00616271,0.0288264,0.00683126,0.00725471,0.959436,0.0670207,0.00293598,0.0218779,0.000416674,-0.00065231,-0.00181601,0.150534,0.0373565,-0.000260845,-0.00370534,0.00523225,3.91488e-05,0.00218669,-9.51065e-06,-0.00011721,-0.000407295,-7.12554e-07,0.00238356,0.0164135,-0.00138118,0.0532664,0.0717702,0.015515,0.0564546,0.0893377,0.0112598,0.0170534,0.0155554,0.0107682,0.00617841,0.00950669,-0.00826274,0.00563125,-0.0553705,-0.0965515,0.0754477
DNS,7.7843e-07,-0.000188044,-4.72905e-06,5.69628e-05,1.49987e-05,0.00142043,0.00019999,0.000184669,7.42452e-06,-0.000409001,-0.00275727,-0.00256349,2.61866e-05,-4.22122e-05,-0.00014233,-0.000302825,-0.00131319,-0.00828091,-0.000278017,-0.00386584,-0.00636672,-0.00366124,0.000130635,-0.000515746,-0.0165897,-0.00377141,0.000854355,-0.00417177,-0.0038096,0.0107014,-0.00312498,-0.0043579,-0.000148387,-0.00860909,0.972313,0.00153069,-0.024017,0.00129284,-0.00254399,-0.00636065,0.052161,-0.00261786,-0.00238005,-0.00565956,0.00188321,2.25079e-05,0.000857738,-1.04291e-05,-6.57495e-05,0.000680545,-1.56752e-06,0.0143026,-0.00680866,-0.00201076,0.17492,-0.00319813,0.0100755,0.0748485,0.0571211,0.00978621,0.0106389,0.0907831,0.0253174,-0.00146556,0.00747814,-0.000779833,-0.00151667,-0.044242,-0.0411478,0.153001
DNH,4.27298e-06,0.000184056,1.11995e-05,5.65904e-05,0.000121363,0.00229589,-0.000949786,0.000203069,1.95631e-05,1.70449e-05,0.000319751,0.000446824,3.24767e-05,-6.38325e-05,-0.000451259,-0.0244592,-0.000714338,-0.0120711,-0.000348477,0.00303811,-0.0296214,-0.0171736,0.000124144,-0.00548884,-0.00456874,0.00123496,0.00101361,-0.0408702,-0.00359725,0.00242869,-0.0216195,0.00223707,-0.000229279,0.00105584,-0.00829331,0.977594,-0.00922712,-0.00491502,-0.000724767,-0.000184431,0.143324,0.0113888,0.00204222,-0.012523,-0.0018049,-0.000116955,0.0173739,-1.77893e-05,8.48512e-06,8.63622e-05,-8.10323e-07,0.0161328,-0.0057792,0.000255774,-0.00559472,-0.0293564,-0.0115334,0.0675143,-0.0314959,0.0104053,0.0130813,0.0949472,0.0186892,-0.00234286,0.0481671,-0.0227456,-9.19573e-05,0.0845563,0.0238438,0.103308
DRS,-7.83597e-07,0.000566597,1.46478e-05,3.65786e-05,0.000139489,0.00137008,0.000473625,0.00055414,-8.35977e-05,-0.000134915,1.97768e-05,-4.52753e-05,2.82118e-06,-4.92747e-05,6.7104e-06,1.09254e-05,-7.8015e-05,-0.000847402,0.000148409,1.93284e-05,-0.00682992,-0.0168719,0.000281854,0.000365221,-0.00470096,0.00109931,0.000703534,-0.000782883,-0.000108752,0.00779442,-0.000116811,-0.11654,0.00059434,-0.00318219,0.0403661,-0.00200385,0.957723,-0.0030919,-0.00192808,-0.00754149,0.0370865,0.0145614,0.0206331,0.084224,0.00591497,-0.000420395,-0.00487605,-9.99074e-06,-9.10436e-05,0.000374817,-1.59054e-06,0.0293487,0.0641298,1.13397e-05,0.0211521,0.00740454,0.0101309,0.0651107,0.0619151,0.0228287,0.00129269,0.0534849,0.0197367,0.0131383,0.0131094,0.00053265,0.00113479,0.163942,-0.0733322,0.0526665
DRH,1.93857e-07,-0.000255377,-0.00316357,1.48706e-05,0.000139576,0.000484964,-8.39314e-05,0.000158012,8.63221e-06,-4.41083e-05,-0.00015497,-0.00195302,5.40982e-06,-7.62027e-05,-0.000840994,0.000270469,-4.97425e-05,-0.00136182,-8.97624e-05,0.00052564,-0.0182097,-0.00719435,0.000486655,-0.0303518,-0.00587924,0.00137438,0.00101674,0.0023791,-0.00415322,0.00353655,-0.0417415,0.00245917,-0.000462482,0.000891011,-0.00693871,-0.011008,-0.0101313,0.988575,-0.000819672,-0.000413777,0.158978,-0.00417896,0.066517,-0.00457692,-0.0083315,-0.000267086,-0.00432128,-2.04887e-05,-0.00280417,0.000246613,-1.70827e-06,0.00184106,-0.00305238,0.000260969,-0.00294392,-0.0104888,-0.0139557,0.0739513,-0.00506412,0.0149594,0.00707161,0.0832029,0.0123249,-0.00105166,0.0323838,-0.0448039,0.000609274,0.148228,-0.00853244,0.0744569
ARF,-7.39361e-08,-3.30283e-05,-2.22573e-05,1.09936e-05,6.7925e-05,0.000341188,8.35835e-05,0.000459319,-6.9756e-05,-0.000114929,-0.000714281,2.82875e-05,2.81321e-06,-8.97373e-05,-0.000242066,-3.01772e-05,-0.000127823,-0.00079551,-7.24297e-05,-0.000708525,-0.00568602,-0.00528841,0.000120811,-0.000859446,-0.0311662,-0.000335924,0.00215113,-0.00190685,-0.00572262,0.00433381,-0.00580125,-0.000203503,-0.000317723,0.000863632,0.0225626,-0.00657478,-0.0131269,-0.00433917,0.994558,-0.00410765,0.198763,0.330543,0.0189191,0.028454,-0.00192778,-0.000565906,-0.00566457,-2.21805e-05,-0.000471513,5.38709e-05,-2.45837e-06,0.0164661,0.0501949,-0.000463985,0.0414976,0.021372,-0.00372829,0.0265723,0.095251,0.0356361,0.0304061,0.000475117,0.0262652,0.0108814,0.0267106,-0.000693677,-0.00046708,0.110578,-0.121934,0.0683248
PWL,5.68676e-07,1.81005e-05,-2.74826e-05,2.18578e-05,0.000108064,0.00440115,0.000435582,0.000136833,-7.1282e-05,-0.000141079,-0.00171264,-0.00172921,-2.0536e-05,-9.47986e-05,-0.000472183,-0.000421857,-0.000318253,-0.0276973,-0.000234092,-0.000603087,-0.0054759,-0.00447573,0.000101626,-0.00112143,-0.0167697,-0.00215369,0.0016397,-0.00689184,-0.00285414,0.0101385,-0.00378958,-0.00453642,-0.000364051,-0.000769029,0.0487806,-0.00472774,0.027839,-0.00313427,-0.00408478,0.994571,0.04409,0.251107,0.0692342,0.130506,0.0505137,-0.000510808,-0.00520023,-2.31673e-05,-0.000583859,-0.000189014,-3.2006e-06,0.00481556,0.0483107,-0.00132561,0.13573,0.0304008,0.00995001,0.0402104,0.0718259,0.0423288,0.00810253,0.0177737,0.0342146,0.0108939,0.0282706,-0.00356928,-0.000232863,0.0388784,-0.0583687,0.0327034
SUP,1.61279e-06,9.3043e-06,-1.97635e-05,1.4958e-05,8.86603e-06,0.000389716,0.000180686,0.000582521,1.12808e-05,-2.09315e-05,8.29196e-05,2.27903e-05,-1.4183e-06,-0.000111437,-0.00036211,0.000189428,2.85892e-05,0.00100542,6.13077e-05,-0.000763792,-0.017942,-0.0122304,0.000422088,-0.000752254,-0.0306277,0.000139372,0.00154304,0.00148103,-0.0253016,-0.011582,-0.0114695,-0.00767554,-5.03061e-05,0.000842346,-0.00995562,-0.00693029,-0.00509919,-0.00303582,-0.00132765,-0.000153138,0.869178,-0.0128472,-0.00510003,-0.0309062,0.0073969,7.65049e-05,-0.000150851,-3.1795e-05,-4.06526e-05,-0.000466446,-3.94311e-06,-0.00484844,-0.00314599,-0.000174486,-0.00543426,-0.0170407,-0.0204896,0.0921163,0.00453175,0.040709,0.163622,0.108004,0.0231865,-0.00134121,0.0350109,0.000888895,-0.000163373,-0.00508437,-0.0334384,0.160903
MbO,-8.13397e-07,0.000113702,-5.82667e-05,5.21681e-06,7.88721e-05,-2.0926e-05,-1.12182e-05,0.000654986,6.88026e-06,4.42812e-05,-0.000149323,8.79966e-05,3.53676e-06,-8.82058e-05,-0.000499985,-0.000405133,-0.000299705,-0.000654657,-0.000279051,-0.000617046,-0.000848142,-0.00202654,-0.000113051,-0.0022489,-0.0323436,3.31811e-05,0.00255142,0.000290171,0.00173075,0.0036001,-0.00737043,0.000942991,-0.00112568,0.00139742,0.00203422,-0.00954997,-0.0248609,-0.00689993,-0.012229,-0.00937574,-0.0269973,0.923988,0.0329684,0.0793849,-0.000662,-0.001326,-0.0115921,-4.15741e-05,-0.00132005,-0.000116353,-4.93543e-06,-0.0215691,-0.00299872,-0.000276465,-0.00611862,-0.00235559,-0.0115398,0.00520065,0.0533889,0.0502356,-0.110785,0.0119561,0.0841862,-0.000711202,0.055402,-0.00372703,-0.000637356,0.125917,-0.0925453,0.191595
MbFF,2.70777e-07,-4.55611e-05,-0.000370431,-1.02434e-06,-2.59401e-05,-3.11801e-05,-0.00104288,-0.00118565,9.60427e-06,3.60204e-07,2.14057e-05,1.36694e-05,-5.18502e-07,4.876e-05,-0.00154459,-0.000330101,-0.000910074,0.000254029,0.000110468,0.000248382,-0.000817222,0.000115984,0.000106638,-0.00138196,0.000997913,-0.00110488,-0.000233467,-1.15801e-05,0.000959257,-0.00369591,-0.000760896,0.000789131,0.000318816,-0.000119882,-0.00430431,0.00122699,-0.0030166,-0.010015,0.0010285,-0.00377489,-0.036539,-0.0886162,0.983978,-0.0565368,-0.0300449,-0.000238905,-0.00690743,-1.88448e-05,-0.00160984,-0.0012744,-7.82469e-06,-0.00399337,-0.00253543,-0.00042776,-0.00358395,-0.0165656,-0.00251494,0.12158,-0.0894809,0.0840374,-0.0448471,0.150368,0.00297366,-0.00116141,-0.00857682,0.000451146,2.55999e-05,-0.0631377,0.109991,0.0582328
MbDF,3.02872e-07,1.36631e-05,0.00011707,-8.15876e-07,-3.96136e-05,-0.000216888,-3.18058e-05,-0.000130694,3.99458e-06,1.68516e-06,1.73037e-05,-1.03408e-05,-5.88347e-07,6.61872e-05,-0.000151709,-0.00146715,-0.000259751,0.000176447,-0.000618977,0.000204485,-0.00289539,0.000466978,3.79402e-05,-0.000763526,-0.0024756,-0.00033792,-8.94106e-05,-0.000232425,0.0013558,-0.00456439,0.000967385,0.000983624,-0.000744301,-5.39126e-05,-0.00641608,0.000965256,-0.00399026,0.00144979,0.0014797,-0.000732409,-0.057791,-0.0807625,-0.0157015,0.893956,-0.0551916,-0.00237408,-0.00562885,-8.00954e-05,-0.00111341,-0.0015177,-9.1818e-06,-0.0061681,-0.00185991,-0.00027977,-0.00575431,0.00124981,-0.00821987,-0.00606442,0.0468392,0.111544,-0.0426191,-0.00541353,0.150832,-0.000335658,0.101155,0.000100788,-1.87005e-05,-0.0632446,-0.0776351,0.129894
MbC,-6.56252e-07,8.57728e-05,-8.00616e-06,-1.46744e-06,2.73732e-05,-3.88162e-05,2.44873e-05,-1.05663e-05,4.10851e-06,2.82387e-05,6.86146e-05,4.29497e-05,-1.13441e-06,-0.000809979,-0.00203621,-0.00251076,-0.00133797,0.000500798,-0.00154461,0.000815089,0.00128843,0.00240137,8.93307e-05,-0.00190269,0.00789985,0.000563525,-0.000210954,0.000942599,0.00434287,0.00114255,-0.001112,0.00283813,-0.000258907,-3.75594e-05,-0.00557463,-0.00241563,-0.0190205,-0.000551323,0.00139667,-0.00639275,-0.130021,-0.10242,0.0366244,0.24758,0.974416,0.00255542,-0.00870422,2.93388e-06,0.000148648,0.00328168,-3.34773e-06,0.0132756,-0.00126797,-0.000237133,-0.00557303,0.0044479,-0.00707709,0.00549652,0.056732,0.0303072,-0.11183,0.0124355,0.069572,-8.3029e-05,0.0273296,0.00132121,0.000182361,0.0413218,-0.0961243,0.224915
MbPAR,-1.51226e-07,2.30094e-05,-1.35593e-05,-8.3095e-07,2.66216e-05,-0.000255456,3.03532e-05,0.000156644,4.17934e-06,2.93206e-05,1.49949e-05,3.13225e-05,-3.22358e-08,7.77816e-05,-0.00244789,-0.000172578,-0.00055649,8.59491e-05,-4.14247e-05,0.000295601,-0.00968223,0.000321949,0.000279085,-0.00341893,-0.00163441,0.000311392,0.000273019,0.000635463,0.000622818,0.000546986,0.000340145,0.00138908,7.92526e-05,0.000244591,-0.000788396,-0.00141951,-0.00476389,-0.00127695,-0.000685815,-0.000299867,-0.00684289,0.0452931,0.00805571,0.259501,-0.10158,0.998819,-0.00553323,0.000594652,2.41424e-05,0.00321998,6.18818e-05,0.000204338,-0.00142678,-0.000190239,-0.00332858,0.000505348,-0.00476567,0.0131733,0.0296371,0.0395497,-0.0537532,0.0213174,0.0677375,-0.000268768,0.0384195,0.000507703,-1.02612e-05,0.0389288,-0.0540276,0.158364
MbSCA,-1.28666e-06,0.00143097,-5.04925e-06,6.69929e-05,8.33741e-05,0.000145599,0.000736099,0.000881127,4.07156e-06,8.40151e-05,0.000131272,6.73534e-05,-3.55716e-06,-8.91514e-08,-0.0020743,0.00119894,-0.000619545,0.00163396,-0.004363,0.00049451,-0.0117868,-0.000186864,0.00039564,-0.00302097,-0.0188346,0.00158601,0.00212748,0.00387473,0.00104645,0.00874448,-0.0157983,-0.00544514,-0.0250243,0.00274178,0.00150785,-0.0583779,-0.0171628,-0.00444077,-0.00135664,-0.00124338,-0.0323427,0.0502067,0.0695955,0.208913,0.00388887,-0.000410315,0.990005,0.000392081,0.000176948,0.0028447,3.95295e-05,-0.00181195,-0.00161265,0.000175361,-0.00310968,0.00213653,-0.0102809,0.00434573,0.0556119,0.0371165,-0.0688661,0.00567432,0.0583419,-0.000253999,0.028321699999999998,0.00383057,0.000444385,0.191065,-0.0908659,0.156339
MbH,-3.35628e-07,-0.000102562,0.000991725,-1.26622e-05,-3.40622e-05,-0.00032657,-0.00012839,-0.00042393,-5.26296e-06,-5.09889e-06,-5.99813e-05,-4.63312e-05,1.78779e-07,5.40986e-05,0.000562885,0.000687184,0.0002413,-0.000388809,0.000618857,9.40612e-05,0.0102139,0.00592643,-0.000245977,-0.00287951,0.0125167,-0.000278299,-0.000892869,-0.000794525,0.0115743,-0.0119571,0.00822367,0.00263928,0.00152543,-0.000622911,0.00574639,0.00033996,0.0125633,0.000590941,0.00175045,0.00196824,-0.406573,-0.0571092,-0.0278131,-0.383521,-0.00374608,-0.0230606,-0.0724651,0.99922,-0.0105844,-0.00355472,-2.87699e-05,-0.0233003,0.00188261,-5.5368e-05,-0.00732305,0.0116316,-0.0202187,-0.0824495,0.143684,0.333105,0.243319,-0.115944,0.106768,0.000790554,1.44098,-0.000135239,6.99374e-05,-0.0497197,-0.207342,0.0525612
MbGRA,8.27775e-08,0.000218678,-0.0886722,1.00473e-05,-2.38156e-05,-0.000139585,7.84424e-06,-3.65287e-05,4.52742e-06,6.5089e-06,-7.72492e-06,4.73918e-05,2.73528e-07,2.06052e-05,-9.94009e-05,-0.000311444,-8.95603e-05,-5.00929e-05,-9.44453e-05,-0.000133518,-0.000498275,-0.000554487,-2.81446e-05,1.88311e-05,-0.00686878,-0.000360692,0.000325977,-0.000339184,0.00133966,-0.00338795,0.000698993,0.000191947,-0.00446601,0.000338294,-0.00158171,-9.26338e-06,-0.000987458,-0.0239146,-0.000902967,-0.00111367,-0.0566322,0.0917739,0.0345456,0.154539,-0.0274967,-0.0013901,-0.00610051,0.000350069,0.92235,0.00153113,3.55337e-05,-0.00342593,-0.00175082,-0.000368072,-0.0046494,0.000540009,-0.00988355,0.0025769,0.0528239,0.0755739,-0.0875296,0.00622984,0.104497,-0.000343612,0.0726224,0.000696491,-0.000109559,-0.0351865,-0.0894017,0.173339
MbSF,2.7894e-07,7.36546e-05,6.47858e-05,-1.10545e-06,-3.73915e-06,0.00158093,0.000135555,7.50395e-05,7.39529e-06,1.36256e-06,0.000325547,0.000498096,3.18764e-05,4.57508e-05,9.85108e-05,7.98659e-05,7.77066e-05,-0.0117737,8.83391e-05,-0.000475341,0.000296395,0.000527427,-2.87842e-05,1.56615e-05,-0.00135566,-7.21016e-05,0.000148078,-0.00082164,0.00182749,-0.00296365,0.000920675,-0.000532629,0.000137322,-0.000145298,-0.01367,0.00153238,0.00593558,0.00131943,0.000364084,0.000401455,-0.0694232,0.0111578,-0.0148205,-0.0651874,-0.026094,-0.00129957,-0.00264069,-3.49339e-05,-0.000671642,0.997781,-1.43687e-05,-0.0119186,-0.00165128,2.86333e-05,-0.00747771,-0.0149679,-0.00964598,0.102011,-0.0737388,0.183393,-0.0237935,0.118259,-0.00737167,-0.000939626,-0.00918051,-0.000320486,-2.24876e-05,-0.0609775,0.0890006,-0.0105231
MbPF,-4.10058e-06,4.45285e-05,0.0018858,-4.03128e-05,0.000158734,-7.61709e-05,0.000205569,0.00136915,6.3357e-05,0.000142746,4.92975e-06,3.99689e-06,-2.75463e-06,0.000257018,0.00134696,0.0015834,0.000648614,0.000516237,0.00118893,0.00110006,0.0142166,0.015929,-2.5733e-05,0.00326419,0.0361,0.0026779,-0.00044022,0.00860427,0.0302782,-0.0214272,0.023062,0.0124347,0.00496974,-0.00023451,0.0197953,0.0111535,0.0270498,0.00536006,0.00559464,0.00617373,-0.801896,-0.139941,-0.199454,-0.8271,0.0475506,-0.0400535,-0.123823,-0.00055102,-0.0179636,-0.0261695,0.9997780000000001,-0.135594,-0.0107141,-0.00363234,-0.0578505,-0.0888062,0.504971,0.985164,-2.3808,2.45263,-1.03731,1.74345,0.280348,-0.00440388,-0.0373826,0.00126266,0.000641455,-0.0119616,3.32958,1.44843
BO,-5.4338e-07,-2.70697e-05,2.80206e-05,-5.67458e-06,-7.02648e-06,-0.000385965,0.000447673,0.000115499,1.31532e-05,5.87731e-05,0.000270182,0.000103334,-1.19402e-06,-0.00117023,-0.000484348,0.000570638,0.00011168,0.000743006,0.000131108,0.000876641,0.00237572,-0.0426777,9.77815e-05,0.000181196,0.00270917,0.000200471,2.51007e-06,0.00133144,0.00664757,-0.000441262,-0.0332042,0.0100425,0.000711284,0.000934846,-0.0342328,-0.0154648,-0.030706,-0.00221243,-0.00473178,-0.00143957,-0.210085,0.0739262,-0.0115427,-0.067862,-0.0181943,-0.000260655,-0.00143383,-4.36014e-05,-0.000248349,-0.00184557,-1.44714e-05,0.976721,-0.00828513,-0.000269106,-0.0137027,0.00328988,0.00297415,0.00232281,0.00204755,0.177692,0.222563,0.0200451,0.0277967,-0.00150977,-0.00521108,0.00215442,0.000148091,0.00328423,-0.0175046,0.193729
EUP,1.72043e-06,9.31337e-06,9.74491e-07,1.86372e-05,-1.85889e-05,0.000690297,-0.00137118,0.000162002,-0.0011177,-0.00221887,-0.00028267,0.000143054,-1.29835e-06,1.41295e-06,4.23049e-05,-5.35672e-05,-8.20055e-06,-0.00320671,1.31712e-05,-0.00342369,-0.0345822,-0.0255694,0.000858691,-0.000918116,-0.0193934,0.000133722,-0.000909687,-0.0189096,0.00122465,-0.00970262,0.000638381,0.00456881,-0.000425765,0.00132235,-0.00135113,-0.00120005,-0.015584,0.000200709,-0.0019175,-0.00183573,-0.0437039,-0.00185097,-0.000526859,0.000768214,-0.000321141,2.10411e-06,1.56324e-05,3.20026e-06,1.02382e-05,-2.74949e-05,1.02489e-06,-0.00184106,0.874211,-0.000375953,-0.00534942,-0.0209707,0.17496,0.141981,0.14143,-0.00311687,0.00492442,0.0940706,-0.0109075,0.174322,-0.00433906,0.00118451,-0.00107249,-0.00774154,-0.0765656,-0.0411999
ZG,-1.14908e-07,-5.57522e-05,2.38667e-06,1.43325e-07,-2.29902e-05,0.0100045,-3.92081e-05,-0.00121773,-9.44419e-06,2.46524e-05,-8.20777e-05,-0.000135975,-8.91246e-06,-8.15121e-06,1.32337e-05,3.466e-05,7.93787e-06,0.00332515,8.86157e-06,0.000111741,5.85151e-05,0.000438523,6.90403e-05,3.50188e-05,5.31617e-05,-0.135302,0.00153025,-0.00196744,0.0014287,-0.00200397,0.000183231,0.000499978,3.925e-05,0.000259127,0.00115266,-0.000310925,-0.000423356,-0.00019103,8.871e-05,0.000231943,-0.000233598,-0.00706289,-0.00162426,-0.00352026,-0.000755208,-7.1253e-06,-0.000146376,-1.1386e-06,7.04441e-06,4.64327e-06,-2.08923e-07,0.000575467,-0.00832211,0.962599,-0.0147256,0.052164,0.142085,0.0904278,0.0787692,-0.000829297,-0.0283683,0.101516,0.00861676,0.000682606,0.00142727,6.14716e-05,1.63809e-05,0.0102058,-0.0183756,0.0559544
ZL,1.39206e-06,-0.00190992,3.58259e-06,4.08169e-05,8.36059e-05,0.00234752,0.000187975,-7.85174e-05,-3.34772e-06,5.58544e-05,0.000578337,0.000692527,2.40291e-05,1.00949e-07,-0.000157259,5.19236e-05,0.000145919,-0.00847771,3.58426e-05,-0.00105248,0.001664,0.00102018,-2.9404e-05,6.20809e-05,-0.0080588,-0.0180968,0.000711847,-0.0162824,-0.0102055,0.0804072,0.000458056,0.00156044,-5.78672e-05,-0.00261294,-0.105385,-0.00100702,-0.00268747,-8.45852e-05,-0.00155939,-0.0055323,-0.0235778,-0.00641599,-0.00311196,-0.0110148,-0.000541425,2.5064e-05,1.57111e-05,-3.92379e-06,1.07685e-05,-0.000389751,-1.93349e-06,-0.00257357,-0.00800053,-0.00900459,0.961718,0.034377,0.112902,0.0833609,0.189501,0.019129,-0.0362714,0.106462,0.00707912,-1.39964e-05,0.000400391,0.000295859,0.000199064,0.00448566,0.0361283,0.0405485
ZM,2.62738e-06,-0.000258538,8.58003e-07,3.37209e-05,9.2894e-06,0.000288475,0.000937696,-0.00705224,-0.000155686,0.00016309,2.24699e-05,-3.31608e-05,-1.10789e-06,-7.40152e-05,3.33677e-05,2.41503e-06,-5.93299e-06,0.000755104,-8.24475e-06,-3.13286e-05,-0.00179709,0.00252502,0.000349988,-0.000363417,-0.0248839,-0.00230146,0.000967563,-0.0339933,-0.0023046,-0.0483332,0.000464048,0.000490678,0.000176848,0.00138945,0.00136637,-0.000849864,-0.000418721,-4.56495e-05,-0.000183948,-0.000218414,-0.028678,-0.00033213,-0.00010083,0.00733169,-0.000167962,-7.40792e-06,-0.000155986,4.23968e-06,1.73365e-05,-2.22074e-05,1.32281e-06,-0.000201996,-0.0555383,-0.00460932,-0.0140375,0.884169,0.0223529,0.456723,0.118746,-0.00152814,0.0372735,-0.0296711,-0.019364,0.024288,-0.00550879,0.000138458,0.000114811,0.00407776,-0.0838465,-0.0913136
