CUT2,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Dalatiaslicha,Dipturusoxyrinchus,Myliobatisaquila,RSHC1,RSSC1,Rajaasterias,Rajapolystigma,SSHC1,SSSC1,SSSC2,Scyliorhinuscanicula,Torpedomarmorata,DC,SPOM,BD
Dalatiaslicha,1.28413e-05,0.0155626,-0.000265102,0.00125264,0.00262698,-0.000238501,-0.00877988,-0.00894979,-0.00145617,-0.00316427,-0.00273172,0.00127182,-3.08406e-05,0.000518295,0.00511732,0.00208262,-0.000977242,-0.00643158,-0.00333759,0.0471563,-0.0528343,0.317044,0.000289003,0.0295652,1.05683,-0.0115787,-0.07317,-0.0634855,-0.106634,-0.0642207,0.0550868,1.76152,0.0267783,-0.275055,0.645538,0.000271495,0.959749,0.0145803,-0.0138402,-0.019152,3.5388,0.402714,0.00889405,-0.0462105,0.0758714,0.000347994,0.0194805,-0.000164989,-0.00139515,-0.00293191,-1.41608e-05,0.0357526,1.14948,0.0203886,0.098984,0.0780371,0.0759983,0.920752,0.667758,0.356941,0.233128,0.564703,0.214909,0.122971,0.173287,-0.000640457,0.832445,-0.000888678,-0.000141288,-0.0117274,-0.000255662,-0.000341323,-3.88378e-05,0.280825,3.81402,0.482603,0.185362,0.00435894,-0.546293,-1.20629,0.891435
Dipturusoxyrinchus,8.61924e-07,-0.00103313,-0.000200938,-2.39897e-05,-0.000609623,-0.00439023,-0.00153608,0.00301643,-0.000217295,-0.000509121,0.00574537,0.00516952,0.000624009,-6.91067e-05,-0.000157256,-0.00324744,-0.000286483,0.0237916,-0.0007208,0.050792,0.0348322,-0.0140532,0.032313,-0.00522425,-0.049082,-0.00194418,0.0033424,-0.0113336,-0.017424,-0.0126488,0.155587,-0.00137641,-0.00140022,0.00295746,0.128022,0.147945,0.00315658,0.0297054,-0.00136676,-0.0110228,0.610601,0.953707,0.0341711,0.0833984,0.00827633,-0.00128674,-0.00606964,-7.27637e-05,-0.00160309,-0.000455536,-7.64579e-06,-0.00865553,0.194329,-0.00152357,0.0168975,0.0528979,0.00911529,0.184079,0.0198458,0.096469,0.0410001,0.141965,0.0899884,0.104301,0.0926383,-7.39957e-05,5.71114e-06,0.99915,-0.000217566,0.0153571,-0.000542245,-0.000342745,-6.15898e-05,-0.00343199,-0.000242427,-0.00111513,-0.00104735,-8.83877e-05,0.0515935,-0.253866,0.327935
Myliobatisaquila,-4.13527e-06,0.00136849,-0.00141441,0.000125027,0.000775519,0.00444572,-0.00664774,-0.00199701,-4.43203e-05,-9.72357e-05,-0.00347186,-6.87982e-05,2.99739e-05,0.00537569,0.106352,0.00119252,0.00910352,-0.00807516,0.00555855,-0.0108985,-0.0517892,0.501951,-0.00477457,-0.0129103,0.152645,0.00242891,-0.00495225,-0.0260273,0.00621423,0.0220719,-0.0607124,-0.0414482,-0.0178861,0.00184819,0.00353498,0.551136,-0.188767,0.242857,-0.077021,-0.0599562,0.361706,5.66884,0.584676,0.477387,-0.00682595,-0.00800841,-0.0638407,-0.00029906,-0.00957359,-0.000807251,-3.64286e-05,-0.0960431,0.045999,-0.00184608,-0.0430407,-0.000267874,-0.0834922,0.412239,-0.616666,0.239477,0.00906784,0.202222,0.382218,0.565068,0.401738,-0.00109419,-1.05389e-05,-0.00289261,0.998591,-0.0588408,-0.00314986,-0.00387751,-0.00033408,-0.00978385,0.000741734,-0.00016178,-0.00300615,-0.00152579,0.991526,-0.709426,1.4807
RSHC1,-4.61896e-07,-0.0012752,-0.000345779,-6.74693e-05,-0.000203379,-0.00411427,-0.00221495,0.00158701,-1.53525e-05,0.00301743,0.00826515,0.00592671,-8.05042e-05,0.000841937,0.0160857,-0.000978345,0.00153388,0.0272559,0.000937467,0.00424819,0.00696772,0.0817533,-0.000860569,-0.00303557,0.0622865,-0.00113209,-0.00451235,-0.00334795,0.0097227,-0.0041749,-0.00864407,-0.0111322,0.000183608,0.0109215,0.014741,0.147171,-0.00482614,0.0971392,-0.00342849,0.00204136,0.180019,0.241304,0.0248271,0.0124159,0.00523841,-0.00019162,0.00118265,-2.16218e-05,-0.000692018,-8.49462e-05,-1.50398e-06,0.00132138,0.0160811,-0.000493735,0.00468913,0.00886074,-0.0106792,0.103635,0.0195832,-0.00197276,0.00354412,0.01773,0.0252902,0.0219139,0.0292991,-0.000185524,8.0465e-07,-0.000802574,-0.000104692,0.989168,-0.000153739,-0.000976544,-6.62058e-05,-0.00235372,1.53103e-05,-0.000154435,-0.00070849,-0.000253192,-0.0114215,-0.148021,0.0857729
RSSC1,-3.02981e-06,0.000359563,-0.000308405,2.23234e-05,0.000242213,-0.000826397,-0.000312103,0.00333653,7.70384e-06,0.000117442,-0.000121601,0.000970899,8.86257e-05,-0.000430671,-0.00259356,-0.00240658,-0.00150817,-0.000702128,-0.001463,0.00266074,-0.000563505,-0.0123899,0.00308649,-0.010963,-0.166998,-0.000977687,0.012487,-0.00104177,0.00548434,0.0121044,-0.0174177,0.00297297,-0.00532886,0.00655431,0.0217216,-0.0289273,-0.111981,-0.0285486,-0.0580922,-0.0459973,-0.0635007,4.51271,0.159343,0.381609,0.00224793,-0.00631948,-0.053989,-0.000205376,-0.00651026,-0.000843033,-2.3309e-05,-0.10411,0.00712815,-0.00157533,-0.0275819,-0.00409944,-0.0700632,0.346711,-0.504184,0.00968225,0.00114068,0.00548792,0.248074,0.399062,0.270724,-0.000144913,-1.59245e-05,-0.00207852,-0.000906604,-0.0161788,0.997493,-8.60441e-05,-4.84995e-05,0.000476436,0.000476984,0.000163559,-0.000369239,1.46842e-05,0.504756,-0.570824,0.902675
Rajaasterias,-5.98031e-06,-0.000161574,-0.00575471,-3.73856e-06,0.000345717,-0.00390534,-0.00347837,-0.00333546,-1.92962e-05,-0.000313003,-0.00217633,-0.00457721,-3.53291e-05,0.0179046,0.328086,-0.00153517,0.00424105,0.0157223,0.00261734,-0.00882332,-0.0612908,0.191906,-0.00983932,-0.0529553,0.109441,0.00160606,-0.00685373,-0.012106,0.125278,0.00199459,-0.0854308,-0.018201,-0.00635269,-0.000551814,-0.0223846,0.353916,-0.0389284,1.7801,-0.00652088,-0.00486886,0.664924,0.311089,0.192453,0.0331844,0.0197213,0.000714781,0.00117841,-7.37809e-05,-0.00570426,0.000322346,-6.86351e-06,0.0202603,0.0164625,-0.000310278,0.00234121,-0.00798439,-0.0416449,0.121854,0.0324933,0.200883,0.00290258,0.197207,0.0791362,0.0792185,0.114786,-0.00112974,-4.44511e-06,-0.000640724,-0.00062917,-0.0922272,-0.000180682,0.983877,-0.000305647,-0.0220847,0.000405755,0.000340464,-0.00341218,-0.000841915,0.318692,-0.213778,0.380254
Rajapolystigma,5.0422e-05,0.00546725,-0.00344782,0.00127245,0.00307566,0.0509144,-0.0562607,-0.0174941,-0.000368258,-0.00172216,-0.0143156,0.00393924,0.0004688,0.0178579,0.350475,-0.309325,0.0255962,-0.182159,0.0182144,-0.00508243,-0.628735,3.90514,-0.0184929,-0.0901324,0.914167,0.0280926,-0.0407365,-0.628994,-0.0823585,0.0453461,-0.294443,-0.328407,-0.088464,-0.00103645,-0.146142,14.7502,-0.40852,0.948783,-0.0676884,-0.0439189,4.33272,3.81416,0.459974,0.115948,-0.0156223,-0.00639352,0.205105,-0.000570957,-0.0085349,0.00123118,-5.3436e-05,0.370224,0.409958,0.00175038,-0.126511,-0.378193,-0.1338,-0.117807,0.133986,2.12555,0.0668254,1.6536,0.554847,0.836797,1.10873,-0.00790313,-3.70191e-05,-0.00889618,-0.00354609,-0.422104,-0.00226647,-0.0207702,0.994778,-0.0779543,0.00350553,-0.0037131,-0.0179613,-0.01161,2.61839,-0.235236,3.58619
SSHC1,-4.87193e-06,-0.00051838,-0.00024445,-5.19887e-05,-0.000489511,-0.0044767,0.00114864,0.0279367,-4.72149e-05,0.00163111,0.00409186,0.00651927,-6.27386e-05,0.00110437,0.0175984,0.00269968,6.32116e-05,0.0211257,-0.000460164,-0.00611207,0.0385218,0.184331,0.00596907,0.135245,-0.0227695,-0.00140746,0.000320296,-0.0030584,0.00965326,0.08248,0.185488,-0.027648,0.000563564,-0.00169737,-0.00504939,0.0546732,0.00521152,0.0696004,-0.00133715,0.00101131,0.212505,0.0843858,0.01771,0.0220929,0.00973346,0.000237565,0.00557333,-1.21224e-05,-0.000445253,-0.000344521,-1.35174e-06,0.0201932,0.0292622,-0.000591232,-0.00760915,0.0349645,-0.00368842,0.0939543,0.0432904,0.0127558,0.00723882,0.0396641,0.0240283,0.0154515,0.0220794,-0.000254641,-0.000129008,-0.00025514,-6.77145e-05,-0.00855191,-5.46353e-05,-0.000784995,-4.16055e-05,0.986435,-0.0112559,-0.0169816,-0.00255888,-0.000693561,-0.0796385,-0.125387,0.0752844
SSSC1,1.84231e-06,0.00298307,-2.01736e-05,0.000223666,0.000444222,0.000480707,-0.00126961,-0.00270967,-0.000298888,-0.000693465,-0.000681076,-9.68512e-05,5.55103e-06,8.59679e-06,0.000166634,-0.00018768,-0.000228656,-0.00227025,-0.000430567,-0.0048307,-0.0113119,0.0240481,0.000359023,0.000921311,0.205678,-0.00114752,-0.013913,-0.0120773,-0.00511383,-0.00821127,-0.00288032,0.2366,0.000505869,-0.0463434,0.111547,0.000854294,0.0394748,0.00187776,-0.00120696,-0.00209252,0.130246,0.0497484,4.07062e-05,-0.00601511,0.0069229,7.65557e-05,0.00313095,-8.17994e-06,-0.000142807,-0.000253643,2.57561e-08,0.00216323,0.227291,-0.00179801,0.0173098,0.0190289,0.0323503,0.136797,0.0280936,0.00575795,0.0462714,0.0471051,0.00940039,0.00299171,0.0068524,-8.57523e-05,-0.035666,-8.71436e-05,-1.66321e-05,-0.00125727,-3.16195e-05,-3.75882e-05,-3.94499e-06,0.0146637,0.831715,-0.0238695,0.00958263,0.000210269,-0.0982717,-0.158711,0.0468679
SSSC2,1.47176e-06,0.00218468,-4.14953e-05,0.000165274,0.00031404,-0.00130889,-0.00170669,-0.000366598,1.99474e-05,1.97325e-05,-4.24239e-05,0.000125131,-6.51411e-05,0.000225422,0.000845033,0.00238144,0.000454229,0.00142384,-0.000499271,0.0989744,0.00286626,0.133299,-0.00330546,0.00363006,0.0336598,-0.00113741,-0.00343103,-0.00520811,-0.0184419,-0.00950083,0.0808379,0.172661,0.00176088,-0.0356747,0.0264415,0.00273842,0.0595674,0.00303601,-0.00168025,-0.00152594,0.607103,0.0568405,0.000626645,-0.0047406,0.010892,6.13166e-05,0.00292027,-2.79322e-05,-0.000217285,-0.000525885,-2.67402e-06,0.0101772,0.0282661,-0.000678491,0.00386449,-1.80241e-05,-0.023378,0.0985355,0.121122,0.0376515,0.0056055,0.0530679,0.0370382,0.019952,0.0293717,-0.000139492,-0.00481354,-0.000225597,-2.7136e-05,-0.00285125,-3.90419e-05,-7.71221e-05,-1.26827e-05,0.0376688,-0.0251038,0.992877,0.0255406,0.000320175,-0.0898516,-0.153879,0.13436
Scyliorhinuscanicula,-6.95069e-06,-0.0107506,-0.000288198,-0.000558871,0.000204554,-0.00103453,-0.00295718,-0.00202034,-8.81659e-05,0.000483292,0.00226659,0.00430834,-2.28235e-05,0.00386873,0.0121597,0.003251,-0.000234977,0.00246122,-0.000463237,0.00167383,0.40559,0.169379,-0.008696,0.00310687,0.0203904,-0.00143794,-0.0035734,0.0017095,0.00542638,-0.0225483,0.051171,-0.0296643,0.208226,-0.0133269,0.0451468,0.0270237,-0.00629179,0.0018844,-0.00154902,-0.00146902,0.218758,0.0967635,0.00603747,0.0209863,0.00822865,0.00016612,0.0131969,-1.52165e-05,-0.000494396,-0.000431465,-1.04954e-06,0.0110604,0.067475,-2.7491e-05,0.00525469,0.0181495,0.00642925,0.0912466,0.0383415,0.0109391,0.014229,0.0336971,0.0221425,0.018591,0.022729,-0.000184696,-0.000158379,-0.000149439,-4.82166e-05,-0.0056509,-5.89602e-05,-0.000253119,-2.5538e-05,-0.00540549,-0.0147598,-0.0215049,0.988682,-0.000562127,-0.103131,-0.121687,0.0894005
Torpedomarmorata,-4.09377e-06,-9.94396e-05,2.42195e-05,0.000172603,-0.000165445,0.00123532,-0.0255219,-0.00517278,-0.000516039,0.0029068,-0.00175283,0.0158723,-9.35153e-05,0.00122763,0.0401167,0.00978979,-0.00178024,0.02087,-0.00111475,-0.0350753,-0.121751,3.49984,-0.0109883,-0.0111034,-0.114229,-0.00102262,0.00385644,-0.0129042,-0.0282281,-0.00735759,0.480463,-0.308671,-0.0608998,-0.00105537,-0.0364793,0.0802693,-0.0829215,-0.00107478,-0.00494019,-0.00208593,0.933754,0.184317,0.0070596,-0.0568975,0.0157817,0.000153634,0.00372201,-7.10897e-05,-0.000481258,-0.00167091,-1.07711e-05,0.192719,0.404046,-0.00153417,-0.0206552,-0.0534781,0.0685345,0.0248779,0.254151,0.2951,0.0788335,0.235771,0.092196,0.104311,0.0630303,-0.0031661,-0.000163379,-0.000512588,-0.000410387,-0.0427331,-0.000117492,-0.0015623,-0.000301613,-0.0416026,-0.0100221,-0.0235607,-0.013023,0.98995,-0.18029,-0.0395773,0.577679
DC,-6.42477e-06,0.000536349,9.41004e-05,1.41002e-06,0.000561931,0.00212403,0.00091106,0.00170919,-2.57234e-05,0.000147577,0.000250392,0.000271534,-4.75608e-06,4.89842e-05,0.000901373,0.00132149,0.000250974,0.00172629,0.000331937,0.0018371,0.0143211,0.01515,0.000221279,0.00363393,0.0701806,0.00829056,-0.000240951,0.00857456,0.00320742,0.0449398,0.0100258,0.016846,0.00193942,0.000972094,0.0263155,-0.0139726,-0.0517488,-0.0133585,-0.0010199,0.00205035,0.11142,-0.229126,0.0168355,0.0728631,-0.0411598,-0.00106882,-0.0159104,1.50984e-05,0.000707214,0.0029567,3.38034e-07,0.00580754,0.0156862,0.00218903,0.00462131,0.0213113,0.0105439,0.0115529,0.0725144,0.00429431,0.00400553,0.0187918,0.00877101,-0.0105532,-0.000471991,-3.62089e-05,-5.05317e-06,0.000154947,3.53003e-05,0.00324718,0.000147422,8.02337e-05,1.13501e-06,0.000727857,0.000154079,0.000140128,0.000392225,-3.39657e-05,0.928078,0.00122375,-0.0620409
SPOM,-1.91989e-07,1.53945e-05,2.73251e-06,-1.0653e-06,1.97228e-05,6.96552e-05,2.35792e-05,0.000182184,5.55172e-06,1.35446e-05,1.23641e-05,1.50448e-05,-9.75744e-09,5.36175e-06,3.733e-05,3.07935e-05,5.82659e-06,5.53223e-06,-6.0557e-06,0.000142042,-0.000168542,-5.71252e-05,4.38299e-05,0.000125098,0.00405835,0.000113052,-6.76244e-05,0.000784813,0.00111034,-0.000929963,0.000728079,0.00074826,8.83765e-05,-6.82344e-06,-6.28188e-05,-0.000472089,0.00040868,1.85263e-05,0.000109864,-4.11199e-05,-0.018769,0.00565922,-0.00328723,0.00643306,0.00119906,5.00507e-06,0.000171125,3.82008e-07,2.6545e-05,-0.000257714,-3.12077e-06,-0.000422064,-0.00130919,-0.000140803,0.00312557,-0.01489,0.0739642,-0.369405,0.0261079,0.21324,-0.000680435,0.12252,-0.000636048,0.0146737,0.00336306,-9.1115e-07,-1.39588e-07,2.22868e-07,-8.32993e-07,0.000107156,-2.3966e-06,4.19795e-07,7.56153e-08,2.61545e-05,6.86365e-06,1.21355e-05,1.91651e-05,4.06176e-07,0.000764038,0.536625,-0.0551157
BD,-4.27683e-07,1.75425e-05,5.87603e-06,-1.91168e-06,1.67333e-05,-1.95393e-05,7.44885e-05,0.000221544,1.26329e-05,2.09483e-05,3.31581e-05,1.14352e-05,-6.50474e-07,-9.07478e-06,-3.99018e-05,0.000166898,4.63101e-05,0.000295171,6.08907e-05,-7.9788e-05,-0.00166427,-0.000615041,6.16931e-05,2.22279e-05,-0.00781471,0.000275484,0.000620121,0.00132264,-1.44371e-05,-0.00595253,-0.00028897,0.000755053,9.11009e-05,0.000344995,-0.00196845,-0.0012769,0.000265653,-0.000450801,0.00039161,0.000724658,0.0268312,-0.022829,-0.00622414,-0.0453917,-0.00295791,6.70456e-06,-7.22092e-05,-1.73788e-05,-6.29219e-05,-0.00018342,-3.61533e-06,0.00384316,-0.00254823,-0.00103949,-0.00684027,-0.00189297,-0.000160468,0.0246493,-0.295997,0.136295,-0.000555828,0.0833692,-0.00186789,0.0983073,0.019224,4.57425e-06,-1.47386e-06,1.31793e-05,5.30152e-06,0.000290334,1.34894e-05,7.47848e-06,7.92376e-07,7.0821e-05,2.0268e-05,5.11373e-06,4.6645e-05,2.72506e-06,0.00305301,-0.0773108,0.596837
