TOT,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,Bathyrajabrachyurops,Chimaeramonstrosa,Dalatiaslicha,Dipturusoxyrinchus,Etmopterusspinax,Galeusmelastomus,Mustelusasterias,Mustelusmustelus,Myliobatisaquila,RSH,RSS,Rajaasterias,Rajaclavata,Rajamiraletus,Rajapolystigma,SSH,SSS,Scyliorhinuscanicula,Squalusblainville,Torpedomarmorata,Torpedotorpedo,DC,SPOM,BD
SB,0.998222,0.0322423,0.000186867,-0.0166674,-0.00588877,-0.105053,-0.0283514,-0.0619387,-0.00389555,-0.00751095,0.0173038,0.0239244,0.00178888,-0.00197206,-0.00461884,-0.0101849,-0.000357624,-0.683243,-0.000998777,-0.0659963,3.25984,0.263838,-0.0379391,0.399612,-0.620399,-0.0343648,0.00598682,13.9562,5.92992,3.59092,-0.100984,-0.0486026,-0.202147,-0.333597,-0.107391,0.37465,-0.162814,-0.0145315,-0.0181318,-0.0130203,5.42373,-0.316552,0.00582493,-0.0424587,-0.0163178,0.000284679,-0.0200851,-0.000177544,0.000653185,-0.00366678,-8.37438e-06,0.00457763,1.13156,-0.0731846,0.257316,8.55568,5.53019,5.2964,1.07227,4.56033,0.57849,7.99147,0.281076,0.0352642,0.249793,-0.000126165,0.000164219,-6.19596e-05,-0.000456839,0.000190715,-0.0003652,-0.00104176,-0.0203745,-3.30583e-05,-0.00292185,1.24312e-05,-0.00131632,-0.0116768,-0.00435455,-0.0001458,-0.00507551,0.000369024,-0.0125601,-0.000640491,-0.000738864,-0.00193155,1.36127,-2.71222,0.941394
MM,-4.81198e-06,0.967132,-0.000186692,-0.00206267,-0.0041209,-0.0159617,-0.00557192,-0.00248247,-4.99976e-05,-0.000220333,-0.00157969,-0.00176182,-9.288e-05,-2.70956e-05,-0.000102084,4.18771e-05,-2.79067e-05,0.0315076,0.00268577,0.0107327,0.0363474,0.0344243,0.0169735,0.00241695,0.175081,-0.00607969,0.0529215,0.0367158,0.00647525,0.045043,0.00344619,0.0143222,0.133407,0.286346,0.0223117,0.00276123,0.0110754,0.00273748,-0.000730944,-0.00151465,0.106748,0.0416505,-0.000587806,0.00151604,0.00584868,6.32762e-05,0.00861098,-6.88655e-06,-0.00027278,-0.000151557,-1.8391e-07,0.00103288,0.0184274,-0.00302986,0.148415,0.100905,0.0835761,0.150847,0.0181465,0.0260333,0.00786799,0.0690253,0.0116064,0.00494819,0.0100991,-9.33165e-05,-2.04262e-05,-3.08677e-06,-0.000106019,-3.75506e-05,0.000466733,-5.62876e-05,-0.000593715,-1.63355e-05,-0.000319323,-6.35422e-06,-4.78574e-05,-0.00276074,-0.000650309,-5.32178e-06,-0.000414297,1.14846e-05,-0.00495697,8.41633e-05,-0.000104887,-2.866e-05,-0.078803,-0.107071,0.0410649
TUR,3.48209e-07,-0.00235939,0.921838,-0.000111678,2.30451e-05,-0.000298728,-0.00121565,-0.000314444,1.15376e-05,-9.8811e-06,-0.000142944,-0.000447542,2.11582e-06,-6.91854e-05,-0.0015276,-0.000377941,-0.000435443,-0.000470762,-0.000165249,-9.23891e-05,-0.00633107,-0.00105786,0.000105543,-0.00814038,-0.0307091,-0.000770971,0.00146532,0.00169474,-0.00275153,-0.00887734,-0.0176399,-0.00205044,0.0436164,-0.00139436,-0.00830976,-0.00750381,-0.00862763,0.236054,-0.00406465,-0.00457309,0.169779,0.300306,0.320882,0.118753,-0.0303538,-0.00159273,-0.00802921,0.000250086,0.800727,0.000735928,2.6207e-05,-0.00986497,-0.0025827,-0.000770065,-0.0106948,-0.00972925,-0.0292163,0.0921429,-0.127563,0.0844876,-0.000951067,0.0707469,0.11378,0.133952,0.145748,-6.32484e-05,-0.000138624,-3.88175e-06,-0.000189868,1.02983e-05,6.67353e-05,4.71421e-06,-0.00147316,-0.000103914,-0.00153744,-3.07359e-05,-0.00152578,-0.00182804,-0.00608831,-1.47171e-05,-1.16947e-06,3.44433e-05,-0.00143002,1.01834e-07,9.54509e-06,3.41481e-05,-0.0392988,-0.169518,0.366379
XIP,-4.85448e-05,-0.0382364,-0.000189517,0.996854,-0.00483113,-0.00824899,0.0268261,0.00792709,-5.58585e-05,-0.000192662,7.31811e-05,0.000430045,5.66706e-05,-7.86839e-05,-0.000460554,-0.00020586,0.000332022,-0.0243886,-0.000321218,0.0121144,0.0190145,0.0181456,-1.93678e-05,0.00343386,0.183811,-0.00337678,-0.0070761,0.420402,0.142475,-0.0132894,0.0480865,0.0171169,0.134356,0.376253,0.0210785,0.0128318,0.012825,0.00121562,-0.000905119,-0.00157099,0.228276,0.0495869,0.0014868,6.35721e-05,0.00711899,6.18005e-05,0.00890531,-1.0175e-05,-0.000291669,-0.000463824,-1.40775e-07,0.00258901,0.0345496,-0.00236881,0.0378633,0.222639,0.113228,0.185878,0.0562807,0.0235088,0.0160121,0.136031,0.0160017,0.00183367,0.0139603,-7.65082e-05,-2.41882e-05,-8.62561e-06,-0.000142552,-4.14302e-05,0.000671262,-0.000123529,-0.00102715,-1.77301e-05,-0.000321823,-8.03371e-06,-6.00034e-05,-0.00341979,-0.000731318,-7.53827e-06,-0.000565795,1.10174e-05,-0.00500166,6.18393e-05,-9.43232e-05,-9.21815e-05,-0.0824276,-0.154076,0.0343462
THU,-3.79935e-06,-0.00763012,-1.12391e-05,-0.000486334,0.998115,-0.0119835,0.00941859,0.0123191,-2.58548e-05,-0.000115327,-0.000887592,-0.00122456,-7.49869e-05,2.52984e-05,0.000302457,5.65359e-06,3.62484e-06,0.025852,-5.62667e-05,0.00756316,0.0156458,0.00451597,0.0290704,0.00638874,0.0931307,-0.00244689,0.0398487,0.0269395,0.0177223,-0.00256608,0.00063233,-0.00308406,-0.000544008,0.0737394,0.00850281,0.00313949,0.00435631,0.00124365,-0.000177726,-0.000283936,0.0465299,0.0278365,0.000242553,-0.00452753,0.00401252,8.9935e-05,0.0015653,-2.81791e-06,-8.00236e-05,-9.24568e-05,3.64771e-07,-0.000389449,0.0134851,-0.000549236,0.00876959,0.0395299,0.00861422,0.0789304,0.0165172,-0.0254594,0.00428624,0.00749739,0.00321605,-0.00379618,0.00163685,-4.03228e-05,-1.40399e-05,-3.33045e-07,-8.2645e-05,-3.36906e-06,3.98795e-05,-3.61588e-05,-0.000705116,-8.5805e-06,-0.000160977,-4.53561e-06,-2.97198e-05,-0.000939424,-0.00038936,-2.27252e-06,-9.26476e-05,-1.4751e-05,-0.000241205,-2.86875e-05,-1.65765e-05,-6.26019e-06,-0.0751337,-0.0941054,-0.00130804
LPL,-1.12189e-05,-0.00620413,-1.67058e-05,-0.000242104,-0.00227469,0.917947,0.0122752,0.0206377,-7.38543e-05,-0.00017257,-0.00891597,-0.0134644,-0.000876002,-3.80231e-05,-0.000260268,-0.000291402,-1.64383e-05,0.323324,-0.000100697,0.00445391,0.00763694,-0.00181846,-1.20853e-05,-0.000951619,0.146549,0.12191,0.127911,0.0498891,0.118342,-0.00612712,-0.000875528,0.0158879,0.00123556,0.00701287,-0.00880808,0.0104813,0.00801697,0.000234768,-0.00072447,0.00155525,0.150144,0.0498107,0.000666424,-0.00830833,0.00546257,0.000163498,0.00199212,-8.20528e-06,-0.000127537,0.00117505,-1.55054e-07,-0.0018813,0.0201399,0.0320376,0.0792094,0.103301,0.116185,0.168082,0.0338245,0.0204086,0.00836288,0.0638855,0.010991,-0.000567929,0.00697241,-0.000104448,-2.43567e-05,1.37626e-05,-6.06609e-05,-5.72334e-05,-0.000356067,-7.2087e-05,-0.000664491,-1.52822e-05,-0.00045822,-5.80969e-06,-7.04462e-05,-0.0018248,-0.000584791,-5.02617e-06,-0.000102048,-0.000155337,-0.000271316,-0.000109765,1.13033e-06,5.9946e-05,-0.0879167,-0.126211,0.0215001
MPL,-3.54274e-06,-0.00275316,-6.98301e-05,-0.00176823,-0.00621766,-0.0681905,0.972809,0.214549,-0.000212125,-0.000428651,-0.00247806,-0.002595,-0.000159666,-8.79857e-05,-0.000735491,-0.000738324,-0.00014335,0.0580346,-7.89483e-05,-0.000170606,-0.01173,0.129226,-0.00902825,-0.00151137,0.139093,-0.0113246,-0.0203565,0.0300186,0.010485,-0.0170335,-0.00326318,-0.00366733,0.0334149,0.005611,-0.00414744,0.0194752,-0.00028875,0.000830851,-0.000815139,-0.000678391,0.0864703,0.0522562,0.0324278,-0.00688094,0.00327623,2.62011e-05,0.00308713,-6.71038e-06,-0.000216173,-7.88756e-05,-5.70461e-08,0.00432997,0.125331,-5.81715e-06,0.00671469,0.176774,0.0679059,0.13126,0.0297276,0.0117437,0.032255,0.115729,0.0103109,-0.00131509,0.00549188,-0.000172436,-2.53969e-05,1.05231e-05,-4.78661e-05,1.22986e-06,-0.000239848,-0.000851748,-0.00456563,-2.88203e-05,-0.000610136,-5.66967e-06,-6.4205e-05,-0.00174661,-0.00108502,-1.73199e-05,-0.0017136,2.29211e-05,-0.00261516,-0.000163865,-0.000461557,-0.000106075,-0.0822782,-0.119244,0.014162
SPL,3.1478e-06,0.00142688,-1.67463e-06,0.000110733,-0.000497052,-0.0143319,-0.0970443,0.965803,-0.000100317,8.59376e-05,0.000225917,0.000554085,4.37971e-05,-0.000113355,-0.000772412,-8.43828e-05,-4.97375e-05,-0.014961,-1.9418e-05,-0.00302533,-0.0213515,-0.0174481,-0.0389351,-0.0022616,0.151342,-0.0045681,-0.0140574,-0.0325842,-0.00792542,-0.0401907,-0.0022489,-0.00408826,-0.00292338,-0.00609909,-0.000889112,-0.00398191,0.000934708,-0.000509247,-1.73943e-05,-0.000484528,-0.00272234,0.0161254,0.0078041,0.000112257,0.00143499,2.09201e-05,0.000673239,1.02138e-06,-4.32186e-05,-0.000233662,1.05644e-06,-0.00190846,-0.0550722,-0.000536955,-0.013323399999999999,0.663633,0.00585028,0.122378,0.0241369,-0.0317218,0.0155301,0.331722,0.000314447,-0.0129875,-0.00320602,-2.5849e-05,-8.20777e-06,7.17887e-06,4.66828e-05,-6.74429e-06,-0.000111042,-0.000172264,-0.00623934,-3.61166e-06,-3.2069e-05,-5.19908e-08,1.24501e-05,-0.00220227,-6.60237e-05,1.70516e-06,-0.000202933,2.47003e-05,0.000229659,7.91532e-05,5.29935e-05,2.59092e-05,-0.0413723,-0.116011,-0.046992
HAK,3.1574e-06,-0.000168689,3.95261e-07,1.14475e-05,-8.20046e-06,0.00149205,-0.000668636,-0.00354679,0.99888,-0.00192884,-0.00297023,0.000278441,-0.000272792,-6.7879e-05,5.28059e-05,-0.000383351,-9.61923e-05,-0.00660225,5.50536e-07,-0.016659,-0.0332444,-0.0219312,0.00138343,-0.000949849,-0.0295027,-0.00100115,-0.000269861,-0.0377633,4.65901e-05,-0.0379035,0.0007186,0.00415603,-0.000148946,0.00254196,-0.00102566,-0.00168761,-0.0145051,0.000226151,-0.00187495,-0.00193041,-0.0635078,0.000685595,0.000459029,0.011728,-0.000117935,-4.61581e-06,-8.09003e-05,8.31273e-06,2.95273e-05,-2.96974e-05,2.49251e-06,-0.00237217,0.758492,-0.00341485,-0.0182798,0.449098,0.471349,0.35777,0.0699641,0.126256,0.170516,0.366151,-0.00380391,-0.0375942,-0.0105947,3.01558e-05,-6.96008e-07,2.00237e-05,-7.10988e-05,6.63901e-06,-0.000822658,1.45305e-05,0.000192236,2.92894e-06,8.21473e-05,-1.94897e-06,7.3672e-06,0.00044068,9.97864e-05,2.48412e-06,0.000120243,4.19518e-05,0.00031813,0.000193727,6.17465e-05,3.16928e-05,-0.00447888,-0.138976,-0.181199
HAK1,1.46468e-07,0.000258266,-2.6763e-06,2.43419e-05,3.39383e-05,0.00227052,-0.00116263,-0.00125348,-0.00104458,0.997377,-0.00316024,-0.000848063,-0.00016116,-0.000158391,-0.00152366,-0.000550185,-0.000240494,-0.0101073,-0.000109279,-0.0172096,0.0964032,-0.0331216,-0.00115949,-0.00319082,0.0311928,-0.000428319,-0.00411347,-0.0197958,-0.00561089,0.046616199999999997,-0.00716259,0.000353283,-0.00248208,-0.0015089,0.0613631,-0.00426476,-0.0135094,-0.00079185,-0.00208678,-0.0027539,0.120799,0.0104797,-0.00284546,-0.00846451,0.00371628,0.000123104,0.00137348,-4.46158e-06,-4.53954e-05,-0.000279058,5.56599e-07,-0.00245738,0.804926,-0.000659849,0.000239419,-0.00376483,0.153501,0.179639,0.0388105,0.0925777,0.16112,0.149547,0.00486492,-0.00786688,0.00264759,2.61974e-05,-6.09954e-06,2.49567e-05,-9.80388e-05,1.31726e-05,-0.000953164,-0.000159048,-0.00202091,3.00258e-06,0.000109172,-3.48047e-06,3.66763e-05,-0.0262797,9.70158e-06,4.29827e-06,-0.00196214,0.000110878,-0.00255977,0.000236975,-0.000136308,-0.00175597,-0.075016,-0.136844,-0.00598145
HAK2,-2.66358e-06,-0.00365983,-6.98026e-06,-9.39424e-05,-0.00101294,-0.0555153,-0.00847875,-0.00537345,0.000462955,-0.00013258,0.986877,-0.0176989,-0.00110908,-0.000257419,-0.0023786,-0.00131155,-0.000659067,0.375383,-0.000172507,-0.0312146,-0.00316793,0.106377,0.000487295,-0.00274959,0.101226,-0.00975235,-0.0153565,0.0288984,-0.0035056,-0.00305163,-0.000290763,-0.0151963,0.00399318,-0.000464907,0.228218,0.00485138,-0.00884261,-0.002748,0.00239162,0.0145501,0.0632961,0.0752926,1.01062e-05,-0.00181501,0.00344365,-4.4558e-05,0.000789501,-8.64527e-06,-0.000149509,0.00172613,-6.60693e-07,0.00666587,0.105897,-0.00356923,0.07495,0.0327753,0.126117,0.135355,0.0159894,0.0554756,0.0227187,0.0579226,0.0102795,0.0100155,0.00726892,-0.000191585,-3.55225e-05,1.12013e-05,-0.000693809,2.7788e-05,-0.000266791,-0.000372641,-0.00419803,-2.70641e-05,-0.000660599,-2.53752e-05,-2.71924e-05,-0.0409545,-0.000756536,-1.07585e-05,-0.00344079,0.00017379,-0.00381195,0.000214109,-0.000632581,-0.00251436,-0.0557747,-0.0848449,0.0579449
HAK3,-6.50246e-06,-0.00622571,-7.21123e-05,-0.000152543,-0.00184462,-0.0997268,-0.0121003,-0.00651819,-9.29074e-05,-0.000864045,-0.0202048,0.97011,-0.00190502,-0.000240722,-0.00286445,-0.000822703,-0.000452134,0.659924,-0.000193741,-0.00115393,0.0636328,-0.0202547,-0.00142196,-0.00399989,0.0125255,-0.0163651,-0.0164339,0.0561617,0.00667673,-0.00509139,-0.00645454,-0.0041904,-0.00297922,0.0086031,0.254535,0.0144809,8.98058e-05,0.0221047,-0.0011813,0.0228821,0.0471204,0.0221812,0.000838188,-0.000766445,0.00359544,2.50535e-05,0.000900217,-5.24945e-06,-0.00013023,0.00317911,-1.89007e-07,0.00235989,0.029745,-0.0056136,0.108486,0.0449216,0.188866,0.166488,0.022917,0.063713,0.00808508,0.0528021,0.0072462,0.000654692,0.00361385,-0.000108122,-1.10466e-05,9.46238e-06,-0.000765759,2.18224e-05,-5.7795e-05,-0.000512621,-0.00588489,-8.14444e-06,-0.000598801,-2.28194e-05,-0.000168853,-0.0367055,-0.00073058,-4.60069e-06,-0.00472484,0.000216817,-0.00524309,0.000176567,-0.000469487,-0.003862,-0.0515748,-0.0754804,0.0168024
HAK4,-7.24979e-05,-0.0648155,7.49172e-05,-0.00144823,-0.0206586,-1.16776,-0.1426,-0.0698764,0.0120814,0.0143865,-0.18557,-0.300324,0.978735,0.000824261,-0.000196296,0.00747142,0.00304665,7.72733,-0.000954285,0.585099,0.576893,0.00785846,-0.0321907,-0.0137489,0.214518,-0.175337,-0.196437,0.651518,-0.0172944,-0.0137772,0.111057,-0.0363497,-0.0525816,0.0549819,0.00401499,0.234537,0.00140807,-0.0137796,-0.00802964,0.182144,0.453903,0.213827,0.00863364,0.0279126,0.0182716,-0.000177298,0.00318722,-3.21822e-05,-0.000336612,0.0362762,-2.46809e-06,0.00670174,0.879295,-0.0594661,0.719951,0.535156,2.35718,1.52221,0.143161,0.815235,0.20155,0.655169,0.0638607,-8.84049e-05,0.0344004,-0.0015131,-9.93105e-05,2.10059e-05,-0.0144398,5.99802e-05,-0.0009606,-0.00129653,-0.00850465,-0.000109782,-0.00722408,-0.000414088,-0.00076004,-0.0335959,-0.00408679,-8.9698e-05,-0.00196904,-0.000988518,-0.00346275,-0.00575741,-0.000117369,0.00112523,-0.0376932,-0.332292,0.00331762
MUL,4.85566e-07,8.29928e-05,1.83786e-05,1.97671e-06,0.000125094,0.000596989,0.00041493,-0.0012183,-1.83762e-05,-7.92746e-05,-0.000380277,-0.000340125,2.1486e-05,0.999478,-0.00245412,-0.000941434,-0.000355206,-0.000650329,-0.000154357,-0.0315782,-0.0156419,-0.0155803,-0.00558574,-0.000885708,-0.0131298,0.000130583,0.000694051,-0.00313801,-0.00398219,-0.0134234,-0.0112973,0.00140594,-0.00145098,0.00242027,-0.0104062,-0.00938346,-0.00813667,-0.00687811,-0.00109651,-0.00117079,0.115066,0.0323582,0.000140397,-0.00373814,0.118686,0.000210938,-0.0023277,-2.58365e-05,-9.83009e-05,3.97044e-06,-4.54125e-06,0.11939,-0.0191229,-0.0013981,-0.0123267,0.100257,0.0976046,0.101492,0.141437,0.107212,0.00037798,0.109493,0.033075,0.0652966,0.0195243,-0.000158424,-1.43867e-05,-8.38019e-07,4.23908e-05,1.93322e-05,0.000238353,-9.03354e-05,-0.000970519,-0.000107393,-0.00272605,-1.65844e-06,-0.00211437,-0.00358405,-0.00328988,-3.02089e-05,-0.00239742,0.000251035,-0.00897375,0.000424729,-8.896e-05,-0.00156139,0.0170233,-0.0960795,0.373757
MUL1,1.75398e-06,0.000590655,5.92527e-05,9.05815e-06,0.000492648,0.00133311,0.000463391,-0.00356796,1.23999e-05,-0.000525343,-0.00152587,-0.00172274,2.44029e-05,-0.000802155,0.989798,-0.000992542,-0.000589212,-0.00377362,-0.00036723,-0.0199972,-0.0353347,-0.0365348,-0.0299498,-0.00398057,-0.0266733,-0.000702268,0.000126299,0.000664655,-0.0108881,-0.0142257,-0.0218334,0.000783889,-0.00212546,0.00186893,-0.012126,-0.0259334,-0.00204048,-0.0332046,-0.000572834,-0.00210763,0.2047,0.027746,0.105049,0.0742277,0.0909519,0.00495016,0.0166879,-1.33818e-05,-0.00029359,-0.000285061,-3.02198e-06,0.0164822,-0.0134097,-0.000624356,0.0154852,-0.0123513,-0.0161485,0.0400238,-0.0535775,0.0553954,-0.00319786,0.0376645,0.0377699,0.0527061,0.024726,-0.00100393,-1.35336e-05,3.37353e-07,0.000129536,4.87302e-05,0.000442551,-0.00081839,-0.00954189,-0.000615405,-0.0163602,1.17434e-06,-0.0125381,-0.0226744,-0.0198884,-0.000190271,-0.00888964,0.000481722,-0.00919283,0.00046443,-0.000936266,-0.006439,-0.0601566,-0.0782814,0.238132
MUL2,2.7374e-06,-0.000269391,3.12499e-05,4.54981e-06,4.95073e-06,0.0019006,-0.000487236,-9.49676e-06,-2.26548e-05,-9.96924e-05,-0.000395483,0.000206474,7.64587e-05,-0.000317068,-0.00157916,0.984485,-0.00123323,-0.00761668,-0.000561785,-0.0938179,-0.0273348,-0.0129156,0.00249082,-0.00417612,-0.00415587,0.000139466,0.000634558,-0.0205265,-0.00111139,-0.00215709,-0.0159199,-0.000178844,-0.000559425,0.00474858,-0.00479293,0.492209,-0.00633117,-0.00458395,-0.000572254,-0.00188163,0.0244585,0.0522776,0.0252788,0.30589,0.0668201,-0.000651829,0.00619894,-3.74854e-05,-0.000515175,-0.00040226,-3.52406e-06,0.00453983,-0.0176043,2.00592e-05,-0.00823461,-0.0163765,-0.0232349,0.0479461,-0.0140706,0.0107978,-0.00422036,0.00768042,0.0486536,0.0617293,0.060875,-0.000238003,-2.4484e-05,-1.28978e-06,-0.000168287,1.40323e-05,0.000143544,-0.000328479,-0.00315571,-0.00015661,-0.00414345,-8.99151e-06,-0.000480608,-0.00616021,-0.00771661,-0.000184116,-0.00218244,0.000288871,-0.00227906,0.00098155,-0.000239696,-0.000191131,-0.0281382,-0.0875477,0.094637
MUL3,1.10782e-06,-0.000521221,-6.14147e-05,-0.000169087,-2.50187e-05,0.00184385,-0.000577637,-0.000398429,-4.25498e-05,-0.000320623,-0.00197906,-0.000919,9.38458e-05,-0.000516876,-0.00273186,-0.00662787,0.997783,-0.00630327,-0.00096394,-0.129819,-0.0222825,0.0359227,0.00200676,-0.00289472,-0.0128078,-0.00202557,0.00083191,-0.00438682,9.105e-05,0.000329442,-0.00909072,-0.00631497,-0.000729485,0.00243904,0.364892,0.0702624,-0.0196396,-0.00759062,-0.00205969,-0.00757492,-0.0619278,0.111712,0.281904,0.427994,0.224577,0.00410456,0.0151263,-3.88701e-05,-0.00117386,-6.83807e-05,-6.53163e-06,0.00539611,-0.0186669,-0.00104124,0.0560525,-0.00991762,-0.020237,0.0875515,-0.0605275,0.04046,-0.00416648,0.0347854,0.0912537,0.0995195,0.0610952,-0.000523809,-5.27123e-05,8.39282e-06,-4.36776e-06,2.86154e-06,-0.000278604,-3.36602e-05,-0.00201971,-0.000320571,-0.00748024,-9.5308e-06,-0.000801531,-0.0112001,-0.0105514,-0.00011817,-8.64993e-05,0.000217966,-5.6008e-06,0.00120003,-9.36128e-05,3.40066e-05,-0.0897699,-0.130519,0.196918
TRA,-7.97419e-06,-0.00775232,9.58716e-06,-0.000190625,-0.00238353,-0.132625,-0.0159901,-0.00765922,-0.000118294,-0.000211489,-0.0237977,-0.0364593,-0.00237537,-3.65434e-05,-0.000152195,-0.000861699,-7.46409e-05,0.881151,-5.89936e-05,-0.00771003,0.0293809,-0.00924465,-0.000659652,-0.00089989,0.0336475,-0.0197255,-0.0224699,0.0766479,-0.000844422,0.0016595,0.00292149,-0.00384761,-0.00460164,0.00982403,-0.00395684,0.0256389,0.000655435,-0.00178192,-0.00061603,0.00673463,0.0267962,0.0176959,1.99494e-05,0.00201182,0.000390035,-3.85459e-05,0.000150326,-2.07575e-06,-1.77233e-05,0.00414175,-1.75383e-07,-0.0004102,0.0293525,-0.00662934,0.0776884,0.0595573,0.255683,0.154266,0.0112148,0.0836517,0.00871694,0.0590517,0.00502646,-0.00095544,0.00245363,-0.000164835,-8.08064e-06,-1.75652e-07,-4.22502e-05,5.29121e-06,-1.7274e-05,-0.000131498,-0.000799953,-9.8751e-06,-0.000748351,-2.65249e-06,-7.92549e-05,-0.00315722,-0.00036493,-8.96007e-06,-9.71694e-05,2.9014e-05,2.82461e-05,9.28366e-05,2.56161e-05,0.000177884,0.0060097,-0.0210695,-0.0061671
PAG,-2.40798e-07,-0.0161838,2.46001e-05,3.76765e-05,0.00014222,3.94914e-05,-0.000236938,-0.000597202,-6.53684e-06,-0.00017846,-0.000388147,-0.000256875,6.83112e-06,-0.000220821,-0.00162923,-0.00216471,-0.000729806,-0.00307619,0.998327,-0.0030194,0.0623354,0.018954,-0.00478692,-0.00313523,-0.0199363,-0.000691952,-0.00028579,-0.00300145,-0.00283206,-0.00869573,0.0885994,0.0798053,-0.00848693,-0.00706543,0.0505245,0.0174042,0.00719766,0.00616041,-0.00155827,-0.00437547,0.0463837,0.118725,0.0182684,0.580253,0.171827,-0.000980723,0.112335,-1.09089e-05,-0.0008933,-0.000118075,-2.24239e-06,0.00355905,0.0060124,-0.000434114,0.000956816,-0.0013343,-0.0208541,0.09366,-0.0363243,-0.00545968,0.00110927,0.00124656,0.0897203,0.118071,0.079934,-0.000229388,-5.55056e-05,3.51731e-05,-0.000141,-0.000175046,-0.000554037,-0.000118309,-0.00111178,-0.000148498,-0.00326649,-1.3888e-05,-0.000395683,-0.0050523,-0.0048518,-4.82866e-05,-0.000448818,-0.000381572,-0.000552594,-0.000331712,-0.000115307,-0.000135008,-0.0583494,-0.149522,0.176028
DFS,2.13805e-07,0.00436449,4.60257e-06,0.000303361,0.00023042,-0.00871751,-0.00113656,-0.00266389,0.000372103,0.000438617,0.0037047,-0.00168939,-0.00059968,0.00184708,0.00260899,0.0231033,0.00575728,0.0078127,-0.00015901,0.987126,0.0903784,0.0303497,-0.0314181,-0.00294417,-0.0833747,-0.00233361,0.0014298,-0.00985183,-0.00901996,-0.010018,0.0189693,0.00762924,-0.0118457,-0.0445558,0.0400171,0.0121413,0.000679268,-0.000274861,-0.0011291,-0.00120066,0.185827,0.0348807,0.00156677,9.47716e-05,0.00688943,7.32725e-05,0.000360745,-1.13516e-05,-9.44139e-05,0.00037364,-1.16166e-06,0.00269278,0.128919,-0.00107319,0.036095,0.0161525,0.0186868,0.0635258,0.0163552,0.037247,0.0264658,0.0553818,0.0135738,0.0135942,0.0115004,-1.65213e-05,-1.66367e-05,1.91156e-05,-0.000851252,-2.73492e-05,-0.000435443,-4.18134e-05,-0.000464781,-1.49454e-05,-0.000270105,-2.60937e-05,-5.8409e-05,-0.00452877,-0.000549864,-7.75544e-06,-0.000380634,-0.00193314,-0.00243428,-0.00956173,-0.00011845,-0.000102436,-0.0391192,-0.0694939,0.081768
DFH,-1.41436e-05,0.000901452,2.91718e-07,5.36622e-05,0.000384509,0.00226137,0.000382377,-0.00163635,-0.000131741,-0.00141416,6.16182e-05,-0.000443477,1.20632e-05,-0.000122049,-0.000702251,-0.000650336,-0.000104971,-0.0107773,-0.00051008,-0.0141093,0.973556,0.00100654,-0.0178345,-0.00825779,-0.0225716,6.43061e-05,0.000346862,-0.00547918,-0.00839402,-0.0529395,-0.0041486,-0.00406224,-0.0101432,-0.00299431,-0.00150719,0.00946562,0.000896882,0.00125838,-0.000646332,-0.000516351,0.24853,0.00490962,-0.00135869,0.000277618,0.00269649,0.000326543,0.00214901,-1.16738e-05,-5.14274e-05,-0.000328278,-1.79209e-06,0.00163475,0.0946982,-0.000214911,-0.00127888,0.0187434,0.0164047,-0.0182066,0.0257515,0.0706668,0.0197292,0.0759909,0.0141376,0.0184578,0.0135078,8.2427e-06,-2.48365e-06,-2.50713e-06,-5.72496e-05,1.88288e-05,-9.08573e-06,1.9389e-05,0.000427702,-1.18064e-06,-1.47779e-05,-1.99393e-06,-2.18631e-07,-0.000995072,-0.000201415,-2.82744e-06,-0.000572597,0.000100539,-0.00535458,0.000124763,-7.47399e-06,-0.000307785,-0.0223638,0.0251269,0.0926155
