SHKRAY,SB,MM,TUR,XIP,THU,LPL,MPL,SPL,HAK,HAK1,HAK2,HAK3,HAK4,MUL,MUL1,MUL2,MUL3,TRA,PAG,DFS,DFH,DSM,DSP,DSR,MSC,MSG,MSP,ENG,SAR,EPI,CEBH,CEBS,CEPH,CEPS,DNS,DNH,DRS,DRH,ARF,PWL,SUP,MbO,MbFF,MbDF,MbC,MbPAR,MbSCA,MbH,MbGRA,MbSF,MbPF,BO,EUP,ZG,ZL,ZM,ZS,PB,BB,PS,DF,PL,MB,SG,MA,RAY,SHK,DC,SPOM,BD
ZS,1.11165e-07,2.83733e-06,5.49149e-07,3.99615e-06,7.17536e-06,0.00026405,1.13184e-05,0.000412106,-2.3518e-06,6.1626e-05,5.30629e-05,7.03997e-05,5.03056e-06,-1.62968e-05,1.70273e-05,3.94853e-06,-3.22121e-06,-0.0017869,-7.57055e-06,0.000183847,0.0012029,0.000855584,-3.37155e-05,9.26466e-05,0.00189586,0.000214613,4.473e-05,-0.00385943,0.000537693,-0.00974122,0.00024949,4.30791e-05,-7.12913e-05,5.43157e-05,0.00126629,-0.000384271,0.000117801,2.31394e-05,9.0031e-05,8.44751e-05,-0.0116203,0.0030914,-0.000533013,0.00560771,0.000409039,-7.31216e-07,2.05174e-05,1.98513e-06,1.17304e-05,-7.56705e-05,-1.1615e-07,-0.000306571,-0.0232696,-0.00200911,-0.0142975,-0.0506031,0.846995,0.331573,0.0299816,0.278299,-0.00513248,0.0354341,-0.00061073,-0.00667662,-0.00154436,-5.75302e-06,8.99594e-06,0.000358497,0.0932795,-0.0640355
PB,-2.22178e-07,3.09528e-05,2.35583e-06,-2.66033e-06,1.48002e-05,-3.1321e-05,9.67952e-06,0.000119191,7.2543e-06,-5.23289e-06,-6.89572e-06,-1.02576e-05,-1.53073e-06,9.2695e-06,2.72291e-05,3.05989e-05,6.38193e-06,0.000544609,-1.25259e-06,7.94134e-05,-0.000552652,-0.000319619,4.7612e-05,8.8745e-05,0.00299738,0.000205307,-6.28396e-05,0.00216651,0.00090574,-0.00154276,0.000544186,0.000641324,9.68741e-05,7.835e-07,0.00032395,-0.000329527,0.000347347,-4.18093e-06,9.65106e-05,1.05364e-05,-0.0117101,0.00327828,-0.0028441,0.00249453,0.000814132,4.42044e-06,0.000137661,-7.79086e-07,1.72118e-05,-0.000202368,-2.74951e-06,-0.000125994,0.00548757,0.000486595,-0.000826812,-0.00770547,-0.161707,0.595741,0.00420125,0.112061,0.000531348,0.0929627,-0.000576811,0.0177304,0.00394076,0.000113214,7.72557e-05,0.000681362,0.430689,-0.0093092
BB,-7.74963e-07,9.81451e-06,9.67398e-06,-5.85247e-06,1.24954e-05,-0.000136537,3.9353e-05,9.04452e-05,8.73086e-06,2.68686e-05,3.033e-05,1.62627e-05,-4.36956e-07,-5.12122e-05,6.46426e-05,0.000134841,4.6781e-05,8.71332e-05,5.06575e-05,0.000124081,0.00294661,0.00106995,-4.5977e-05,0.000230304,-0.00204772,0.000232825,0.000329954,0.000880192,0.00600898,-0.00252055,0.00302668,0.00259165,0.000138593,0.000196325,-0.00397481,0.000183426,0.00218372,0.000342567,0.000740513,0.000771522,-0.182564,-0.0179823,-0.00400407,-0.0444022,-0.00473447,-1.84465e-05,-6.48196e-05,-2.92069e-05,-4.46987e-05,-8.24546e-06,-1.91255e-06,-0.00975904,-0.00161474,-0.000874333,-0.00558923,0.00239873,0.00322783,0.0274477,0.68928,0.091929,-0.000196747,0.0499672,-0.0157263,0.0803658,0.00744744,0.000283745,6.81415e-05,0.00501325,-0.0708601,0.496047
PS,-1.02157e-07,-2.547e-06,-1.67585e-07,-8.79898e-07,-1.20244e-05,-9.37399e-05,-2.39093e-05,-0.000149942,2.88344e-06,-5.67804e-06,-1.71252e-05,-1.78525e-05,-7.36658e-07,5.49731e-06,3.20587e-06,-3.18951e-05,-5.9591e-06,0.000252978,-7.50499e-06,-2.83695e-05,0.000772403,0.000458322,-3.62932e-05,-2.42604e-05,0.000485487,-2.7674e-05,-0.000125135,0.000445231,0.000190497,-0.0019599,4.9926e-05,-0.000169657,-3.2598e-05,-7.74355e-05,-0.00061426,0.000210163,-0.000583254,-1.96725e-05,-6.79781e-05,-6.61745e-05,-0.0180034,0.0014094,0.000281176,0.00467133,-0.000205232,-4.11308e-06,-4.62028e-05,3.20991e-06,3.03997e-06,-1.94096e-05,1.94431e-06,-0.000279094,0.000483877,0.000264834,0.000633541,0.00848738,-0.164428,0.0874081,0.0272733,0.845372,0.000114598,-0.0746831,-0.000709486,-0.0208236,-0.00509055,-9.56503e-05,-6.90867e-05,-0.000499592,-0.213181,-0.0665672
DF,-1.94298e-06,8.29858e-05,-1.06465e-06,-2.32156e-05,6.80216e-06,-0.000521318,0.000469605,0.0023847,0.000709161,0.00123838,0.000157185,-7.28869e-05,8.53798e-07,2.70063e-05,-2.87455e-05,3.03025e-05,7.23157e-06,0.00170922,-4.22177e-06,0.00198625,0.0208651,0.0140818,-0.000625367,0.000687138,0.0200149,0.000724121,0.000188902,0.0232878,7.63036e-05,0.0233146,-0.000528004,-0.00295338,0.000211213,-0.0012482,0.00021882,0.00106633,0.00923016,-6.62481e-05,0.00118104,0.00114773,0.0362832,0.0010465,0.000406735,-0.00326741,0.000225768,1.47072e-06,4.63147e-05,-3.43952e-06,-1.28435e-05,2.95089e-05,-1.03933e-06,0.00116404,-0.490625,0.00195683,0.00882356,-0.297942,-0.154047,-0.140045,-0.0171679,-0.0601086,0.889681,-0.247267,0.00240063,0.0133125,0.00451396,-0.000271844,5.93863e-05,0.00307206,0.0672397,0.0587936
PL,-5.80328e-07,3.27068e-05,7.94026e-07,-5.32995e-06,-1.23316e-05,-0.000121596,-0.000132164,0.00081694,3.4447e-05,3.27718e-06,-1.11918e-05,-6.80454e-06,-8.35126e-08,1.4768e-05,7.03836e-06,-2.61369e-05,-3.49855e-06,5.37571e-06,-7.57237e-06,4.23631e-05,0.0017467,0.000654127,-0.000101002,5.71374e-05,0.00447748,0.000339084,-0.000253051,0.00466389,0.000872733,0.00472499,0.000170297,-0.00012969,-5.80511e-05,-0.000265386,-0.00101086,0.000153033,-0.000565252,-5.61992e-05,1.02873e-05,1.58992e-05,-0.0264996,0.0018721,-0.000874962,0.00433952,-0.000225139,-3.60707e-06,-1.59285e-05,3.12679e-06,4.0659e-06,-0.000108372,1.77151e-06,-0.000178056,-0.00386179,0.000488024,-0.000142798,-0.111187,-0.0788802,0.104811,0.0205616,-0.121967,-0.00538352,0.868045,-0.0012581,-0.0182275,-0.0047602,-0.000100613,-9.47352e-05,-0.000839178,-0.190567,-0.0576565
MB,-6.20208e-07,3.64332e-05,5.16247e-05,-6.28371e-06,8.2057e-07,-0.000132078,-3.70692e-05,-0.000183786,-8.53811e-06,-2.36899e-06,-6.4326e-05,-4.23256e-05,-3.22224e-07,9.93455e-05,0.000350091,0.000351883,0.000125215,-0.000134374,0.000155195,0.000236925,0.00769743,0.00730303,-0.000180298,0.000729414,0.0153197,0.000551716,-0.000802319,-0.000285311,0.00881553,0.00420554,0.00666743,0.00172291,0.00024352,-0.000404635,0.0110023,0.00405743,0.0068958,0.00201536,0.00115118,0.00131478,-0.29528,-0.0328337,-0.0535413,-0.242799,0.0169511,0.000809543,0.00308004,-0.00015032,-1.55371e-05,-0.00867965,-6.73742e-05,-0.0556356,0.00307674,0.000552815,-0.0195186,0.00644872,0.00800131,-0.0205794,-0.021847,-0.0680276,0.000879927,-0.0524201,0.929929,-0.0708031,-0.048059,9.97682e-06,-0.000252584,0.0154908,0.0420765,-0.188647
SG,3.13811e-07,-1.84007e-05,3.79533e-07,1.46427e-06,-1.43553e-05,9.63188e-06,-5.15365e-05,-0.000191867,-9.96743e-06,-1.78132e-05,-2.33514e-05,-1.19528e-05,4.07298e-07,9.89404e-07,3.64238e-05,5.06688e-07,-6.9294e-06,-0.000192118,1.33293e-05,5.92655e-06,0.00134726,0.000422186,-5.24422e-05,4.42929e-05,0.00458945,-0.000181514,-0.000411397,-0.00104411,-0.000405131,0.00433069,3.78263e-05,-0.000774629,-6.97036e-06,-0.000235528,0.00171937,0.00103931,0.000412141,0.000296944,-0.000192945,-0.000245699,-0.00778278,0.00423457,0.00549725,-0.0404883,0.00566103,0.000192287,0.000604366,-2.02025e-07,5.06202e-06,0.000301672,3.90969e-06,-0.00152358,0.00216687,0.000725122,0.00402886,0.00522088,-0.0192564,0.0807106,0.186048,-0.144722,0.000576287,-0.0861435,-0.00776157,0.920884,-0.0215975,-0.000207073,-0.000124126,0.000551295,-0.0898838,-0.377547
MA,-3.97856e-08,1.41219e-05,-1.24022e-05,-6.18937e-07,-1.0251e-05,-4.92647e-05,-4.52946e-05,-0.000225784,-8.99273e-06,-7.26082e-06,-2.58915e-05,-1.21845e-05,2.44871e-07,1.65749e-05,0.000128435,0.00029841,3.49203e-05,-0.000217767,7.98199e-05,0.000115449,0.00441344,0.00248823,-0.000102104,0.000178653,0.0099411,-0.000123734,-0.000627958,-0.000651683,0.00397036,-0.00393434,0.00242524,0.000684528,-0.000472922,-0.0003133,0.00354215,-0.00396211,0.00253179,-0.000801228,0.000368049,0.000271234,-0.151818,-0.0179712,0.00501404,-0.124229,0.0086669,0.000437007,0.00135535,-0.000426613,-0.000146239,0.000456854,4.47871e-06,0.00119434,0.00228963,0.000556794,0.00517888,0.00540268,-0.00819892,0.0446797,0.102204,-0.115975,0.000637215,-0.074145,-0.0268122,-0.0763009,0.965187,0.000147652,-9.0657e-05,0.0035916,-0.0413608,-0.299209
RAY,-3.82776e-07,-0.00111098,-0.000364015,-5.7189e-05,-0.000187449,-0.00366914,-0.00207698,0.00129408,-1.90396e-05,0.00255743,0.00709307,0.00510645,-5.74248e-05,0.00091699,0.0174488,-0.000991869,0.00137509,0.0243083,0.000827316,0.00442304,0.00542222,0.0801102,-0.000205804,-0.00303148,0.0582913,-0.00108735,-0.00419917,-0.00357427,0.00907886,-0.0041172,-0.00511212,-0.0110415,-0.000185312,0.00933303,0.0145189,0.137186,-0.0051063,0.102432,-0.00344406,0.00111504,0.175974,0.262984,0.0256589,0.0145937,0.00533984,-0.000214078,0.000788721,-2.24558e-05,-0.000739031,-0.000110029,-1.61303e-06,0.000858215,0.0186705,-0.000486995,0.00407896,0.00926564,-0.0112344,0.104286,0.0162989,-0.00218908,0.00407712,0.017989,0.0263153,0.0237267,0.0301893,0.987399,-0.00363901,-0.0113836,-0.149568,0.0890157
SHK,-2.29491e-06,-0.000986553,-0.000153633,-3.24315e-05,2.16486e-05,-0.0019183,-0.000788364,0.00902143,-8.81215e-05,0.00056096,0.00172056,0.0032048,-3.62285e-05,0.00114284,0.0090157,0.00191141,-7.90374e-06,0.00808635,-0.000418845,0.0117412,0.0841148,0.143433,6.00778e-05,0.0495649,0.0364892,-0.00131425,-0.00363442,-0.00436712,-0.00012519,0.0216437,0.0897555,0.0563493,0.037853,-0.0204911,0.030784,0.0261544,0.0234345,0.0267957,-0.00132149,-0.000641466,0.256395,0.0714732,0.00767347,0.00884577,0.00886869,0.000153161,0.00564874,-1.41425e-05,-0.000327181,-0.000379512,-1.10801e-06,0.012351,0.0712714,-0.000406531,0.00173649,0.0187143,-0.000241402,0.101876,0.0536402,0.00948122,0.014996,0.0358015,0.0216341,0.0122254,0.0187754,-0.00600033,0.988421,-0.0929841,-0.136617,0.0742518
DC,-6.42104e-06,0.000537504,9.4342e-05,1.49711e-06,0.000561385,0.00212181,0.000907364,0.00170291,-2.57589e-05,0.000147988,0.000250849,0.000272448,-4.84209e-06,4.84825e-05,0.000890924,0.00132212,0.00025129,0.00172918,0.000332052,0.00184775,0.0142699,0.0153909,0.000216762,0.00363087,0.0702759,0.00827984,-0.000252839,0.00856108,0.00319946,0.0448793,0.0100403,0.0168938,0.00192584,0.000958558,0.0262895,-0.0139733,-0.0517101,-0.0134158,-0.0010132,0.00205736,0.111235,-0.229887,0.0167619,0.0726676,-0.0411704,-0.00106806,-0.0158999,1.51228e-05,0.000708136,0.00295295,3.44081e-07,0.00583482,0.0157161,0.00218686,0.00462418,0.0212999,0.010542,0.0115718,0.0725913,0.00419557,0.00401088,0.0187174,0.00869862,-0.0106551,-0.000544503,0.00406744,0.00198167,0.927815,0.00121328,-0.0622681
SPOM,-1.92015e-07,1.54884e-05,2.72707e-06,-1.06119e-06,1.97307e-05,6.96558e-05,2.35565e-05,0.00018227,5.55022e-06,1.35297e-05,1.23207e-05,1.50319e-05,-8.66127e-09,5.3691e-06,3.7679e-05,3.08124e-05,5.83434e-06,5.75041e-06,-6.05885e-06,0.000142218,-0.000170185,-5.40079e-05,4.39629e-05,0.000125639,0.00406203,0.000113048,-6.78097e-05,0.000784855,0.00111049,-0.000929609,0.00072914,0.000750459,8.74988e-05,-7.0938e-06,-6.18138e-05,-0.000471945,0.000409275,2.00648e-05,0.000109665,-4.1384e-05,-0.0187669,0.00568272,-0.00328649,0.00643533,0.00119961,4.99099e-06,0.000170999,3.80568e-07,2.65123e-05,-0.000257761,-3.12142e-06,-0.00042234,-0.00130696,-0.000140805,0.00312619,-0.0148912,0.0739677,-0.369432,0.0261095,0.213273,-0.000679777,0.122541,-0.000634501,0.0146795,0.00336548,0.000119953,8.65529e-05,0.000764552,0.536702,-0.0551133
BD,-4.27365e-07,1.77848e-05,5.91919e-06,-1.89941e-06,1.67356e-05,-1.95582e-05,7.46775e-05,0.000221375,1.2637e-05,2.09555e-05,3.321e-05,1.13383e-05,-6.55736e-07,-9.26076e-06,-4.25613e-05,0.000167119,4.62537e-05,0.000294755,6.0851e-05,-7.78963e-05,-0.00166976,-0.000633573,6.1577e-05,2.1425e-05,-0.00781809,0.000275369,0.000620221,0.00132304,-1.55186e-05,-0.005954,-0.000290805,0.00076372,8.84401e-05,0.000344129,-0.00196845,-0.00129361,0.000272313,-0.000460494,0.00039279,0.000725635,0.0268313,-0.0229195,-0.00623054,-0.0453996,-0.00295761,6.8343e-06,-7.14245e-05,-1.73735e-05,-6.27573e-05,-0.000183443,-3.61483e-06,0.00384385,-0.00255076,-0.00103945,-0.00683968,-0.00189347,-0.000163062,0.0246497,-0.29599,0.136274,-0.000556192,0.0833555,-0.00187342,0.098289,0.0192155,0.000353201,0.000178338,0.00303212,-0.0773021,0.596819
